"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
1669																																																																																																																																		376437	3842																																																																																																														
1856																																																																																																																																		53905	279																																																																																																														
2161																																																																																																																																		302365	2087	0	0	188180	31171	3406	27765	0	0	0	0	0	0	1510	21938	38143	0	2450	0	2450	0	0	0	0	0	0	24531	0	0	0	24531	22853	52153	112312	116610	583	583	0	0	0	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9895	4948	0	0	4948	0	22853	54873	117260	117193	0	10975	58630	117193	188180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																		702350	5050																																																																																																														
2750																																																																																																																																		62686	506	0	0	45804																																																																												45804																															
3252																																																																																																																																		294712	3977	0	2341	130882																																																																												128541																															
3458																																																																																																																																		70276	554	0	0	51937																																																																												51937																															
3720																																																																																																																																		363694	1744																																																																																																														
3971																																																																																																																																		898302	7852	0	0	813476																																																																												813476																															
4156																																																																																																																																		275729	2747	0	469	182287																																																																												181818																															
4231																																																																																																																																		147146	821																																																																																																														
5069																																																																																																																																		444196	7988	0	3891	395697																																																																												391806																															
5135																																																																																																																																		561143	4742																																																																																																														
5210																																																																																																																																		2778405	19141	0	0	1539683																																																																												1539683																															
5461																																																																																																																																		809920	6799																																																																																																														
5751																																																																																																																																		243543	2409																																																																																																														
6039																																																																																																																																		388952	3965																																																																																																														
6329																																																																																																																																		1375996	18132	0	5686	995747	242045	219227	22818	0	0	0	0	0	0	0	105961	492	0	2	0	2	0	0	0	0	0	0	67222	97	947	0	62657	245593	129728	181695	819141	1756	1756	0	0	0	1756	6486	3243	0	0	0	3243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29128	14564	0	0	485	14079	245593	129728	186384	851582	0	25946	93192	851582	990061	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																		837297	0	0	0	503748																																																																												503748																															
7045																																																																																																																																		269360	1156	0	0	138117	7444	7074	370	0	0	0	0	0	0	16042	105841	41534	0	0	0	0	0	0	0	0	0	0	4033	0	0	0	4033	23474	106211	41534	96053	0	0	0	0	0	0	110	55	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23474	106211	41534	96108	0	21242	20767	96108	138117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072																																																																																																																																		384335	3076	0	0	251572																																																																												251572																															
7456																																																																																																																																		122236	887	0	0	81269																																																																												81269																															
7634																																																																																																																																		83878	1185																																																																																																														
8033																																																																																																																																		380580	1802																																																																																																														
8462																																																																																																																																		162771	2009																																																																																																														
8631																																																																																																																																		73738	397																																																																																																														
9357																																																																																																																																		649678	4154																																																																																																														
9553																																																																																																																																		212281	1212	0	0	146483																																																																												146483																															
9807																																																																																																																																		2730897	31283	0	7204	1985382	642683	628002	14681	0	0	0	0	0	0	65676	258509	6482	9531	0	0	0	0	0	0	0	0	0	187241	3968	1858	0	77006	738006	275048	203196	1413251	8942	8942	0	0	0	8942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299621	149811	0	0	0	149810	779844	275048	203196	1604386	0	55010	101598	1604386	1978178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																		197763	1710																																																																																																														
10250																																																																																																																																		629280	5109	0	1135	317956																																																																												316821																															
10849																																																																																																																																		291695	2625																																																																																																														
11145																																																																																																																																		399795	2961	2961	154	224557	99621	96305	3316	0	0	0	0	0	0	4749	41458	19064	13109	0	0	0	0	0	0	0	0	0	19995	5	1350	302	15185	104817	47484	74583	172167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104817	47484	74583	174478	0	9497	37292	174478	221442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640																																																																																																																																		389131	3002																																																																																																														
11837																																																																																																																																		117936	925	0	142	62657																																																																												62515																															
12030																																																																																																																																		494397	9696	0	5822	309934																																																																												304112																															
12142																																																																																																																																		303566	1719																																																																																																														
12311	95842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5001115	1056664	338867	0	0	0	0	0	0	0	0	73056	73056	72127	0	0	0	0	171	0	0	7647800	1529560	0	0	0	1529212	348	18207	22633665	0	1454997	0	0	38805	0	1416192	0	637992	0	637992	0	0	0	0	0	637992	0	0	1075219	338867	0	0	0	0	0	0	12760	0	0	1612829	847168	0	0	0	0	0	0	127536676	0	5137181	10438719	7726720	3626910	211487	0	0	0	0	142968	779573	340600	3926	604842	0	0	0	0	839373	315623	0	6365649	21928791	7453062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11714	19	0																			0	0	0	0																																																																																										
12647																																																																																																																																		198601	1075	0	0	113508																																																																												113508																															
12656																																																																																																																																		21928	178	0	45	10636																																																																												10591																															
12946																																																																																																																																		1999522	25635	0	6712	1513824																																																																												1507112																															
13103																																																																																																																																		2990438	19922	0	0	2698568	200252	171133	29119	0	0	0	0	0	0	49959	275886	2000	91713	0	0	0	0	0	0	0	0	0	73714	0	2336	0	54988	299716	321408	729112	1414304	2277	2277	0	0	0	2277	351	176	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338054	169027	0	0	41843	127185	299716	321408	772116	1572264	0	64282	386058	1572264	2698568	2804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																		64835	639																																																																																																														
13457																																																																																																																																		22540	103																																																																																																														
14155																																																																																																																																		280874	3761																																																																																																														
14650																																																																																																																																		49982	981																																																																																																														
14753																																																																																																																																		61086	530	0	149	30517																																																																												30368																															
14865																																																																																																																																		770684	5064	0	0	551366																																																																												551366																															
14977																																																																																																																																		50588	654																																																																																																														
16551																																																																																																																																		431550	4131																																																																																																														
17110																																																																																																																																		176277	279	0	0	146722	36848	1266	33317	0	100	100	0	0	0	0	0	0	61213	0	0	0	0	0	0	0	0	0	6120	0	0	0	6120	1366	33317	51	139557	0	0	0	0	0	0	952	476	0	0	0	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1366	33317	51	140033	0	6663	26	140033	146722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147																																																																																																																																		15041056	199972	0	81092	11153546	534763	200406	334357	0	2070938	257004	1205323	607111	1500	96303	1265667	938013	4031	0	0	0	0	0	0	0	0	0	1217172	2421	10400	23514	438579	754213	2858849	2887828	7826323	15233	15233	0	0	0	15233	18753	9377	0	0	0	9377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1315417	657709	0	0	1510	656198	754213	3054890	2890839	8796582	0	610978	1445420	8796582	11072454	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17259																																																																																																																																		64436	171																																																																																																														
17950																																																																																																																																		724526	5551	0	1402	344865																																																																												343463																															
17978																																																																																																																																		322661	1440																																																																																																														
18050																																																																																																																																		883949	6873	0	1468	432406																																																																												430938																															
18827																																																																																																																																		2004363	13010																																																																																																														
18836																																																																																																																																		199083	1650																																																																																																														
18854																																																																																																																																		1145236	9306	0	0	878855	210991	197120	13871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17850	703	694	170	16283	237687	24892	44956	847006	3858	3858	120	0	0	3738	2105	1053	1000	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	602	602	0	0	0	602	0	0	0	0	0	0	238807	24892	44956	851399	0	4978	22478	851399	878855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19356																																																																																																																																		94698	922																																																																																																														
19936																																																																																																																																		411117	4484	0	1646	227054																																																																												225408																															
19972																																																																																																																																		124690	399	0	0	45298																																																																												45298																															
20053																																																																																																																																		151493	1241																																																																																																														
20633																																																																																																																																		345437	2869																																																																																																														
20857																																																																																																																																		497317	2624	0	0	267415																																																																												267415																															
21256																																																																																																																																		12778	70																																																																																																														
21359																																																																																																																																		73408	435	0	0	35865																																																																												35865																															
21658																																																																																																																																		217420	2248																																																																																																														
22048																																																																																																																																		278301	2917	0	389	202205																																																																												201816																															
22543																																																																																																																																		357600	2367	0	0	245593																																																																												245593																															
22552																																																																																																																																		120757	917	0	0	83466																																																																												83466																															
22730																																																																																																																																		231475	1645	0	106	124899																																																																												124793																															
23456																																																																																																																																		288328	2265	0	35	178475																																																																												178440																															
