"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDHT50	RCFDHT51	RCFDHT52	RCFDHT53	RCFDHT58	RCFDHT59	RCFDHT60	RCFDHT61	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	RCONG314	RCONG315	RCONG316	RCONG317	RCONG318	RCONG319	RCONG320	RCONG321	RCONG322	RCONG323	RCONG348	RCONG349	RCONG350	RCONG351	RCONG352	RCONG353	
2161																																																																																																																																																0	0	9671	0	0	0	0	0	0	0	0	0	0	0	0	61591	61194		0	0	38143	37824	0	0	561	1008	561	506	2729	7196	25819	0	0	0	0	3673	11400	0	8297																									0	0	0	0	0	0	1510	1490	0	0	13590	13583	0	0	0	0	0	0	8348	8297	0	0	0	0	0	0	0	0							
2732																																																																																																																																																0	0	23446	0	0	0	0	0	0	0	0	300	300	0	0	49417	49650		0	0	24521	24678	0	0	13571	5380	8191	14230	13715	8134	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
2750																																																																																																																																																0	0	9794	0	0	0	0	0	0	0	0	0	0	0	0	14039	14172		0	0	9631	9762	1000	1000	735	510	332	921	1511	9380	1217	73	171	0	0	0	57	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
3252																																																																																																																																																0	0	157807	70273	70277	0	0	0	0	0	0	0	0	0	0	166833	167276		0	0	46618	46945	138	138	75954	55259	29091	13032	8808	18133	6597	632	99	1206	3135	2931	87	23894	4371																									0	0	0	0									0	0	0	0	0	0	23724	23767	0	0	0	0	0	0	36	36							
3458																																																																																																																																																0	0	10650	96	96	0	0	0	0	0	0	0	0	2487	2568	15279	15240		2487	2568	8606	8576	0	0	363	0	363	529	1089	8861	318	0	0	0	0	1382	4001	86	1099																									0	0	0	0									0	0	0	0	0	0	1198	1185	0	0	0	0	0	0	0	0							
3720																																																																																																																																																0	0	58757	2698	2704	0	0	0	0	0	0	0	0	1615	1615	87733	89115		1615	1615	28560	29665	2500	2501	3638	1505	2133	913	2708	31903	7273	0	0	0	0	17955	26340	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
3971																																																																																																																																																0	0	8315	12599	12582	0	0	42869	42522	0	0	0	0	0	0	115699	114446		0	0	5943	5791	2000	1951	4	5269	0	0	16902	65137	13451	0	4	161	161	8161	4877	323	0																									0	0	0	0									0	0	0	0	0	0	313	323	0	0	0	0	0	0	0	0							
4156																																																																																																																																																0	0	37486	2054	2059	0	0	0	0	0	0	0	0	0	0	61241	61805		0	0	41183	41605	0	0	3291	1626	1665	5288	7197	32889	2033	0	0	0	0	5683	2186	423	2814																									0	0	0	0									0	0	0	0	0	0	3242	3237	0	0	0	0	0	0	0	0							
4231																																																																																																																																																0	0	29625	0	0	0	0	0	0	0	0	0	0	0	0	51907	53052		0	0	32802	33771	500	499	0	0	0	0	0	24034	10237	0	0	0	0	10927	7855	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
5069																																																																																																																																																0	0	0	0	0	0	0	5849	6731	0	0	0	0	0	0	7386	8841		0	0	1537	2110	0	0	0	4079	0	0	0	2652	2110	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
5135																																																																																																																																																0	0	64348	26499	26499	0	0	0	0	0	0	0	0	0	0	82081	82069		0	0	1535	1582	0	0	56199	56199	0	13650	10639	1582	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
5210																																																																																																																																																0	0	362378	0	0	0	0	12621	12798	0	0	0	0	7220	7482	412901	411676		0	0	42891	42710	0	0	29643	15250	14255	20126	47979	164877	16190	0	138	1034	2139	79611	45662	15	11620																									0	0	0	0									0	0	0	0	0	0	8587	8581	0	0	0	0	0	0	0	0							
5461																																																																																																																																																0	0	18351	5028	5016	0	0	0	0	0	0	0	0	0	0	303626	305393		0	0	120217	122701	13000	12961	957	5312	957	3203	34813	85381	68703	0	0	0	410	50576	53551	0	2487																									0	0	0	0									0	0	0	0	0	0	2505	2487	0	0	0	0	0	0	0	0							
5751																																																																																																																																																0	0	26223	0	0	3000	2984	0	0	0	0	0	0	3000	2984	79645	80810		0	0	41665	42685	0	0	153	20865	152	15	1745	29402	14371	3635	2	24	0	0	57	1720	11822																									0	14612	0	14478									0	0	0	0	0	0	12756	12779	0	0	0	0	0	0	0	0							
6039																																																																																																																																																0	0	23999	20998	20997	0	0	0	0	0	0	0	0	0	0	25779	25894		0	0	2780	2904	500	499	19998	13499	6499	999	335	2750	1311	0	0	0	0	0	0	0	501																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	501	0	0	0	0	0	0	0	0							
6329																																																																																																																																																0	0	3493	0	0	0	0	0	0	0	0	0	0	0	0	106453	106112		0	0	12249	12426	8000	7981	0	0	0	4989	6371	12621	1415	0	0	0	0	11507	69209	0	0																									0	0	0	0	0	0	0	0	0	0	81204	80716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
7009																																																																																																																																																0	0	296488	192009	192054	0	0	0	0	0	0	0	0	0	0	304336	304832		0	0	87327	87776	0	0	198233	10697	187536	83703	11813	11083	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
7045																																																																																																																																																0	0	10326	0	0	0	0	0	0	0	0	0	0	0	0	163417	166661		0	0	61374	64115	0	0	0	507	0	85	3003	41487	19681	0	0	0	104	56982	18638	10943	15232																									0	0	0	0	0	0	2771	2773	0	0	72367	72952	0	0	0	0	0	0	26273	26174	0	0	0	0	0	0	0	0							
7072																																																																																																																																																0	0	91	0	0	0	0	24623	24766	0	0	0	0	35026	34687	34911	34928		5628	5585	3915	3844	0	0	2738	1247	1491	1081	2368	26279	4767	0	0	0	219	10811	19410	0	2284																									0	0	0	0									0	0	0	0	0	0	2349	2284	0	0	0	0	0	0	0	0							
