"IDRSSD"	RCON8725	RCONA126	RCONC391	RCONFT00	RCONFT01	RCONFT02	RCONFT03	RCONFT04	RCONFT05	RCONFT06	RCONFT07	RCONFT08	RCONFT09	RCONFT10	RCONFT11	RCONFT12	RCONFT13	RCONFT14	RCONFT15	RCONFT16	RCONFT17	RCONFT18	RCONFT19	RCONFT20	RCONFT21	RCONFT22	RCONHK18	RCONHK19	RCONK102	RCONK103	RCONK104	RCONK192	RIADC388	RIADC389	RIADC390	RIADF551	RIADF553	
10250				false			false			false	false		false		false		false			false	false																	
10849				false			false			false	false		false		false		false			false	false																	
11145	0	0																											0	0	0	0						
11640				false			false			false	false		false		false		false			false	false																	
11837				false			false			false	false		false		false		false			false	false																	
12030				false			false			false	false		false		false		false			false	false																	
12142				false			false			false	false		false		false		false			false	false																	
12311								2314211	1359364																								0	0	3630	-2064	0	
12647				false			false			false	false		false		true	8723	false			false	false																	
12656				false			false			false	false		false		false		false			false	false																	
12946	0	0		true	5007	0	true	6696	5007	false	false		false		true	40231	false			false	false																	
13103	225962	0						4982	2784																				0	0	0	0						
13251	0	1476		true	0	0	false			false	true	6002	true	30967	true	36969	false			false	false																	
13457				false			false			false	false		false		false		false			false	false																	
14155				false			false			false	false		true	2349	true	2349	false			false	false																	
14650				false			false			false	false		false		false		false			false	false																	
14753				false			false			false	false		false		false		false			false	false																	
14865	1651	0		true	0	0	false			false	false		false		false		false			false	false																	
14977	0	0						0	0																				0	0	0	0						
16551	5623	0		true	0	0	false			false	false		true	4068	true	305559	false			false	false																	
17110	0	0						0	0																				0	0	0	0						
17147	2168516	0						131585	4030																				0	0	0	0						
17259				false			false			false	false		false		false		false			false	false																	
17950				false			false			false	false		false		false		false			false	false																	
17978				false			false			false	false		false		false		false			false	false																	
18050				false			false			false	false		false		false		false			false	false																	
18827	210370	0		true	0	0	false			true	false		false		false		false			false	false						3981	4328								43	153	
18836				false			false			false	false		false		false		false			false	false																	
18854	0	0																											0	0	1089	0						
19356				false			false			false	false		false		false		false			false	false																	
19936				false			false			false	false		false		false		false			false	false																	
19972				false			false			false	false		false		false		false			false	false																	
20053				false			false			false	false		true	8733	true	69021	false			false	false																	
20633				false			false			false	false		true	2434	true	41142	false			false	false																	
20857	9460	0		true	0	0	false			false	false		false		true	44973	false			false	false																	
21256				false			false			false	false		false		false		false			false	false																	
21359				false			false			false	false		false		false		false			false	false																	
21658	0	530																											0	0	0	0						
22048				false			false			false	false		false		false		false			false	false																	
22543	12169	0		true	0	0	true	24500	281	true	false		false		true	278728	false			false	false						2926	0								675	0	
22552				false			false			false	false		false		false		false			false	false																	
22730				false			false			false	false		true	6370	false		false			false	false																	
23456				false			false			false	false		false		false		false			false	false																	
23504	150000	3326506						11962	2483																				0	0	0	0						
23643				false			false			false	false		false		false		false			false	false																	
23755	5089	5082		true	0	0	false			false	false		true	152	true	227071	false			false	false																	
24006	0	181815		true	0	0	false			true	false		false		false		false			false	false						4088	4088								-2902	2902	
24378				false			false			false	false		false		false		false			false	false																	
24453				false			true	12767	8400	false	false		false		false		false			false	false																	
24659				false			false			false	false		false		false		false			false	false																	
24668				false			false			false	false		false		true	100348	false			false	false																	
24949				false			true	7090	1372	false	false		true	7729	true	184503	false			false	false																	
25357				false			false			false	false		false		false		false			false	false																	
25647	0	0																											0	0	0	0						
26457	0	0																											0	0	0	0						
26765				false			false			false	false		true	95740	false		false			false	false																	
27070				false			false			false	true	73257	false		false		false			false	false																	
27548	57511	0		true	0	0	true	51228	6029	true	false		false		true	604620	false			false	false						8611	35								-262	166	
27614				false			false			false	false		false		true	31078	false			false	false																	
27847				false			false			false	false		false		false		false			false	false																	
28013	0	76774																											0	0	0	0						
28152	46206	0																											0	0	0	0						
28675	0	0																											0	0	0	0						
28732				false			false			false	false		false		false		false			false	false																	
29476				false			false			false	false		false		false		false			false	false																	
29636				false			false			false	false		false		false		false			false	false																	
29878	0	0																											0	0	0	0						
30052				false			false			false	false		true	10033	false		false			false	false																	
30502	147784	0		true	0	0	false			false	false		true	625	true	128180	false			false	false																	
30650				false			false			false	false		false		false		false			false	false																	
30810																																	343722	0	104000			
31134	0	0																											0	0	0	0						
31255	0	0						0	0																				0	0	0	0						
31657				false			false			false	false		false		false		false			false	false																	
31826	0	0																											0	0	0	0						
31835				false			false			false	false		false		false		false			false	false																	
32234	105000	0		true	0	0	false			false	false		false		false		false			false	false																	
32766				false			false			false	false		false		false		false			false	false																	
32971				false			true	11160	2466	false	false		false		true	122953	false			false	false																	
33147				false			false			false	false		false		false		false			false	false																	
33259				false			false			false	false		false		false		false			false	false																	
33268	1190	0		true	0	0	false			false	false		true	3908	false		false			false	false																	
33370				false			false			false	false		false		false		false			false	false																	
33839				false			false			false	false		true	1053	false		false			false	false																	
33857	15147	0						30849	3070																				0	0	0	0						
34434				false			false			false	false		false		false		false			false	false																	
34537	703956	0						91195	43292																				0	0	0	0				1425	0	
34555	0	0						0	0																				0	0	0	0						
34742				false			true	29090	3428	false	false		true	13654	false		false			false	false																	
35057	0	0						0	0																				0	0	0	0						
35301								0	0																													
35570	3575000	1765592						545	397																				0	0	0	0						
35646				false			false			false	false		false		false		false			false	false																	
35879				false			false			false	false		false		true	59431	false			false	false																	
36456				false			false			false	false		false		false		false			false	false																	
36933				false			false			false	false		false		false		false			false	false																	
37051				false			false			false	false		false		false		false			false	false																	
37341				false			false			false	false		false		false		false			false	false																	
37435	13720	0		true	0	0	true	26091	5199	false	false		true	26091	true	399269	false			false	false																	
37640	30090	268260						70180	15361																				0	0	0	0				-159	0	
37659	0	0						0	0																				0	0	0	0						
37949				false			false			false	false		false		false		false			false	false																	
38740				false			false			false	false		false		false		false			false	false																	
39327				false			false			false	false		false		false		false			false	false																	
39756	1412	0																											0	0	0	0						
40033				false			false			false	false		false		false		false			false	false																	
40499	534927	764430						460051	77052																				0	0	0	0				54272	0	
40855				false			false			false	false		true	3554	false		false			false	false																	
41553				false			false			false	false		false		false		false			false	false																	
41629				false			false			false	false		false		false		false			false	false																	
41825	314	5		true	0	0	true	15379	314	false	false		false		false		false			false	false																	
41955				false			false			false	false		false		false		false			false	false																	
42037				false			false			false	false		false		false		false			false	false																	
42354				false			false			false	false		false		false		false			false	false																	
42372				false			false			false	false		false		false		false			false	false																	
42420	2036257	0						102684	12654																				0	0	0	0						
42448	0	0						0	0																				0	0	0	0						
42457				false			false			false	false		false		false		false			false	false																	
43052				false			false			false	false		false		true	32783	false			false	false																	
43351				false			false			false	false		false		false		false			false	false																	
43856				false			false			false	false		true	11482	false		false			false	false																	
43959				false			false			false	false		false		false		false			false	false																	
44040				false			false			false	false		false		false		false			false	false																	
44433	40000	0																											0	0	0	0						
44741				false			true	6633	300	false	false		false		true	115562	false			false	false																	
44750				false			false			false	false		false		false		false			false	false																	
44929	0	0																											0	0	0	0						
45038	0	0						0	0																				0	0	0	0						
45047				false			false			false	false		false		false		false			false	false																	
45056				false			false			false	false		false		false		false			false	false																	
45430				false			false			false	false		false		false		false			false	false																	
45458				false			false			false	false		true	10034	true	10034	false			false	false																	
45551				false			true	14424	1543	false	false		true	7664	false		false			false	false																	
45560	214792	0						34104	5250																				0	0	0	0						
45775				false			false			false	false		false		false		false			false	false																	
46053	4152	0		true	0	0	false			false	false		true	32760	true	100615	false			false	false																	
46941				false			false			false	false		false		false		false			false	false																	
47247	186874	8860						105423	103005																				0	0	0	0						
47256				false			false			false	false		true	157	true	35867	false			false	false																	
47452				false			false			false	false		false		false		false			false	false																	
47500				false			false			false	false		true	34198	true	33811	false			false	false																	
48057				false			false			false	false		true	10759	true	10759	false			false	false																	
48150				false			false			false	false		false		false		false			false	false																	
48374				false			true	39219	5614	false	false		false		true	1047814	false			false	false																	
48440	666	0		true	0	0	true	3778	215	false	false		true	82349	true	119079	false			false	false																	
49054				false			false			false	false		false		false		false			false	false																	
49148				false			false			false	false		false		false		false			false	false																	
49241	11265	0		true	0	0	false			true	false		false		false		false			false	false						264	264								-548	-548	
49652				false			false			false	false		false		true	13608	false			false	false																	
49858				false			false			false	false		false		false		false			false	false																	
49951				false			false			false	false		false		false		false			false	false																	
50144				false			false			false	false		false		false		false			false	false																	
50461	0	0																											0	0	0	0						
51253	0	0						0	0																				0	0	0	0						
51356	0	0																											0	0	0	0						
51459				false			false			true	false		false		false		false			false	false						2162	0								232	0	
51842	1146	0						7206	327																				0	0	0	0						
52719	0	0						0	0																				0	0	0	0						
52951				false			false			false	false		false		false		false			false	false																	
53051				false			false			false	false		false		false		false			false	false																	
54058	0	0																											0	0	0	0						
54656	0	0						0	0																				0	0	0	0						
54973	44039	0						37585	53998																				0	0	0	0						
55336				false			false			false	false		false		false		false			false	false																	
55635				false			false			false	false		false		false		false			false	false																	
55653				false			false			false	false		false		false		false			false	false																	
55970				false			true	7097	893	false	false		false		true	171872	false			false	false																	
56258				false			false			false	false		false		false		false			false	false																	
56351	0	0						17543	5828																				0	0	0	0				30059	0	
56548	9767	0		true	0	0	true	19143	325	false	false		false		true	215183	false			false	false																	
56717	10275	0		true	0	0	false			false	false		true	25120	true	121647	false			false	false																	
57040	0	0						0	0																				0	0	0	0						
57451				false			false			false	false		false		true	135827	false			false	false																	
58225				false			false			false	false		false		false		false			false	false																	
58243	1456332	0						250399	50832																				0	0	0	0						
58355	4201	0		true	0	0	false			false	false		false		false		false			false	false																	
58551				false			false			false	false		false		false		false			false	false																	
58636	10000	0		true	0	0	false			false	false		false		false		false			false	false																	
58757				false			false			false	false		false		false		false			false	false																	
58971	128647	0						39910	9611																				0	0	0	0						
59316	11577	0		true	0	0	false			false	false		false		true	69228	false			false	false																	
59352				false			false			false	false		false		false		false			false	false																	
59370				false			false			false	false		false		false		false			false	false																	
59754				false			false			false	false		false		false		false			false	false																	
60143								50000	7000																													
60330	50031	0						0	0																				0	0	0	0						
60545				false			false			false	false		false		false		false			false	false																	
60554				false			false			false	false		false		false		false			false	false																	
60648				false			false			false	false		false		true	66095	false			false	false																	
61122	4971	0						4501	348																				0	0	0	0						
61355	37371	0		true	0	0	true	75636	3533	false	false		false		true	912701	false			false	false																	
61476				false			false			false	false		true	24772	true	38166	false			false	false																	
61757	0	0						12223	502																				0	0	0	0						
61832				false			false			false	false		false		false		false			false	false																	
61953				false			false			false	false		false		false		false			false	false																	
62044				false			false			false	false		false		true	678	false			false	false																	
62110				false			false			false	false		false		false		false			false	false																	
62147				false			false			false	false		true	78	true	51316	false			false	false																	
63050				false			false			false	false		false		false		false			false	false																	
63069																																				-10622	0	
63201				false			false			false	false		false		false		false			false	false																	
63573				false			false			false	false		false		true	45334	false			false	false																	
63733	0	0																											0	0	0	0						
63742	29586	0		true	0	0	true	26474	1707	false	false		true	683	true	382285	false			false	false																	
64150				false			true	17484	2486	false	false		false		false		false			false	false																	
64552	84036	0						100634	25536																				0	0	0	0						
64730				false			false			false	false		false		false		false			false	false																	
65205				false			false			false	false		true	107	true	107	false			false	false																	
65513																																						
65559	0	0						13427	1029																				0	0	0	0						
65746	0	12838						22551	2898																				0	0	0	0						
65858	50000	0		true	0	0	false			false	false		true	610	true	116	false			false	false																	
66154				false			false			false	false		false		false		false			false	false																	
66275				false			false			false	false		false		true	49	false			false	false																	
66677	44266	0						71341	11198																				0	0	0	0				-517	0	
67142				false			false			false	false		false		false		false			false	false																	
67151	77402	0		true	0	0	false			false	false		false		false		false			false	false																	
67209	38187	190838		true	0	28895	false			false	false		true	77683	true	160724	false			false	false																	
67254				false			false			false	false		false		false		false			false	false																	
67656	0	0																											0	0	0	0						
67870				false			false			false	false		false		true	584	false			false	false																	
68671	15000	0		true	0	0	false			false	false		false		false		false			false	false																	
68756	1743	0						0	0																				0	0	0	0						
68831				false			false			false	false		false		false		false			false	false																	
69333	992	0						17187	0																				0	0	0	0						
69678				false			false			true	false		false		true	98179	false			false	false						335	0								-24	0	
70218	0	0						0	0																				0	0	0	0						
70414				false			false			false	false		false		true	139250	false			false	false																	
70638				false			true	25687	4378	false	false		true	1370	false		false			false	false																	
70955				false			false			false	false		false		false		false			false	false																	
71073				false			false			false	false		false		false		false			false	false																	
71457	13636	0		true	0	0	false			false	false		true	78803	true	5153	false			false	false																	
71859				false			false			false	false		false		false		false			false	false																	
72258				false			true	17288	963	false	false		false		false		false			false	false																	
72351				false			false			false	false		false		false		false			false	false																	
72454				false			false			false	false		false		false		false			false	false																	
72678				false			false			false	false		false		false		false			false	false																	
73116				false			true	8837	997	false	false		false		true	359	false			false	false																	
73152				false			false			false	false		false		false		false			false	false																	
73554				false			false			false	true	14913	true	373	true	15227	false			false	false																	
73956				false			false			false	false		false		false		false			false	false																	
74056				false			false			false	false		false		false		false			false	false																	
74140	11094	0						12537	818																				0	0	0	0						
74403	4944	0																											0	0	0	0						
74449				false			false			false	false		false		false		false			false	false																	
75259	3899	0		true	0	0	true	38789	3899	false	false		false		true	256462	false			false	false																	
75446	5378	0		true	0	0	false			false	false		true	18971	true	44609	false			false	false																	
75455				false			false			false	false		false		false		false			false	false																	
75633								89533	75090																											0	-13819	
75651				false			false			false	false		true	7660	false		false			false	false																	
76153	0	0						0	0																				0	0	0	0						
76443				false			false			false	false		false		true	51449	false			false	false																	
76854				false			false			false	false		false		false		false			false	false																	
77150	0	0						0	0																				0	0	0	0						
77253				false			false			false	false		false		false		false			false	false																	
77422				false			false			false	false		false		false		false			false	false																	
77851	107263	0						77508	6754																				0	0	0	0						
78157				false			false			false	false		false		false		false			false	false																	
78241				false			false			false	false		false		false		false			false	false																	
78559				false			false			false	false		false		false		false			false	false																	
79042	0	0																											0	0	0	0						
79127				false			false			false	false		false		false		false			false	false																	
79145	6324	0		true	0	0	true	10989	4029	false	false		true	27393	true	194155	false			false	false																	
79257				false			false			false	false		false		false		false			false	false																	
79855	17748	0		true	0	0	false			false	false		false		false		false			false	false																	
80150				false			false			false	false		false		false		false			false	false																	
80374				false			false			false	false		false		true	4045	false			false	false																	
80431				false			false			false	false		false		false		false			false	false																	
81175	10182	0		true	0	0	true	11371	208	false	false		true	39039	true	166017	false			false	false																	
82033				false			false			false	false		false		false		false			false	false																	
82257				false			false			false	false		false		false		false			false	false																	
82350				false			false			false	false		false		false		false			false	false																	
83151	403	0		true	0	0	false			false	false		false		true	85274	false			false	false																	
83236				false			false			false	false		false		false		false			false	false																	
83375				false			false			false	false		false		true	1636	false			false	false																	
83638								4911	5812																											138	0	
83834				false			false			false	false		false		false		false			false	false																	
83852				false			false			false	false		false		false		false			false	false																	
83955				false			false			false	false		false		false		false			false	false																	
84046				false			false			false	false		false		false		false			false	false																	
84541	10075	0		true	0	0	true	28812	2493	false	false		false		false		false			false	false																	
84804				false			false			false	false		false		false		false			false	false																	
85052				false			false			false	false		false		false		false			false	false																	
85472	1851475	0						1756	12657																				0	0	0	0						
85931				false			false			false	false		false		false		false			false	false																	
86349				false			false			false	false		false		false		false			false	false																	
86675				false			false			false	false		false		false		false			false	false																	
87047				false			false			false	false		false		false		false			false	false																	
87159				false			false			false	false		false		false		false			false	false																	
87234	25291	37250		true	0	0	true	65445	15577	false	false		false		false		false			false	false																	
87476				false			false			false	false		false		true	25777	false			false	false																	
87579	0	0																											0	0	0	0						
88231	499023	0		true	0	0	true	536800	95389	true	false		false		true	847480	false			false	false						95594	63								-3795	164	
88259	610	0		true	0	0	false			false	false		false		true	10999	false			false	false																	
88352	0	0																											0	0	0	0						
88455				false			false			false	false		true	1594	false		false			false	false																	
88950				false			false			false	false		false		false		false			false	false																	
89032				false			false			false	false		false		true	51	false			false	false																	
89135				false			false			false	false		false		false		false			false	false																	
89854				false			false			false	false		false		false		false			false	false																	
89957				false			false			false	false		false		false		false			false	false																	
90047				false			false			false	false		false		false		false			false	false																	
90177				false			false			false	false		false		true	12939	false			false	false																	
90328				false			false			false	false		false		false		false			false	false																	
90337	0	0						0	0																				0	0	0	0						
90579				false			false			false	false		false		false		false			false	false																	
91615				false			false			false	false		false		false		false			false	false																	
91754	0	0						0	0																				0	0	0	0						
91950				false			false			false	false		false		false		false			false	false																	
92144				false			false			false	false		false		false		false			false	false																	
92676	0	0																											0	0	0	0						
92706				false			false			false	false		true	10046	true	34180	false			false	false																	
92902				false			false			false	false		false		false		false			false	false																	
93244	2653	0		true	0	0	false			false	false		true	31167	true	102919	false			false	false																	
93543	17906	0		true	0	0	true	24340	1382	false	false		false		true	180211	false			false	false																	
93619																																						
94139				false			false			false	false		false		false		false			false	false																	
94522				false			true	18568	2197	false	false		false		false		false			false	false																	
94755				false			false			false	false		false		false		false			false	false																	
94858				false			false			false	false		false		false		false			false	false																	
95051	167771	0						80232	258418																				0	0	0	0						
95677				false			false			false	false		true	7783	true	3981	false			false	false																	
96553	278	0		true	0	0	false			false	false		false		true	33949	false			false	false																	
97055				false			false			false	false		false		false		false			false	false																	
97279				false			false			false	false		false		false		false			false	false																	
97457				false			false			false	false		false		false		false			false	false																	
97804	31389	0		true	0	0	true	9061	1788	true	false		true	5463	true	47764	false			false	false						5260	5279								0	0	
97943	6046	0		true	0	0	false			false	false		true	453	false		false			false	false																	
98351				false			false			false	false		false		false		false			false	false																	
98463				false			false			false	false		true	10494	false		false			false	false																	
98717	0	0						0	0																				0	0	0	0						
99143	6614	0		true	0	0	false			false	false		false		false		false			false	false																	
99376	404538	0						40632	7714																				0	0	0	0				5498	0	
99442				false			false			false	false		false		false		false			false	false																	
99536				false			false			false	false		false		false		false			false	false																	
99853				false			false			false	false		false		false		false			false	false																	
100236				false			false			false	false		false		false		false			false	false																	
100357				false			false			false	false		false		false		false			false	false																	
100562	0	0						48094	3072																				0	0	0	0						
100777				false			false			false	false		false		false		false			false	false																	
100843	30000	0		true	0	0	false			false	false		true	2519	true	10307	false			false	false																	
101019								0	0																													
101037				false			false			false	false		false		false		false			false	false																	
101439	0	0																											0	0	0	0						
101671	0	0																											0	0	0	0						
101738				false			false			false	false		false		false		false			false	false																	
101952				false			false			false	false		false		false		false			false	false																	
102333				false			false			false	false		false		false		false			false	false																	
102342	2806	0		true	0	0	false			false	false		true	26259	true	26259	false			false	false																	
102539				false			false			false	false		false		false		false			false	false																	
102557				false			false			false	false		false		false		false			false	false																	
102874	0	0						9869	0																				0	0	0	0						
103134				false			false			false	false		false		false		false			false	false																	
104234				false			false			false	false		false		false		false			false	false																	
104542				false			false			false	false		false		false		false			false	false																	
104971				false			false			false	false		false		false		false			false	false																	
105026				false			false			false	false		false		false		false			false	false																	
105473				false			true	31452	11079	false	false		false		true	108	false			false	false																	
105530				false			false			false	false		false		false		false			false	false																	
106359	65000	43433																											0	0	0	0						
106452				false			false			false	false		false		false		false			false	false																	
106676				false			false			false	false		false		true	17047	false			false	false																	
107244	0	8055						0	0																				0	0	0	0						
107459				false			false			false	false		false		false		false			false	false																	
107570				false			true	12104	1408	false	false		false		true	184279	false			false	false																	
107758				false			false			false	false		false		false		false			false	false																	
108072				false			false			false	false		false		false		false			false	false																	
108269				false			false			false	false		false		false		false			false	false																	
108652				false			false			false	false		false		false		false			false	false																	
108746				false			false			false	false		false		false		false			false	false																	
108951				false			true	26286	7288	false	false		true	10274	false		false			false	false																	
109136				false			false			false	false		false		false		false			false	false																	
109154				false			false			false	false		true	67	false		false			false	false																	
109453				false			false			false	false		false		false		false			false	false																	
109574				false			false			false	false		true	3243	true	4619	false			false	false																	
109659				false			false			false	false		false		true	66784	false			false	false																	
110413	0	0																											0	0	0	0						
110936				false			false			false	false		false		false		false			false	false																	
110945				false			false			false	false		false		false		false			false	false																	
110972				false			false			false	false		false		false		false			false	false																	
111157	0	0						0	0																				0	0	0	0						
111205	0	0		true	1830	3	false			false	false		true	23470	true	79847	false			false	false																	
111942	7975	0		true	0	0	true	19088	0	false	false		true	83061	true	302775	false			false	false																	
111979				false			false			false	false		false		false		false			false	false																	
112163	41903	0						35240	1903																				0	0	0	0						
112332				false			false			false	false		false		false		false			false	false																	
112510				false			false			false	false		false		false		false			false	false																	
112556				false			false			false	false		false		false		false			false	false																	
112837								0	0																								47882	0	35038			
113003	0	0																											0	0	0	0						
113030				false			false			false	false		false		false		false			false	false																	
113441				false			false			true	false		true	51017	true	51017	false			false	false						301	0								159	0	
113601				false			false			false	false		false		false		false			false	false																	
113740	54734	0						43633	16215																				0	0	0	0						
113937	0	337		true	0	0	false			false	false		false		false		false			false	false																	
114149				false			false			false	false		false		false		false			false	false																	
114260	29708	0						27404	9491																				0	0	0	0						
114457				false			false			false	false		false		false		false			false	false																	
114774	11496	0		true	0	0	true	21636	1900	true	false		false		true	515942	false			false	false						1163	0								-266	0	
114840	26645	0		true	0	0	true	14639	1552	false	false		false		false		false			false	false																	
114859				false			false			false	false		true	6256	true	6256	false			false	false																	
115146				false			false			false	false		false		false		false			false	false																	
115575				false			false			false	false		true	12881	true	117435	false			false	false																	
116358				false			false			false	false		false		false		false			false	false																	
116554				false			true	24421	3582	false	false		false		false		false			false	false																	
116741				false			false			false	false		false		false		false			false	false																	
117038	5736	0						0	0																				0	0	0	0						
117074				false			false			false	false		false		true	495	false			false	false																	
117458	0	3432		true	0	0	false			false	false		false		false		false			false	false																	
117775	0	0						0	0																				0	0	0	0						
118156				false			false			false	false		false		false		false			false	false																	
118660				false			false			false	false		false		true	6827	false			false	false																	
118736				false			false			false	false		false		false		false			false	false																	
119153	0	0																											0	0	0	0						
119528				false			false			false	false		false		true	32003	false			false	false																	
119779	0	70408						25743	5884																				0	0	0	0						
119872	10000	10000		true	0	0	false			false	false		false		true	41519	false			false	false																	
120476				false			false			false	false		false		false		false			false	false																	
120542				false			false			false	false		false		true	37781	false			false	false																	
120609				false			true	24807	2990	false	false		true	12053	true	189158	false			false	false																	
120953				false			false			false	false		false		false		false			false	false																	
121642	85967	0						82864	13904																				0	0	0	0						
121651	36000	0		true	0	0	false			false	false		false		false		false			false	false																	
121914				false			false			false	false		false		false		false			false	false																	
122153				false			false			false	false		false		false		false			false	false																	
122546				false			false			false	false		false		false		false			false	false																	
122854	751749	0						165017	31471																				0	0	0	0				-2012	0	
123075				false			false			false	false		false		true	306	false			false	false																	
123374				false			false			false	false		false		false		false			false	false																	
124344	73551	0		true	0	0	true	16015	1000	false	false		false		true	233213	false			false	false																	
124830				false			false			false	false		false		false		false			false	false																	
125154	0	0																											0	0	0	0						
125471	0	5414193																											0	0	0	0						
125855	15312	0		true	0	0	true	15702	3109	true	false		false		true	344429	false			false	false						2883	0								-1	0	
125873				false			false			false	false		false		true	29323	false			false	false																	
126012				false			false			false	false		false		false		false			false	false																	
126049				false			false			false	false		false		false		false			false	false																	
126375				false			false			false	false		false		false		false			false	false																	
126553	143828	0						84782	97112																				0	0	0	0						
126834	521	0		true	0	0	false			false	false		false		true	113626	false			false	false																	
127055				false			false			false	false		true	109	true	44	false			false	false																	
127224				false			false			false	false		true	279	false		false			false	false																	
128258				false			false			false	false		false		false		false			false	false																	
128904	3280013	0						67771	1757																				0	0	0	0						
129349				false			false			false	false		true	9360	false		false			false	false																	
129358				false			true	45677	5920	false	false		false		true	50	false			false	false																	
129479				false			true	55849	13323	false	false		false		false		false			false	false																	
129732	400000	458698						0	0																				0	0	0	0				-4148	0	
129853				false			false			false	false		false		false		false			false	false																	
129910	1	0		true	0	0	true	18522	3314	false	false		false		true	1810	false			false	false																	
130345				false			false			false	false		true	538	true	151639	false			false	false																	
130541	645340	0						103104	4811																				0	0	0	0						
130813				false			false			false	false		false		true	131349	false			false	false																	
