"IDRSSD"	RCFD3411	RCFD3430	RCFD3432	RCFD3433	RCFD3434	RCFD3435	RCFD3450	RCFD3555	RCFD3556	RCFD3557	RCFD3814	RCFD3815	RCFD3817	RCFD3819	RCFD3820	RCFD3821	RCFD3822	RCFD3826	RCFD5591	RCFD5592	RCFD5593	RCFD5594	RCFD5595	RCFD6550	RCFD8693	RCFD8694	RCFD8695	RCFD8696	RCFD8697	RCFD8698	RCFD8699	RCFD8700	RCFD8701	RCFD8702	RCFD8703	RCFD8704	RCFD8705	RCFD8706	RCFD8707	RCFD8708	RCFD8709	RCFD8710	RCFD8711	RCFD8712	RCFD8713	RCFD8714	RCFD8715	RCFD8716	RCFD8719	RCFD8720	RCFD8723	RCFD8724	RCFD8725	RCFD8726	RCFD8727	RCFD8728	RCFD8733	RCFD8734	RCFD8735	RCFD8736	RCFD8737	RCFD8738	RCFD8739	RCFD8740	RCFD8741	RCFD8742	RCFD8743	RCFD8744	RCFD8745	RCFD8746	RCFD8747	RCFD8748	RCFD8765	RCFDA126	RCFDA127	RCFDA589	RCFDC219	RCFDC220	RCFDC221	RCFDC222	RCFDC223	RCFDC224	RCFDC968	RCFDC969	RCFDC970	RCFDC971	RCFDC972	RCFDC973	RCFDC974	RCFDC975	RCFDC978	RCFDF164	RCFDF165	RCFDG401	RCFDG402	RCFDG403	RCFDG404	RCFDG405	RCFDG406	RCFDG407	RCFDG408	RCFDG409	RCFDG410	RCFDG411	RCFDG412	RCFDG413	RCFDG414	RCFDG415	RCFDG416	RCFDG417	RCFDG418	RCFDG420	RCFDG421	RCFDG422	RCFDG423	RCFDG425	RCFDG426	RCFDG427	RCFDG428	RCFDG430	RCFDG431	RCFDG432	RCFDG433	RCFDG435	RCFDG436	RCFDG437	RCFDG438	RCFDG440	RCFDG441	RCFDG442	RCFDG443	RCFDG445	RCFDG446	RCFDG447	RCFDG448	RCFDG450	RCFDG451	RCFDG452	RCFDG453	RCFDG455	RCFDG456	RCFDG457	RCFDG458	RCFDG460	RCFDG461	RCFDG462	RCFDJ455	RCFDJ456	RCFDJ457	RCFDJ458	RCFDJ459	RCON3411	RCON3430	RCON3432	RCON3433	RCON3434	RCON3435	RCON3450	RCON3555	RCON3556	RCON3557	RCON3814	RCON3815	RCON3817	RCON3819	RCON3820	RCON3821	RCON3822	RCON3826	RCON5591	RCON5592	RCON5593	RCON5594	RCON5595	RCON6550	RCON8693	RCON8694	RCON8695	RCON8696	RCON8697	RCON8698	RCON8699	RCON8700	RCON8701	RCON8702	RCON8703	RCON8704	RCON8705	RCON8706	RCON8707	RCON8708	RCON8709	RCON8710	RCON8711	RCON8712	RCON8713	RCON8714	RCON8715	RCON8716	RCON8719	RCON8720	RCON8723	RCON8724	RCON8725	RCON8726	RCON8727	RCON8728	RCON8733	RCON8734	RCON8735	RCON8736	RCON8737	RCON8738	RCON8739	RCON8740	RCON8741	RCON8742	RCON8743	RCON8744	RCON8745	RCON8746	RCON8747	RCON8748	RCONA126	RCONA127	RCONA589	RCONC219	RCONC220	RCONC221	RCONC222	RCONC223	RCONC224	RCONC968	RCONC969	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	
1669																																																																																																																																																								215	0	0	0							0	0		0		0			0					0																																																																		
1856																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
2161																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	1898	0	583		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
2732																																																																																																																																																								0	0	0	0							10552	0		606		0			0					0																																																																		
2750																																																																																																																																																								0	2300	0	0							0	0		0		0			0					0																																																																		
3252																																																																																																																																																								0	186000	0	0							0	0		10		286			0					0																																																																		
3458																																																																																																																																																								0	1500	0	0							0	0		0		0			0					0																																																																		
3720																																																																																																																																																								0	5000	0	0							5512	0		346		0			0					0																													650																				0																	
3971																																																																																																																																																								0	0	0	0							41190	0		3564		0			0					0																																																																		
4156																																																																																																																																																								0	0	0	0							4271	0		413		0			0					0																																																																		
4231																																																																																																																																																								0	0	0	0							94	0		0		0			0					0																																																																		
5069																																																																																																																																																								0	0	0	0							503	0		575		0			0					0																																																																		
5135																																																																																																																																																								1316	0	0	0							0	2015		0		0			0					0																																																																		
5210																																																																																																																																																								0	0	0	0							157057	0		0		9588			0					0																																																																		
5461																																																																																																																																																								0	32500	0	0							7672	0		1095		0			0					5041																																																																		
5751																																																																																																																																																								0	0	0	0							1744	0		345		0			0					0																																																																		
6039																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	581	2355	0	0		493		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
6329																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	3536	0	0	1756		6486		0	0	0	0	0	0	0	0	0	0	0	29134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
7009																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																													4000																				0																	
7045																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	497	2188	0	0		110		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
7072																																																																																																																																																								0	10000	0	0							7581	0		0		745			0					0																																																																		
7456																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
7634																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
8033																																																																																																																																																								0	0	0	0							0	0		0		587			0					0																																																																		
8462																																																																																																																																																								0	0	0	0							0	0		0		250			0					0																																																																		
8631																																																																																																																																																								0	0	0	0							0	0		205		0			0					0																																																																		
9357																																																																																																																																																								0	0	0	0							2463	0		1564		398			0					0																																																																		
9553																																																																																																																																																								0	0	0	0							0	0		47		0			0					0																																																																		
9807																																																																																																																																																								0	240000	0	0	0	0	20000	240000	0	0	76139	0	0	8942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	20000	0	0	0	0			0	0	0	0	0	0	0	0	
9955																																																																																																																																																								0	0	0	0							932	0		0		9			0					0																																																																		
10250																																																																																																																																																								0	0	0	0							13288	586		0		3967			0					0																																																																		
10849																																																																																																																																																								0	0	0	0							212	0		0		27			0					0																																																																		
11145																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	8243	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
11640																																																																																																																																																								0	0	0	0							775	0		222		0			0					0																																																																		
11837																																																																																																																																																								0	0	0	0							596	253		12		0			0					0																																																																		
12030																																																																																																																																																								0	0	0	0							0	2232		1515		0			0					0																																																																		
12142																																																																																																																																																								273	0	0	0							1729	0		0		0			0					0																																																																		
12311	15135	0	0	200197	0	0	54060754	0	0	0	15172470	3436084	0	577640	20170	348652	2908	0	0	0	0	0	0	245759	217500	0	0	930	3022326	3755879	0	0	0	0	0	0	0	0	0	0	3139004	10650	4044	87851	1749542	10650	4044	87851	604724	1077947	612812	1254579	18102530	209105	0	0	831527	34399	112	353385	725774	30921	4553	350946	326783	324	0	0	11517	363	0	0	71869	44086596	3568074	7372025	0	392	1184	0			0	0	0	0	0	0	1263141	2908650	0	382255	2575769	0	0	1263141	2908650	0	0	0	0	142968	779573	340600	0	0	0	125503	1435320	1347827	297789	0	0	741776	174759	0	0	155	0	0	0	0	0	0	0	0	92559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267318	0	0	155			24974332	331879	2664747																																																																																										
12647																																																																																																																																																								0	0	0	0							2095	939		78		100			0					0																																																																		
12656																																																																																																																																																								75	0	0	0							0	0		0		0			0					0																																																																		
12946																																																																																																																																																								0	384760	0	0							0	10668		2030		0			0					0																													0																				0																	
13103																																																																																																																																																								0	0	0	0	0	0	225962	0	0	0	59609	0	0	2277	13	351	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225962	0	0	0	0	0	0	0	0	0	0	0	2804	0	0	0	2804	0	0	0	0	0	225962	0	0	0	0			0	0	0	0	0	0	0	0	
13251																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																													0																				1476																	
13457																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
14155																																																																																																																																																								0	824	0	0							2275	0		25		0			0					0																																																																		
14650																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
14753																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
14865																																																																																																																																																								0	19000	0	0							999	6061		5692		0			0					0																													1651																				0																	
14977																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
16551																																																																																																																																																								0	0	0	0							9469	1903		0		121			0					0																													5623																				0																	
17110																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0		952		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
17147																																																																																																																																																								0	0	0	0	0	0	2072317	0	0	0	643752	0	0	15233	0	18753	4160	0	0	0	0	0	0	0	0	0	0	0	22976	0	0	0	0	0	0	0	0	0	0	0	73222	0	0	0	0	0	0	0	0	0	0	0	2168516	0	0	0	0	0	0	0	0	0	0	0	47734	0	0	0	48116	0	0	0	0	0	1053159	0	0	0	0			0	0	0	0	0	0	0	0	
17259																																																																																																																																																								0	0	0	0							0	0		95		0			0					365																																																																		
17950																																																																																																																																																								0	0	0	0							2379	0		0		2773			0					0																																																																		
