"IDRSSD"	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	RCONL183	RCONL184	RCONL185	RCONL186	RCONL187	RCONL188	
1856													0	0	0	0	0	0																			
2161				0	0	0	0	0	0	0	0	0	22	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
2732													0	0	0	0	0	0																			
2750													0	0	0	0	0	0																			
3252													69	0	35	151	9	23																			
3458													24	0	0	11	0	0																			
3720													1	0	0	47	0	0																			
3971													0	0	0	324	0	171																			
4156													0	0	0	3	0	0																			
4231													10	0	0	14	0	1																			
5069													0	0	0	0	0	0																			
5135													6	0	0	77	4	27																			
5210													0	0	0	88	0	0																			
5461													0	0	0	0	0	0																			
5751													10	0	0	29	0	0																			
6039				0	0	0	0	0	0	0	0	0	4	0	1	6	4	11	0	0	0	0	0	0	0	0	0	0	0	0							
6329	0	0	0	10	0	0	0	0	0	0	0	0	8479	0	907	1555	31	106	0	0	24	0	0	0	0	0	0	10	0	0							
7009													0	0	0	0	0	0																			
7045				0	0	0	0	0	0	0	0	0	42	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
7072													0	0	0	0	0	0																			
7456													0	0	0	0	0	0													0	0	0	0	0	0	
7634													0	0	0	13	10	38																			
8033													53	0	0	5	0	0																			
8462													154	0	0	14	0	0																			
8631													6	0	0	1	0	0																			
9357													0	0	0	0	0	0																			
9553													0	0	0	0	0	0																			
9807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
9955													0	0	0	0	0	0																			
10250													0	0	0	0	4	0																			
10849													0	0	0	0	0	0																			
11145				0	0	0	0	0	0				0	0	0	76	0	8	0	0	0	0	0	0	0	0	0	0	0	0							
11640													5	0	0	1	0	0																			
11837													0	0	0	0	0	0																			
12030													296	34	5	293	0	5																			
12142													13	0	0	19	0	0																			
12311							0	5677	0																												
12647													0	0	0	0	0	0																			
12656													11	0	3	1	0	0																			
12946													124	3	52	147	3	88																			
13103	0	0	0	0	0	0	0	0	0	0	0	0	383	0	99	3	0	14	0	0	44	0	0	0	0	0	0	0	0	0							
13251													0	0	0	22	0	18																			
13457													0	0	0	0	0	0																			
14155													2	0	0	25	0	25																			
14650													26	6	39	139	1	44																			
14753													0	0	0	0	0	0																			
14865													0	0	0	0	0	0																			
14977				0	0	0	0	0	0	0	0	0	47	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
16551													0	0	1	8	2	3																			
17110				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
17147	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	77	2	13	0	0	588	0	0	0	0	0	0	0	0	0							
17259													3	0	0	22	0	0																			
17950													0	0	0	12	0	0																			
17978													8	0	0	5	2	0																			
18050													30	0	0	70	12	0																			
18827													0	0	0	5	0	0																			
18836													48	37	0	171	4	142																			
18854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
19356													2	0	0	9	2	6																			
19936													0	0	29	21	0	34																			
19972													0	0	0	0	0	0													0	0	0	0	0	0	
20053													0	0	0	0	0	0																			
20633													2	0	0	0	0	12																			
20857													0	0	0	0	0	0																			
21256													0	0	0	0	0	0																			
21359													0	0	0	0	0	0																			
21658				0	0	0	0	0	0	0	0	0	1	0	1	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0							
22048													44	2	37	18	0	22																			
22543													0	0	0	0	0	0																			
22552													0	0	0	2	0	0																			
22730													2	0	0	36	0	25																			
23456													7	0	0	81	9	0																			
23504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	731	0	374	0	0	0	0	0	0	0	0	0	0	0	0							
23643													137	0	10	100	17	57																			
23755													104	0	14	42	0	0																			
24006													0	0	0	12	0	0																			
24378													0	0	0	0	0	0																			
24453													0	0	0	109	55	0																			
24659													8	0	0	106	0	0																			
24668													0	0	0	4	0	0																			
24949													0	0	0	1	0	0																			
25357													90	6	12	30	5	8																			
25647				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
26457				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
26765													0	0	0	13	0	0																			
27070													0	0	0	0	0	0																			
27548													63	0	23	4	0	9																			
27614													0	0	0	2	0	0																			
27847													72	0	11	100	0	53																			
28013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	124	0	0	0	0	0	0	0	0	0	0							
28152				0	0	4	0	0	0	0	0	4	4	0	0	22	0	9	0	0	0	0	0	0	0	0	0	0	0	0							
28675				50	0	0	0	0	0				0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	50	0	0							
28732													5	10	0	15	5	0																			
29476													0	0	0	0	0	0																			
29636													7	0	15	71	0	2																			
29878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0							
30052													0	0	0	0	0	0																			
30502													0	0	0	11	0	19																			
30650													0	0	0	0	0	0																			
30810							0	0	0																												
31134				0	0	0	0	0	0	0	0	0	51	0	4	42	3	63	0	0	0	0	0	0	0	0	0	0	0	0							
31255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
31657													2	0	0	0	0	0																			
31826	0	0	0	0	0	0	0	0	0	0	0	0	17	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
31835													9	0	28	0	0	52																			
32234													0	0	0	0	0	0																			
32766													0	0	0	0	0	0																			
32971													0	0	0	3	0	2																			
33147													36	0	97	7	0	5																			
33259													0	0	0	0	0	0																			
33268													0	0	0	0	0	0																			
33370													0	0	0	0	0	0																			
33839													0	0	0	0	0	0																			
33857	0	0	0	0	0	523	0	0	16	0	0	507	6	0	5	30	0	21	0	0	0	0	0	0	0	0	0	0	0	0							
34434													140	0	15	23	2	6																			
34537	0	0	0	0	0	1341	0	0	1341	0	0	0	10	0	30	294	0	553	0	0	332	0	0	0	0	0	0	0	0	0							
34555				0	0	0	0	0	0	0	0	0	33	0	43	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
34742													0	0	0	0	0	0																			
35057				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
35301							0	0	0																												
35570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7098	0	467	0	0	0	0	0	0	0	0	0	0	0	0							
35646													1	0	8	16	0	2																			
35879													16	0	0	286	0	50																			
36456													5	0	0	0	0	0																			
36933													56	0	26	91	0	4																			
37051													0	0	0	0	0	0																			
37341													44	0	0	7	0	31																			
37435													333	0	126	225	0	113																			
37640	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
37659				0	0	0	0	0	0	0	0	0	40	0	7	14	0	2	0	0	0	0	0	0	0	0	0	0	0	0							
37949													0	0	0	0	0	0																			
38740													41	0	7	2	0	11																			
39327													0	0	0	0	0	0																			
39756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	46	0	0	0	0	0	0	0	0	0							
40033													25	0	0	0	0	0																			
40499	0	0	0	0	0	0	0	0	0	0	0	0	616	0	111	10	0	10	0	0	2017	0	0	0	0	0	0	0	0	0							
40855													35	0	0	0	0	0																			
41553													0	0	0	13	1	0																			
41629													288	0	0	47	0	0																			
41825													0	0	0	0	0	0																			
41955													0	0	0	0	0	0																			
42037													0	0	0	93	35	100																			
42354													43	0	0	0	1	0																			
42372													0	0	0	9	0	1																			
42420	0	0	0	35	0	147	0	0	0	0	0	0	1446	158	184	584	508	56	0	0	3696	0	0	0	0	0	0	0	0	0							
42448	0	0	0	0	0	0	0	0	0	0	0	0	219	5	42	272	2	5	0	0	0	0	0	0	0	0	0	0	0	0							
42457													0	0	0	0	0	0																			
43052													8	0	1	0	0	1																			
43351													0	0	0	5	0	53																			
43856													0	0	0	0	0	0																			
43959													3	0	0	0	0	0																			
44040													19	0	0	52	0	0																			
44433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
44741													60	0	0	40	0	53																			
44750													28	16	72	0	0	0																			
44929				0	0	0	0	0	0				17	2	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
45038				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
45047													177	0	86	103	0	4																			
45056													0	0	0	0	0	0																			
45430													66	0	7	8	0	1																			
45458													0	0	4	20	2	86																			
45551													0	0	0	3	0	0																			
45560	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	104	337	0	670	0	0	0	0	0	0	0	0	0							
45775													0	0	0	0	0	0																			
46053													6	0	0	0	0	0																			
46941													0	0	0	2	0	0																			
47247	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
47256													0	0	0	10	0	0																			
47452													0	0	0	3	6	0																			
47500													21	0	4	28	6	6																			
48057													15	0	0	0	0	0													0	0	0	0	0	0	
48150													28	0	0	0	0	0																			
48374													214	0	43	516	0	91																			
48440													15	0	0	0	0	0																			
49054													0	0	0	0	0	0																			
49148													0	0	0	15	0	1																			
49241													4	0	0	44	0	5																			
49652													0	0	0	0	0	0																			
49858													0	0	0	0	0	0																			
49951													0	0	0	0	0	0																			
50144													11	20	1	17	2	0													0	0	0	0	0	0	
50461				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
51253	0	0	0	0	0	3	0	0	0	0	0	0	31	21	7	103	0	3	0	0	0	0	0	0	0	0	0	0	0	3							
51356				0	0	0	0	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
51459													20	0	0	17	0	6																			
51842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
52719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
52951													68	0	212	104	0	204																			
53051													0	0	7	0	0	0																			
54058	0	0	0	0	0	5236	0	0	0	0	0	5236	3	3	0	14	0	2	0	0	0	0	0	0	0	0	0	0	0	0							
54656	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19	0	10	0	0	0	0	0	0	0	0	0	0	0	0							
54973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1474	0	2198	0	0	2949	0	0	0	0	0	0	0	0	0							
55336													0	0	0	112	0	0																			
55635													6	0	0	0	0	0																			
55653													85	27	0	0	0	0																			
55970													0	0	0	0	0	0																			
56258													37	0	0	0	0	32																			
56351	0	0	0	0	0	2660	0	0	0	0	0	0	632	13	0	299	0	29	218	0	0	0	0	0	0	0	0	0	0	0							
56548													0	0	0	0	0	0																			
56717													23	0	0	1	0	8																			
57040				0	0	0	0	0	0	0	0	0	40	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
57451													0	0	0	2	0	0																			
58225													173	0	81	21	0	5																			
58243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0							
58355													0	0	0	0	0	0																			
58551													194	22	54	8	0	0																			
58636													418	46	141	87	0	13																			
58757													0	0	0	2	0	0																			
58971	0	0	0	0	0	34	0	0	0	0	0	0	23	0	47	396	94	163	22	0	430	0	0	0	0	0	0	0	0	0							
59316													307	0	100	78	0	0																			
59352													0	0	0	0	0	0																			
59370													0	0	0	501	0	101																			
59754													8	3	0	0	0	0																			
60143							0	0	0																												
60330	0	0	0	4	0	0	0	0	0	0	0	0	20	0	0	28	0	15	0	0	0	0	0	0	4	0	0	0	0	0							
60545													19	0	0	3	2	9																			
60554													0	0	0	10	0	0																			
60648													6	0	5	6	0	0																			
61122	0	0	0	0	0	0	0	0	0	0	0	0	116	34	18	175	2	0	0	0	0	0	0	0	0	0	0	0	0	0							
61355													0	34	0	12	0	0																			
61476													0	0	0	0	0	0																			
61757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
61832													1	0	0	0	0	0																			
61953													22	0	0	0	0	0																			
62044													0	0	0	0	0	0																			
62110													0	0	0	0	0	0																			
62147													0	0	0	0	0	0																			
63050													114	0	2	0	0	0																			
63069							0	0	0																												
63201													0	0	0	7	10	0																			
63573													0	0	0	0	0	0																			
63733	0	0	0	6	0	16	0	0	0	0	0	0	186	0	162	1355	1117	90	0	0	0	0	0	0	6	0	11	0	0	5							
63742													0	0	0	31	0	0																			
64150													0	0	0	0	0	0																			
64552				0	0	0	0	0	0				21	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
64730													15	0	3	52	0	0																			
65205													0	0	0	12	0	0																			
65513							0	0	0																												
65559	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
65746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	4	0	0	0	0	0	0	0	0	0	0	0	0							
65858													20	0	27	61	0	55																			
66154													14	0	0	20	0	17																			
66275													14	0	6	44	0	0																			
66677				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
67142													0	0	0	9	0	0																			
67151													0	0	0	0	0	0																			
67209													0	0	0	258	0	88																			
67254													0	0	0	0	0	0																			
67656	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	4	0	51	0	0	183	0	0	234	0	0	0	0	0	0							
67870													0	0	0	0	0	0																			
68671													0	0	0	0	0	0																			
68756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
68831													21	0	0	0	0	0																			
69333	0	0	0	0	0	0	0	0	0	0	0	0	533	11	60	121	18	4	0	0	143	0	0	0	0	0	0	0	0	0							
69678													0	0	0	13	0	0																			
70218				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
70414													0	0	0	9	1	0																			
70638													84	0	41	406	0	354																			
70955													0	0	0	15	0	0																			
71073													0	0	0	0	0	0																			
71457													0	0	0	13	0	0																			
71859													0	0	0	8	0	0													0	0	0	0	0	0	
72258													0	0	0	0	0	0																			
72351													1	0	0	21	4	0																			
72454													0	0	0	0	0	0													0	0	0	0	0	0	
72678													17	0	27	19	0	69																			
73116													0	0	0	2	0	0																			
73152													0	11	0	131	0	0																			
73554													30	0	8	0	0	0																			
73956													0	0	0	0	0	0																			
74056													0	0	0	0	0	0																			
74140	0	0	0	49	0	2347	49	0	2180	0	0	0	17	0	0	8	0	0	45	0	124	0	0	0	0	0	0	0	0	0							
74403	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	15	0	323	0	0	93	0	0	0	0	0	0	0	0	0							
74449													6	0	0	3	0	0																			
75259													0	0	0	0	0	0																			
75446													0	0	0	9	22	0																			
75455													0	0	17	13	24	9																			
75633							0	0	53805																												
75651													4	0	12	15	3	0																			
76153				0	0	0	0	0	0	0	0	0	98	8	31	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0							
76443													15	0	0	23	0	7																			
76854													0	0	0	0	0	0																			
77150				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
77253													50	0	0	0	0	0																			
77422													0	0	0	0	0	0																			
77851	0	0	0	0	0	0	0	0	0	0	0	0	23	0	3	426	24	1	0	0	0	0	0	0	0	0	0	0	0	0							
78157													39	0	0	2	0	0																			
78241													8	22	7	1	0	1																			
78559													0	0	31	0	0	0																			
79042				0	0	0	0	0	0				2	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
79127													45	0	32	189	0	117																			
79145													0	0	0	0	0	0																			
79257													0	0	0	5	0	2																			
79855													0	0	0	157	66	0													0	0	0	0	0	0	
80150													23	0	1	26	3	20																			
80374													0	0	0	0	0	0																			
80431													1	0	11	85	0	145																			
81175													5	0	3	0	0	0																			
82033													0	0	0	0	0	0																0	0		
82257													0	0	0	0	0	0													0	0	0	0	0	0	
82350													6	0	0	19	1	3																			
83151													0	0	0	0	0	0																			
83236													0	0	0	0	0	0																			
83375													0	0	0	66	0	3																			
83638							0	0	0																												
83834													0	0	0	34	0	8																			
83852													0	0	0	0	0	0																			
83955													0	0	23	25	0	0													0	0	0	0	0	0	
84046													0	0	0	0	13	0																			
84541													5	0	3	27	30	5																			
84804													0	0	0	0	0	0																			
85052													0	0	0	0	0	0																			
85472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	27	0	0	207	0	0	0	0	0	0	0	0	0							
85931													0	0	0	0	0	0																			
86349													98	0	4	442	0	118																			
86675													0	0	0	0	0	0																			
87047													0	0	0	0	0	0																			
87159													6	13	0	0	35	0																			
87234													0	0	0	25	0	0																			
87476													10	0	36	0	0	3																			
87579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
88231													11	0	19	3	0	0																			
88259													0	0	0	0	0	0																			
88352				0	0	0	0	0	0	0	0	0	26	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
88455													49	0	0	0	0	0																			
88950													0	0	0	0	0	0																			
89032													0	0	5	0	0	2																			
89135													2	0	3	76	0	0																			
89854													0	0	0	1	0	0																			
89957													0	0	0	0	0	0																			
90047													9	0	0	0	0	11													0	0	0	0	0	0	
90177													0	0	0	159	0	0																			
90328													0	0	0	11	0	0																			
90337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	22	0	0	803	0	0	0	0	0	0	0	0	0							
90579													0	0	0	0	0	0																			
91615													14	6	8	0	9	0																			
91754	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	46	0	0	0	0	29	0	0	0	0	0	0	0	0	0							
91950													12	0	27	0	0	0																			
92144													0	0	0	3	0	0																			
92676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0							
92706													0	0	0	42	50	0																			
92902													40	0	0	26	0	14																			
93244													6	0	0	0	0	0																			
93543													8	0	25	0	0	0																			
93619							0	0	0																												
94139													106	0	221	76	0	54																			
94522													86	2	0	42	2	0																			
94755													27	0	19	44	0	0																			
94858													0	0	0	47	1	21																			
95051				0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
95677													19	0	3	0	0	0																			
96553													0	0	6	0	0	0																			
97055													0	0	0	0	0	0																			
97279													15	0	42	9	0	41																			
97457													0	0	6	0	0	1													0	0	0	0	0	0	
97804													0	0	0	0	0	0													0	0	0	0	0	0	
97943													19	0	0	2	1	0																			
98351													0	0	0	0	0	0																			
98463													0	0	0	0	0	0																			
98717				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
99143													21	0	29	76	2	33																			
99376	0	0	0	0	0	0	0	0	0	0	0	0	178	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
99442													204	22	0	140	38	0																			
99536													10	0	54	25	0	22																			
99853													0	0	8	13	0	2																			
100236													29	0	53	21	0	27																			
100357													0	0	0	2	0	0																			
100562	0	0	0	50	0	589	50	0	575	0	0	0	0	0	26	48	0	57	0	0	2074	0	0	0	0	0	0	0	0	14							
100777													0	0	0	0	0	0																			
100843													208	0	20	71	0	6																			
101019							0	0	0																												
101037													19	0	30	318	0	38																			
101439				0	0	0	0	0	0	0	0	0	139	3	25	87	2	14	0	0	0	0	0	0	0	0	0	0	0	0							
101671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
101738													837	25	0	474	58	0																			
101952													0	0	11	6	0	0																			
102333													12	0	0	11	0	0																			
102342													0	0	0	0	0	0													0	0	0	0	0	0	
102539													0	0	0	0	0	0																			
102557													0	0	0	0	0	0																			
102874				0	0	0	0	0	0				0	0	28	8	0	8	0	0	0	0	0	0	0	0	0	0	0	0							
103134													0	0	11	3	10	1																			
104234													84	0	0	15	0	0																			
104542													24	0	53	56	0	14																			
104971													0	0	0	0	0	0																			
105026													77	0	0	145	11	0																			
105473													0	0	0	0	0	0													0	0	0	0	0	0	
105530													2	0	3	30	0	7																			
106359	0	0	0	0	0	0	0	0	0	0	0	0	631	0	134	60	0	3	0	0	123	0	0	0	0	0	0	0	0	0							
106452													0	0	0	0	0	0																			
106676													0	0	0	0	0	0																			
107244	0	0	0	0	0	280	0	0	0	0	0	223	114	0	152	1684	0	2529	0	0	0	0	0	0	0	0	48	0	0	8							
107459													0	0	0	1	0	0																			
107570													128	0	0	1	0	72																			
107758													2	0	0	0	0	6													0	0	0	0	0	0	
108072													1	0	6	13	0	0													0	0	0	0	0	0	
108269													2	0	0	4	0	0													0	0	0	0	0	0	
108652													24	0	0	0	0	0																			
108746													20	0	0	0	0	0													0	0	0	0	0	0	
108951													0	0	0	1	0	0																			
109136													0	0	0	20	0	0																			
109154													0	0	0	31	0	0													0	0	0	0	0	0	
109453													0	0	1	0	0	10																			
109574													0	0	0	0	0	0																			
109659													0	0	0	0	0	0																			
110413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
110936													0	0	0	0	0	0																			
110945													5	0	3	1	0	0																			
110972													26	0	0	0	0	0																			
111157				0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0							
111205													0	0	0	0	0	0																			
111942													0	0	0	1	0	63																			
111979													0	0	0	0	4	0																			
112163	0	0	0	0	0	0	0	0	0	0	0	0	44	0	29	195	0	116	15	0	0	0	0	0	0	0	0	0	0	0							
112332													70	0	10	90	0	16																			
112510													32	0	0	12	0	0																			
112556													0	0	0	0	0	0																			
112837							0	0	0																												
113003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
113030													27	18	2	65	0	0																			
113441													3	0	0	0	0	0																			
113601													0	0	0	0	0	0																			
113740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
113937													0	0	0	0	0	0																			
114149													3	0	0	0	0	0																			
114260	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	3	0	6	0	0	9607	0	0	0	0	0	0	0	0	0							
114457													21	0	0	16	0	0																			
114774													0	0	0	0	0	0																			
114840													0	0	0	3	0	2																			
114859													8	0	0	0	0	8																			
115146													0	0	0	0	0	0																			
115575													0	0	0	25	0	0																			
116358													0	0	0	0	0	4																			
116554													0	0	0	0	0	0																			
116741													139	0	0	0	0	0																			
117038				0	0	0	0	0	0	0	0	0	66	8	4	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
117074													0	0	0	0	0	0																			
117458													7	0	0	0	0	0																			
117775				0	0	0	0	0	0				0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
118156													33	0	0	56	0	0																			
118660													0	0	0	0	0	0																			
118736													0	0	0	14	0	0																			
119153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	131	0	0	0	0	0	0	0	0	0	0	0	0							
119528													4	0	16	7	0	0																			
119779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
119872													0	0	0	0	0	0																			
120476													0	0	0	0	0	0																			
120542													4	0	0	10	0	0																			
120609													0	0	0	144	0	401																			
120953													0	0	17	0	0	0																			
121642	0	0	0	0	0	174	0	0	0	0	0	0	137	2	36	200	4	174	0	0	0	0	0	0	0	0	0	0	0	174							
121651													0	0	65	28	0	36																			
121914													142	0	17	54	0	44																			
122153													142	31	47	4	14	16																			
122546													99	8	0	91	0	0																			
122854	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	95	1	43	0	0	35	0	0	0	0	0	0	0	0	0							
123075													0	0	0	0	0	16																			
123374													96	0	0	26	3	0																			
124344													2	0	0	0	0	0																			
124830													10	0	4	0	0	0																			
125154	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	44	10	0	0	0	0	0	0	0	0	0	0	0	0	0							
125471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	5678	0	0	0	0	0	0	0	0	0							
125855													45	0	69	58	0	8																			
125873													0	0	0	0	0	0																			
126012													124	0	0	0	0	0																			
126049													2	0	0	0	0	0																			
126375													133	13	26	30	8	1																			
126553				0	0	0	0	0	0				0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
126834													219	0	60	88	10	40																			
127055													0	0	0	11	0	0																			
127224													29	0	39	64	0	31																			
