"IDRSSD"	RCFDM708	RCFDM709	RCFDM710	RCFDM711	RCFDM712	RCFDM713	RCFDM714	RCFDM715	RCFDM716	RCFDM717	RCFDM719	RCFDM720	RCFDM721	RCFDM722	RCFDM723	RCFDM724	RCFDM725	RCFDM726	RCFDM727	RCFDM728	RCFDM729	RCFDM730	RCFDM731	RCFDM732	RCFDM733	RCFDM734	RCFDM735	RCFDM736	RCFDM737	RCFDM738	RCFDM739	RCFDM740	RCFDM741	RCFDM742	RCFDM743	RCFDM744	RCFDM745	RCFDM746	RCFDM747	RCFDM748	RCFDM749	RCFDM750	RCFDM751	RCONM708	RCONM709	RCONM710	RCONM711	RCONM712	RCONM713	RCONM714	RCONM715	RCONM716	RCONM717	RCONM719	RCONM720	RCONM721	RCONM722	RCONM723	RCONM724	RCONM725	RCONM726	RCONM727	RCONM728	RCONM729	RCONM730	RCONM731	RCONM732	RCONM733	RCONM734	RCONM735	RCONM736	RCONM737	RCONM738	RCONM739	RCONM740	RCONM741	RCONM742	RCONM743	RCONM744	RCONM745	RCONM746	RCONM747	RCONM748	RCONM749	RCONM750	RCONM751	
1669																																																																																							
1856																																																																																							
2161																																																																																							
2732																																																																																							
2750																																																																																							
3252																																																																																							
3458																																																																																							
3720																																																																																							
3971																																																																																							
4156																																																																																							
4231																																																																																							
5069																																																																																							
5135																																																																																							
5210																																																																																							
5461																																																																																							
5751																																																																																							
6039																																																																																							
6329																																																																																							
7009																																																																																							
7045																																																																																							
7072																																																																																							
7456																																																																																							
7634																																																																																							
8033																																																																																							
8462																																																																																							
8631																																																																																							
9357																																																																																							
9553																																																																																							
9807																																												21034	0	295939	6585	0	0	48175	0	905918	22172	0	0	0	0	250440	855	0	0	204	0	65898	462	0	0	0	0	0	0	0	0	0	0	477	5	0	0	1204	69413	0	1518672	31283	0	0	
9955																																																																																							
10250																																																																																							
10849																																																																																							
11145																																																																																							
11640																																																																																							
11837																																																																																							
12030																																																																																							
12142																																																																																							
12311																																																																																							
12647																																																																																							
12656																																																																																							
12946																																																																																							
13103																																												0	0	109084	1528	0	0	2504	63	716142	10430	0	0	0	0	771350	3802	0	0	2231	8	191447	2431	0	0	0	0	0	0	0	0	0	0	304141	1659	0	0	1	4735	71	2092164	19851	0	0	
13251																																																																																							
13457																																																																																							
14155																																																																																							
14650																																																																																							
14753																																																																																							
14865																																																																																							
14977																																																																																							
16551																																																																																							
17110																																																																																							
17147																																																																																							
17259																																																																																							
17950																																																																																							
17978																																																																																							
18050																																																																																							
18827																																																																																							
18836																																																																																							
18854																																																																																							
19356																																																																																							
19936																																																																																							
19972																																																																																							
20053																																																																																							
20633																																																																																							
20857																																																																																							
21256																																																																																							
21359																																																																																							
21658																																																																																							
22048																																																																																							
22543																																																																																							
22552																																																																																							
22730																																																																																							
23456																																																																																							
23504																																																																																							
23643																																																																																							
23755																																																																																							
24006																																																																																							
24378																																																																																							
24453																																																																																							
24659																																																																																							
24668																																																																																							
24949																																																																																							
25357																																																																																							
25647																																																																																							
26457																																																																																							
26765																																																																																							
27070																																																																																							
27548																																																																																							
27614																																																																																							
27847																																																																																							
28013																																																																																							
28152																																																																																							
28675																																																																																							
28732																																																																																							
29476																																																																																							
29636																																																																																							
29878																																												732	4	56541	368	0	0	7968	407	476373	2997	0	0	22464	3394	1245867	5855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	1	0	0	4562	31164	3805	1778862	13783	0	0	
30052																																																																																							
30502																																																																																							
30650																																																																																							
30810																																																																																							
31134																																																																																							
31255																																																																																							
31657																																																																																							
31826																																																																																							
31835																																																																																							
32234																																																																																							
32766																																																																																							
32971																																																																																							
33147																																																																																							
33259																																																																																							
33268																																																																																							
33370																																																																																							
33839																																																																																							
33857																																																																																							
34434																																																																																							
34537																																																																																							
34555																																																																																							
34742																																																																																							
35057																																																																																							
35301																																																																																							
35570																																																																																							
35646																																																																																							
35879																																																																																							
36456																																																																																							
36933																																																																																							
37051																																																																																							
37341																																																																																							
37435																																																																																							
37640																																																																																							
37659																																																																																							
37949																																																																																							
38740																																																																																							
39327																																																																																							
39756																																																																																							
40033																																																																																							
40499																																												0	0	144298	2011	0	0	18185	6969	1358679	22986	0	0	23826	662	1378908	7730	3122	0	5831	1340	369106	4942	362	0	0	0	0	0	0	0	0	0	155427	348	0	0	1000	47842	8971	3406418	39017	3484	0	
40855																																																																																							
41553																																																																																							
41629																																																																																							
41825																																																																																							
41955																																																																																							
42037																																																																																							
42354																																																																																							
42372																																																																																							
42420																																																																																							
42448																																												0	0	213769	2856	0	0	0	0	650894	8280	0	0	0	0	457344	6110	0	0	0	0	277762	3549	0	0	0	0	3614	69	0	0	0	0	38120	737	0	0	100	0	0	1641503	21701	0	0	
42457																																																																																							
43052																																																																																							
43351																																																																																							
43856																																																																																							
43959																																																																																							
44040																																																																																							
44433																																																																																							
44741																																																																																							
44750																																																																																							
44929																																																																																							
45038																																																																																							
45047																																																																																							
45056																																																																																							
45430																																																																																							
45458																																																																																							
45551																																																																																							
45560																																												0	0	168044	1394	0	0	5381	0	549773	7178	0	0	3207	311	418282	3721	0	0	821	322	140055	1282	0	0	0	0	0	0	0	0	139	34	21035	381	0	0	2393	9548	667	1297189	16349	0	0	
45775																																																																																							
46053																																																																																							
46941																																																																																							
47247																																																																																							
47256																																																																																							
47452																																																																																							
47500																																																																																							
48057																																																																																							
48150																																																																																							
48374																																																																																							
48440																																																																																							
49054																																																																																							
49148																																																																																							
49241																																																																																							
49652																																																																																							
49858																																																																																							
49951																																																																																							
50144																																																																																							
50461																																																																																							
51253																																																																																							
51356																																																																																							
51459																																																																																							
51842																																																																																							
52719																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52951																																																																																							
53051																																																																																							
54058																																																																																							
54656																																												0	0	16922	317	0	0	189	0	64626	1210	0	0	144	0	38525	722	0	0	1237	79	69082	1294	0	0	0	0	0	0	0	0	11	0	14344	269	0	0	0	1581	79	203499	3812	0	0	
54973																																																																																							
55336																																																																																							
55635																																																																																							
55653																																																																																							
55970																																																																																							
56258																																																																																							
56351																																												699	27	296286	2536	0	0	4124	331	683587	11343	0	0	67	0	579593	5118	0	0	1687	1176	267840	3837	0	0	0	0	0	0	0	0	26	26	86023	1778	0	0	1613	6603	1560	1913329	26225	0	0	
56548																																																																																							
56717																																																																																							
57040																																																																																							
57451																																																																																							
58225																																																																																							
58243																																												0	0	439031	3865	0	0	4711	546	1130847	10160	0	0	3579	24	1491643	12778	0	0	3086	540	931369	18441	0	0	0	0	14821	148	0	0	0	0	75156	665	0	0	37860	11376	1110	4082867	83917	0	0	
58355																																																																																							
58551																																																																																							
58636																																																																																							
58757																																																																																							
58971																																												0	0	566154	19886	0	0	0	0	1797516	41600	0	0	1460	222	1092039	29827	0	0	40909	3424	1848465	37465	5709	0	0	0	10995	376	0	0	85	85	109880	1488	0	0	4943	42454	3731	5425049	135585	5709	0	
59316																																																																																							
59352																																																																																							
59370																																																																																							
59754																																																																																							
60143																																																																																							
60330																																																																																							
60545																																																																																							
60554																																																																																							
60648																																																																																							
61122																																												842	0	131414	2450	0	0	7343	187	364442	5271	0	0	2985	16	402900	5145	0	0	0	0	196027	2400	0	0	0	0	0	0	0	0	18	2	55897	935	0	0	500	11188	205	1150680	16701	0	0	
61355																																																																																							
61476																																																																																							
61757																																																																																							
61832																																																																																							
61953																																																																																							
62044																																																																																							
62110																																																																																							
62147																																																																																							
63050																																																																																							
63069	4616	0	2960748	76531	3261	570	9556	0	10110662	91060	37373	3183	0	0	18083933	73969	1004	23	60057	0	22453518	266899	0	0	0	0	63927	1798	0	0	0	0	781648	7835	2	0	0	74229	0	54454436	518092	41640	3776																																												
63201																																																																																							
63573																																																																																							
63733																																												1127	0	78785	1027	0	0	20202	550	220972	3111	0	0	3563	0	332346	3578	0	0	1740	0	87054	1300	0	0	0	0	0	0	0	0	66	39	25821	665	0	0	73	26698	589	744978	9754	0	0	
63742																																																																																							
64150																																																																																							
64552																																																																																							
64730																																																																																							
65205																																																																																							
65513																																																																																							
65559																																																																																							
65746																																																																																							
65858																																																																																							
66154																																																																																							
66275																																																																																							
66677																																																																																							
67142																																																																																							
67151																																																																																							
67209																																																																																							
67254																																																																																							
67656																																																																																							
67870																																																																																							
68671																																																																																							
68756																																																																																							
68831																																																																																							
69333																																												218	0	69545	1173	0	0	1353	10	441787	6012	0	0	3512	250	293748	4773	0	0	157	59	184848	1996	0	0	0	0	0	0	0	0	64	5	19949	458	0	0	0	5304	324	1009877	14412	0	0	
69678																																																																																							
70218																																																																																							
70414																																																																																							
70638																																																																																							
70955																																																																																							
71073																																																																																							
71457																																																																																							
71859																																																																																							
72258																																																																																							
72351																																																																																							
72454																																																																																							
72678																																																																																							
73116																																																																																							
73152																																																																																							
73554																																																																																							
73956																																																																																							
74056																																																																																							
74140																																												48	8	0	0	0	0	16251	0	514627	1148	0	0	5215	567	387092	190	0	0	8154	8	242043	833	0	0	0	0	0	0	0	0	0	0	75126	849	0	0	5490	29668	583	1218888	8510	0	0	
74403																																																																																							
74449																																																																																							
75259																																																																																							
75446																																																																																							
75455																																																																																							
75633	9660	2532	3189638	76956	1321	0	157672	16133	8563528	135993	37638	22026	201214	25084	8329360	15893	3499	83	267544	54821	53080503	437121	26382	12432	0	0	370039	17174	0	0	18360	924	8228386	23855	517	517	0	654450	99494	81761454	706992	69357	35058																																												
75651																																																																																							
76153																																																																																							
76443																																																																																							
76854																																																																																							
77150																																																																																							
77253																																																																																							
77422																																																																																							
77851																																												278	0	227160	1611	0	0	5444	0	1246670	18364	0	0	223	0	304259	1341	13	0	1071	80	887294	14768	0	0	0	0	8008	141	0	0	0	0	37294	169	0	0	0	7016	80	2710685	36394	13	0	
78157																																																																																							
78241																																																																																							
78559																																																																																							
79042																																																																																							
79127																																																																																							
79145																																																																																							
79257																																																																																							
79855																																																																																							
80150																																																																																							
80374																																																																																							
80431																																																																																							
81175																																																																																							
82033																																																																																							
82257																																																																																							
82350																																																																																							
83151																																																																																							
83236																																																																																							
83375																																																																																							
83638	0	0	291054	2055	0	0	28517	2553	2069528	22614	0	0	6599	887	484427	5780	0	0	50335	16027	1965108	26795	0	0	0	0	0	0	0	0	351	227	358110	6504	0	0	0	85802	19694	5168227	63748	0	0																																												
83834																																																																																							
83852																																																																																							
83955																																																																																							
84046																																																																																							
84541																																																																																							
84804																																																																																							
85052																																																																																							
85472																																																																																							
85931																																																																																							
86349																																																																																							
86675																																																																																							
87047																																																																																							
87159																																																																																							
87234																																																																																							
87476																																																																																							
87579																																																																																							
88231																																																																																							
88259																																																																																							
88352																																																																																							
88455																																																																																							
88950																																																																																							
89032																																																																																							
89135																																																																																							
89854																																																																																							
89957																																																																																							
90047																																																																																							
90177																																																																																							
90328																																																																																							
90337																																																																																							
90579																																																																																							
91615																																																																																							
91754																																																																																							
91950																																																																																							
92144																																																																																							
92676																																																																																							
92706																																																																																							
92902																																																																																							
93244																																																																																							
93543																																																																																							
93619																																																																																							
94139																																																																																							
94522																																																																																							
94755																																																																																							
94858																																																																																							
95051																																																																																							
95677																																																																																							
96553																																																																																							
97055																																																																																							
97279																																																																																							
97457																																																																																							
97804																																																																																							
97943																																																																																							
98351																																																																																							
98463																																																																																							
98717																																																																																							
99143																																																																																							
99376																																												0	0	21895	467	0	0	168	0	316790	6756	0	0	3438	104	1117079	8511	19112	0	6862	1270	623354	5874	0	0	0	0	0	0	0	0	0	0	38861	763	0	0	0	10468	1374	2117979	22371	19112	0	
99442																																																																																							
99536																																																																																							
99853																																																																																							
100236																																																																																							
100357																																																																																							
100562																																																																																							
100777																																																																																							
100843																																																																																							
101019	17749	4290	576351	6267	0	0	5180	277	1391398	20708	0	0	0	0	1246784	8727	0	0	29119	8730	2234512	22900	0	0	0	0	295	0	0	0	0	0	51	0	0	0	0	52048	13297	5449391	58602	0	0																																												
101037																																																																																							
101439																																																																																							
101671																																																																																							
101738																																																																																							
101952																																																																																							
102333																																																																																							
102342																																																																																							
102539																																																																																							
102557																																																																																							
102874																																																																																							
103134																																																																																							
104234																																																																																							
104542																																																																																							
104971																																																																																							
105026																																																																																							
105473																																																																																							
105530																																																																																							
106359																																												0	0	110804	1708	0	0	3634	0	718503	11997	0	0	491	0	237921	3534	0	0	2725	500	175319	1872	0	0	0	0	485	0	0	0	137	0	256312	2657	0	0	572	6987	500	1499344	22340	0	0	
106452																																																																																							
106676																																																																																							
107244																																																																																							
107459																																																																																							
107570																																																																																							
107758																																																																																							
108072																																																																																							
108269																																																																																							
108652																																																																																							
108746																																																																																							
108951																																																																																							
109136																																																																																							
