"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	RIADMG93	RIADMG94	
5135			4742	450	88	0	4692	488	0																						
5210			19141	50	57	0	20226	1192	0																						
5461			6798	0	109	0	6692	3	0																						
5751			2409	0	4	0	2422	17	0																						
6039			3965	363	14	0	3746	158	0			0	0																		
6329			18132	5700	999	0	15831	4398	0				0																		
7009			0	0	0	0	0	0	0																						
7045			1156	75	71	0	1097	87	0			0	0																		
7072			3076	75	129	0	2904	32	0																						
7456			887	0	0	0	887	0	0																						
7634			1185	35	56	0	1218	124	0																						
8033			1803	243	17	0	1803	260	0																						
8462			2009	77	2	0	1951	21	0																						
8631			398	0	1	0	402	5	0																						
9357			4154	0	90	0	4846	782	0																						
9553			1212	0	1	0	1211	0	0																						
9807			31283	0	210	0	31123	50	0				0																		
9955			1710	-100	11	0	1828	29	0																						
10250			5109	165	127	0	5126	309	0																						
10849			2625	414	0	0	2211	0	0																						
11145			2962	124	104	0	2776	42	0				0																		
11640			3002	12	77	0	2995	82	0																						
11837			925	0	1	0	924	0	0																						
12030			9696	0	4232	0	10167	4703	0																						
12142			1719	90	47	0	1652	70	0																						
12311	0		2106932	42270	121989	0	1814252	303223	431644	0	3630	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46417	0	
12647			1075	0	4	0	1073	2	0																						
12656			178	6	0	0	192	20	0																						
12946			25636	3600	645	0	22861	1470	0																						
13103			19922	1118	196	0	18907	299	0				0																		
13251			639	45	11	0	593	10	0																						
13457			103	0	8	0	96	1	0																						
14155			3761	225	96	0	3519	79	0																						
14650			981	93	8	0	894	14	0																						
14753			530	0	0	0	530	0	0																						
14865			5065	540	52	0	5013	540	0																						
14977			654	60	0	0	594	0	0			0	0																		
16551			4131	375	20	0	3756	20	0																						
17110			279	0	0	0	279	0	0			0	0																		
17147		0	199972	0	1941	0	130648	6672	74055			0		0	0	0	245	0	245	0	0	0	0	0	0	0	0	0	0	1815	
17259			171	5	2	0	178	14	0																						
17950			5551	200	23	0	5364	36	0																						
17978			1440	0	0	0	1440	0	0																						
18050			6873	450	62	0	6498	137	0																						
18827			13010	1635	168	0	11392	185	0																						
18836			1650	10	56	0	1707	123	0																						
18854			9306	3325	155	0	9639	3813	0				0																		
19356			922	0	54	0	874	6	0																						
19936			4484	0	62	0	4503	81	0																						
19972			399	0	2	0	400	3	0																						
20053			1240	180	71	0	1430	441	0																						
20633			2869	-25	4	0	3056	166	0																						
20857			2623	-500	133	0	2992	2	0																						
21256			70	0	6	0	66	2	0																						
21359			435	18	0	0	417	0	0																						
21658			2248	135	15	0	2139	41	0				0																		
22048			2917	470	24	0	2470	47	0																						
22543			2367	500	11	0	1867	11	0																						
22552			917	70	2	0	1082	237	0																						
22730			1646	145	115	0	1470	84	0																						
23456			2265	240	33	0	2037	45	0																						
23504		0	81255	6344	201	0	41462	9584	42832			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23643			1123	165	76	0	1075	193	0																						
23755			2451	180	193	0	2138	60	0																						
24006			8159	-876	508	0	8677	150	0																						
24378			185	0	1	0	184	0	0																						
24453			5328	0	141	0	5699	512	0																						
24659			628	0	11	0	617	0	0																						
24668			19407	6150	155	0	21061	7959	0																						
24949			7352	0	234	0	7207	89	0																						
25357			5830	930	48	0	5015	163	0																						
25647			3023	450	0	0	2573	0	0				0																		
26457			227	4	0	0	223	0	0				0																		
26765			29477	3329	394	0	26029	275	0																						
27070			5011	575	55	0	4385	4	0																						
27548			11224	500	706	0	10764	746	0																						
27614			1437	0	10	0	1471	44	0																						
27847			6857	937	242	0	6567	889	0																						
28013		0	38862	-6223	114	0	37606	2988	10353					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28152			1448	0	0	0	1448	0	0				0																		
28675			803	3	0	0	800	0	0				0																		
28732			1200	90	1	0	1116	7	0																						
29476			1501	194	22	0	1306	21	0																						
29636			5318	1286	190	0	4735	893	0																						
29878			17588	-433	0	0	18036	15	0				0																		
30052			393	22	0	0	372	1	0																						
30502			9479	0	140	0	9455	116	0																						
30650			1126	0	0	0	1127	1	0																						
30810	0		6861030	-47734	673841	0	8225760	1990837	0	0	104000			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	1727000	
31134			1501	180	55	0	1300	34	0				0																		
31255			7320	0	36	0	7353	69	0			0	0																		
31657			979	3	18	0	958	0	0																						
31826			3116	70	34	0	3043	31	0				0																		
31835			1940	800	200	0	1301	361	0																						
32234			169	53	14	0	119	17	0																						
32766			659	375	5	0	284	5	0																						
32971			2694	50	75	0	2660	91	0																						
33147			4819	625	10	0	4264	80	0																						
33259			8607	0	196	0	8412	1	0																						
33268			1193	61	4	0	1206	78	0																						
33370			141	0	0	0	141	0	0																						
33839			92	0	0	0	92	0	0																						
33857			10233	925	78	0	9875	645	0				0																		
34434			2742	862	26	0	1943	89	0																						
34537		0	87823	-5479	2320	0	92733	4797	3046					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34555			2564	135	28	0	2675	274	0			0	0																		
34742			4693	80	51	0	4679	117	0																						
35057			1843	0	11	0	1844	12	0			0	0																		
35301	0		95000	-21000	0	0	122000	2000	-4000			0		3000	0	0	-1000	0	2000	0	0	0	0	0	0	0	0	-2000	-2000	0	
35570		0	263514	-22759	4774	0	282987	2485	997			0		3031	0	-1181	0	0	1850	0	0	0	0	0	0	0	0	0	-1654	0	
35646			283	19	0	0	264	0	0																						
35879			1013	0	7	0	1036	30	0																						
36456			2332	40	14	0	2506	228	0																						
36933			1761	225	0	0	1580	44	0																						
37051			774	80	0	0	592	3	105																						
37341			986	90	31	0	878	13	0																						
37435			15109	-226	505	0	15109	279	0																						
37640		0	37798	-8500	331	0	46859	892	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37659			437	20	2	0	466	51	0			0	0																		
37949			2483	180	91	0	2212	0	0																						
38740			2096	-40	13	0	2153	30	0																						
39327			2010	125	93	0	1836	44	0																						
39756			6515	0	64	0	6806	355	0				0																		
40033			902	500	0	0	402	0	0																						
40499			47988	-5822	417	0	55395	2002	0				0																		
40855			1397	132	0	0	1266	1	0																						
41553			647	0	3	0	711	67	0																						
41629			2369	-284	290	0	2638	275	0																						
41825			6072	2653	549	0	7480	4610	0																						
41955			211	0	1	0	277	67	0																						
42037			483	0	18	0	574	109	0																						
42354			1240	9	1	0	1239	9	0																						
42372			2718	-3	31	0	2691	1	0																						
42420		0	94185	2350	2036	188	101309	11322	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-997	0	
42448			21701	2294	590	0	20060	1243	0			0	0																		
42457			736	18	0	0	718	0	0																						
43052			1359	90	133	0	1137	1	0																						
43351			2273	1065	412	0	800	4	0																						
43856			474	73	0	0	401	0	0																						
43959			1039	150	2	0	890	3	0																						
44040			4846	40	14	0	4809	17	0																						
44433			6353	50	123	0	6200	20	0				0																		
44741			4562	-199	86	0	4709	34	0																						
44750			1905	-174	50	0	2037	8	0																						
44929			1083	60	2	0	1030	9	0				0																		
45038			1294	0	11	0	1283	0	0			0	0																		
45047			2596	203	89	0	2425	121	0																						
45056			457	0	7	0	450	0	0																						
45430			638	130	32	0	497	21	0																						
45458			2063	173	7	0	1898	15	0																						
45551			9973	-1400	170	0	11614	411	0																						
45560			17016	790	84	0	16361	219	0				0																		
45775			802	0	0	0	802	0	0																						
46053			2919	237	61	0	2688	67	0																						
46941			1804	90	50	0	1680	16	0																						
47247			6992	784	47	0	6394	233	0				0																		
47256			370	23	0	0	347	0	0																						
47452			1628	0	0	0	1628	0	0																						
47500			4263	-349	108	0	4567	63	0																						
48057			801	0	1	0	802	2	0																						
48150			223	9	2	0	215	3	0																						
48374			12071	730	160	0	12594	1413	0																						
48440			1522	0	31	0	1496	5	0																						
49054			2976	0	142	0	2931	97	0																						
49148			706	0	3	0	723	20	0																						
49241			9457	980	1030	0	7892	445	0																						
49652			2955	98	85	0	2772	0	0																						
49858			1325	27	356	0	942	0	0																						
49951			863	40	37	0	923	137	0																						
50144			559	15	21	0	542	19	0																						
50461			4645	0	7	0	4638	0	0				0																		
51253			8124	0	162	0	8101	139	0			0	0																		
51356			316	0	24	0	298	6	0				0																		
51459			1516	5	11	0	1519	19	0																						
51842			15505	100	2512	0	12893	0	0				0																		
52719			0	0	0	0	0	0	0			0	0																		
52951			4778	274	140	0	4815	451	0																						
53051			449	0	1	0	450	2	0																						
54058			8607	250	41	0	8377	61	0				0																		
54656			3891	0	203	0	3822	134	0			0	0																		
54973		0	75944	-21967	4566	0	101201	7856	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-400	0	
55336			3646	425	97	0	3376	252	0																						
55635			1208	5	108	0	1123	28	0																						
55653			953	0	21	0	946	14	0																						
55970			7167	-795	103	0	7859	0	0																						
56258			3111	180	0	0	2931	0	0																						
56351			27785	1800	267	0	26711	993	0				0																		
56548			6978	300	44	0	6636	2	0																						
56717			11268	900	242	0	10654	528	0																						
57040			1646	0	4	0	1642	0	0			0	0																		
57451			4784	-1400	1481	0	4708	5	0																						
58225			2658	-205	39	0	2930	106	0																						
58243			85027	0	1797	0	84121	891	0				0																		
58355			457	18	0	0	439	0	0																						
58551			2674	450	188	0	2285	249	0																						
58636			4031	225	262	0	4151	607	0																						
58757			1537	225	6	0	1535	229	0																						
58971			139316	9000	4416	0	132811	6911	0				0																		
59316			16103	3750	202	0	13150	999	0																						
59352			5281	405	2	0	4881	7	0																						
59370			2592	0	32	0	2560	0	0																						
59754			106	17	3	0	103	17	0																						
60143	0		609000	-345000	56000	0	948000	50000	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-14000	0	
60330			13654	83	239	0	13737	405	0			0	0																		
60545			2174	0	1	0	2185	12	0																						
60554			853	45	4	0	805	1	0																						
60648			4941	0	411	0	4540	10	0																						
61122			16906	68	844	0	16486	492	0				0																		
61355			19358	2979	684	0	17632	1937	0																						
61476			2740	557	3	0	2180	0	0																						
61757			4758	0	7	0	4751	0	0				0																		
61832			2726	0	168	0	2657	99	0																						
61953			674	214	0	0	561	101	0																						
62044			174	0	1	0	173	0	0																						
62110			0	0	0	0	0	0	0																						
62147			753	1	1	0	757	6	0																						
63050			2971	150	37	0	2795	11	0																						
63069			521868	-1634	15931	0	532444	23973	-900			0	3776																		
63201			1495	694	1	0	823	23	0																						
63573			6710	180	42	0	6488	0	0																						
63733			10343	1150	202	0	9508	517	0				0																		
63742			7716	1615	39	0	6065	3	0																						
64150			2249	0	1	0	2248	0	0																						
64552			2465	159	42	0	2287	23	0				0																		
64730			2109	-26	34	0	2101	0	0																						
65205			5496	215	0	0	5286	5	0																						
65513			47	0	0	0	47	0	0				0																		
65559			4144	52	0	0	4093	1	0				0																		
65746			8908	280	201	0	8753	326	0			0	0																		
65858			17974	0	321	0	18323	670	0																						
66154			1491	270	9	0	1327	115	0																						
66275			4330	360	150	0	3839	19	0																						
66677			1673	0	0	0	1673	0	0				0																		
67142			473	-64	24	0	515	2	0																						
67151			12697	188	99	0	12422	12	0																						
67209			12689	1180	108	0	12390	989	0																						
67254			13	0	5	0	8	0	0																						
67656			48278	11698	2080	0	48463	13963	0				0																		
67870			4247	123	71	0	4086	33	0																						
68671			620	25	6	0	590	1	0																						
68756			6692	218	48	0	6469	43	0			0	0																		
68831			1555	210	180	0	1399	234	0																						
69333			14736	920	148	0	14301	633	0			0	0																		
69678			6360	0	203	0	6351	194	0																						
70218			1027	0	0	0	1027	0	0			0	0																		
70414			3700	25	4	0	3721	50	0																						
70638			7613	3605	292	0	4142	426	0																						
70955			187	0	7	0	180	0	0																						
71073			571	14	0	0	557	0	0																						
71457			5660	90	4	0	5566	0	0																						
71859			197	0	0	0	197	0	0																						
72258			3003	135	38	0	2880	50	0																						
72351			1330	0	37	0	1295	2	0																						
72454			787	31	13	0	774	31	0																						
72678			1726	0	110	0	1677	61	0																						
73116			5281	269	145	0	4951	84	0																						
73152			983	0	3	0	986	6	0																						
73554			3168	90	175	0	2923	20	0																						
73956			431	-218	123	0	563	37	0																						
74056			1092	180	16	0	1353	457	0																						
74140			9093	-599	406	0	9744	458	0				0																		
74403			9144	607	39	0	8606	108	0				209																		
74449			83	0	0	0	83	0	0																						
75259			9739	350	70	0	9586	267	0																						
75446			3373	270	8	0	3126	31	0																						
75455			650	0	4	0	668	22	0																						
75633			841544	-268936	64475	0	1188203	142198	0			0	35058																		
75651			795	15	17	0	773	10	0																						
76153			568	33	24	0	537	26	0			0	0																		
76443			1315	90	61	0	1168	4	0																						
76854			8020	180	47	0	8000	207	0																						
77150			1202	298	8	0	1178	282	0			0	0																		
77253			3382	0	745	0	2836	199	0																						
77422			1949	-30	33	0	1946	0	0																						
77851			36475	1600	248	0	35348	721	0			0	0																		
78157			315	0	8	0	340	33	0																						
78241			539	0	0	0	542	3	0																						
78559			1123	10	55	0	1058	0	0																						
79042			1018	144	13	0	882	21	0				0																		
79127			844	150	54	0	719	79	0																						
79145			2371	90	1	0	2281	1	0																						
79257			73	19	0	0	54	0	0																						
79855			1868	201	5	0	1663	1	0																						
80150			696	225	229	0	453	211	0																						
80374			436	0	0	0	436	0	0																						
80431			943	158	23	0	768	6	0																						
81175			5308	255	2	0	5054	3	0																						
82033			2607	90	19	0	2498	0	0																						
82257			1297	318	28	0	1257	306	0																						
82350			344	18	16	0	312	2	0																						
83151			2130	0	12	0	2127	9	0																						
83236			247	-34	0	0	281	0	0																						
83375			10420	344	183	0	10081	188	0																						
83638			83442	-10000	2801	0	110902	20261	0			68	0																		
83834			1493	0	20	0	1533	60	0																						
83852			469	239	0	0	230	0	0																						
83955			734	0	145	0	770	181	0																						
84046			149	0	0	0	150	1	0																						
84541			14178	1859	371	0	12254	306	0																						
84804			634	0	5	0	647	18	0																						
85052			1115	100	0	0	1240	225	0																						
85472		0	50153	-11024	1322	0	60735	880	0					1715	0	-212	0	0	1503	0	0	0	0	0	0	0	0	0	977	0	
85931			1729	510	75	0	1917	773	0																						
86349			3309	180	78	0	3185	134	0																						
86675			6887	-585	148	0	7367	43	0																						
87047			1104	24	1	0	1123	44	0																						
87159			1157	0	14	0	1143	0	0																						
87234			4520	450	108	0	3994	32	0																						
87476			6921	0	287	0	6664	30	0																						
87579			4591	0	4	0	4587	0	0				0																		
88231			11905	495	109	0	11348	47	0																						
88259			763	0	0	0	763	0	0																						
88352			1428	0	7	0	1482	61	0				0																		
88455			5146	0	4	0	5176	34	0																						
88950			786	170	0	0	863	247	0																						
89032			1257	460	29	0	839	71	0																						
89135			712	-174	49	0	841	4	0																						
89854			1590	0	12	0	1595	17	0																						
89957			1311	94	31	0	1196	10	0																						
90047			198	0	0	0	198	0	0																						
90177			1076	25	4	0	1093	46	0																						
90328			5550	576	155	0	4900	81	0																						
90337			13094	1300	541	0	13000	1747	0			0	0																		
90579			4209	0	0	0	4209	0	0																						
91615			721	0	58	0	757	94	0																						
91754			3730	0	22	0	3734	26	0			0	0																		
91950			280	63	13	0	221	17	0																						
92144			241	0	13	0	228	0	0																						
92676			3752	7	16	0	3745	16	0				0																		
92706			2256	251	66	0	2201	262	0																						
92902			116	0	13	0	130	27	0																						
93244			2696	0	11	0	2686	1	0																						
93543			7136	961	778	0	5985	588	0																						
93619	0		0	0	0	0	0	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
94139			3610	1325	270	0	4161	2146	0																						
94522			5908	330	98	0	5597	117	0																						
94755			2493	270	97	0	2306	180	0																						
94858			1227	0	31	0	1258	62	0																						
95051			1405	281	183	0	1941	1000	0			0	0																		
95677			759	-55	13	0	801	0	0																						
96553			833	270	65	0	541	43	0																						
97055			3135	0	98	0	3037	0	0																						
97279			456	69	63	0	397	73	0																						
97457			1273	68	29	0	1187	11	0																						
97804			16331	200	1308	0	16776	1953	0																						
97943			2007	360	16	0	2394	763	0																						
98351			1051	311	3	0	752	15	0																						
98463			8033	-4500	54	0	12488	9	0																						
98717			2234	0	0	0	2234	0	0			0	0																		
99143			1913	275	40	0	1720	122	0																						
99376			23745	-585	119	0	24320	109	0				0																		
99442			4795	455	104	0	4706	470	0																						
99536			4762	1140	144	0	6730	3252	0																						
99853			162	0	2	0	160	0	0																						
100236			4613	581	141	0	4008	117	0																						
100357			8670	844	443	0	7676	293	0																						
100562		0	84306	-7880	2533	0	91847	2194	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	
100777			1732	-685	94	0	2351	28	0																						
100843			8488	330	171	0	8511	524	0																						
101019			71899	3877	10147	0	79434	21559	0			0	0																		
101037			17418	350	760	0	16561	253	0																						
101439			3325	180	125	0	3076	56	0				0																		
101671			4514	-800	67	0	5923	676	0				0																		
101738			1221	32	111	0	1254	176	0																						
101952			1301	0	45	0	1258	2	0																						
102333			373	0	4	0	419	50	0																						
102342			3139	0	1	0	3150	12	0																						
102539			275	0	1	0	274	0	0																						
102557			1473	640	0	0	1083	250	0																						
102874			1009	350	3	0	750	94	0				0																		
103134			538	0	1	0	538	1	0																						
104234			550	90	6	0	458	4	0																						
104542			114	51	13	0	92	42	0																						
104971		0	335	1	0	0	197	0	137					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
105026			3016	0	139	0	3176	299	0																						
105473			11876	675	2	0	11208	13	4																						
105530			1059	68	5	0	1005	19	0																						
106359			22840	500	604	0	22179	443	0				0																		
106452			5643	100	330	0	5254	41	0																						
106676			778	-14	0	0	792	0	0																						
107244		0	237722	-49541	4049	0	295824	12610	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20405	0	
107459			266	9	0	0	260	3	0																						
107570			4014	120	132	0	3852	90	0																						
107758			414	15	30	0	521	152	0																						
108072			2157	283	6	0	1875	7	0																						
108269			887	0	33	0	855	1	0																						
108652			190	0	0	0	191	1	0																						
108746			139	0	0	0	145	6	0																						
108951			3154	306	99	0	2870	121	0																						
109136			1851	0	79	0	1797	25	0																						
109154			729	68	2	0	659	0	0																						
109453			1846	150	58	0	1640	2	0																						
109574			3107	68	11	0	3029	1	0																						
109659			2994	250	56	0	2761	73	0																						
110413			5282	120	12	0	5289	139	0				0																		
110936			6404	259	66	0	6133	54	0																						
110945			2281	30	36	0	2216	1	0																						
110972			215	45	0	0	190	20	0																						
111157			463	0	0	0	463	0	0			0	0																		
111205			8101	55	33	0	8037	24	0																						
111942			4751	300	20	0	4937	506	0																						
111979			6937	0	249	0	6736	48	0																						
112163		0	30621	-1700	104	0	33619	1402	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
112332			818	218	87	0	965	452	0																						
112510			552	60	0	0	502	10	0																						
112556			618	27	0	0	592	1	0																						
112837	0		3893808	-956478	838226	6495	5103205	1090867	6217	0	35038	0		0	0	0	0	0	0	958	5570	-1070	0	4677	781	0	0	0	-28713	748432	
113003			1259	0	1	0	1258	0	0				0																		
113030			2852	100	4	0	2749	1	0																						
113441			6611	0	69	0	6631	89	0																						
113601			12103	751	0	0	11354	2	0																						
113740			14211	2250	339	0	11657	35	0				0																		
113937			2545	268	37	0	2417	177	0																						
114149			2220	0	72	0	2150	2	0																						
114260			23500	3087	699	0	21550	1836	0			0	0																		
114457			3550	11	35	0	3550	46	0																						
114774			686	0	0	0	690	4	0																						
114840			4151	150	70	0	3940	9	0																						
114859			773	0	0	0	778	5	0																						
115146			985	100	3	0	882	0	0																						
115575			5987	363	21	0	5858	255	0																						
116358			375	0	1	0	374	0	0																						
116554			132	39	0	0	93	0	0																						
116741			1471	56	0	0	1415	0	0																						
117038			1419	0	29	0	1454	64	0			0	0																		
117074			1737	45	0	0	1692	0	0																						
117458			9721	2250	105	0	9291	1925	0																						
117775			896	0	69	0	829	2	0			0	0																		
118156			2829	1000	6	0	1823	0	0																						
118660			2046	45	0	0	2001	0	0																						
118736			1528	270	80	0	1448	270	0																						
119153			3501	280	93	0	3183	55	0				0																		
119528			9949	650	63	0	9580	344	0																						
119779			10219	-1029	36	0	11214	2	0				0																		
119872			3528	145	41	0	3342	0	0																						
120476			323	23	0	0	300	0	0																						
120542			5521	0	126	0	5516	121	0																						
120609			10069	711	182	0	9407	231	0																						
120953			1294	0	1	0	1293	0	0																						
121642			44001	7496	5041	0	36000	4536	0				0																		
121651			940	-200	40	0	1239	139	0																						
121914			3710	225	33	0	3685	233	0																						
122153			200	0	30	0	234	64	0																						
122546			907	259	66	0	818	236	0																						
122854		0	150149	-14031	83	0	87820	4506	80783					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5031	0	
123075			734	25	0	0	711	2	0																						
123374			994	35	10	0	1010	61	0																						
124344			6485	796	4	0	5736	51	0																						
124830			997	0	10	0	993	6	0																						
125154			3280	689	1478	0	3306	2193	0				0																		
125471		0	309915	16000	7003	0	326100	39188	0					1499	0	-750	0	0	749	0	0	0	0	0	0	0	0	0	0	0	
125855			9390	0	370	0	9551	531	0																						
125873			1227	0	0	0	1227	0	0																						
126012			5426	150	27	0	5257	8	0																						
126049			1340	80	42	0	1334	116	0																						
126375			519	0	0	0	519	0	0																						
126553			2942	250	1	0	2695	4	0				0																		
126834			3312	249	232	0	3039	208	0																						
127055			820	38	2	0	783	3	0																						
127224			1792	-68	33	0	1851	24	0																						
128258			288	45	5	0	250	12	0																						
128904			103398	-5368	2018	0	113031	6283	0				293																		
129349			1011	167	69	0	1132	357	0																						
129358			936	190	0	0	746	0	0																						
129479			4406	0	5	0	4431	30	0																						
129732			60598	2750	1867	0	66347	10366	0			0	4275																		
129853			2250	176	233	0	2300	459	0																						
129910			4364	75	58	0	4248	17	0																						
130345			7277	0	245	0	7057	25	0																						
130541		0	56779	-13	704	0	57027	934	-5					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
130813			4405	360	24	0	4060	39	0																						
131034			3713	185	24	0	3505	1	0																						
131173			10566	800	433	0	9617	284	0																						
131436			6309	255	5	0	6059	10	0			0	0																		
131650		0	246038	-45564	3384	0	308794	20576	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
131717			708	0	13	0	708	13	0			0	0																		
131940			1065	23	3	0	1039	0	0																						
132107			12244	820	33	0	11420	29	0																						
132451			1170	0	2	0	1176	8	0																						
132778			344	0	4	0	365	25	0																						
132938			750	81	6	0	675	12	0																						
133579			4887	0	37	0	4875	25	0			0	0																		
133850			14187	90	679	0	14296	878	0																						
133971			3411	-408	51	0	3781	13	0																						
134156			2004	135	77	0	1842	50	0																						
134437			9283	-3200	5118	0	8838	1473	0			0	0																		
134455			1151	755	25	0	1070	699	0																						
134848			1751	0	35	0	1771	55	0																						
135836			2734	0	195	0	2660	121	0																						
135854			946	0	7	0	942	3	0																						
136048			759	25	33	0	798	97	0																						
136338			2485	197	58	0	2368	138	0																						
136459			306	0	0	0	306	0	0																						
136655			785	0	28	0	788	31	0																						
137205			24391	136	249	0	24593	587	0																						
137447			2848	40	5	0	2879	76	0																						
137456			1178	320	12	0	874	28	0																						
137559			2214	150	0	0	2064	0	0																						
137643			1201	45	11	0	1151	6	0																						
137652			3651	-365	16	0	4000	0	0			0	0																		
137915			72612	-1876	4538	0	79732	9782	0				0																		
138051			1864	100	7	0	1757	0	0																						
138257			446	0	2	0	451	7	0																						
138556			421	0	6	0	455	40	0																						
139133			2305	128	52	0	2129	4	0				0																		
139478			5520	290	28	0	5235	33	0																						
139553			13306	450	81	0	12803	28	0																						
139656		0	52763	-6355	599	0	33709	1360	26170			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	0	
139740			28098	-1500	162	0	29436	0	0				0																		
139834			391	0	15	0	411	35	0																						
139843			18891	8000	466	0	17737	7312	0				0																		
140157			3712	5	13	0	2753	25	966																						
140362			25604	0	1705	0	24609	710	0			0	0																		
140634			361	45	1	0	331	16	0																						
141211			4538	350	25	0	4268	105	0																						
141341			2231	-1170	12	0	3420	31	0																						
141350			490	90	33	0	425	58	0																						
141556			68299	-14793	8015	0	94276	19199	0				475																		
141677			168	-5	0	0	173	0	0																						
141958			645	90	26	0	576	47	0																						
142049			1483	0	5	0	1480	2	0																						
142179			344	45	0	0	304	5	0																						
142955			7972	-535	1409	0	7423	325	0																						
143372			1142	241	22	0	939	60	0																						
143662		0	257560	-33381	10908	0	328401	48368	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-8534	0	
143859			3076	450	11	0	2765	150	0																						
143952			2322	0	4	0	2320	2	0																						
144034			2693	3	25	0	2665	0	0																						
144052			4297	168	65	0	4148	84	0																						
144155			3393	0	79	0	3314	0	0				0																		
144678			1900	-692	779	0	1900	87	0																						
144856			2372	40	54	0	2278	0	0																						
144913			2239	0	4	0	2258	23	0																						
145059			679	50	1	0	631	3	0																						
145545			4841	680	10	0	4280	129	0																						
145554			2555	24	41	0	2498	8	0																						
145741			1295	0	6	0	1290	1	0																						
145844			3981	-109	246	0	4072	228	0																						
146056			605	24	3	0	736	158	0																						
146663			14856	2000	26	0	12838	8	0																						
146672		0	170638	-87163	19883	0	252491	14573	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-8147	0	
147651			624	225	55	0	599	255	0																						
