"IDRSSD"	RCFD3411	RCFD3430	RCFD3432	RCFD3433	RCFD3434	RCFD3435	RCFD3450	RCFD3555	RCFD3556	RCFD3557	RCFD3814	RCFD3815	RCFD3817	RCFD3819	RCFD3820	RCFD3821	RCFD3822	RCFD3826	RCFD5591	RCFD5592	RCFD5593	RCFD5594	RCFD5595	RCFD6550	RCFD8693	RCFD8694	RCFD8695	RCFD8696	RCFD8697	RCFD8698	RCFD8699	RCFD8700	RCFD8701	RCFD8702	RCFD8703	RCFD8704	RCFD8705	RCFD8706	RCFD8707	RCFD8708	RCFD8709	RCFD8710	RCFD8711	RCFD8712	RCFD8713	RCFD8714	RCFD8715	RCFD8716	RCFD8719	RCFD8720	RCFD8723	RCFD8724	RCFD8725	RCFD8726	RCFD8727	RCFD8728	RCFD8733	RCFD8734	RCFD8735	RCFD8736	RCFD8737	RCFD8738	RCFD8739	RCFD8740	RCFD8741	RCFD8742	RCFD8743	RCFD8744	RCFD8745	RCFD8746	RCFD8747	RCFD8748	RCFD8765	RCFDA126	RCFDA127	RCFDA589	RCFDC219	RCFDC220	RCFDC221	RCFDC222	RCFDC223	RCFDC224	RCFDC968	RCFDC969	RCFDC970	RCFDC971	RCFDC972	RCFDC973	RCFDC974	RCFDC975	RCFDC978	RCFDF164	RCFDF165	RCFDG401	RCFDG402	RCFDG403	RCFDG404	RCFDG405	RCFDG406	RCFDG407	RCFDG408	RCFDG409	RCFDG410	RCFDG411	RCFDG412	RCFDG413	RCFDG414	RCFDG415	RCFDG416	RCFDG417	RCFDG418	RCFDG420	RCFDG421	RCFDG422	RCFDG423	RCFDG425	RCFDG426	RCFDG427	RCFDG428	RCFDG430	RCFDG431	RCFDG432	RCFDG433	RCFDG435	RCFDG436	RCFDG437	RCFDG438	RCFDG440	RCFDG441	RCFDG442	RCFDG443	RCFDG445	RCFDG446	RCFDG447	RCFDG448	RCFDG450	RCFDG451	RCFDG452	RCFDG453	RCFDG455	RCFDG456	RCFDG457	RCFDG458	RCFDG460	RCFDG461	RCFDG462	RCFDJ455	RCFDJ456	RCFDJ457	RCFDJ458	RCFDJ459	RCON3411	RCON3430	RCON3432	RCON3433	RCON3434	RCON3435	RCON3450	RCON3555	RCON3556	RCON3557	RCON3814	RCON3815	RCON3817	RCON3819	RCON3820	RCON3821	RCON3822	RCON3826	RCON5591	RCON5592	RCON5593	RCON5594	RCON5595	RCON6550	RCON8693	RCON8694	RCON8695	RCON8696	RCON8697	RCON8698	RCON8699	RCON8700	RCON8701	RCON8702	RCON8703	RCON8704	RCON8705	RCON8706	RCON8707	RCON8708	RCON8709	RCON8710	RCON8711	RCON8712	RCON8713	RCON8714	RCON8715	RCON8716	RCON8719	RCON8720	RCON8723	RCON8724	RCON8725	RCON8726	RCON8727	RCON8728	RCON8733	RCON8734	RCON8735	RCON8736	RCON8737	RCON8738	RCON8739	RCON8740	RCON8741	RCON8742	RCON8743	RCON8744	RCON8745	RCON8746	RCON8747	RCON8748	RCONA126	RCONA127	RCONA589	RCONC219	RCONC220	RCONC221	RCONC222	RCONC223	RCONC224	RCONC968	RCONC969	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	
1669																																																																																																																																																								268	0	0	0							0	0		0		0			0					0																																																																		
1856																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
2161																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	1886	0	105		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
2732																																																																																																																																																								0	0	0	0							10927	0		606		0			0					0																																																																		
2750																																																																																																																																																								0	8900	0	0							0	0		0		0			0					0																																																																		
3252																																																																																																																																																								0	6000	0	0							0	0		10		269			0					0																																																																		
3458																																																																																																																																																								0	1500	0	0							0	0		0		0			0					0																																																																		
3720																																																																																																																																																								0	5000	0	0							5790	0		338		0			0					0																													1255																				0																	
3971																																																																																																																																																								0	0	0	0							37812	0		2794		0			0					0																																																																		
4156																																																																																																																																																								0	0	0	0							3202	0		297		0			0					0																																																																		
4231																																																																																																																																																								0	0	0	0							131	0		0		0			0					0																																																																		
5069																																																																																																																																																								0	0	0	0							179	0		725		0			0					0																																																																		
5135																																																																																																																																																								1118	0	0	0							0	1984		0		0			0					0																																																																		
5210																																																																																																																																																								0	0	0	0							156428	0		0		8094			0					0																																																																		
5461																																																																																																																																																								0	31000	0	0							6914	0		706		0			0					3924																																																																		
5751																																																																																																																																																								0	0	0	0							2043	0		36		0			0					0																																																																		
6039																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	1699	2602	0	0		556		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
6329																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	2746	0	0	913		4659		0	0	0	0	0	0	0	0	0	0	0	38845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
7009																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																													4000																				0																	
7045																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	407	2215	0	0		108		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
7072																																																																																																																																																								0	10000	0	0							6848	0		0		1662			0					0																																																																		
7456																																																																																																																																																								0	0	0	0							0	0		0		75			0					0																																																																		
7634																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
8033																																																																																																																																																								0	0	0	0							0	0		0		757			0					0																																																																		
8462																																																																																																																																																								0	0	0	0							0	0		0		369			0					0																																																																		
8631																																																																																																																																																								0	0	0	0							0	0		205		0			0					0																																																																		
9357																																																																																																																																																								0	0	0	0							2190	0		1503		441			0					0																																																																		
9553																																																																																																																																																								0	0	0	0							0	0		47		0			0					0																																																																		
9807																																																																																																																																																								0	195000	0	0	0	0	40000	195000	0	0	76023	0	0	11843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	587	0	0	0	0	0	40000	0	0	0	0			0	0	0	0	0	0	0	0	
9955																																																																																																																																																								0	0	0	0							920	0		0		9			0					0																																																																		
10250																																																																																																																																																								0	0	0	0							13142	580		0		2746			0					0																																																																		
10849																																																																																																																																																								0	0	0	0							647	0		0		27			0					0																																																																		
11145																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	7755	0	0	100		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
11640																																																																																																																																																								0	0	0	0							0	0		252		0			0					0																																																																		
11837																																																																																																																																																								0	0	0	0							501	289		12		0			0					0																																																																		
12030																																																																																																																																																								0	0	0	0							0	2148		1904		0			0					0																																																																		
12142																																																																																																																																																								324	0	0	0							2003	0		0		0			0					0																																																																		
12311	12976	0	0	200977	0	0	44583448	0	0	0	11607589	3350466	0	570866	23153	86878	2797	0	0	0	0	0	0	184215	215000	0	0	1433	3136876	2661078	0	0	0	0	0	0	0	0	0	0	9257431	38186	0	80545	15932194	38186	0	80545	457334	1497735	457334	1660258	25586330	0	0	0	1067528	44205	0	101140	720672	41552	6360	98128	532027	0	0	0	42161	0	0	0	32469	47538619	2737450	3189525	15	280	1187	90			0	0	0	0	0	0	752266	2696843	0	189632	1314720	0	0	752266	2696843	0	0	0	0	55330	496678	200258	0	0	0	123504	1225747	1347592	446504	0	0	506585	327121	0	0	2415	0	0	0	0	0	0	0	0	92651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419772	0	0	2415			18688694	444811	2080431																																																																																										
12647																																																																																																																																																								0	0	0	0							3122	959		78		100			0					0																																																																		
12656																																																																																																																																																								75	0	0	0							14	0		0		0			0					0																																																																		
12946																																																																																																																																																								0	354910	0	0							0	9171		1746		0			0					0																													0																				0																	
13103																																																																																																																																																								0	0	0	0	0	0	232267	0	0	0	56949	0	0	1635	12	273	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232267	0	0	0	0	0	0	0	0	0	0	0	3501	0	0	0	3068	0	0	0	0	0	232267	0	0	0	0			0	0	0	0	0	0	0	0	
13251																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																													0																				1917																	
13457																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
14155																																																																																																																																																								0	824	0	0							2860	0		25		0			0					0																																																																		
14650																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
14753																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
14865																																																																																																																																																								0	19000	0	0							1042	5715		3217		0			0					0																													1675																				0																	
14977																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
16551																																																																																																																																																								0	2600	0	0							9983	2145		0		421			0					0																													6338																				0																	
17110																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0		962		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
17147																																																																																																																																																								0	0	0	0	0	0	2040508	0	0	0	587205	0	0	9616	0	23994	6525	0	0	0	0	0	0	0	0	0	0	0	37923	0	0	0	0	0	0	0	0	0	0	0	59152	0	0	0	0	0	0	0	0	0	0	0	2137584	0	0	0	0	0	0	0	0	0	0	0	48712	0	0	0	49202	0	0	0	0	0	1037254	0	0	0	0			0	0	0	0	0	0	0	0	
17259																																																																																																																																																								0	0	0	0							0	0		147		0			0					362																																																																		
17950																																																																																																																																																								0	0	0	0							1865	0		0		2747			0					0																																																																		
