"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
1669																																																																																																																																		360944	3659																																																																																																														
1856																																																																																																																																		75787	296																																																																																																														
2161																																																																																																																																		297732	2124	0	101	161851	51954	4392	47562	0	0	0	0	0	0	2683	13416	38271	0	4349	0	4349	0	0	0	0	0	0	17362	0	0	0	17362	41536	67377	97825	93740	105	105	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6420	3210	0	0	0	3210	41546	67377	97825	99463	0	13475	48913	99463	161750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																		688247	5034																																																																																																														
2750																																																																																																																																		68989	506	0	0	47091																																																																												47091																															
3252																																																																																																																																		257564	4136	0	2575	124914																																																																												122339																															
3458																																																																																																																																		69889	519	0	0	49276																																																																												49276																															
3720																																																																																																																																		346451	1702																																																																																																														
3971																																																																																																																																		875218	7302	0	0	738209																																																																												738209																															
4156																																																																																																																																		286396	2743																																																																																																														
4231																																																																																																																																		138872	712																																																																																																														
5069																																																																																																																																		438345	7988	0	3778	404709																																																																												400931																															
5135																																																																																																																																		546732	4770																																																																																																														
5210																																																																																																																																		2640070	20237	0	89	1619270																																																																												1619181																															
5461																																																																																																																																		803456	6704																																																																																																														
5751																																																																																																																																		247012	2410																																																																																																														
6039																																																																																																																																		363743	3832																																																																																																														
6329																																																																																																																																		1208093	17004	0	6049	876434	161032	141309	19723	0	0	0	0	0	0	0	74306	1027	0	2	0	2	0	0	0	0	0	0	55651	356	1156	0	50486	222937	95187	167861	726268	913	913	0	0	0	913	4659	2330	0	0	0	2330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28791	14396	0	0	750	13646	222937	95187	171816	753936	0	19037	85908	753936	870385	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																		843618	0	0	0	460689																																																																												460689																															
7045																																																																																																																																		256516	1099																																																																																																														
7072																																																																																																																																		373525	2998	0	0	240143																																																																												240143																															
7456																																																																																																																																		118240	887	0	0	77673																																																																												77673																															
7634																																																																																																																																		80458	1175																																																																																																														
8033																																																																																																																																		363703	1809																																																																																																														
8462																																																																																																																																		170774	2009																																																																																																														
8631																																																																																																																																		71254	403																																																																																																														
9357																																																																																																																																		792913	4914																																																																																																														
9553																																																																																																																																		211589	1212																																																																																																														
9807																																																																																																																																		2656388	31217	0	6271	2054746	480931	458694	22237	0	0	0	0	0	0	55458	243068	6530	9531	0	0	0	0	0	0	0	0	0	191983	3968	1663	0	83469	640094	266968	216544	1354901	11843	11843	0	0	0	11843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327407	163704	0	0	0	163704	674647	266968	216544	1558752	0	53394	108272	1558752	2048475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																		195301	1730																																																																																																														
10250																																																																																																																																		619162	5288	0	1370	313477																																																																												312107																															
10849																																																																																																																																		266749	2349																																																																																																														
11145																																																																																																																																		360731	2849	2849	290	204697	91311	88092	3219	0	0	0	0	0	0	5432	20005	12226	5260	0	0	0	0	0	0	0	0	0	17501	6	1350	346	12668	106411	25986	67103	160847	100	100	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106411	25986	67103	162634	0	5197	33552	162634	201558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640																																																																																																																																		414334	2958																																																																																																														
11837																																																																																																																																		131830	924	0	112	64996																																																																												64884																															
12030																																																																																																																																		469700	11468	0	7700	301446																																																																												293746																															
12142																																																																																																																																		302804	1678																																																																																																														
12311	113466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1911154	643699	274854	0	0	0	0	0	0	0	0	54262	54262	46634	0	0	0	0	170	0	0	6031712	1206342	0	0	0	1205794	548	2898	17540397	0	1665586	0	0	345974	0	1319612	0	692264	0	692264	0	0	0	0	0	692264	0	0	647145	274854	0	0	0	0	0	0	13845	0	0	970718	687135	0	0	0	0	0	0	89256537	0	10658709	11589841	12706188	2550144	181589	0	0	0	0	55330	496678	200258	457334	0	0	0	0	0	1121284	442825	0	3333181	20241566	5338033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15546	58	0																			0	0	0	0																																																																																										
12647																																																																																																																																		188335	1072	0	0	114240																																																																												114240																															
12656																																																																																																																																		21753	193	0	50	11471																																																																												11421																															
12946																																																																																																																																		1853102	23808	0	6169	1411106																																																																												1404937																															
13103																																																																																																																																		2943459	19024	0	0	2538805	312652	290469	22183	0	0	0	0	0	0	15	177020	2028	100369	0	0	0	0	0	0	0	0	0	78498	0	4656	0	57195	466253	220376	681710	1352292	1635	1635	0	0	0	1635	273	137	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274623	137312	0	0	50342	86970	466253	220376	732243	1461683	0	44075	366122	1461683	2538805	3501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																		62091	613	0	124	39186																																																																												39062																															
13457																																																																																																																																		27327	96																																																																																																														
14155																																																																																																																																		283600	3613																																																																																																														
14650																																																																																																																																		48397	922																																																																																																														
14753																																																																																																																																		56473	530	0	176	28367																																																																												28191																															
14865																																																																																																																																		710253	5140																																																																																																														
14977																																																																																																																																		53518	609																																																																																																														
16551																																																																																																																																		410072	3912																																																																																																														
17110																																																																																																																																		180040	279	0	0	151297	33575	1079	32496	0	100	100	0	0	0	0	0	0	75605	0	0	0	0	0	0	0	0	0	5763	0	0	0	5763	1179	32496	65	144284	0	0	0	0	0	0	962	481	0	0	0	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1179	32496	65	144765	0	6499	33	144765	151297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147																																																																																																																																		14607526	201082	0	90365	10506253	540771	258775	281996	0	1295289	121552	786481	385756	1500	100710	1402875	831785	4031	36000	0	36000	0	0	0	0	0	0	1212526	5695	12496	14001	442627	1228458	2560819	2704415	7384372	9616	9616	0	0	0	9616	23994	11997	0	0	0	11997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1098301	549151	0	0	1419	547732	1228458	2759272	2707149	8256427	0	551854	1353575	8256427	10415888	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17259																																																																																																																																		63275	177																																																																																																														
17950																																																																																																																																		736819	5437	0	1393	334422																																																																												333029																															
17978																																																																																																																																		315902	1440																																																																																																														
18050																																																																																																																																		801644	6944	0	1647	423772																																																																												422125																															
18827																																																																																																																																		1721759	12003																																																																																																														
18836																																																																																																																																		191047	1651																																																																																																														
18854																																																																																																																																		1045152	10864	0	1085	782348	177095	168094	9001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17513	876	691	154	15793	246705	14879	41039	747105	1765	1765	120	0	0	1645	230	115	50	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	602	602	0	0	0	602	0	0	0	0	0	0	246875	14879	41039	749417	0	2976	20520	749417	781263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19356																																																																																																																																		95215	874																																																																																																														
19936																																																																																																																																		405046	4455	0	1841	209132																																																																												207291																															
19972																																																																																																																																		120412	397	0	0	44297																																																																												44297																															
20053																																																																																																																																		144190	1492																																																																																																														
20633																																																																																																																																		332357	3116																																																																																																														
20857																																																																																																																																		174262	1003	0	0	90206																																																																												90206																															
21256																																																																																																																																		12470	67																																																																																																														
21359																																																																																																																																		75562	423	0	0	33910																																																																												33910																															
21658																																																																																																																																		210414	2186																																																																																																														
22048																																																																																																																																		260279	2556	0	145	192861																																																																												192716																															
22543																																																																																																																																		331304	2071																																																																																																														
22552																																																																																																																																		121867	905	0	0	76124																																																																												76124																															
22730																																																																																																																																		228325	1512	0	0	126453																																																																												126453																															
23456																																																																																																																																		272715	2122																																																																																																														
23504																																																																																																																																		13012359	98200	0	0	9248065	676723	598953	77770	0	0	0	0	0	0	371396	648789	34643	95786	0	0	0	0	0	0	0	0	0	727837	9884	55059	16680	407148	2416287	803976	2377433	7247346	14413	14413	0	0	0	14413	20187	10094	0	0	0	10094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585640	292820	0	0	0	292820	2418276	820101	2377433	7725786	0	164020	1188717	7725786	9248065	42298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23643																																																																																																																																		247993	1036																																																																																																														
23755																																																																																																																																		283364	2250	0	34	177311																																																																												177277																															
24006																																																																																																																																		1852585	7865	0	0	1299160																																																																												1299160																															
24378																																																																																																																																		71802	185																																																																																																														
24453																																																																																																																																		429158	5561	0	2291	261589																																																																												259298																															
24659																																																																																																																																		119369	621	0	0	56725																																																																												56725																															
24668																																																																																																																																		2060071	23799																																																																																																														
