"IDRSSD"	RCFDM708	RCFDM709	RCFDM710	RCFDM711	RCFDM712	RCFDM713	RCFDM714	RCFDM715	RCFDM716	RCFDM717	RCFDM719	RCFDM720	RCFDM721	RCFDM722	RCFDM723	RCFDM724	RCFDM725	RCFDM726	RCFDM727	RCFDM728	RCFDM729	RCFDM730	RCFDM731	RCFDM732	RCFDM733	RCFDM734	RCFDM735	RCFDM736	RCFDM737	RCFDM738	RCFDM739	RCFDM740	RCFDM741	RCFDM742	RCFDM743	RCFDM744	RCFDM745	RCFDM746	RCFDM747	RCFDM748	RCFDM749	RCFDM750	RCFDM751	RCONM708	RCONM709	RCONM710	RCONM711	RCONM712	RCONM713	RCONM714	RCONM715	RCONM716	RCONM717	RCONM719	RCONM720	RCONM721	RCONM722	RCONM723	RCONM724	RCONM725	RCONM726	RCONM727	RCONM728	RCONM729	RCONM730	RCONM731	RCONM732	RCONM733	RCONM734	RCONM735	RCONM736	RCONM737	RCONM738	RCONM739	RCONM740	RCONM741	RCONM742	RCONM743	RCONM744	RCONM745	RCONM746	RCONM747	RCONM748	RCONM749	RCONM750	RCONM751	
1669																																																																																							
1856																																																																																							
2161																																																																																							
2732																																																																																							
2750																																																																																							
3252																																																																																							
3458																																																																																							
3720																																																																																							
3971																																																																																							
4156																																																																																							
4231																																																																																							
5069																																																																																							
5135																																																																																							
5210																																																																																							
5461																																																																																							
5751																																																																																							
6039																																																																																							
6329																																																																																							
7009																																																																																							
7045																																																																																							
7072																																																																																							
7456																																																																																							
7634																																																																																							
8033																																																																																							
8462																																																																																							
8631																																																																																							
9357																																																																																							
9553																																																																																							
9807																																												34520	0	324073	6575	0	0	50437	0	874229	19220	0	0	207	207	263148	904	0	0	117	0	148227	466	0	0	0	0	0	0	0	0	0	0	451	5	0	0	3840	85281	207	1610128	31010	0	0	
9955																																																																																							
10250																																																																																							
10849																																																																																							
11145																																																																																							
11640																																																																																							
11837																																																																																							
12030																																																																																							
12142																																																																																							
12311																																																																																							
12647																																																																																							
12656																																																																																							
12946																																																																																							
13103																																												0	0	89703	1256	0	0	2596	60	680382	9679	0	0	0	0	718164	3542	0	0	1807	9	284108	2560	0	0	0	0	0	0	0	0	0	0	294811	1608	0	0	310	4403	69	2067168	18955	0	0	
13251																																																																																							
13457																																																																																							
14155																																																																																							
14650																																																																																							
14753																																																																																							
14865																																																																																							
14977																																																																																							
16551																																																																																							
17110																																																																																							
17147																																																																																							
17259																																																																																							
17950																																																																																							
17978																																																																																							
18050																																																																																							
18827																																																																																							
18836																																																																																							
18854																																																																																							
19356																																																																																							
19936																																																																																							
19972																																																																																							
20053																																																																																							
20633																																																																																							
20857																																																																																							
21256																																																																																							
21359																																																																																							
21658																																																																																							
22048																																																																																							
22543																																																																																							
22552																																																																																							
22730																																																																																							
23456																																																																																							
23504																																																																																							
23643																																																																																							
23755																																																																																							
24006																																																																																							
24378																																																																																							
24453																																																																																							
24659																																																																																							
24668																																																																																							
24949																																																																																							
25357																																																																																							
25647																																																																																							
26176																																																																																							
26457																																																																																							
26765																																																																																							
27070																																																																																							
27548																																																																																							
27614																																																																																							
27847																																																																																							
28013																																																																																							
28152																																																																																							
28675																																																																																							
28732																																																																																							
29476																																																																																							
29636																																																																																							
29878																																												732	4	62291	540	0	0	8056	503	481816	4219	0	0	23532	3544	1240470	8647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	1	0	0	376	32320	4051	1784677	13783	0	0	
30052																																																																																							
30502																																																																																							
30650																																																																																							
30810																																																																																							
31134																																																																																							
31255																																																																																							
31657																																																																																							
31826																																																																																							
31835																																																																																							
32234																																																																																							
32766																																																																																							
32971																																																																																							
33147																																																																																							
33259																																																																																							
33268																																																																																							
33370																																																																																							
33839																																																																																							
33857																																																																																							
34434																																																																																							
34537																																																																																							
34555																																																																																							
34742																																																																																							
35057																																																																																							
35301																																																																																							
35570																																																																																							
35646																																																																																							
35879																																																																																							
36456																																																																																							
36933																																																																																							
37051																																																																																							
37341																																																																																							
37435																																																																																							
37640																																																																																							
37659																																																																																							
37949																																																																																							
38740																																																																																							
39327																																																																																							
39756																																																																																							
40033																																																																																							
40499																																												0	0	98227	1603	0	0	12502	1797	1332194	27050	0	0	22033	720	1319317	13102	3453	0	7706	1386	438134	5406	365	57	0	0	0	0	0	0	0	0	227548	2063	0	0	2200	42241	3903	3415420	51424	3818	57	
40855																																																																																							
41553																																																																																							
41629																																																																																							
41825																																																																																							
41955																																																																																							
42037																																																																																							
42354																																																																																							
42372																																																																																							
42420																																																																																							
42448																																												0	0	153722	2046	0	0	315	0	583622	7770	0	0	201	0	465083	6192	0	0	0	0	254168	3384	0	0	0	0	3543	65	0	0	0	0	36103	663	0	0	775	516	0	1496241	20895	0	0	
42457																																																																																							
43052																																																																																							
43351																																																																																							
43856																																																																																							
43959																																																																																							
44040																																																																																							
44433																																																																																							
44741																																																																																							
44750																																																																																							
44929																																																																																							
45038																																																																																							
45047																																																																																							
45056																																																																																							
45430																																																																																							
45458																																																																																							
45551																																																																																							
45560																																												99	3	153624	1288	0	0	7295	0	535232	7426	0	0	3183	315	424466	4406	0	0	823	206	220241	1377	0	0	0	0	0	0	0	0	267	95	23753	433	0	0	1398	11667	619	1357316	16328	0	0	
45775																																																																																							
46053																																																																																							
46941																																																																																							
47247																																																																																							
47256																																																																																							
47452																																																																																							
47500																																																																																							
48057																																																																																							
48150																																																																																							
48374																																																																																							
48440																																																																																							
49054																																																																																							
49148																																																																																							
49241																																																																																							
49652																																																																																							
49858																																																																																							
49951																																																																																							
50144																																																																																							
50461																																																																																							
51253																																																																																							
51356																																																																																							
51459																																																																																							
51842																																																																																							
52719																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52951																																																																																							
53051																																																																																							
54058																																																																																							
54656																																												0	0	11192	210	0	0	1506	0	57905	1085	0	0	160	0	42927	804	0	0	1379	74	73850	1383	0	0	0	0	0	0	0	0	57	12	14115	264	0	0	0	3102	86	199989	3746	0	0	
54973																																																																																							
55336																																																																																							
55635																																																																																							
55653																																																																																							
55970																																																																																							
56258																																																																																							
56351																																												718	46	191485	1546	0	0	5226	402	644945	9848	0	0	109	1	392454	3306	0	0	2394	1486	328596	3801	0	0	0	0	0	0	0	0	0	0	78203	1715	0	0	4912	8447	1935	1635683	25128	0	0	
56548																																																																																							
56717																																																																																							
57040																																																																																							
57451																																																																																							
58225																																																																																							
58243																																												0	0	376806	5006	0	0	5552	594	1109905	14030	0	0	3613	100	1474868	16872	0	0	13758	9225	1270606	23562	0	0	0	0	13791	174	0	0	0	0	40942	815	0	0	13880	22923	9919	4286918	74339	0	0	
58355																																																																																							
58551																																																																																							
58636																																																																																							
58757																																																																																							
58971																																												0	0	538562	17622	0	0	0	0	1715938	38077	0	0	3105	260	935758	25433	0	0	26324	12505	2478613	36681	0	0	0	0	11462	394	0	0	87	87	112293	1316	0	0	6785	29516	12852	5792626	126308	0	0	
59316																																																																																							
59352																																																																																							
59370																																																																																							
59754																																																																																							
60143																																																																																							
60330																																																																																							
60545																																																																																							
60554																																																																																							
60648																																																																																							
61122																																												874	2	122751	2421	0	0	7846	33	357886	5371	0	0	3200	17	371127	5011	0	0	0	0	299299	2831	0	0	0	0	0	0	0	0	23	0	36319	368	0	0	500	11943	52	1187382	16502	0	0	
61355																																																																																							
61476																																																																																							
61757																																																																																							
61832																																																																																							
61953																																																																																							
62044																																																																																							
62110																																																																																							
62147																																																																																							
63050																																																																																							
63069	0	0	2864542	70592	3236	491	7223	0	9474805	87859	41859	3277	0	0	16040161	74450	1336	40	111307	8820	24620079	273423	0	0	0	0	58392	862	0	0	0	0	732199	8241	1	0	0	118530	8820	53790178	515427	46432	3808																																												
63201																																																																																							
63573																																																																																							
63733																																																																																							
63742																																																																																							
63751																																																																																							
64150																																																																																							
64552																																																																																							
64730																																																																																							
65205																																																																																							
65513																																																																																							
65559																																																																																							
65746																																																																																							
65858																																																																																							
66154																																																																																							
66275																																																																																							
66677																																																																																							
67142																																																																																							
67151																																																																																							
67209																																																																																							
67254																																																																																							
67656																																																																																							
67870																																																																																							
68671																																																																																							
68756																																																																																							
68831																																																																																							
69333																																												238	0	63506	1010	0	0	2003	27	444772	6096	0	0	6756	291	289719	4501	0	0	230	69	210033	2161	0	0	0	0	0	0	0	0	124	25	21651	506	0	0	0	9351	412	1029681	14274	0	0	
69678																																																																																							
70218																																																																																							
70414																																																																																							
70638																																																																																							
70955																																																																																							
71073																																																																																							
71457																																																																																							
71859																																																																																							
72258																																																																																							
72351																																																																																							
72454																																																																																							
72678																																																																																							
73116																																																																																							
73152																																																																																							
73554																																																																																							
73956																																																																																							
74056																																																																																							
74140																																												50	9	0	0	0	0	18951	594	483653	931	0	0	5927	777	370516	386	0	0	8967	0	235103	395	0	0	0	0	0	0	0	0	0	0	72751	956	0	0	5223	33895	1380	1162023	7891	0	0	
74403																																																																																							
74449																																																																																							
75259																																																																																							
75446																																																																																							
75455																																																																																							
75633	10974	2712	3587925	68502	1322	0	215150	20084	8140437	136508	38107	21630	241398	28729	8606740	32163	5568	276	482091	145770	56743621	593328	51768	12527	0	0	356492	15412	0	0	22103	1020	7122225	47357	517	517	0	971716	198315	84557440	893270	97282	34950																																												
75651																																																																																							
76153																																																																																							
76443																																																																																							
76854																																																																																							
77150																																																																																							
77253																																																																																							
77422																																																																																							
77851																																												334	0	186748	1364	0	0	6099	213	1154212	17497	0	0	250	0	221185	1003	15	0	1962	244	963602	14809	0	0	0	0	7267	132	0	0	0	0	36413	398	0	0	0	8645	457	2569427	35203	15	0	
78157																																																																																							
78241																																																																																							
78559																																																																																							
79042																																																																																							
79127																																																																																							
79145																																																																																							
79257																																																																																							
79855																																																																																							
80150																																																																																							
80374																																																																																							
80431																																																																																							
81175																																																																																							
82033																																																																																							
82257																																																																																							
82350																																																																																							
82659																																																																																							
83151																																																																																							
83236																																																																																							
83375																																																																																							
83638	0	0	326032	2465	0	0	19892	2918	2416891	42908	0	0	7992	907	470694	6935	0	0	60891	26665	2172536	22538	0	0	0	0	0	0	0	0	269	170	278597	5434	0	0	0	89044	30660	5664750	80280	0	0																																												
83834																																																																																							
83852																																																																																							
83955																																																																																							
84046																																																																																							
84541																																																																																							
84804																																																																																							
85052																																																																																							
85472																																																																																							
85931																																																																																							
86349																																																																																							
86675																																																																																							
87047																																																																																							
87159																																																																																							
87234																																																																																							
87476																																																																																							
87579																																																																																							
88231																																																																																							
88259																																																																																							
88352																																																																																							
88455																																																																																							
88950																																																																																							
89032																																																																																							
89135																																																																																							
89854																																																																																							
89957																																																																																							
90047																																																																																							
90177																																																																																							
90328																																																																																							
90337																																																																																							
90579																																																																																							
91615																																																																																							
91754																																																																																							
91950																																																																																							
92144																																																																																							
92676																																																																																							
92706																																																																																							
92902																																																																																							
93244																																																																																							
93543																																																																																							
93619																																																																																							
94139																																																																																							
94522																																																																																							
94755																																																																																							
94858																																																																																							
95051																																																																																							
95677																																																																																							
96553																																																																																							
97055																																																																																							
97279																																																																																							
97457																																																																																							
97804																																																																																							
97943																																																																																							
98351																																																																																							
98463																																																																																							
98717																																																																																							
99143																																																																																							
99376																																												0	0	12336	271	0	0	346	35	335492	7338	0	0	2224	95	1104202	8559	15702	0	7439	1608	634370	6289	0	0	0	0	0	0	0	0	0	0	32102	675	0	0	0	10009	1738	2118502	23132	15702	0	
99442																																																																																							
99536																																																																																							
99853																																																																																							
100236																																																																																							
100357																																																																																							
100562																																																																																							
100777																																																																																							
100843																																																																																							
101019	22935	6918	589250	4714	0	0	22974	445	1310205	23815	0	0	0	0	1095117	7666	0	0	2349	1678	2347044	25157	0	0	0	0	198	0	0	0	0	0	64	0	0	0	0	48258	9041	5341878	61352	0	0																																												
101037																																																																																							
101439																																																																																							
101671																																																																																							
101738																																																																																							
101952																																																																																							
102333																																																																																							
102342																																																																																							
102539																																																																																							
102557																																																																																							
102874																																																																																							
103134																																																																																							
104234																																																																																							
104542																																																																																							
104971																																																																																							
105026																																																																																							
105473																																																																																							
105530																																																																																							
106359																																												0	0	119867	1725	0	0	3898	0	663951	10840	0	0	545	0	220940	3044	0	0	2978	0	267265	1573	0	0	0	0	463	0	0	0	106	0	257242	2657	0	0	2750	7527	0	1529728	22589	0	0	
106452																																																																																							
106676																																																																																							
107244																																																																																							
107459																																																																																							
107570																																																																																							
107758																																																																																							
108072																																																																																							
108269																																																																																							
108652																																																																																							
108746																																																																																							
