"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
1669																																																																																				287939	0				14.3827%			50128		348529	926	0										48528	348529	0	0.0000%	15314	0	268	15582	4.3170%	0	0	0	0	1	1600		1	0	51054	0	0	0	926	0	0	0		0	50128	0	0	50128	0	0	0	0	0	0						0	0	0		
1856																																																																																				75787	0				14.7041%			11307		76897	248	0										173	76995	0	0.0000%	7879	0	0	7879	10.3962%	0	0	0	0	1	11232		1	0	11653	98	0	0	248	0	0	0		0	11307	0	0	11307	0	0	0	0	0	0						98	0	0		
2161																																																																																						28783	2023	2023	10.7216%	17.7947%	16.5440%	26760	161750	249589	-513	28347			9.7947%							14811	277936								0	0	0		0	11949	16.5440%	1	0	26247	0	0	0	-513	0	0	0		0	26760	0	0	26760	0	0	0	0	0	0	0	0	0	2023	0	0	0			
2732																																																																																				617722	0				14.9937%			102506		683659	327	0										97829	684771	0	0.0000%	81078	0	606	81684	11.8684%	0	0	0	0	1	5789		1	0	103945	0	1112	0	327	0	0	0		0	102506	0	0	102506	0	0	0	0	0	0						1112	0	6661		
2750																																																																																						7956	516	516	10.9932%	16.8949%	15.7992%	7440	47091	67678	68	0			8.8949%							429	67678								0	0	0		0	7011	15.7992%	1	0	7508	0	0	0	68	0	0	0		0	7440	0	0	7440	0	0	0	0	0	0	0	0	0	516	0	0	0			
3252																																																																																						31189	1561	1561	12.4533%	25.4939%	24.2180%	29628	122339	237912	520	0			17.4939%							29128	237912								0	0	0		0	500	24.2180%	1	0	30148	0	0	0	520	0	0	0		0	29628	0	0	29628	0	0	0	0	0	0	0	0	0	1561	0	0	0			
3458																																																																																						5962	519	519	8.1013%	12.0992%	11.0459%	5443	49276	67187	-60	0			4.0992%							4242	67187								0	0	0		0	1201	11.0459%	1	0	5383	0	0	0	-60	0	0	0		0	5443	0	0	5443	0	0	0	0	0	0	0	0	0	519	0	0	0			
3720																																																																																				278854	0				12.1315%			40728		335721	761	0										22958	335721	0	0.0000%	16506	0	338	16844	4.8619%	0	0	0	0	1	17770		1	0	41489	0	0	0	761	0	0	0		0	40728	0	0	40728	0	0	0	0	0	0						0	0	0		
3971																																																																																						111342	7302	7302	12.1506%	15.0827%	14.0936%	104040	738209	856252	-2301	0			7.0827%							8277	861414								0	0	0		0	100925	14.0936%	1	0	106901	363	4761	38	-2301	0	0	0		0	104040	0	0	104040	0	0	0	0	0	0	0	0	0	7302	0	5162	0			
4156																																																																																				236634	0				8.4601%			23296		275364	462	0										17222	277147	0	0.0000%	26492	0	297	26789	9.3538%	0	0	0	0	1	7857		1	0	25541	1783	0	0	462	0	0	0		0	23296	0	0	23296	0	0	0	0	0	0						1783	0	0		
4231																																																																																				123204	0				13.7454%			18912		137588	468	0										6440	137591	0	0.0000%	2314	0	0	2314	1.6663%	0	0	0	0	1	12600		1	0	19508	0	0	3	593	0	0	0		0	18912	0	0	18912	0	0	0	0	0	0						3	0	1646		
5069																																																																																						203401	5059	5059	44.9800%	50.7322%	49.4704%	198342	400931	440956	1286	0			42.7322%							189713	440956								0	0	0		0	8629	49.4704%	1	0	199628	0	0	0	1286	0	0	0		0	198342	0	0	198342	0	0	0	0	0	0	0	0	0	5059	0	0	0			
5135																																																																																				509232	0				15.3817%			83330		541747	-9	0										59330	542789	0	0.0000%	76638	0	1118	77756	14.2220%	0	0	0	0	1	25042		1	0	84363	1042	0	0	-9	0	0	0		0	83330	0	0	83330	0	0	0	0	0	0						1042	0	1984		
5210																																																																																						252165	20241	20241	9.2081%	15.5736%	14.3235%	231924	1619181	2518706	-11473	-10039			7.5736%							149558	2539439								0	0	0		0	113138	14.3235%	1	0	251223	27842	2930	0	-1434	0	-10039	0		0	231924	0	0	231924	0	0	0	0	0	0	0	0	0	20241	0	30772	0			
5461																																																																																				625024	0				9.5818%			74538		777912	2471	0										68318	777992	0	0.0000%	45319	0	706	46025	5.7284%	0	0	0	0	1	6300		1	0	77089	0	80	0	2471	0	0	0		0	74538	0	0	74538	0	0	0	0	0	0						80	0	6914		
5751																																																																																				218701	0				15.2920%			37334		244140	414	0										29108	245266	0	0.0000%	28182	0	36	28218	11.4237%	0	0	0	0	1	9352		1	0	38874	1089	37	0	414	0	0	0		0	37334	0	0	37334	0	0	0	0	0	0						1126	0	106		
6039																																																																																				288245	0				9.7764%			33850		346241	231	0										2813	346241	0	0.0000%	27715	0	556	28271	7.7722%	0	0	0	0	1	31037		1	0	34081	0	0	0	231	0	0	0		0	33850	0	0	33850	0	0	0	0	0	0						0	0	0		
6329																																																																																						114411	10955	10955	9.0035%	13.1449%	11.8862%	103456	870385	1149062	-478	0			5.1449%							64302	1149908								0	0	0		0	40000	11.8862%	1	0	103824	0	0	846	-478	0	0	0		0	103456	0	0	103456	0	0	0	0	0	0	0	0	0	10955	0	846	0			
7009																																																																																						97731	0	0	12.4245%	21.2141%	21.2141%	97731	460689	786597	767	0			13.2141%							96679	786597								0	0	0		0	1052	21.2141%	1	0	98498	0	0	0	767	0	0	0		0	97731	0	0	97731	0	0	0	0	0	0	0	0	0	0	0	0	0			
7045																																																																																				203791	0				9.3425%			23191		248231	2119	0										20766	248231	0	0.0000%	9033	0	108	9141	3.5635%	0	0	0	0	1	2425		1	0	25310	0	0	0	2119	0	0	0		0	23191	0	0	23191	0	0	0	0	0	0						0	0	0		
7072																																																																																						39227	2998	2998	10.2403%	16.3349%	15.0864%	36229	240143	353789	12	0			8.3349%							36588	358208								0	0	0		0	4060	15.0864%	1	0	40660	3707	712	0	89	0	-77	0		0	36229	0	0	36229	0	0	0	0	0	0	0	0	0	2998	0	4419	0			
7456																																																																																						11108	887	887	8.9922%	14.3010%	13.1590%	10221	77673	113665	247	0			6.3010%							3221	113665								0	0	0		0	7000	13.1590%	1	0	10468	0	0	0	247	0	0	0		0	10221	0	0	10221	0	0	0	0	0	0	0	0	0	887	0	0	0			
7634																																																																																				72288	0				12.9978%			10372		79798	111	0										2112	79798	0	0.0000%	639	0	0	639	0.7942%	0	0	0	0	1	8260		1	0	10483	0	0	0	111	0	0	0		0	10372	0	0	10372	0	0	0	0	0	0						0	0	1620		
8033																																																																																				324436	0				13.6422%			49103		359935	20	0										41103	359935	0	0.0000%	51140	0	757	51897	14.2691%	0	0	0	0	1	8000		1	0	49123	0	0	0	20	0	0	0		0	49103	0	0	49103	0	0	0	0	0	0						0	0	0		
8462																																																																																				170774	0				15.7584%			26706		169471	1501	0										26006	169471	0	0.0000%	0	0	369	369	0.2161%	0	0	0	0	1	700		1	0	28207	0	0	0	1501	0	0	0		0	26706	0	0	26706	0	0	0	0	0	0						0	0	7560		
8631																																																																																				64141	0				10.6402%			7231		67959	2	0										5931	67959	0	0.0000%	2014	0	205	2219	3.1142%	0	0	0	0	1	1300		1	0	7233	0	0	0	2	0	0	0		0	7231	0	0	7231	0	0	0	0	0	0						0	0	0		
9357																																																																																				534016	0				10.8283%			74033		683698	690	71606										50407	788338	0	0.0000%	11280	0	1944	13224	1.6678%	0	0	0	0	1	56660		1	0	107757	28667	4367	0	690	0	0	0		0	74033	0	0	74033	0	0	0	0	0	0						33034	0	468385		
9553																																																																																				185262	0				8.8194%			18657		211545	249	0										16557	211545	0	0.0000%	0	0	47	47	0.0222%	0	0	0	0	1	2100		1	0	18906	0	0	0	261	0	0	-12		0	18657	0	0	18657	0	0	0	0	0	0						0	0	33861		
9807																																																																																						391533	25684	25684	13.7561%	19.1134%	17.8596%	365849	2048475	2659541	3428	0			11.1134%							233577	2659541								0	0	0		0	132272	17.8596%	1	0	369277	0	0	0	3428	0	0	0		0	365849	0	0	365849	0	0	0	0	0	0	0	0	0	25684	0	0	0			
9955																																																																																				165875	0				12.0848%			23269		192548	231	0										20136	192548	0	0.0000%	22998	0	9	23007	11.7803%	0	0	0	0	1	3133		1	0	23500	0	0	0	231	0	0	0		0	23269	0	0	23269	0	0	0	0	0	0						0	0	0		
10250																																																																																						50234	3918	3918	7.8057%	16.0951%	14.8398%	46316	312107	593361	3187	0			8.0951%							12816	593361								0	0	0		0	33500	14.8398%	1	0	49503	0	0	0	3187	0	0	0		0	46316	0	0	46316	0	0	0	0	0	0	0	0	0	3918	0	0	0			
10849																																																																																				253551	0				10.1508%			26512		261182	1044	0										12551	262612	0	0.0000%	22016	0	27	22043	8.2636%	0	0	0	0	1	15391		1	0	28986	694	0	736	1044	0	0	0		0	26512	0	0	26512	0	0	0	0	0	0						1430	0	0		
11145																																																																																						31436	2559	2559	8.0954%	15.5965%	14.3269%	28877	201558	356709	-254	0			7.5965%							15327	357159								0	0	0		0	14000	14.3269%	1	0	29073	450	0	0	-254	0	0	0		0	28877	0	0	28877	0	0	0	0	0	0	0	0	0	2559	0	450	0			
11640																																																																																				345442	0				11.4379%			46382		405510	227	0										3887	405510	0	0.0000%	71288	0	252	71540	17.2663%	0	0	0	0	1	42495		1	0	46609	0	0	0	227	0	0	0		0	46382	0	0	46382	0	0	0	0	0	0						0	0	0		
11837																																																																																						16171	812	812	11.5682%	24.9229%	23.6715%	15359	64884	132769	835	0			16.9229%							3359	132769								0	0	0		0	12000	23.6715%	1	0	16194	0	0	0	835	0	0	0		0	15359	0	0	15359	0	0	0	0	0	0	0	0	0	812	0	0	0			
12030																																																																																						74766	3768	3768	15.3317%	25.4526%	24.1699%	70998	293746	463081	80	0			17.4526%							70398	463081								0	0	0		0	600	24.1699%	1	0	71078	0	0	0	80	0	0	0		0	70998	0	0	70998	0	0	0	0	0	0	0	0	0	3768	0	0	0			
12142																																																																																				230782	0				9.8220%			28243		287549	-4276	0										9343	287549	0	0.0000%	4613	0	324	4937	1.6304%	0	0	0	0	1	18900		1	0	23967	0	0	0	-390	0	-3886	0		0	28243	0	0	28243	0	0	0	0	0	0						0	0	23819		
12311			12266645	1115707	1435826	8.9750%	13.7611%	12.1504%	10830819	89139690	120677451	-20247	0			5.7611%						2544615	122796630								0	0	0		9241817	10.8451%	0	11766185	1877286	170765	62323	18312	222816	-215040	-46335		8805	9667253	0	0	9667253	780000	0	383566	1163566	0	1163566	320119	0	0	1435826	0	2119179	0																																						2																	0			1																															
12647																																																																																						19670	1072	1072	10.1224%	17.2181%	16.2798%	18598	114240	183731	0	0			9.2181%							1834	184273								0	0	0		0	17306	16.2798%	1	0	19140	0	542	0	0	0	0	0		0	18598	0	0	18598	0	0	0	0	0	0	0	0	0	1072	0	542	0			
12656																																																																																						2219	143	143	10.0674%	19.4291%	18.1770%	2076	11421	20621	0	0			11.4291%							1625	20630								0	0	0		0	460	18.1770%	1	0	2085	0	0	9	0	0	0	0		0	2076	0	0	2076	0	0	0	0	0	0	0	0	0	143	0	9	0			
12946																																																																																						194407	17639	17639	9.8487%	13.8374%	12.5819%	176768	1404937	1794827	1402	0			5.8374%							124793	1810955								0	0	0		0	68104	12.5819%	1	0	194299	14516	1613	0	1402	0	0	0		0	176768	0	0	176768	0	0	0	0	0	0	0	0	0	17639	0	16128	0			
13103																																																																																						377745	19047	19047	12.8786%	14.8789%	14.1286%	358698	2538805	2785231	-21557	6609			6.8789%							340785	2808446								0	0	0		0	34519	14.1286%	1	0	353747	11072	5534	0	-14528	-420	-6609	0		0	358698	0	0	358698	0	0	0	0	0	0	0	0	0	19047	0	16606	0			
13251																																																																																						6758	489	489	10.3860%	17.3007%	16.0488%	6269	39062	60360	11	0			9.3007%							3769	60360								0	0	0		0	2500	16.0488%	1	0	6280	0	0	0	11	0	0	0		0	6269	0	0	6269	0	0	0	0	0	0	0	0	0	489	0	0	0			
13457																																																																																				23327	0				16.3184%			4318		26461	12	0										125	26461	0	0.0000%	3648	0	0	3648	13.3494%	0	0	0	0	1	4193		1	0	4330	0	0	0	12	0	0	0		0	4318	0	0	4318	0	0	0	0	0	0						0	0	0		
14155																																																																																				234223	0				10.4649%			28610		273389	342	0										28274	273389	0	0.0000%	28493	0	849	29342	10.3463%	0	0	0	0	1	336		1	0	28952	0	0	0	342	0	0	0		0	28610	0	0	28610	0	0	0	0	0	0						0	0	0		
14650																																																																																				40143	0				11.3995%			5385		47239	0	0										4975	47329	0	0.0000%	1782	0	0	1782	3.6820%	0	0	0	0	1	500		1	0	5475	90	0	0	0	0	0	0		0	5385	0	0	5385	0	0	0	0	0	0						90	0	0		
14753																																																																																						5993	354	1331	8.0578%	21.2586%	16.5372%	4662	28191	57857	7	0			10.5372%							3085	57857								0	0	0		0	1577	16.5372%	1	0	4669	0	0	0	7	0	0	0		0	4662	0	0	4662	0	0	0	0	0	0	977	0	0	1331	0	0	0			
14865																																																																																				491350	0				8.1712%			52903		647430	25	0										38928	649054	0	0.0000%	164671	0	3217	167888	23.6378%	0	0	0	0	1	15599		1	0	54552	0	1356	268	25	0	0	0		0	52903	0	0	52903	0	0	0	0	0	0						1624	0	0		
14977																																																																																				50566	0				18.8000%			10105		53750	0	0										10105	53750	0	0.0000%	11492	0	0	11492	21.4731%	0	0	0	0	1	0		1	0	10105	0	0	0	0	0	0	0		0	10105	0	0	10105	0	0	0	0	0	0						0	0	0		
16551																																																																																				327028	0				10.4286%			40952		392691	-60	0										23409	395148	0	0.0000%	27311	0	421	27732	6.7627%	0	0	0	0	1	20000		1	0	43349	2433	24	0	-60	0	0	0		0	40952	0	0	40952	0	0	0	0	0	0						2457	0	0		
17110																																																																																						31741	352	352	18.2734%	20.9793%	20.7466%	31389	151297	171774	0	0			12.9793%							24103	171774								0	0	0		0	7286	20.7466%	0	0	31389	0	0	0					0	0	31389	0	0	31389	0	0	0	0	0	0	0	0	0	352	0	0	0			
17147																																																																																						1404801	131462	131462	9.3128%	13.4871%	12.2250%	1273339	10415888	13672992	38532	0			5.4871%			1				537574	14248528								0	0	10716		0	1311301	12.2250%	1	0	1887407	542392	21049	1379	48692	-479	-9681	0		0	1284055	0	10716	1273339	0	0	0	0	0	0	0	0	0	131462	0	575536	0			
17259																																																																																				57897	0				9.0839%			5651		62209	90	0										4113	62209	0	0.0000%	1845	0	147	1992	3.1482%	0	0	0	0	1	1538		1	0	5741	0	0	0	90	0	0	0		0	5651	0	0	5651	0	0	0	0	0	0						0	0	0		
17950																																																																																						65684	4180	4180	8.7014%	19.7232%	18.4681%	61504	333029	706825	4016	0			11.7232%							33114	711997								0	0	0		0	33562	18.4681%	1	0	70692	3193	1979	0	4016	0	0	0		0	61504	0	0	61504	0	0	0	0	0	0	0	0	0	4180	0	5172	0			
