"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK087	RCFDK088	RCFDK089	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDL183	RCFDL184	RCFDL185	RCFDL186	RCFDL187	RCFDL188	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	RCONK055	RCONK056	RCONK057	RCONK058	RCONK059	RCONK060	RCONK061	RCONK062	RCONK063	RCONK064	RCONK065	RCONK066	RCONK067	RCONK068	RCONK069	RCONK070	RCONK071	RCONK087	RCONK088	RCONK089	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	RCONK111	RCONK112	RCONK113	RCONK114	RCONK115	RCONK116	RCONK117	RCONK118	RCONK119	RCONK120	RCONK121	RCONK122	
1669																																																																																																								0	0	0							483	1363	173				68	0	0	0	0	0	0	0	0	0	0	0				0	0	0	70	51	0	0	0	0	0	0	0	0	0	0		406	10	719	33	21	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
1856																																																																																																								0	0	0							1101	0	0				0	0	0	0	0	0	0	0	1100	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
2161																																																																																																								0	0	0							3193	1516	14	0	0	0	2	0	25	0	0	2924	0	0	0	0	0	0				0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0						0	0	0	0	0	0	26	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
2732																																																																																																								0	0	0							1613	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		182	0	0	0	0	0								534	0	0	0	0	0	0	0	0	0	1431	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
2750																																																																																																								0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
3252																																																																																																								0	0	0							2015	2325	1	105	1807	0	307	0	1036	65	0	690	0	0	0	0	0	0				0	0	0	1814	0	105	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	137				0	0	0	76	0	116	72	0	103	0	0	0																																																				
3458																																																																																																								0	0	0							312	1485	115	0	0	0	917	115	39	99	0	0	0	0	0	0	0	0				0	0	0	3	0	272	0	0	0	0	0	0	0	0	0		1	0	432	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
3720																																																																																																								0	0	0							223	471	0				79	0	0	39	0	0	67	0	0	0	0	0				0	0	0	0	0	90	0	0	0	0	0	0	0	0	0		51	0	243	0	0	0								0	26	0	0	33	0	0	0	0	0	49	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
3971																																																																																																								0	0	0							4113	2516	0	770	0	0	0	0	0	0	0	1959	0	0	0	0	0	0				0	0	53	0	0	770	0	0	0	0	0	0	0	0	0		1276	0	633	0	2	0								192	1000	0	0	0	0	0	0	0	0	0	0				0	0	285	0	0	937	0	0	878	0	0	0																																																				
4156																																																																																																								0	0	0							165	93	98				0	0	0	0	0	73	0	0	0	0	0	0				0	0	0	0	0	56	0	0	0	0	0	0	0	0	0		35	0	93	98	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	56	0	0	56	0	0	0																																																				
4231																																																																																																								0	0	0							517	295	55				4	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		158	0	175	55	0	0								0	0	0	0	0	12	0	89	0	0	345	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
5069																																																																																																								0	0	0							5487	1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	77	0	0	0	0	0	0	0	0	0	0	0	0		3413	92	1335	0	0	0								0	0	0	0	1700	0	0	0	0	0	205	0				0	0	2642	0	0	0	0	0	0	0	0	0																																																				
5135																																																																																																								0	0	0							5152	497	598	2103	3	132	33	69	183	0	357	2288	0	0	0	0	0	0				0	0	0	3	132	2103	0	0	0	9	1	18	0	0	0		0	148	432	38	0	0								0	0	0	0	0	0	0	0	0	0	379	0				0	0	917	0	0	0	0	0	0	0	0	0																																																				
5210																																																																																																								0	0	0							7692	3303	675	0	0	0	86	0	2739	464	0	240	0	0	0	0	0	0				120	82	0	12	0	0	0	0	0	0	0	0	0	0	0		101	0	2575	496	0	0								0	0	0	97	0	0	0	0	0	0	4303	309				0	0	111	0	0	0	0	0	0	0	0	0																																																				
5461																																																																																																								0	0	0							2307	53	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	53	0	0	0	0	0	0	0	0	0	0	0		131	352	0	0	0	0								0	0	0	0	0	0	0	0	0	0	211	1613				0	0	211	0	0	0	0	0	0	0	0	0																																																				
5751																																																																																																								0	0	0							2395	166	642	958	94	0	54	0	0	0	642	832	0	0	0	0	0	0				6	0	0	94	0	958	0	0	0	0	0	0	0	0	0		118	116	0	0	7	0								0	0	0	0	0	0	0	0	0	0	0	346				0	0	0	78	0	0	71	0	0	0	0	0																																																				
6039																																																																																																								0	0	0							3770	1346	27	45	40	0	244	0	347	409	0	2248	0	0	0	0	0	0				0	0	0	53	13	45	0	0	0	10	9	0	0	0	0	0	27	0	32	0	0	0	0	0						0	44	0	0	0	0	526	0	0	0	0	1097	0	0	0	0	0	0	0	0	1117	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
6329																																																																																																								0	0	0	0	0	0	0	0	0	5758	10750	1	0	0	0	501	0	624	120	0	375	0	0	0	0	0	0	0	0	0	67	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	2722	17	1089	0	0	0	0	0			0	0	0	767	2255	0	0	0	179	575	147	0	0	574	296	0	0	600	190	0	908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	34	
7009																																																																																																								0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
