"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDJA29	RCFDJF76	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONJA29	RCONJF76	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONLG26	RCONLG27	RCONLG28	RCONLL57	RCONLL58	RCONLL59	RCONLL60	RCONLL61	RCONMM07	RCONMQ52	RCONN523	RCONN524	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
1669																																		0	0	0	0	0	0		0	0	0	0	0	6511	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					75	2358	0	0	0	0	0	0																						
1856																																		98	0	0	98	0	17500		0	0	0	0	0	0	0	0			0	0	17500	0	0	0	0	0	0	0	0	0						0																					50	877	0	0	0	0	0	0																						
2161																																		0	0	0	0	0	30498		0	0	0	0	0	108	0	0	false	0	0	0	0	0	0	0	0	13719	16779	0	0	30498	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					237	33735	30498	28347	0	0	30498	0																					http://www.lamarnationalbank.com	
2732																																		1112	0	0	0	0	0		0	0	0	0	0	31265	3	0			0	0	0	0	0	0	0	0	0	0	0	0					0	1112																					129	22108	0	0	0	0	0	0																						
2750																																		0	0	0	0	0	410		0	0	0	0	0	439	0	0			410	0	0	0	0	0	410	0	0	0	0	410					0	0																					118	3058	0	0	0	0	0	0																						
3252																																		0	0	2100	0	0	5100		0	0	0	0	0	1664	1	0			0	2100	2000	1000	0	0	0	0	0	0	0	0						0																					351	8842	0	0	0	0	0	0																					https://www.fnbgordon.com	
3458																																		0	0	805	0	0	4305		0	0	0	0	0	0	0	0			0	805	3500	0	0	0	0	0	0	0	0	0						0																					119	1235	0	0	0	0	0	0																						
3720																																		0	518	0	0	0	0		518	0	0	0	0	1819	2	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					140	11038	0	0	0	0	0	0																						
3971																																		7089	398	21922	489	0	88003		0	0	398	0	0	0	0	0			0	21922	49954	16127	0	0	0	0	0	0	0	0					960	6600																			1	true	428	44493	0	0	0	0	0	0																						
4156																																		1783	0	4750	1783	0	7250		0	0	0	0	0	304	0	0			0	4750	1500	1000	0	0	0	0	0	0	0	0						0																					187	4723	0	0	0	0	0	0																						
4231																																		0	0	0	0	0	0		0	0	0	0	0	59	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					33	1042	0	0	0	0	0	0																					http://www.fmbanksylvania.com	
5069																																		0	4871	0	0	0	0		4871	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					1000	0																					0	0	0	0	0	0	0	0																						
5135																																		1042	2170	5000	1042	0	21343		996	0	163	0	1011	7954	5	0			0	5000	5000	10000	1343	0	0	0	0	0	0	0						0																					229	5910	0	0	0	0	0	0																					http://www.fsbanks.com	
5210																																		39567	0	25716	35800	0	38700		0	0	0	0	0	5133	4	0			51	25716	10000	0	0	0	51	260	875	1798	0	2984					1044	3767																					2049	213977	0	0	0	0	0	0					http://www.nwsbbank.com	NWSB Bank, A Division of ACNB Bank	http://www.fcbmd.com	FCB Bank, A Division of ACNB Bank													http://www.acnb.com	
5461																																		80	0	5000	0	0	5000		0	0	0	0	0	0	0	0			0	5000	0	0	0	0	0	0	0	0	0	0					0	80																					445	74692	0	0	0	0	0	0																						
5751																																		1126	43	0	1089	0	0		0	0	43	0	0	631	1	0			0	0	0	0	0	0	0	0	0	0	0	0					102	37																					374	13876	0	0	0	0	0	0																						
6039																																		0	310	0	0	0	0		310	0	0	0	0	421	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					189	10970	0	0	0	0	0	0																					http://www.pineland.bank	
6329																																		0	567	0	0	0	5000		7	3	55	0	502	237	0	0	true	0	0	5000	0	0	0	5000	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2681	71200	0	0	0	0	0	0																					www.abbank.com	
7009																																		0	0	0	0	0	0		0	0	0	0	0	19250	3	0			0	0	0	0	0	0	0	0	0	0	0	0					7664	0																					0	0	0	0	0	0	0	0																					http://www.bessemertrust.com	
7045																																		0	40	0	0	0	0	true	0	0	40	0	0	2999	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					62	1405	0	0	0	0	0	0																					http://www.banktpb.com	
7072																																		5459	0	7000	3707	1040	12900		0	0	0	0	0	913	0	815			0	7000	5900	0	0	0	0	0	0	0	0	0					0	712																			2	true	0	0	0	0	0	0	0	0																						
7456																																		0	0	0	0	0	0		0	0	0	0	0	450	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					288	5300	0	0	0	0	0	0																					www.bankofhartington.com	
7634																																		0	0	0	0	0	0		0	0	0	0	0	1709	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
8033																																		0	329	7000	0	0	12136		272	0	0	0	57	6250	2	0			0	7000	5136	0	0	0	0	0	0	0	0	0						0																					314	20560	0	0	0	0	0	0																					www.thefriendlybank.com	
8462																																		0	0	0	0	0	0		0	0	0	0	0	1336	2	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					100	4482	0	0	0	0	0	0																					http://www.perrytonbank.com	
8631																																		0	0	0	0	0	0		0	0	0	0	0	55	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					21	2676	0	0	0	0	0	0																						
9357																																		33034	0	0	28667	0	55503		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	55503	0	0	0	55503					970	4367																					306	105249	55503	71606	0	0	55503	0																						
9553																																		0	0	435	0	0	58926		0	0	0	0	0	357	0	0			0	435	1780	2051	54009	21430	0	1	0	650	0	651						0																					187	4063	0	0	0	0	0	0																					http://www.adamscountybank.net	
9807																																		0	10234	0	0	0	0		5462	0	4772	0	0	20893	2	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					835	121974	0	0	0	0	0	0																					www.amboybank.com	
9955																																		0	0	6315	0	0	19485		0	0	0	0	0	645	1	0			0	6315	9442	3728	0	0	0	0	0	0	0	0					63	0																					129	5574	0	0	0	0	0	0																						
10250																																		0	0	0	0	0	0		0	0	0	0	0	64	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					542	53019	0	0	0	0	0	0																						
10849																																		694	618	0	694	0	0		618	0	0	0	0	2764	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					122	4531	0	0	0	0	0	0																					https://www.firststatebk.com	
11145																																		450	383	2716	450	0	24719		0	0	266	0	117	4405	2	0	false	0	0	2716	7021	9982	5000	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					140	12469	0	0	0	0	0	0																					www.losb.com	
11640																																		0	0	0	0	0	0		0	0	0	0	0	13815	4	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					140	7148	0	0	0	0	0	0																					http://www.fnbclarksdale.com	
11837																																		0	620	0	0	0	0		620	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
12030																																		0	1772	0	0	0	0		0	1648	93	0	31	1464	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					259	18862	0	0	0	0	0	0																					http://www.fnbsouth.net	
12142																																		0	175	0	0	0	0		0	0	175	0	0	348	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					315	9079	0	0	0	0	0	0																						
12311	2419296	1805	0	1938840	274854	4010863		170076	4	275126	true	0	1260064	0	2184	0	912	0	1260064	2614046	92229	41428	304561	0	0	0	205602	0	0												0	113	1692	0	0																0		true	true					0	0	0	0	0	0	0	0	0		0	0	0	0	0						36594	5696066	0	0	0	0	0	0					apply.huntington.com																www.Huntington.com	
12647																																		633	0	4000	0	91	4000		0	0	0	0	0	5057	2	91			0	4000	0	0	0	0	0	0	0	0	0	0						542																					186	5514	0	0	0	0	0	0																					http://www.PORTAGECOUNTYBANK.COM	
12656																																		0	0	0	0	0	0		0	0	0	0	0	336	1	0			0	0	0	0	0	0	0	0	0	0	0	0					15	0																					25	331	0	0	0	0	0	0																					http://www.mybankathome.com	
12946																																		19142	462	7317	17530	0	53654		331	0	131	0	0	4982	3	0			0	7317	21239	0	25098	0	0	0	0	0	0	0					3080	1612																					985	58176	0	0	0	0	0	0																						
13103																																		16606	0	50152	11072	0	59551		0	0	0	0	0	9954	2	0	false	0	0	50152	2227	4632	2540	0	0	0	0	0	0	0	false	false	0	0	0	5534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					1649	175769	0	0	0	0	0	0																					www.bristolcountysavings.com	
13251																																		0	50	0	0	0	0		0	0	50	0	0	86	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					63	1207	0	0	0	0	0	0																						
13457																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
14155																																		0	0	3000	0	0	3500		0	0	0	0	0	643	1	0			0	3000	500	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					https://www.fandcbank.com	
14650																																		90	0	0	90	0	0		0	0	0	0	0	9	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					14	234	0	0	0	0	0	0																						
14753																																		0	0	0	0	0	0		0	0	0	0	0	1946	2	0			0	0	0	0	0	0	0	0	0	0	0	0					4	0																					82	1278	0	0	0	0	0	0																						
14865																																		1356	0	0	0	0	0		0	0	0	0	0	992	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	1356																					1241	87363	0	0	0	0	0	0																						
14977																																		0	0	0	0	0	0		0	0	0	0	0	1705	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					65	1642	0	0	0	0	0	0																					http://firstfedlfd.com	
16551																																		4666	245	0	2433	2209	0		0	0	95	0	150	339	0	2209			0	0	0	0	0	0	0	0	0	0	0	0					0	24																					199	7232	0	0	0	0	0	0																						
17110																																		0	0	0	0	0	0		0	0	0	0	0	2567	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	71048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					http://www.haverfordquality.com	
17147																																		574215	604	50000	543471	3127	359337	true	312	0	196	96	0	11924	3	3127	true	0	0	50000	165000	35000	109337	0	0	0	0	0	0	0	true	false	0	0		27617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					4712	741726	0	0	0	0	0	0						First Merchants Private Wealth Advisors, A Division of First Merchants															http://www.firstmerchants.com	
17259																																		0	0	0	0	0	0		0	0	0	0	0	458	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					100	2002	0	0	0	0	0	0																						
17950																																		5656	946	0	3677	0	0		0	339	0	0	607	5252	1	0			0	0	0	0	0	0	0	0	0	0	0	0						1979																					1081	19460	0	0	0	0	0	0																						
17978																																		0	629	208	0	0	290		254	0	0	0	375	0	0	0			0	208	82	0	0	0	0	0	0	0	0	0						0																			2	true	0	0	0	0	0	0	0	0																						
18050																																		0	0	0	0	0	0		0	0	0	0	0	3229	3	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					279	19270	0	0	0	0	0	0																						
18827																																		10294	43	0	9122	0	50000		0	0	0	0	43	17912	4	0			0	0	25000	25000	0	0	0	0	0	0	0	0						1172																					984	118939	0	0	0	0	0	0																					http://www.nextierbank.com	
18836																																		0	1190	0	0	0	3328		22	0	218	0	950	1099	1	0			0	0	0	2163	1165	0	0	0	0	0	0	0					0	0																					71	5321	0	0	0	0	0	0																						
18854																																		524	0	0	0	0	0		0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	524	0	0	955	0	0	0	0	1894	40	1131	0	0	0	0	0	0					401	64973	0	0	0	0	0	0																					www.bank7.com	
19356																																		797	279	2700	762	0	2700		0	0	279	0	0	10	0	0			0	2700	0	0	0	0	0	0	0	0	0	0						35																					37	1059	0	0	0	0	0	0																					https://www.sbtmiami.com	
19936																																		0	134	99	0	0	6537		26	0	0	0	108	3142	1	0			0	99	1198	5199	41	0	0	0	0	0	0	0					0	0																					175	9413	0	0	0	0	0	0																						
19972																																		0	0	0	0	0	0		0	0	0	0	0	701	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
20053																																		0	0	4000	0	0	4000		0	0	0	0	0	0	0	0			0	4000	0	0	0	0	0	0	0	0	0	0						0																					189	5532	0	0	0	0	0	0																						
20633																																		0	7629	0	0	0	8900		644	0	237	6748	0	2807	1	0			0	0	7250	1650	0	0	0	0	0	0	0	0					0	0																					52	5103	0	0	0	0	0	0																					www.mcnbbanks.com	
20857																																		142	0	3307	142	0	7951		0	0	0	0	0	2	0	0			0	3307	393	414	3636	2398	0	0	23	178	0	0						0																					107	6174	0	0	0	0	0	0																						
21256																																		0	0	0	0	0	0		0	0	0	0	0	189	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					16	196	0	0	0	0	0	0																						
21359																																		102	0	0	0	0	4		0	0	0	0	0	0	0	0			4	0	0	0	0	0	4	0	0	0	0	0						102																					171	2697	0	0	0	0	0	0																					http://www.asbgrygla.com	
21658																																		0	132	0	0	0	5461		0	0	82	0	50	824	0	0	true	0	0	0	0	461	5000	0	0	0	0	0	0	0	true	true	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					197	2852	0	0	0	0	0	0																					www.alliancebank.us	
22048																																		0	113	1000	0	0	9592		0	0	113	0	0	9919	3	0			0	1000	6069	753	1770	0	0	0	0	0	0	0						0																					192	11183	0	0	0	0	0	0																					http://www.unionbnk.com	
22543																																		2469	208	0	0	2469	20000		0	0	0	0	208	4461	4	2469			0	0	10000	10000	0	0	0	0	0	0	0	0					0	0																					132	11973	0	0	0	0	0	0																						
22552																																		0	730	4000	0	0	9768		0	0	0	0	730	722	1	0			0	4000	0	5000	768	0	0	0	0	0	0	0						0																					252	3995	0	0	0	0	0	0																					http://www.firstsoutheastbank.com	
22730																																		0	0	0	0	0	326		0	0	0	0	0	1113	1	0			0	0	0	0	326	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					http://www.westunionbank.com	
23456																																		0	0	0	0	0	268		0	0	0	0	0	293	0	0			0	0	0	0	0	0	0	0	268	0	0	0						0																					322	8164	0	0	0	0	0	0																					www.fnbhenning.com	
23504																																		165665	0	483865	151210	3828	533865		0	0	0	0	0	6234	4	3828	true	0	0	483865	50000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	10627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					7109	1402423	0	0	0	0	0	0																					http://www.dime.com	
23643																																		0	478	0	0	0	0		91	0	0	0	387	3277	4	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					116	2295	0	0	0	0	0	0																					http://www.commercial-bank.net	
23755																																		1507	703	4000	0	1487	4000		0	0	0	0	703	2186	2	2295			0	4000	0	0	0	0	0	0	0	0	0	0					265	20																					216	7917	0	0	0	0	0	0																						
24006																																		6274	0	47500	6106	0	106647		0	0	0	0	0	0	0	0			0	47500	45000	3490	0	0	10657	0	0	0	0	10657					0	168																					273	49210	0	0	0	0	0	0																						
24378																																		0	0	0	0	0	0		0	0	0	0	0	929	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					54	1224	0	0	0	0	0	0																						
24453																																		2150	0	0	2150	0	0		0	0	0	0	0	4013	2	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					163	18855	0	0	0	0	0	0																					http://www.rockymountainbank.com	
24659																																		1939	0	0	1670	0	0		0	0	0	0	0	181	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	269																					135	2824	0	0	0	0	0	0																						
24668																																		771	200	0	328	443	0		0	0	0	0	200	696	1	443			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					351	85892	0	0	0	0	0	0																						
24949																																		1120	85	0	0	1120	11400		0	0	0	0	85	120	0	1141			0	0	0	6400	5000	0	0	0	0	0	0	0						0																					185	13910	0	1487	0	0	0	0																					http://www.baraboobank.com	
25357																																		2187	267	0	1644	0	0		0	0	171	0	96	499	0	0			0	0	0	0	0	0	0	0	0	0	0	0						543																					0	0	0	0	0	0	0	0					https://www.redneck.bank	Redneck Bank															https://www.allamerica.bank	
25647																																		0	0	4000	0	0	105356		0	0	0	0	0	0	0	0	false	0	0	4000	3000	0	0	0	0	98356	0	0	0	98356	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					1098	140322	98356	131438	0	0	98356	0																					www.firstsecurebank.com	
26176																																		3	0	40500	0	3	110500		0	0	0	0	0	0	0	3			0	40500	35000	35000	0	0	0	0	0	0	0	0					0	0																			1	true	0	0	0	0	0	0	0	0																						
26457																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
26765																																		10443	2946	0	3454	0	0		0	0	400	0	2546	28416	3	0			0	0	0	0	0	0	0	0	0	0	0	0					0	6989																					805	137796	0	0	0	0	0	0																						
27070																																		30199	0	5000	28268	314	12000		0	0	0	0	0	7032	1	314			0	5000	1000	6000	0	0	0	0	0	0	0	0					0	1617																			2	true	182	19392	0	0	0	0	0	0																						
27548																																		15660	0	4000	10228	3746	4000		0	0	0	0	0	24361	5	4062			0	4000	0	0	0	0	0	0	0	0	0	0					2497	1686																					1224	92748	0	0	0	0	0	0					www.blackhawkbank.com																www.blackhawkbank.com	
27614																																		2860	0	2500	2654	0	12500		0	0	0	0	0	896	0	0			0	2500	10000	0	0	0	0	0	0	0	0	0					0	206																					476	12798	0	0	0	0	0	0																						
