"IDRSSD"	RCFDM708	RCFDM709	RCFDM710	RCFDM711	RCFDM712	RCFDM713	RCFDM714	RCFDM715	RCFDM716	RCFDM717	RCFDM719	RCFDM720	RCFDM721	RCFDM722	RCFDM723	RCFDM724	RCFDM725	RCFDM726	RCFDM727	RCFDM728	RCFDM729	RCFDM730	RCFDM731	RCFDM732	RCFDM733	RCFDM734	RCFDM735	RCFDM736	RCFDM737	RCFDM738	RCFDM739	RCFDM740	RCFDM741	RCFDM742	RCFDM743	RCFDM744	RCFDM745	RCFDM746	RCFDM747	RCFDM748	RCFDM749	RCFDM750	RCFDM751	RCONM708	RCONM709	RCONM710	RCONM711	RCONM712	RCONM713	RCONM714	RCONM715	RCONM716	RCONM717	RCONM719	RCONM720	RCONM721	RCONM722	RCONM723	RCONM724	RCONM725	RCONM726	RCONM727	RCONM728	RCONM729	RCONM730	RCONM731	RCONM732	RCONM733	RCONM734	RCONM735	RCONM736	RCONM737	RCONM738	RCONM739	RCONM740	RCONM741	RCONM742	RCONM743	RCONM744	RCONM745	RCONM746	RCONM747	RCONM748	RCONM749	RCONM750	RCONM751	
1669																																																																																							
1856																																																																																							
2161																																																																																							
2732																																																																																							
2750																																																																																							
3252																																																																																							
3458																																																																																							
3720																																																																																							
3971																																																																																							
4156																																																																																							
4231																																																																																							
5069																																																																																							
5135																																																																																							
5210																																																																																							
5461																																																																																							
5751																																																																																							
6039																																																																																							
6329																																												21	0	187625	2302	0	0	1137	200	214795	1483	0	0	1023	0	200670	1167	0	0	0	0	85244	1481	0	0	0	0	0	0	0	0	25	4	365396	10983	0	0	140	2206	204	1053730	17556	0	0	
7009																																																																																							
7045																																																																																							
7072																																																																																							
7456																																																																																							
7634																																																																																							
8033																																																																																							
8462																																																																																							
8631																																																																																							
9357																																																																																							
9553																																																																																							
9807																																												10844	0	289049	6167	0	0	47058	0	914066	22596	0	0	0	0	241942	750	0	0	537	0	34377	435	0	0	0	0	0	0	0	0	0	0	1298	13	0	0	2040	58439	0	1480732	32001	0	0	
9955																																																																																							
10250																																																																																							
10849																																																																																							
11145																																																																																							
11640																																																																																							
11837																																																																																							
12030																																																																																							
12142																																																																																							
12311																																																																																							
12647																																																																																							
12656																																																																																							
12946																																																																																							
13103																																												0	0	111190	1580	0	0	1969	43	741378	10919	0	0	0	0	772211	3744	0	0	2156	7	141740	2740	0	0	0	0	0	0	0	0	0	0	325577	1744	0	0	97	4125	50	2092096	20824	0	0	
13251																																																																																							
13457																																																																																							
14155																																																																																							
14650																																																																																							
14753																																																																																							
14865																																																																																							
14977																																																																																							
16551																																																																																							
17110																																																																																							
17147																																																																																							
17259																																																																																							
17950																																																																																							
17978																																																																																							
18050																																																																																							
18827																																																																																							
18836																																																																																							
18854																																												0	0	172381	1676	0	0	14043	0	319716	3245	0	0	0	0	69568	566	0	0	14102	249	415034	4062	0	0	0	0	0	0	0	0	24	0	8031	801	0	0	0	28169	249	984730	10350	0	0	
19356																																																																																							
19936																																																																																							
19972																																																																																							
20053																																																																																							
20633																																																																																							
20857																																																																																							
21256																																																																																							
21359																																																																																							
21658																																																																																							
22048																																																																																							
22543																																																																																							
22552																																																																																							
22730																																																																																							
23456																																																																																							
23504																																																																																							
23643																																																																																							
23755																																																																																							
24006																																																																																							
24378																																																																																							
24659																																																																																							
24668																																																																																							
24949																																																																																							
25357																																																																																							
25647																																																																																							
26457																																																																																							
26765																																																																																							
27070																																																																																							
27548																																																																																							
27614																																																																																							
27847																																																																																							
28013																																																																																							
28152																																																																																							
28675																																																																																							
28732																																																																																							
29476																																																																																							
29636																																																																																							
29878																																												777	3	34010	293	0	0	7876	318	484996	3818	0	0	21465	3305	1203503	7863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	1	0	0	1808	30118	3626	1722591	13783	0	0	
30052																																																																																							
30502																																																																																							
30650																																																																																							
30810																																																																																							
31134																																																																																							
31255																																																																																							
31657																																																																																							
31826																																																																																							
31835																																																																																							
32234																																																																																							
32766																																																																																							
32971																																																																																							
33147																																																																																							
33259																																																																																							
33268																																																																																							
33370																																																																																							
33839																																																																																							
33857																																												0	0	88499	912	0	0	0	0	568061	3426	0	0	0	0	89263	973	0	0	959	248	208082	4938	0	0	0	0	0	0	0	0	0	0	11213	164	0	0	56	959	248	965118	10469	0	0	
34434																																																																																							
34537																																																																																							
34555																																																																																							
34742																																																																																							
35057																																																																																							
35301																																																																																							
35570																																																																																							
35646																																																																																							
35879																																																																																							
36456																																																																																							
36933																																																																																							
37051																																																																																							
37341																																																																																							
37435																																																																																							
37640																																																																																							
37659																																																																																							
37949																																																																																							
38740																																																																																							
39327																																																																																							
39756																																																																																							
40033																																																																																							
40499																																																																																							
40855																																																																																							
41553																																																																																							
41629																																																																																							
41825																																																																																							
42037																																																																																							
42354																																																																																							
42372																																																																																							
42420																																																																																							
42448																																												0	0	297685	3572	0	0	4314	0	676926	8123	0	0	232	0	517420	6209	0	0	887	13	244948	3732	0	0	0	0	4126	74	0	0	0	0	42008	756	0	0	1290	5433	13	1783113	23756	0	0	
42457																																																																																							
43052																																																																																							
43351																																																																																							
43856																																																																																							
43959																																																																																							
44040																																																																																							
44433																																																																																							
44741																																																																																							
44750																																																																																							
44929																																																																																							
45038																																																																																							
45047																																																																																							
45056																																																																																							
45430																																																																																							
45458																																																																																							
45551																																																																																							
45560																																												0	0	193223	1624	0	0	972	0	592476	6783	0	0	2258	197	437263	3879	0	0	533	142	143482	1699	0	0	0	0	0	0	0	0	156	39	21197	374	0	0	819	3919	378	1387641	15178	0	0	
45775																																																																																							
46053																																																																																							
46941																																																																																							
47247																																																																																							
47256																																																																																							
47452																																																																																							
47500																																																																																							
48057																																																																																							
48150																																																																																							
48374																																																																																							
48440																																																																																							
49054																																																																																							
49148																																																																																							
49241																																																																																							
49652																																																																																							
49858																																																																																							
49951																																																																																							
50144																																																																																							
50461																																																																																							
51253																																																																																							
51356																																																																																							
51459																																																																																							
51842																																																																																							
52719																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52951																																																																																							
53051																																																																																							
54058																																																																																							
54656																																												0	0	32865	534	0	0	127	0	109318	1775	0	0	110	0	38594	627	0	0	946	35	70864	1151	0	0	0	0	0	0	0	0	9	0	14437	234	0	0	0	1192	35	266078	4321	0	0	
54973																																																																																							
55336																																																																																							
55635																																																																																							
55653																																																																																							
55970																																																																																							
56258																																																																																							
56351																																												0	0	350066	3281	0	0	1363	276	753195	12380	0	0	0	0	568007	4924	0	0	1369	1069	234957	4260	0	0	0	0	0	0	0	0	40	1	86558	1828	0	0	224	2772	1346	1992783	26897	0	0	
56548																																																																																							
56717																																																																																							
57040																																																																																							
57451																																																																																							
58225																																																																																							
58243																																												0	0	381430	5118	0	0	5471	433	1123683	16406	0	0	2983	21	1454890	18962	0	0	9696	93	988394	24475	0	0	0	0	15265	195	0	0	0	0	66750	804	0	0	9723	18150	547	4030412	75683	0	0	
58355																																																																																							
58551																																																																																							
58636																																																																																							
58757																																																																																							
58971																																												0	0	527278	18284	0	0	0	0	1948258	45938	0	0	1411	177	1237729	33115	0	0	39283	3362	1579188	33169	5709	0	0	0	11055	372	0	0	0	0	96659	1325	0	0	5162	40694	3539	5400167	137365	5709	0	
59316																																																																																							
59352																																																																																							
59370																																																																																							
59754																																																																																							
60143																																																																																							
60330																																												391	0	66127	425	0	0	11515	54	349889	5481	0	0	457	1	95494	1649	0	0	378	0	209243	5682	0	0	0	0	0	0	0	0	8	6	15719	342	0	0	0	12749	61	736472	13579	0	0	
60545																																																																																							
60554																																																																																							
60648																																																																																							
61122																																												612	0	132419	2542	0	0	2316	0	388820	5922	0	0	2603	35	397101	2910	0	0	0	0	195113	2513	0	0	0	0	0	0	0	0	0	0	62417	940	0	0	430	5531	35	1175870	15257	0	0	
61355																																																																																							
61476																																																																																							
61757																																																																																							
61832																																																																																							
61953																																																																																							
62044																																																																																							
62110																																																																																							
62147																																																																																							
63050																																																																																							
63069	0	0	2780555	61489	3322	687	0	0	10413972	85536	32110	3764	3093	0	20058477	76588	1077	1	63489	8868	24080203	287874	0	0	0	0	65980	1168	0	0	0	0	833489	7999	1	0	0	66582	8868	58232676	520654	36510	4452																																												
63201																																																																																							
63573																																																																																							
63733																																												791	0	83514	1015	0	0	15563	635	279582	3416	0	0	3007	0	309833	3348	0	0	752	80	77591	991	0	0	0	0	0	0	0	0	31	31	37260	837	0	0	379	20144	746	787780	9986	0	0	
63742																																																																																							
64150																																																																																							
64552																																																																																							
64730																																																																																							
65205																																																																																							
65513																																																																																							
65559																																																																																							
65858																																																																																							
66154																																																																																							
66275																																																																																							
66677																																																																																							
67142																																																																																							
67151																																																																																							
67209																																																																																							
67254																																																																																							
67656																																												0	0	58648	0	0	0	2582	677	540642	7561	0	0	625	262	77638	3413	0	0	159	100	56495	780	0	0	0	0	163199	35435	0	0	63	16	9615	243	0	0	0	3429	1055	906237	47432	0	0	
67870																																																																																							
68671																																																																																							
68756																																																																																							
68831																																																																																							
69333																																												177	0	96144	1736	0	0	1328	0	490144	6376	0	0	4975	114	279382	4346	0	0	114	16	167018	2072	0	0	0	0	0	0	0	0	16	3	17618	395	0	0	0	6610	133	1050306	14925	0	0	
69678																																																																																							
70218																																																																																							
70414																																																																																							
70638																																																																																							
70955																																																																																							
71073																																																																																							
71457																																																																																							
71859																																																																																							
72258																																																																																							
72351																																																																																							
72454																																																																																							
72678																																																																																							
73116																																																																																							
73152																																																																																							
73554																																																																																							
73956																																																																																							
74056																																																																																							
74140																																												46	8	0	0	0	0	11985	0	528660	1275	0	0	5158	564	416971	161	0	0	6274	1	175331	344	0	0	0	0	0	0	0	0	0	0	73945	708	0	0	6143	23463	573	1194907	8631	0	0	
74403																																												0	0	47178	360	1627	0	0	0	233793	3063	45581	0	0	0	348952	2557	24197	167	0	0	89740	1225	7200	42	0	0	0	0	0	0	0	0	142423	2108	54	0	19	0	0	862086	9332	78659	209	
74449																																																																																							
75259																																																																																							
75446																																																																																							
75455																																																																																							
75633	10028	2529	3069799	66173	1321	0	126540	16251	9001557	110131	36811	22290	171226	19065	8383840	19655	1535	126	188409	44172	59525217	456428	28670	12078	0	0	386741	15708	0	0	17721	688	8396568	23316	517	517	0	513924	82705	88763722	691411	68854	35011																																												
75651																																																																																							
76153																																																																																							
76443																																																																																							
76854																																																																																							
77150																																																																																							
77253																																																																																							
77422																																																																																							
77851																																												222	0	263369	1862	0	0	18914	0	1219525	17816	0	0	159	0	314539	1249	11	0	4559	78	926503	15836	0	0	0	0	8733	123	0	0	0	0	30917	111	0	0	0	23854	78	2763586	36997	11	0	
78157																																																																																							
78241																																																																																							
78559																																																																																							
79042																																																																																							
79127																																																																																							
79145																																																																																							
79257																																																																																							
79855																																																																																							
80150																																																																																							
80374																																																																																							
80431																																																																																							
81175																																																																																							
82033																																																																																							
82257																																																																																							
82350																																																																																							
83151																																																																																							
83236																																																																																							
83375																																																																																							
83638	0	0	264273	1066	0	0	12825	477	2098082	10819	0	0	3960	413	540021	1674	0	0	32500	6021	2198225	27439	0	0	0	0	0	0	0	0	467	305	485125	7837	0	0	0	49752	7216	5585726	48835	0	0																																												
83834																																																																																							
83852																																																																																							
83955																																																																																							
84046																																																																																							
84541																																																																																							
84804																																																																																							
85052																																																																																							
85472																																																																																							
85931																																																																																							
86349																																																																																							
86675																																																																																							
87047																																																																																							
87159																																																																																							
87234																																																																																							
87476																																																																																							
87579																																																																																							
88231																																																																																							
88259																																																																																							
88352																																																																																							
88455																																																																																							
88950																																																																																							
89032																																																																																							
89135																																																																																							
89854																																																																																							
89957																																																																																							
90047																																																																																							
90177																																																																																							
90328																																																																																							
90337																																																																																							
90579																																																																																							
91615																																																																																							
91754																																																																																							
91950																																																																																							
92144																																																																																							
92676																																																																																							
92706																																																																																							
92902																																																																																							
93244																																																																																							
93543																																																																																							
93619																																																																																							
94139																																																																																							
94522																																																																																							
94755																																																																																							
94858																																																																																							
95051																																																																																							
95677																																																																																							
96553																																																																																							
97055																																																																																							
97279																																																																																							
97457																																																																																							
97804																																																																																							
97943																																																																																							
98351																																																																																							
98463																																																																																							
98717																																																																																							
99143																																																																																							
99376																																												0	0	11960	231	0	0	164	0	312087	6667	0	0	6263	31	1132736	8265	27885	0	8419	689	589427	6080	0	0	0	0	0	0	0	0	0	0	41453	876	0	0	0	14846	720	2087663	22119	27885	0	
99442																																																																																							
99536																																																																																							
99853																																																																																							
100236																																																																																							
100357																																																																																							
100562																																																																																							
100777																																																																																							
100843																																																																																							
101019	25087	1000	609458	7167	0	0	0	0	1437125	13233	0	0	0	0	1555699	1556	0	0	16983	5051	2356517	32358	0	0	0	0	134	0	0	0	0	0	49	0	0	0	0	42070	6051	5958982	54314	0	0																																												
101037																																																																																							
101439																																																																																							
101671																																												22972	0	0	0	0	0	125465	1854	0	0	0	0	257114	467	0	0	0	0	116528	1371	0	0	0	0	0	0	0	0	0	0	5525	984	0	0	0	0	0	527604	4676	0	0	0	0	
101738																																																																																							
101952																																																																																							
102333																																																																																							
102342																																																																																							
102539																																																																																							
102557																																																																																							
102874																																																																																							
103134																																																																																							
104234																																																																																							
104542																																																																																							
104971																																																																																							
105026																																																																																							
105473																																																																																							
105530																																																																																							
106359																																												0	0	142120	1910	0	0	865	0	746854	11005	0	0	105	0	230488	2873	0	0	2358	500	141219	1603	0	0	0	0	576	0	0	0	140	0	257954	2051	0	0	3433	3468	500	1519211	22875	0	0	
106452																																																																																							
106676																																																																																							
107244																																																																																							
107459																																																																																							
107570																																																																																							
107758																																																																																							
108072																																																																																							
108269																																																																																							
108652																																																																																							
