"IDRSSD"	RCONH275	RCONH276	RCONH277	RCONH278	RCONH279	RCONH280	RCONH281	RCONH282	RCONH283	RCONH284	RCONH285	RCONH286	RCONH287	RCONH288	RCONH290	RCONH291	RCONH292	RCONH293	RCONH294	RCONH295	RCONH296	RCONH297	RCONH298	RCONH299	RCONH300	RCONH301	RCONH302	RCONH303	RCONH304	RCONH307	RCONH308	RCONH309	RCONH310	RCONHJ74	RCONHJ75	RCONHJ76	RCONHJ77	RCONHJ78	RCONHJ79	RCONHJ80	RCONHJ81	RCONHJ82	RCONHJ83	RCONHJ84	RCONHJ85	RCONHJ86	RCONHJ87	RCONHJ88	RCONHJ89	RCONHJ90	RCONHJ91	RCONHJ92	RCONHJ93	RCONHJ94	RCONHJ95	RCONHJ96	RCONHJ97	RCONHJ98	RCONHJ99	RCONHK00	RCONHK01	RCONJA21	RCONJJ30	RCONJJ31	RCONJJ32	RCONS396	RCONS397	RCONS398	RCONS399	RCONS400	RCONS402	RCONS403	RCONS405	RCONS406	RCONS410	RCONS411	RCONS413	RCONS414	RCONS415	RCONS416	RCONS417	RCONS419	RCONS420	RCONS421	RCONS423	RCONS424	RCONS425	RCONS426	RCONS427	RCONS428	RCONS429	RCONS431	RCONS432	RCONS433	RCONS434	RCONS435	RCONS436	RCONS437	RCONS439	RCONS440	RCONS441	RCONS442	RCONS443	RCONS445	RCONS446	RCONS447	RCONS449	RCONS450	RCONS451	RCONS452	RCONS453	RCONS454	RCONS455	RCONS457	RCONS458	RCONS459	RCONS460	RCONS461	RCONS462	RCONS463	RCONS466	RCONS467	RCONS469	RCONS470	RCONS471	RCONS475	RCONS476	RCONS477	RCONS478	RCONS479	RCONS480	RCONS481	RCONS482	RCONS483	RCONS484	RCONS485	RCONS486	RCONS487	RCONS488	RCONS489	RCONS490	RCONS491	RCONS492	RCONS493	RCONS494	RCONS495	RCONS496	RCONS497	RCONS498	RCONS499	RCONS500	RCONS503	RCONS504	RCONS505	RCONS506	RCONS507	RCONS510	RCONS511	RCONS512	RCONS513	RCONS514	RCONS515	RCONS516	RCONS517	RCONS518	RCONS519	RCONS520	RCONS521	RCONS522	RCONS523	RCONS524	RCONS525	RCONS526	RCONS527	RCONS528	RCONS529	RCONS530	RCONS531	RCONS539	RCONS540	RCONS541	RCONS542	RCONS543	RCONS544	RCONS545	RCONS546	RCONS547	RCONS548	RCONS549	RCONS550	RCONS551	RCONS552	RCONS554	RCONS555	RCONS556	RCONS557	RCONS558	RCONS559	RCONS560	RCONS561	RCONS562	RCONS563	RCONS564	RCONS565	RCONS566	RCONS567	RCONS568	RCONS569	RCONS570	RCONS571	RCONS572	RCONS573	RCONS574	RCONS575	RCONS576	RCONS577	RCONS578	RCONS579	RCONS580	RCONS581	RCONS582	RCONS583	RCONS584	RCONS585	RCONS586	RCONS587	RCONS588	RCONS589	RCONS590	RCONS591	RCONS592	RCONS593	RCONS594	RCONS595	RCONS596	RCONS597	RCONS598	RCONS599	RCONS600	RCONS601	
1669																																																																																																																																																																																																																																																	
1856																																																																																																																																																																																																																																																	
2161																																																																																																																																																																																																																																																	
2732																																																																																																																																																																																																																																																	
2750																																																																																																																																																																																																																											49001	0																					
3252																																																																																																																																																																																																																											131427	0																					
3458																																																																																																																																																																																																																											54486	0																					
3720																																																																																																																																																																																																																																																	
3971																																																																																																																																																																																																																											869172	0																					
4156																																																																																																																																																																																																																											202478	0																					
4231																																																																																																																																																																																																																																																	
5069																																																																																																																																																																																																																											495513	0																					
5135																																																																																																																																																																																																																																																	
5210																																																																																																																																																																																																																											1571016	0																					
5461																																																																																																																																																																																																																																																	
5751																																																																																																																																																																																																																																																	
6039																																																																																																																																																																																																																																																	
6329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2824	2824	0	0	2824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149741				0	0	0	0	0	-10447	0	0	0	0	0	3439	0	0	3439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215754	0	0	203327	12427	11113	0	11113	2618	0	0	0	0	0	2618	826451	0	19052	0	0	807399	0	0	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-27663	13746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93929	18786	0	0	2867	15919	0	0	6393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13746	0	0	0	0	0	0	0	0	0	0	20619	0	0	0	0	0	0	0	1077898	0	22485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																																																																																																											500589	0																					
7045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163709				0	0	0	0	0	-7569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55207	0	0	54843	364	0	0	0	200	0	0	0	0	0	200	41994	0	0	0	0	41994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-8730	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	123789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072																																																																																																																																																																																																																											256976	0																					
7456																																																																																																																																																																																																																											83611	0																					
7634																																																																																																																																																																																																																																																	
8033																																																																																																																																																																																																																																																	
8462																																																																																																																																																																																																																																																	
8631																																																																																																																																																																																																																																																	
9357																																																																																																																																																																																																																																																	
9553																																																																																																																																																																																																																											152927	0																					
9807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103772	188548	0	0	103772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569738				0	0	0	0	0	-2499	0	1194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1494357	0	0	188791	1305566	19267	0	19267	15810	0	341	0	2965	12504	0	9737	0	9737	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-34431	19267	0	1194	0	0	0	0	0	0	0	30723	30723	30723	0	0	0	0	0	0	0	179168	35834	0	0	0	35834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19267	0	1194	0	0	0	0	0	0	0	0	28901	0	3582	0	0	0	0	0	1923470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																																																																																																																																	
10250																																																																																																																																																																																																																											338801	0																					
10849																																																																																																																																																																																																																																																	
11145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2725	2725	0	0	2725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123444				0	0	0	0	0	-9378	8932	0	0	0	0	416	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56020	0	0	55216	804	0	0	0	295	0	0	0	0	0	295	154353	0	979	1304	0	152070	0	0	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11907	9227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9233	1847	0	0	0	1847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9227	0	0	0	0	0	0	0	0	0	0	13841	0	0	0	0	0	0	0	260641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640																																																																																																																																																																																																																																																	
11837																																																																																																																																																																																																																											71417	0																					
12030																																																																																																																																																																																																																											319449	0																					
12142																																																																																																																																																																																																																											165732	0																					
12311																																																																											0	0																																																																																																																																																																					
12647																																																																																																																																																																																																																											129301	0																					
12656																																																																																																																																																																																																																											10568	0																					
12946																																																																																																																																																																																																																											1744910	0																					
13103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	711882				0	0	0	0	0	-26056	0	212703	5286	0	0	468	0	0	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	772128	0	0	727057	45071	14189	0	14189	555	0	0	0	0	0	555	1309349	0	5156	18023	0	1286170	0	0	0	15919	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-31011	14744	0	212703	40	5286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137064	27413	0	0	317	27096	0	0	0	0	9620	0	0	0	0	9620	0	0	0	0	0	0	0	0	0	0	0	0	14744	0	212703	40	5286	0	0	0	0	0	0	22116	0	638109	160	31716	0	0	0	2789525	0	0	32080	190507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																																																																																																											39054	0																					
13457																																																																																																																																																																																																																																																	
14155																																																																																																																																																																																																																																																	
14650																																																																																																																																																																																																																																																	
14753																																																																																																																																																																																																																											29081	0																					
14865																																																																																																																																																																																																																											555225	0																					
14977																																																																																																																																																																																																																																																	
16551																																																																																																																																																																																																																																																	
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63787				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	31	0	0	0	0	0	0	0	0	0	0	0	85039	0	0	0	0	85039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2265	2265	0	0	0	0	0	0	0	0	1986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67767	0	0	117927	41652	0	0	117927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2159274	34	0	0	0	0	0	0	0	-101182	0	0	0	0	0	3787	0	0	3787	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	151	0	2374376	0	737	1395590	978049	45049	0	45049	33928	0	0	313	0	0	33615	6902888	0	48680	35528	0	6818680	0	0	0	573800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276634	78786	67767	0	0	0	0	0	0	0	0	169697	169697	0	0	0	169697	0	0	0	0	1255271	251054	0	0	1343	249711	0	0	1229795	0	25840	0	0	12920	0	12920	0	0	0	0	0	0	0	0	0	0	0	0	78786	67767	0	0	0	0	0	0	0	0	0	118179	169418	0	0	0	0	0	0	11738673	0	43246	495330	1557585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17259																																																																																																																																																																																																																																																	
17950																																																																																																																																																																																																																											350744	0																					
17978																																																																																																																																																																																																																																																	
18050																																																																																																																																																																																																																											499998	0																					
18827																																																																																																																																																																																																																											1377322	0																					
18836																																																																																																																																																																																																																																																	
