"IDRSSD"	RCFD2170	RCFD3123	RCFD3128	RCFDA222	RCFDB704	RCFDD957	RCFDD958	RCFDD959	RCFDD960	RCFDD961	RCFDD962	RCFDD963	RCFDD964	RCFDD965	RCFDD967	RCFDD968	RCFDD969	RCFDD970	RCFDD976	RCFDD977	RCFDD978	RCFDD979	RCFDD980	RCFDD981	RCFDD982	RCFDD983	RCFDD984	RCFDD985	RCFDD987	RCFDD988	RCFDD989	RCFDD990	RCFDD991	RCFDD992	RCFDD993	RCFDD994	RCFDD995	RCFDD996	RCFDD997	RCFDD998	RCFDD999	RCFDG603	RCFDG604	RCFDG605	RCFDG606	RCFDG607	RCFDG608	RCFDG609	RCFDG610	RCFDG611	RCFDG612	RCFDG613	RCFDG614	RCFDG615	RCFDG616	RCFDG617	RCFDG618	RCFDG619	RCFDG620	RCFDG621	RCFDG622	RCFDG623	RCFDG624	RCFDG625	RCFDG626	RCFDG627	RCFDG628	RCFDG629	RCFDG630	RCFDG631	RCFDG632	RCFDG633	RCFDG634	RCFDG635	RCFDG636	RCFDG637	RCFDG641	RCFDG642	RCFDH171	RCFDH172	RCFDH173	RCFDH174	RCFDH175	RCFDH176	RCFDH177	RCFDH178	RCFDH179	RCFDH180	RCFDH181	RCFDH182	RCFDH185	RCFDH186	RCFDH187	RCFDH188	RCFDH191	RCFDH193	RCFDH194	RCFDH195	RCFDH196	RCFDH197	RCFDH198	RCFDH199	RCFDH200	RCFDH270	RCFDH271	RCFDH272	RCFDH273	RCFDH274	RCFDH275	RCFDH276	RCFDH277	RCFDH278	RCFDH279	RCFDH280	RCFDH281	RCFDH282	RCFDH283	RCFDH284	RCFDH285	RCFDH286	RCFDH287	RCFDH288	RCFDH289	RCFDH290	RCFDH291	RCFDH292	RCFDH293	RCFDH294	RCFDH295	RCFDH296	RCFDH297	RCFDH298	RCFDH299	RCFDH300	RCFDH301	RCFDH302	RCFDH303	RCFDH304	RCFDH307	RCFDH308	RCFDH309	RCFDH310	RCFDHJ74	RCFDHJ75	RCFDHJ76	RCFDHJ77	RCFDHJ78	RCFDHJ79	RCFDHJ80	RCFDHJ81	RCFDHJ82	RCFDHJ83	RCFDHJ84	RCFDHJ85	RCFDHJ86	RCFDHJ87	RCFDHJ88	RCFDHJ89	RCFDHJ90	RCFDHJ91	RCFDHJ92	RCFDHJ93	RCFDHJ94	RCFDHJ95	RCFDHJ96	RCFDHJ97	RCFDHJ98	RCFDHJ99	RCFDHK00	RCFDHK01	RCFDJA21	RCFDJJ30	RCFDJJ31	RCFDJJ32	RCFDS396	RCFDS397	RCFDS398	RCFDS399	RCFDS400	RCFDS402	RCFDS403	RCFDS405	RCFDS406	RCFDS413	RCFDS414	RCFDS415	RCFDS416	RCFDS417	RCFDS419	RCFDS420	RCFDS421	RCFDS423	RCFDS424	RCFDS425	RCFDS426	RCFDS427	RCFDS428	RCFDS429	RCFDS431	RCFDS432	RCFDS433	RCFDS434	RCFDS435	RCFDS436	RCFDS437	RCFDS439	RCFDS440	RCFDS441	RCFDS442	RCFDS443	RCFDS445	RCFDS446	RCFDS447	RCFDS449	RCFDS450	RCFDS451	RCFDS452	RCFDS453	RCFDS454	RCFDS455	RCFDS457	RCFDS458	RCFDS459	RCFDS460	RCFDS461	RCFDS462	RCFDS463	RCFDS466	RCFDS467	RCFDS469	RCFDS470	RCFDS471	RCFDS475	RCFDS476	RCFDS477	RCFDS478	RCFDS479	RCFDS480	RCFDS481	RCFDS482	
1669																																																																																																																																																																																																																																																	
1856																																																																																																																																																																																																																																																	
2161																																																																																																																																																																																																																																																	
2732																																																																																																																																																																																																																																																	
2750																																																																																																																																																																																																																																																	
3252																																																																																																																																																																																																																																																	
3458																																																																																																																																																																																																																																																	
3720																																																																																																																																																																																																																																																	
3971																																																																																																																																																																																																																																																	
4156																																																																																																																																																																																																																																																	
4231																																																																																																																																																																																																																																																	
5069																																																																																																																																																																																																																																																	
5135																																																																																																																																																																																																																																																	
5210																																																																																																																																																																																																																																																	
5461																																																																																																																																																																																																																																																	
5751																																																																																																																																																																																																																																																	
6039																																																																																																																																																																																																																																																	
6329																																																																																																																																																																																																																																																	
7009																																																																																																																																																																																																																																																	
7045																																																																																																																																																																																																																																																	
7072																																																																																																																																																																																																																																																	
7456																																																																																																																																																																																																																																																	
7634																																																																																																																																																																																																																																																	
8033																																																																																																																																																																																																																																																	
8462																																																																																																																																																																																																																																																	
8631																																																																																																																																																																																																																																																	
9357																																																																																																																																																																																																																																																	
9553																																																																																																																																																																																																																																																	
9807																																																																																																																																																																																																																																																	
9955																																																																																																																																																																																																																																																	
10250																																																																																																																																																																																																																																																	
10849																																																																																																																																																																																																																																																	
11145																																																																																																																																																																																																																																																	
11640																																																																																																																																																																																																																																																	
11837																																																																																																																																																																																																																																																	
12030																																																																																																																																																																																																																																																	
12142																																																																																																																																																																																																																																																	
12311	176020595	2017621	0	0	133779000	4279264	3775342	503922	0	17189989	12157537	5030344	2108	0	7319766	13635026	2199807	2663555	460182	0	0	0	0	15623128	515280	545209	100610	7387935	24759168	21070416	22872456	101324501	585853	585853	24505	19271	0	542077	131172	65586	0	1464	0	64122	57565	11513	0	0	0	11513	0	0	0	0	0	0	4874	4874	0	0	0	4874	20988360	10494180	0	0	0	10480193	25176135	21155775	22872456	115232114	0	4231155	11436228	115232114	133779000	1511611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	416209	0	0	882418	274056	0	0	882418	6688	6688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24737293	230422	0	0	0	0	0	0	0	-1080861	0	0	0	845149	0	0	536674	308475	0	0	0	258	0	0	0	0	0	258	224817	0	0	0	0	224817	0	29981674	15034	653024	18950833	10362783	93027	477	92550	518778	18661	0	0	0	0	500117	83670221	196250	991243	702891	1082424	80376936	320477	460182	0	5775467	0	0	0	0	0	0	0	414436	414436	0	
12647																																																																																																																																																																																																																																																	
12656																																																																																																																																																																																																																																																	
12946																																																																																																																																																																																																																																																	
13103																																																																																																																																																																																																																																																	
13251																																																																																																																																																																																																																																																	
13457																																																																																																																																																																																																																																																	
14155																																																																																																																																																																																																																																																	
14650																																																																																																																																																																																																																																																	
14753																																																																																																																																																																																																																																																	
14865																																																																																																																																																																																																																																																	
14977																																																																																																																																																																																																																																																	
16551																																																																																																																																																																																																																																																	
17110																																																																																																																																																																																																																																																	
17147																																																																																																																																																																																																																																																	
17259																																																																																																																																																																																																																																																	
17950																																																																																																																																																																																																																																																	
17978																																																																																																																																																																																																																																																	
18050																																																																																																																																																																																																																																																	
18827																																																																																																																																																																																																																																																	
18836																																																																																																																																																																																																																																																	
18854																																																																																																																																																																																																																																																	
19356																																																																																																																																																																																																																																																	
19936																																																																																																																																																																																																																																																	
19972																																																																																																																																																																																																																																																	
20053																																																																																																																																																																																																																																																	
20633																																																																																																																																																																																																																																																	
20857																																																																																																																																																																																																																																																	
21256																																																																																																																																																																																																																																																	
21359																																																																																																																																																																																																																																																	
21658																																																																																																																																																																																																																																																	
22048																																																																																																																																																																																																																																																	
22543																																																																																																																																																																																																																																																	
22552																																																																																																																																																																																																																																																	
22730																																																																																																																																																																																																																																																	
23456																																																																																																																																																																																																																																																	
23504																																																																																																																																																																																																																																																	
23643																																																																																																																																																																																																																																																	
23755																																																																																																																																																																																																																																																	
24006																																																																																																																																																																																																																																																	
24378																																																																																																																																																																																																																																																	
24659																																																																																																																																																																																																																																																	
24668																																																																																																																																																																																																																																																	
24949																																																																																																																																																																																																																																																	
25357																																																																																																																																																																																																																																																	
25647																																																																																																																																																																																																																																																	
26457																																																																																																																																																																																																																																																	
26765																																																																																																																																																																																																																																																	
27070																																																																																																																																																																																																																																																	
27548																																																																																																																																																																																																																																																	
27614																																																																																																																																																																																																																																																	
27847																																																																																																																																																																																																																																																	
28013																																																																																																																																																																																																																																																	
28152																																																																																																																																																																																																																																																	
28675																																																																																																																																																																																																																																																	
28732																																																																																																																																																																																																																																																	
29476																																																																																																																																																																																																																																																	
29636																																																																																																																																																																																																																																																	
29878																																																																																																																																																																																																																																																	
30052																																																																																																																																																																																																																																																	
30502																																																																																																																																																																																																																																																	
30650																																																																																																																																																																																																																																																	
30810	105657408	6646730	0	3363928	98610662	9436975	7888218	1548757	0	204528	160056	44472	0	0	5653726	145475	0	90	0	0	0	0	0	3401488	28150	6005	1532	1725834	13730150	1744709	803556	93552029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48745	24373	0	0	0	24373	13730150	1744709	803556	93627292	0	348942	401778	93627292	95246734	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1187335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5790146	0	0	0	0	0	0	0	0	-9145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2418156	0	0	802024	1616132	0	0	0	842872	0	0	0	0	0	842872	90209973	0	0	0	0	90209973	0	0	0	452632	0	0	0	0	0	0	0	0	0	0	
31134																																																																																																																																																																																																																																																	
31255																																																																																																																																																																																																																																																	
31657																																																																																																																																																																																																																																																	
31826																																																																																																																																																																																																																																																	
31835																																																																																																																																																																																																																																																	
32234																																																																																																																																																																																																																																																	
32766																																																																																																																																																																																																																																																	
32971																																																																																																																																																																																																																																																	
33147																																																																																																																																																																																																																																																	
33259																																																																																																																																																																																																																																																	
33268																																																																																																																																																																																																																																																	
33370																																																																																																																																																																																																																																																	
33839																																																																																																																																																																																																																																																	
33857																																																																																																																																																																																																																																																	
34434																																																																																																																																																																																																																																																	
34537																																																																																																																																																																																																																																																	
34555																																																																																																																																																																																																																																																	
34742																																																																																																																																																																																																																																																	
35057																																																																																																																																																																																																																																																	
35301	318494000	86000	0	0	123589300	106365000	119203000	6606000	132000	40267000	15455000	24812000	0	0	42196000	20380000	720000	3632000	6913000	0	0	0	0	49882000	1231000	411000	23000	10981000	179245000	52376000	2262000	44321000	2615000	2615000	0	461000	1875000	279000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16448000	8224000	0	1234000	1540000	5450000	180079000	72793000	6211000	94458000	0	14558600	3105500	94458000	123589300	6930000	803000	803000	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	6000	0	0	0	4000	0	2000	0	0	0	5000	45000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	766000	0	0	2866000	886000	2776000	802000	5647000	0	0	0	0	0	0	191000	1418000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463000	0	463000	0	0	0	0	0	0	0	0	0	0	66933000	0	0	0	-21062000	794000	692000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57000	0	0	0	0	57000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31577000	0	1160000	167000	725000	29519000	6000	6913000	0	30364000	0	0	4936000	4936000	0	1058000	0	7191000	7190000	1000	
35570																																																																																																																																																																																																																																																	
35646																																																																																																																																																																																																																																																	
35879																																																																																																																																																																																																																																																	
36456																																																																																																																																																																																																																																																	
