"IDRSSD"	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF585	RCFDF589	RCFDF597	RCFDF601	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCFDHT87	RCFDHT88	RCFDHT89	RCFDHT91	RCFDHT92	RCFDHT93	RCFDJA36	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF585	RCONF589	RCONF597	RCONF601	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	RCONG547	RCONG548	RCONG549	RCONG550	RCONG551	RCONG552	RCONG553	
12311	460182	480041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608797	375091	0	568199	0	6132	21782411	3363186	0	0	0	0	0	835040	0	0	835040	0	172093	0	0	154425	17668	483558	0	940689	3051	0	0	0	0	0	27227841	858649	6132	24280764	3799594	0	0	0	0	0	412577	0	880044	12574	275	0	275	0	0	0	0	0	0	0	0	0	0	0	0	480316	683626	275	1151093	12574	415689	0	0	0	415689	193108	375091	0	568199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415689	0	271049	0	271049	0	983186	23947	0	997219	25469	0	25151729																																																																																						
12647																																																																																																																																																																																																																																																	
12656																																																																																																																																																																																																																																																	
12946																																																																																																																																																																																																																																																	
13103																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	711882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	711882	0	711882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
13251																																																																																																																																																																																																																																																	
13457																																																																																																																																																																																																																																																	
14155																																																																																																																																																																																																																																																	
14650																																																																																																																																																																																																																																																	
14753																																																																																																																																																																																																																																																	
14865																																																																																																																																																																																																																																																	
14977																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16551																																																																																																																																																																																																																																																	
17110																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147																																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34995	0	0	34995	0	0	2150366	8908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2194269	0	0	2185361	8908	0	0	0	0	0	0	0	0	0	35061	0	0	35061	0	0	0	0	0	0	34995	0	0	34995	0	0	0	0	0	0	0	0	0	
17259																																																																																																																																																																																																																																																	
17950																																																																																																																																																																																																																																																	
17978																																																																																																																																																																																																																																																	
18050																																																																																																																																																																																																																																																	
18827																																																																																																																																																																																																																																																	
18836																																																																																																																																																																																																																																																	
18854																																																																																																																																																																																																																																																	
19356																																																																																																																																																																																																																																																	
19936																																																																																																																																																																																																																																																	
19972																																																																																																																																																																																																																																																	
20053																																																																																																																																																																																																																																																	
20633																																																																																																																																																																																																																																																	
20857																																																																																																																																																																																																																																																	
21256																																																																																																																																																																																																																																																	
21359																																																																																																																																																																																																																																																	
21658																																																																																																																																																																																																																																																	
22048																																																																																																																																																																																																																																																	
22543																																																																																																																																																																																																																																																	
22552																																																																																																																																																																																																																																																	
22730																																																																																																																																																																																																																																																	
23456																																																																																																																																																																																																																																																	
23504																																																																																																																																																												60068	60068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11232	0	0	11232	0	0	1274051	0	0	0	0	0	0	0	0	0	0	0	0	0	60068	0	0	0	0	0	0	1345351	0	0	1345351	0	0	0	60068	0	0	0	0	0	0	60087	0	0	60087	0	0	0	0	0	0	11232	0	0	11232	0	0	0	0	0	0	0	0	0	
23643																																																																																																																																																																																																																																																	
23755																																																																																																																																																																																																																																																	
24006																																																																																																																																																																																																																																																	
24378																																																																																																																																																																																																																																																	
24659																																																																																																																																																																																																																																																	
24668																																																																																																																																																																																																																																																	
24949																																																																																																																																																																																																																																																	
25357																																																																																																																																																																																																																																																	
25647																																																																																																																																																																																																																																																	
26457																																																																																																																																																																																																																																																	
26765																																																																																																																																																																																																																																																	
27070																																																																																																																																																																																																																																																	
27548																																																																																																																																																																																																																																																	
27614																																																																																																																																																																																																																																																	
27847																																																																																																																																																																																																																																																	
28013																																																																																																																																																												2643	2645	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	368	1154277	0	0	0	0	0	0	0	0	0	0	0	0	0	2643	0	12100	0	12100	0	0	1169388	0	12468	1156920	0	0	0	2645	0	0	0	0	0	0	2645	0	0	2645	0																			
28152																																																																																																																																																																																																																																																	
28675																																																																																																																																																																																																																																																	
28732																																																																																																																																																																																																																																																	
29476																																																																																																																																																																																																																																																	
29636																																																																																																																																																																																																																																																	
29878																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	94169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94169	0	0	94169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
30052																																																																																																																																																																																																																																																	
30502																																																																																																																																																																																																																																																	
30650																																																																																																																																																																																																																																																	
30810	0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		94	0	0	94	0	5621926	168220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5790240	0	5621926	168314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	0	0	430	0																															430			430																						0	430	0	0	430	0	0	0	0	0	0	0	5790146																																																																																						
31134																																																																																																																																																																																																																																																	
31255																																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169300	0	0	169300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31657																																																																																																																																																																																																																																																	
31826																																																																																																																																																																																																																																																	
31835																																																																																																																																																																																																																																																	
32234																																																																																																																																																																																																																																																	
32766																																																																																																																																																																																																																																																	
32971																																																																																																																																																																																																																																																	
33147																																																																																																																																																																																																																																																	
33259																																																																																																																																																																																																																																																	
33268																																																																																																																																																																																																																																																	
33370																																																																																																																																																																																																																																																	
33839																																																																																																																																																																																																																																																	
33857																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	117976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117976	0	117976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
34434																																																																																																																																																																																																																																																	
34537																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		20611	0	0	10162	0	9055	1706428	0	20615	0	0	20615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1756709	0	9055	1737205	10449	0	0	0	0	0	0	0	0	0	8923	0	0	8923	0						9045			9045		11566			1117	10449				
34555																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34742																																																																																																																																																																																																																																																	
