"IDRSSD"	RCFD3411	RCFD3430	RCFD3432	RCFD3433	RCFD3434	RCFD3435	RCFD3450	RCFD3555	RCFD3556	RCFD3557	RCFD3814	RCFD3815	RCFD3817	RCFD3819	RCFD3820	RCFD3821	RCFD3822	RCFD3826	RCFD5591	RCFD5592	RCFD5593	RCFD5594	RCFD5595	RCFD6550	RCFD8693	RCFD8694	RCFD8695	RCFD8696	RCFD8697	RCFD8698	RCFD8699	RCFD8700	RCFD8701	RCFD8702	RCFD8703	RCFD8704	RCFD8705	RCFD8706	RCFD8707	RCFD8708	RCFD8709	RCFD8710	RCFD8711	RCFD8712	RCFD8713	RCFD8714	RCFD8715	RCFD8716	RCFD8719	RCFD8720	RCFD8723	RCFD8724	RCFD8725	RCFD8726	RCFD8727	RCFD8728	RCFD8733	RCFD8734	RCFD8735	RCFD8736	RCFD8737	RCFD8738	RCFD8739	RCFD8740	RCFD8741	RCFD8742	RCFD8743	RCFD8744	RCFD8745	RCFD8746	RCFD8747	RCFD8748	RCFD8765	RCFDA126	RCFDA127	RCFDA589	RCFDC219	RCFDC220	RCFDC221	RCFDC222	RCFDC223	RCFDC224	RCFDC968	RCFDC969	RCFDC970	RCFDC971	RCFDC972	RCFDC973	RCFDC974	RCFDC975	RCFDC978	RCFDF164	RCFDF165	RCFDG401	RCFDG402	RCFDG403	RCFDG404	RCFDG405	RCFDG406	RCFDG407	RCFDG408	RCFDG409	RCFDG410	RCFDG411	RCFDG412	RCFDG413	RCFDG414	RCFDG415	RCFDG416	RCFDG417	RCFDG418	RCFDG420	RCFDG421	RCFDG422	RCFDG423	RCFDG425	RCFDG426	RCFDG427	RCFDG428	RCFDG430	RCFDG431	RCFDG432	RCFDG433	RCFDG435	RCFDG436	RCFDG437	RCFDG438	RCFDG440	RCFDG441	RCFDG442	RCFDG443	RCFDG445	RCFDG446	RCFDG447	RCFDG448	RCFDG450	RCFDG451	RCFDG452	RCFDG453	RCFDG455	RCFDG456	RCFDG457	RCFDG458	RCFDG460	RCFDG461	RCFDG462	RCFDJ455	RCFDJ456	RCFDJ457	RCFDJ458	RCFDJ459	RCON3411	RCON3430	RCON3432	RCON3433	RCON3434	RCON3435	RCON3450	RCON3555	RCON3556	RCON3557	RCON3814	RCON3815	RCON3817	RCON3819	RCON3820	RCON3821	RCON3822	RCON3826	RCON5591	RCON5592	RCON5593	RCON5594	RCON5595	RCON6550	RCON8693	RCON8694	RCON8695	RCON8696	RCON8697	RCON8698	RCON8699	RCON8700	RCON8701	RCON8702	RCON8703	RCON8704	RCON8705	RCON8706	RCON8707	RCON8708	RCON8709	RCON8710	RCON8711	RCON8712	RCON8713	RCON8714	RCON8715	RCON8716	RCON8719	RCON8720	RCON8723	RCON8724	RCON8725	RCON8726	RCON8727	RCON8728	RCON8733	RCON8734	RCON8735	RCON8736	RCON8737	RCON8738	RCON8739	RCON8740	RCON8741	RCON8742	RCON8743	RCON8744	RCON8745	RCON8746	RCON8747	RCON8748	RCONA126	RCONA127	RCONA589	RCONC219	RCONC220	RCONC221	RCONC222	RCONC223	RCONC224	RCONC968	RCONC969	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	
1669																																																																																																																																																								116	0	0	0							0	0		0		0			0					0																																																																		
1856																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
2161																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	1883	0	569		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
2732																																																																																																																																																								0	0	0	0							12136	0		1775		0			0					0																																																																		
2750																																																																																																																																																								0	2300	0	0							0	0		0		0			0					0																																																																		
3252																																																																																																																																																								0	128903	0	0							0	0		10		324			0					0																																																																		
3458																																																																																																																																																								0	1500	0	0							0	0		0		0			0					0																																																																		
3720																																																																																																																																																								0	5000	0	0							5251	0		346		0			0					0																													904																				0																	
3971																																																																																																																																																								0	0	0	0							42816	0		2137		0			0					0																																																																		
4156																																																																																																																																																								0	0	0	0							3865	0		413		0			0					0																																																																		
4231																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
5069																																																																																																																																																								0	0	0	0							246	0		575		0			0					0																																																																		
5135																																																																																																																																																								0	0	0	0							0	2059		2058		0			0					0																																																																		
5210																																																																																																																																																								0	0	0	0							154135	0		0		9672			0					0																																																																		
5461																																																																																																																																																								0	26000	0	0							8703	0		520		0			0					4119																																																																		
5751																																																																																																																																																								0	0	0	0							2059	0		400		0			0					0																																																																		
6039																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	389	2449	0	0		524		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
6329																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	6393	0	0	1617	0	10941	0	0	0	0	0	0	0	0	0	0	0	0	22485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
7009																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																													6000																				0																	
7045																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	500	2266	0	0		110		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
7072																																																																																																																																																								0	13000	0	0							8415	0		0		394			0					0																																																																		
7456																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
7634																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
8033																																																																																																																																																								0	0	0	0							0	0		0		587			0					0																																																																		
8462																																																																																																																																																								0	0	0	0							0	0		218		400			0					0																																																																		
8631																																																																																																																																																								0	0	0	0							0	0		145		0			0					0																																																																		
9357																																																																																																																																																								0	0	0	0							2443	0		491		99			0					0																																																																		
9553																																																																																																																																																								0	0	0	0							0	0		146		0			0					0																																																																		
9807																																																																																																																																																								0	130000	0	0	0	0	0	130000	0	0	75803	0	0	5479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
9955																																																																																																																																																								0	0	0	0							813	0		0		9			0					0																																																																		
10250																																																																																																																																																								0	0	0	0							14389	598		0		1878			0					0																													545																				0																	
10849																																																																																																																																																								0	0	0	0							149	0		0		29			0					0																																																																		
11145																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	8829	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
11640																																																																																																																																																								0	0	0	0							5	0		255		0			0					0																																																																		
11837																																																																																																																																																								0	0	0	0							1446	277		10		0			0					0																																																																		
12030																																																																																																																																																								0	0	0	0							0	2330		1208		0			0					0																																																																		
12142																																																																																																																																																								173	0	0	0							1779	0		0		0			0					0																																																																		
12311	57567	0	0	216351	0	0	60186227	0	0	0	13716132	3699540	0	585853	19271	131172	2928	0	0	0	0	0	0	280888	385000	0	0	67	1735000	3837197	0	0	0	0	0	0	0	0	0	0	1970547	14250	2032	91347	981958	14250	2032	91347	599089	794829	603153	977590	23074737	205016	0	0	568625	40059	112	334943	510474	43460	2630	336054	563675	4524	0	0	271049	0	0	0	29718	42183995	3660681	9480554	0	72	179	0			0	0	0	0	0	0	1317805	2748408	0	377414	3077905	0	0	1317805	2748408	0	0	0	0	104247	952061	261497	0	0	0	160173	1336820	1251415	290058	0	0	245184	456397	0	0	85	0	0	0	0	0	0	0	0	59462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515859	0	0	85			24710735	537512	4406879																																																																																										
12647																																																																																																																																																								0	0	0	0							2323	734		75		100			0					0																																																																		
12656																																																																																																																																																								75	0	0	0							0	0		0		0			0					0																																																																		
12946																																																																																																																																																								0	453085	0	0							0	12829		2039		0			0					0																													0																				0																	
13103																																																																																																																																																								0	0	0	0	0	0	222587	0	0	0	62439	0	0	2318	15	371	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222587	0	0	0	0	0	0	0	0	0	0	0	6602	0	0	0	6602	0	0	0	0	0	222587	0	0	0	0			0	0	0	0	0	0	0	0	
13251																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																													0																				1155																	
13457																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
14155																																																																																																																																																								0	824	0	0							1898	0		35		0			0					0																																																																		
14650																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
14753																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
14865																																																																																																																																																								0	24000	0	0							525	6120		5989		0			0					0																													1623																				0																	
14977																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
16551																																																																																																																																																								0	0	0	0							9900	1813		0		100			0					0																													3911																				0																	
17110																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0		1828		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
17147																																																																																																																																																								140	0	0	0	0	0	2092136	0	0	0	695557	0	0	15804	0	15910	3260	0	0	0	0	0	0	0	0	0	0	0	4025	0	0	0	0	0	0	0	0	0	0	0	18656	0	0	0	0	0	0	0	0	0	0	0	2114816	0	0	0	0	0	0	0	0	0	0	0	35215	0	0	0	35065	0	0	0	0	0	1051068	0	0	0	0			0	0	0	0	0	0	0	0	
17259																																																																																																																																																								0	0	0	0							0	0		85		0			0					389																																																																		
17950																																																																																																																																																								0	0	0	0							2997	0		0		2997			0					0																																																																		
