"IDRSSD"	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	RCONL183	RCONL184	RCONL185	RCONL186	RCONL187	RCONL188	
6329	0	0	0	0	0	0	0	0	0	0	0	0	8452	0	1193	2138	35	103	0	0	0	0	0	0	0	0	0	0	0	0							
7009													0	0	0	0	0	0																			
7045				0	0	0	0	0	0	0	0	0	12	0	19	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
7072													0	0	0	0	0	0																			
7456													0	0	0	0	0	0													0	0	0	0	0	0	
7634													2	0	0	137	0	31																			
8033													27	0	0	2	0	0																			
8462													185	0	0	88	0	0																			
8631													14	0	0	3	0	0																			
9357													0	0	0	0	0	0																			
9553													18	0	0	4	0	0																			
9807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
9955													0	0	0	0	0	0																			
10250													34	0	0	5	3	0																			
10849													0	0	0	0	0	0																			
11145	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	65	0	23	0	0	0	0	0	0	0	0	0	0	0	0							
11640													8	0	0	0	0	0																			
11837													0	0	0	0	0	0																			
12030													249	0	6	197	0	4																			
12142													4	0	0	72	0	0																			
12311							0	4664	0																												
12647													0	0	0	0	0	0																			
12656													10	0	0	0	0	0																			
12946													109	1	111	234	11	25																			
13103	0	0	0	0	0	0	0	0	0	0	0	0	427	0	58	2	0	2	0	0	44	0	0	0	0	0	0	0	0	0							
13251													0	0	0	55	0	46																			
13457													0	0	0	0	0	0																			
14155													0	0	0	12	6	18																			
14650													47	8	15	93	4	24																			
14753													0	0	0	0	0	0																			
14865													0	0	0	0	0	0																			
14977				0	0	0	0	0	0	0	0	0	2	0	0	3	0	13	0	0	0	0	0	0	0	0	0	0	0	0							
16551													9	0	0	1	6	1																			
17110				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
17147	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	275	0	0	0	0	91	0	0	0	0	0	0	0	0	0							
17259													19	1	0	50	2	0																			
17950													0	0	0	27	0	0																			
17978													0	0	0	28	3	0																			
18050													4	0	0	88	3	0																			
18827													0	0	0	8	0	0																			
18836													37	0	0	142	1	126																			
18854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
19356													13	8	0	8	0	4																			
19936													13	0	16	25	0	22																			
19972													0	0	0	0	0	0													0	0	0	0	0	0	
20053													9	0	0	0	0	0																			
20633													1	0	0	24	0	13																			
20857													0	0	0	0	0	0																			
21256													0	0	0	0	0	0																			
21359													2	0	12	5	0	0																			
21658				0	0	0	0	0	0	0	0	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0							
22048													110	0	45	9	0	9																			
22543													0	0	0	0	0	0																			
22552													5	0	0	0	0	0																			
22730													0	0	0	329	20	0																			
23456													61	51	0	65	56	0																			
23504	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	168	0	83	0	0	11368	0	0	0	0	0	0	0	0	0							
23643													148	0	8	0	0	0																			
23755													28	0	24	3	0	0																			
24006													0	0	0	0	0	0																			
24378													0	0	0	0	0	0																			
24659													9	0	4	1	0	0																			
24668													0	0	0	30	0	0																			
24949													0	0	0	22	0	0																			
25357													25	26	9	12	3	5																			
25647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
26457				0	0	0	0	0	0				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
26765													0	0	0	0	0	0																			
27070													0	0	0	0	0	0																			
27548													117	0	0	7	0	0																			
27614													0	0	0	0	0	0																			
27847													112	0	16	103	0	19																			
28013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	12	116	0	0	0	0	0	0	0	0	0	0							
28152				0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0							
28675				0	0	49	0	0	0				0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
28732													3	0	0	2	0	0																			
29476													0	0	0	0	0	0																			
29636													10	0	4	38	0	0																			
29878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
30052													0	0	0	0	0	0																			
30502													0	0	0	29	0	7																			
30650													0	0	0	0	0	0																			
30810							0	0	0																												
31134				0	0	0	0	0	0	0	0	0	0	0	1	92	4	61	0	0	0	0	0	0	0	0	0	0	0	0							
31255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
31657													6	0	0	0	0	0																			
31826	0	0	0	0	0	0	0	0	0	0	0	0	4	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
31835													1	0	62	0	0	50																			
32234													7	0	0	0	0	0																			
32766													0	0	0	7	0	0																			
32971													0	0	0	0	0	4																			
33147													6	0	78	11	0	9																			
33259													0	0	0	0	0	0																			
33268													0	0	0	0	0	0																			
33370													0	0	0	0	0	0																			
33839													0	0	0	0	0	0																			
33857	0	0	0	0	0	729	0	0	14	0	0	715	10	0	35	3	0	25	0	0	0	0	0	0	0	0	0	0	0	0							
34434													160	2	0	59	1	1																			
34537	0	0	0	16	0	23	0	0	0	0	0	4	0	0	24	1057	0	337	0	0	442	0	0	0	0	0	0	16	0	19							
34555	0	0	0	398	0	0	0	0	0	0	0	0	150	0	9	25	0	22	0	0	0	0	0	0	0	0	0	0	0	0							
34742													0	0	0	0	0	0																			
35057				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
35301							0	0	0																												
35570	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	2860	0	435	0	0	0	0	0	0	0	0	0	0	0	0							
35646													2	0	10	80	0	2																			
35879													0	0	0	199	0	8																			
36456													0	0	0	0	0	0																			
36933													27	0	20	57	0	9																			
37051													0	0	0	0	0	0																			
37341													0	0	0	14	0	24																			
37435													384	0	96	296	0	134																			
37640	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	102	0	4	0	0	0	0	0	0	0	0	0	0	0	0							
37659				0	0	0	0	0	0	0	0	0	69	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
37949													0	0	0	2	0	0																			
38740													34	0	5	3	0	2																			
39327													0	0	0	3	0	0																			
39756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0							
40033													35	0	0	0	0	0																			
40499	0	0	0	0	0	0	0	0	0	0	0	0	572	0	86	74	0	11	0	0	56	0	0	0	0	0	0	0	0	0							
40855													97	30	30	0	0	0																			
41553													0	0	0	22	0	0																			
41629													240	20	0	72	0	0																			
41825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0							
42037													0	0	0	28	25	104																			
42354													59	0	0	3	0	0																			
42372													22	0	21	1	0	4																			
42420	0	0	0	1	0	145	0	0	0	0	0	0	1102	122	163	745	427	96	0	0	971	0	0	0	1	0	145	0	0	0							
42448	0	0	0	0	0	0	0	0	0	0	0	0	64	0	182	183	0	258	0	0	0	0	0	0	0	0	0	0	0	0							
42457													0	0	0	0	0	0																			
43052													11	0	6	0	0	1																			
43351													113	0	0	62	0	42																			
43856													0	0	0	0	0	0																			
43959													1	0	0	0	0	0																			
44040													14	0	0	39	22	0																			
44433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
44741													45	2	6	21	0	53																			
44750													0	0	92	0	0	0																			
44929				0	0	0	0	0	0				24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
45038				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
45047													188	9	4	401	1	102																			
45056													0	0	0	0	0	0																			
45430													51	0	2	9	0	0																			
45458													2	0	0	5	0	60																			
45551													0	0	0	0	0	0																			
45560	0	0	0	5	0	0	0	0	0	0	0	0	87	23	0	5	0	85	0	0	173	0	0	0	5	0	0	0	0	0							
45775													0	0	0	0	0	0																			
46053													95	0	0	0	0	0																			
46941													11	0	0	14	6	0																			
47247	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
47256													0	0	0	0	0	0																			
47452													4	0	0	8	1	0																			
47500													0	0	3	41	0	8																			
48057													0	0	0	0	0	4													0	0	0	0	0	0	
48150													0	0	0	0	0	12																			
48374													158	0	55	659	0	136																			
48440													39	19	0	5	0	0																			
49054													0	0	0	0	0	0																			
49148													0	0	0	9	0	0																			
49241													44	0	8	0	0	0																			
49652													0	0	0	0	0	0																			
49858													0	0	0	0	0	0																			
49951													0	0	0	0	0	0																			
50144													9	6	0	13	27	0													0	0	0	0	0	0	
50461				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
51253	0	0	0	0	0	2	0	0	0	0	0	0	41	1	11	80	27	2	5	0	0	0	0	0	0	0	0	0	0	2							
51356				0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
51459													0	0	0	12	0	4																			
51842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
52719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
52951													58	0	210	78	3	211																			
53051													1	0	6	0	0	0																			
54058	0	0	0	0	0	4465	0	0	0	0	0	4465	25	0	0	23	0	1	0	0	0	0	0	0	0	0	0	0	0	0							
54656	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	23	0	9	0	0	0	0	0	0	0	0	0	0	0	0							
54973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1271	0	1555	0	0	1623	0	0	0	0	0	0	0	0	0							
55336													0	0	0	15	0	0																			
55635													63	0	0	0	0	0																			
55653													60	25	0	0	0	0																			
55970													0	0	0	0	0	0																			
56258													0	0	0	0	0	0																			
56351	0	0	0	0	0	2661	0	0	2661	0	0	0	557	1	40	320	14	4	0	0	0	0	0	0	0	0	0	0	0	0							
56548													0	0	0	0	0	0																			
56717													0	0	0	3	0	15																			
57040				0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
57451													0	0	0	22	0	0																			
58225													5	0	95	0	0	0																			
58243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0							
58355													0	0	0	0	0	0																			
58551													168	6	34	16	4	0																			
58636													507	0	79	90	0	53																			
58757													0	0	0	1	0	0																			
58971	0	0	0	0	0	0	0	0	0	0	0	0	16	0	32	34	0	31	0	0	361	0	0	0	0	0	0	0	0	0							
59316													235	0	131	0	0	0																			
59352													0	0	0	0	0	0																			
59370													0	0	0	626	0	94																			
59754													0	1	0	0	8	0																			
60143							0	0	0																												
60330	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	16	0	8	0	0	0	0	0	0	2	0	0	0	0	0							
60545													7	1	0	37	0	7																			
60554													0	0	0	1	0	0																			
60648													6	0	18	0	0	24																			
61122	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	153	37	0	0	0	0	0	0	0	0	0	0	0	0	0							
61355													0	0	24	10	0	0																			
61476													1	0	0	0	0	0																			
61757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
61832													0	0	0	0	0	0																			
61953													2	0	0	0	0	0																			
62044													0	0	0	0	0	0																			
62110													0	0	0	0	0	0																			
62147													0	0	0	0	0	0																			
63050													85	15	15	0	0	0																			
63069							0	0	0																												
63201													0	0	0	10	0	0																			
63573													0	0	0	0	0	0																			
63733	0	0	0	0	0	29	0	0	0	0	0	0	244	0	142	1484	645	143	0	0	0	0	0	0	0	0	25	0	0	4							
63742													0	0	0	0	0	20																			
64150													0	0	0	0	0	0																			
64552	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
64730													11	0	2	56	0	0																			
65205													0	0	0	1	0	9																			
65513							0	0	0																												
65559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
65858													45	0	0	48	0	44																			
66154													38	18	0	53	0	15																			
66275													0	0	5	6	0	0																			
66677				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
67142													0	0	0	0	0	0																			
67151													17	0	0	0	0	0																			
67209													0	0	0	221	0	121																			
67254													0	0	0	0	0	0																			
67656	0	0	0	0	0	504	0	0	0	0	0	0	1	0	0	364	0	4	0	0	85	0	0	504	0	0	0	0	0	0							
67870													0	0	0	0	0	0																			
68671													0	0	0	0	0	0																			
68756	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
68831													4	0	0	0	0	0																			
69333	0	0	0	0	0	0	0	0	0	0	0	0	396	0	8	120	1	8	0	0	109	0	0	0	0	0	0	0	0	0							
69678													0	2	0	40	0	0																			
70218				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
70414													4	0	0	22	5	0																			
70638													93	0	34	353	0	386																			
70955													0	0	0	8	0	0																			
71073													0	0	0	0	0	0																			
71457													0	0	0	0	0	0																			
71859													0	0	0	0	0	0													0	0	0	0	0	0	
72258													0	0	0	0	0	0																			
72351													0	0	0	13	3	0																			
72454													35	0	0	2	0	0													0	0	0	0	0	0	
72678													70	0	42	125	0	45																			
73116													0	0	0	0	0	0																			
73152													0	0	0	77	0	0																			
73554													1	1	8	0	0	0																			
73956													0	0	0	0	0	0																			
74056													0	0	0	0	0	0																			
74140	0	0	0	0	0	283	0	0	116	0	0	167	24	0	0	84	0	0	0	0	107	0	0	0	0	0	0	0	0	0							
74403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	217	0	0	24	0	0	0	0	0	0	0	0	0							
74449													12	0	0	1	0	0																			
75259													0	0	0	0	0	0																			
75446													55	0	0	26	21	0																			
75455													0	1	16	0	2	26																			
75633							0	0	44213																												
75651													81	5	10	6	0	0																			
76153				0	0	0	0	0	0	0	0	0	183	0	45	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
76443													23	0	0	12	0	6																			
76854													0	0	0	43	0	0																			
77150				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
77253													47	0	0	77	0	39																			
77422													0	0	0	0	0	0																			
77851	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	62	7	2	0	0	0	0	0	0	0	0	0	0	0	0							
78157													0	0	0	0	11	0																			
78241													29	1	3	17	0	1																			
78559													5	0	0	0	0	0																			
79042	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
79127													17	0	19	51	0	168																			
79145													0	0	0	3	0	0																			
79257													0	0	0	0	0	2																			
79855													127	0	0	87	40	0													0	0	0	0	0	0	
80150													32	1	0	33	1	17																			
80374													0	0	0	0	0	0																			
80431													30	0	4	25	0	116																			
81175													3	0	3	0	0	0																			
82033													0	0	0	14	0	0																			
82257													0	0	0	0	0	0													0	0	0	0	0	0	
82350													36	0	0	13	0	6																			
83151													0	0	0	0	0	0																			
83236													0	0	0	0	0	0																			
83375													0	0	0	46	0	2																			
83638							0	0	0																												
83834													0	0	0	0	0	0																			
83852													0	0	0	1	0	0																			
83955													55	0	4	9	0	0													0	0	0	0	0	0	
84046													0	0	0	0	12	0																			
84541													3	0	0	54	33	7																			
84804													1	0	10	0	0	0																			
85052													0	0	0	0	0	0																			
85472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	268	0	0	0	0	0	0	0	0	0							
85931													0	0	0	0	0	0																			
86349													69	0	8	277	0	33																			
86675													0	0	0	0	0	0																			
87047													0	0	0	0	0	0																			
87159													0	0	4	0	0	20																			
87234													0	0	0	9	0	0																			
87476													0	0	43	0	0	0																			
87579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
88231													1	0	7	0	0	0																			
88259													5	0	0	0	0	0																			
88352				0	0	0	0	0	0	0	0	0	40	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
88455													0	0	0	0	0	0																			
88950													3	0	0	0	0	0																			
89032													0	0	1	71	0	0																			
89135													11	0	0	1	0	0																			
89854													0	0	0	0	0	0																			
89957													0	0	0	51	0	0																			
90047													0	0	0	0	0	10													0	0	0	0	0	0	
90177													0	0	0	3	0	0																			
90328													0	0	0	0	0	0																			
90337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	20	0	0	0	0	0	0	0	0	0	0	0	0							
90579													0	0	0	0	0	0																			
91615													22	25	3	1	0	0																			
91754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	33	0	0	0	0	0	0	0	0	0							
91950													0	0	0	0	0	0																			
92144													0	0	0	0	0	0																			
92676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0							
92706													0	0	0	40	1	0																			
92902													109	0	0	117	0	0																			
93244													6	0	5	0	0	0																			
93543													22	0	22	0	0	0																			
93619							0	0	0																												
94139													88	0	175	40	0	72																			
94522													12	39	0	61	0	0																			
94755													0	0	4	40	0	0																			
94858													0	0	0	130	7	14																			
95051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	677	72	0	0	0	0	0	0	0	0	0	0	0	0	0							
95677													8	0	1	0	0	0																			
96553													0	0	2	0	0	0																			
97055													10	0	0	0	0	0																			
97279													40	0	35	7	0	31																			
97457													15	0	9	0	0	0													0	0	0	0	0	0	
97804													0	0	0	0	0	0													0	0	0	0	0	0	
97943													117	248	0	7	3	0																			
98351													0	0	0	0	0	0																			
98463													0	0	0	0	0	0																			
98717				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
99143													33	12	27	44	0	11																			
99376	0	0	0	0	0	0	0	0	0	0	0	0	211	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
99442													222	18	65	71	88	6																			
99536													0	0	46	120	0	12																			
99853													2	0	10	81	2	14																			
100236													25	0	52	19	60	6																			
100357													4	0	0	0	0	0																			
100562	0	0	0	0	0	389	0	0	376	0	0	0	290	0	13	3	0	65	0	0	494	0	0	0	0	0	0	0	0	13							
100777													0	0	0	0	0	0																			
100843													268	0	4	79	0	22																			
101019							0	0	0																												
101037													28	0	14	38	0	11																			
101439				0	0	0	0	0	0	0	0	0	109	5	2	92	5	12	0	0	0	0	0	0	0	0	0	0	0	0							
101671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	5	0	0	0	0	0	0	0	0	0	0	0	0	0							
101738													874	16	0	317	117	0																			
101952													2	0	8	0	0	0																			
102333													5	0	0	9	0	0																			
102342													0	0	0	0	0	0													0	0	0	0	0	0	
102539													0	0	0	0	0	0																			
102557													0	0	0	0	0	0																			
102874				0	0	0	0	0	0				0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
103134													0	0	5	26	0	10																			
104234													59	0	0	14	0	0																			
104542													16	0	15	61	33	12																			
104971													0	0	0	0	0	0																			
105026													56	0	0	10	13	10																			
105473													0	0	0	28	0	0													0	0	0	0	0	0	
105530													0	0	0	37	0	7																			
106359	0	0	0	0	0	0	0	0	0	0	0	0	853	0	137	47	0	3	0	0	0	0	0	0	0	0	0	0	0	0							
106452													0	0	0	0	0	0																			
106676													0	0	0	0	0	0																			
107244	0	0	0	0	0	35	0	0	0	0	0	0	44	0	81	1460	0	2365	0	0	0	0	0	0	0	0	32	0	0	3							
107459													0	0	0	2	1	0																			
107570													98	0	38	2	0	74																			
107758													0	0	0	0	0	4													0	0	0	0	0	0	
108072													3	0	2	46	0	0													0	0	0	0	0	0	
108269													0	0	0	7	0	0													0	0	0	0	0	0	
108652													29	0	0	0	0	0																			
108746													0	0	0	0	0	0													0	0	0	0	0	0	
108951													0	0	0	0	0	0																			
109136													0	0	0	0	0	0																			
109154													0	0	0	0	0	16													0	0	0	0	0	0	
109453													3	0	0	0	0	0																			
109574													0	0	0	0	0	0																			
109659													0	0	0	4	4	0																			
110413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
110936													0	0	0	0	0	0																			
110945													6	0	1	17	0	3																			
110972													3	0	17	0	0	0																			
111157				0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0							
111205													0	0	0	0	0	0																			
111942													0	0	0	1	0	59																			
111979													0	0	0	7	2	0																			
112163	0	0	0	0	0	0	0	0	0	0	0	0	78	0	32	397	0	84	0	0	13	0	0	0	0	0	0	0	0	0							
112332													107	30	15	117	5	0																			
112510													0	0	0	0	0	0																			
112556													7	0	0	8	0	0																			
112837							0	0	0																												
113003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
113030													102	1	0	64	19	0																			
113441													31	0	0	0	0	0																			
113601													0	0	0	0	0	0																			
113740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
114149													10	0	0	0	0	0																			
114260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9529	0	0	0	0	0	0	0	0	0							
114457													47	0	0	16	0	0																			
114774													0	0	0	0	0	0																			
114840													0	0	0	13	0	1																			
114859													0	0	0	0	0	0																			
115146													42	0	0	40	0	0																			
115575													0	0	0	23	0	0																			
116358													26	0	0	22	0	0													0	0	0	0	0	0	
116554													0	0	0	0	0	0																			
116741													13	0	0	0	0	0																			
117038				0	0	0	0	0	0	0	0	0	25	0	3	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
117074													0	0	0	5	0	0																			
117458													0	0	0	4	0	0																			
117775				0	0	0	0	0	0				13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
118156													63	18	0	24	1	0																			
118660													0	0	0	0	0	0																			
118736													0	0	0	13	0	0																			
119153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
119528													69	0	10	99	0	0																			
119779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0							
119872													0	0	0	0	0	0																			
120476													0	0	0	0	0	0																			
120542													0	0	0	1	0	2																			
120609													8	0	32	268	0	234																			
120953													0	0	14	2	0	0																			
121642	0	0	0	0	0	0	0	0	0	0	0	0	126	9	0	484	450	26	0	0	0	0	0	0	0	0	0	0	0	0							
121651													22	0	27	59	0	69																			
121914													85	0	29	63	0	78																			
122153													217	12	48	23	20	12																			
122546													66	0	0	14	0	0																			
122854	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	59	0	33	0	0	555	0	0	0	0	0	0	0	0	0							
123075													0	0	0	10	0	0																			
123374													24	0	5	30	0	20																			
124344													0	0	0	0	0	0																			
124830													0	0	3	4	0	0																			
125154	0	0	0	0	0	0	0	0	0	0	0	0	83	2	0	419	11	0	0	0	0	0	0	0	0	0	0	0	0	0							
125855													27	0	30	66	0	8																			
125873													0	0	0	0	0	0																			
126012													122	0	0	0	0	0																			
126049													0	0	0	0	0	1																			
126375													106	38	19	12	7	1																			
126553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
126834													142	0	50	100	0	45																			
127055													0	0	0	0	0	0																			
127224													55	0	53	62	0	22																			
128258													0	0	0	1	0	0																			
