"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK087	RCFDK088	RCFDK089	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDL183	RCFDL184	RCFDL185	RCFDL186	RCFDL187	RCFDL188	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	RCONK055	RCONK056	RCONK057	RCONK058	RCONK059	RCONK060	RCONK061	RCONK062	RCONK063	RCONK064	RCONK065	RCONK066	RCONK067	RCONK068	RCONK069	RCONK070	RCONK071	RCONK087	RCONK088	RCONK089	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	RCONK111	RCONK112	RCONK113	RCONK114	RCONK115	RCONK116	RCONK117	RCONK118	RCONK119	RCONK120	RCONK121	RCONK122	
1669																																																																																																								0	0	0							35	2043	258	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0				0	0	0	108	49	0	0	0	0	0	0	0	0	0	0		0	0	940	140	41	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
1856																																																																																																								0	0	0							0	766	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	750	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
2161																																																																																																								0	0	0							622	1256	3	0	0	0	0	0	0	0	0	622	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	815	0	0	0	0	0						0	0	0	0	0	0	190	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
2732																																																																																																								0	0	0							534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	534	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
2750																																																																																																								0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
3252																																																																																																								0	0	0							1030	1241	439	709	619	192	196	0	88	236	235	47	0	0	0	0	0	0				0	0	0	619	192	709	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	12	0	0	0	98				0	0	0	166	186	47	149	177	43	0	0	0																																																				
3458																																																																																																								0	0	0							298	524	65	0	0	0	108	65	34	208	0	264	0	0	0	0	0	0				0	0	0	176	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
3720																																																																																																								0	0	0							96	595	2	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		29	0	29	0	0	0								0	23	0	0	22	0	0	532	0	0	39	0				532	0	0	0	0	0	0	0	0	0	0	0																																																				
3971																																																																																																								165	0	0							1406	4878	43	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0				0	43	81	0	0	0	0	0	0	0	0	0	0	0	0		1142	0	193	0	134	0								690	3318	0	0	0	0	0	0	0	0	0	0				142	43	289	0	0	83	0	0	83	0	0	0																																																				
4156																																																																																																								0	0	0							902	773	0				418	0	603	0	0	57	0	0	0	0	0	0				0	0	0	0	0	40	0	0	0	0	0	0	0	0	0		6	0	0	0	0	0								0	0	0	0	0	0	0	355	0	0	0	196				0	0	0	0	0	40	0	0	40	0	0	0																																																				
4231																																																																																																								0	0	0							400	179	0				23	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		98	0	155	0	0	0								0	0	0	0	0	0	0	0	0	0	302	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
5069																																																																																																								0	0	0							6862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2387	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	4475	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
5135																																																																																																								0	0	0							1776	2004	238	786	66	0	85	40	70	1476	0	319	0	0	0	0	0	0				0	0	0	66	0	786	0	0	0	14	1	7	0	0	0		90	89	284	156	0	0								0	0	0	34	0	0	0	0	0	0	390	0				0	0	1131	0	0	0	0	0	0	0	0	0																																																				
5210																																																																																																								0	0	0							4543	5092	964	0	0	0	79	0	964	36	0	197	0	0	0	0	0	0				388	407	0	24	0	0	0	0	0	0	0	0	0	0	0		0	0	2247	557	0	0								0	0	0	0	0	0	2094	143	0	0	3272	110				0	0	47	0	0	0	0	0	0	0	0	0																																																				
5461																																																																																																								0	0	0							6958	1886	0	0	0	0	0	0	0	1886	0	4460	0	0	0	0	0	0				0	0	0	0	0	1689	0	0	0	0	0	0	0	0	0		131	678	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	6503	0	0	0	0	0	0	0	0	0																																																				
5751																																																																																																								0	0	0							1227	830	25	889	0	0	0	23	0	291	0	302	0	0	0	0	0	0				85	0	0	0	0	889	0	0	0	0	0	0	0	0	0		27	0	138	0	0	0								0	0	0	0	0	0	246	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
6039																																																																																																								0	0	0	0	0	0	0	0	0	3154	1246	50	28	35	0	140	0	107	566	0	2676	0	0	0	0	0	0	0	0	0	0	0	0	51	0	28	0	0	0	6	14	0	0	0	0	0	244	0	77	32	0	0	0	0			0	0	0	0	227	0	0	0	0	123	0	0	0	0	88	0	0	0	0	0	0	0	0	445	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329																																																																																																								0	0	0	0	0	0	0	0	0	3878	16216	35	0	0	0	814	0	73	232	0	97	0	0	0	0	0	0	0	0	0	112	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	1253	0	1435	0	216	0	0	0			0	0	0	84	111	0	0	0	61	2583	39	0	0	1040	29	0	0	26	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	
7009																																																																																																								0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
