"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDHT50	RCFDHT51	RCFDHT52	RCFDHT53	RCFDHT58	RCFDHT59	RCFDHT60	RCFDHT61	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	RCONG314	RCONG315	RCONG316	RCONG317	RCONG318	RCONG319	RCONG320	RCONG321	RCONG322	RCONG323	RCONG348	RCONG349	RCONG350	RCONG351	RCONG352	RCONG353	
1669																																																																																																																																																0	0	43704	51007	47954	0	0	2000	2052	0	0	0	0	29827	29265	88612	83259		29827	29265	0	0	0	0	14367	180	14186	18011	28874	29944	0	0	0	0	0	6127	15763	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
1856																																																																																																																																																0	0	8600	0	0	1000	977	2001	2012	0	0	0	0	1000	977	11093	11098		0	0	0	0	0	0	0	5270	3012	0	0	192	0	0	0	0	0	0	0	1759	1865																									0	5270	0	5223									0	0	0	0	0	0	3647	3624	0	0	0	0	0	0	0	0							
2161																																																																																																																																																0	0	7296	1992	1970	0	0	9783	9783	0	0	0	0	0	0	128602	120464		0	0	46272	41677	0	0	887	3721	887	1970	132	25071	25371	5333	0	0	0	6732	11311	1002	38934																									0	0	0	0	0	0	6740	6554	0	0	18121	16823	0	0	0	0	0	0	8336	7454	0	0	0	0	0	0	33587	32482							
2732																																																																																																																																																0	0	18645	4006	4006	0	0	0	0	0	0	300	300	0	0	52123	50719		0	0	25347	24460	0	0	11628	3050	8578	24669	12773	1649	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
2750																																																																																																																																																0	0	9392	496	494	0	0	0	0	0	0	0	0	0	0	16950	16404		0	0	9617	9328	2500	2454	934	85	934	1297	5752	7059	1032	77	125	0	0	0	43	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
3252																																																																																																																																																0	0	162255	80358	79838	0	0	0	0	0	0	0	0	0	0	172541	169429		0	0	47942	46495	0	0	80369	24930	61723	23369	6633	14496	6632	480	70	1004	4861	3316	742	14821	6352																									0	0	0	0									0	0	0	0	0	0	18261	17708	0	0	0	0	0	0	31	31							
3458																																																																																																																																																0	0	3271	339	330	0	0	611	581	0	0	0	0	1705	1719	18062	16699		1705	1719	9280	8522	0	0	508	0	508	748	2011	8152	0	0	0	0	0	1471	3699	35	1780																									0	0	0	0									0	0	0	0	0	0	1910	1815	0	0	0	0	0	0	0	0							
3720																																																																																																																																																0	0	64010	13914	13611	0	0	0	0	0	0	0	0	42197	39054	94033	89419		34453	31733	0	0	4500	4351	1588	750	837	13841	7879	35695	6481	0	0	0	405	24615	41113	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
3971																																																																																																																																																0	0	7570	27397	26478	0	0	44880	41468	0	0	0	0	0	0	132484	122651		0	0	5923	5228	4000	3730	25	6112	0	5396	26075	63430	10706	0	25	71	556	5963	4158	159	0																									0	0	0	0									0	0	0	0	0	0	157	159	0	0	0	0	0	0	0	0							
4156																																																																																																																																																0	0	44686	2537	2380	0	0	0	0	0	0	0	0	0	0	65891	62181		0	0	43209	40814	0	0	2701	504	2198	6505	12263	28362	1834	0	0	0	0	5264	1522	1960	1769																									0	0	0	0									0	0	0	0	0	0	3941	3730	0	0	0	0	0	0	0	0							
4231																																																																																																																																																0	0	31947	6983	6832	0	0	0	0	0	0	0	0	0	0	59498	56883		0	0	32286	31020	1500	1462	1986	0	1986	3964	2180	23040	8145	0	0	0	0	6212	11357	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
5069																																																																																																																																																0	0	0	0	0	0	0	6343	6764	0	0	0	0	0	0	7878	8604		0	0	1535	1840	0	0	0	4031	0	498	0	4075	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
5135																																																																																																																																																0	0	78421	42789	42786	0	0	0	0	0	0	0	0	0	0	90345	89498		0	0	1710	1678	0	0	61663	64284	6579	10650	6307	1234	443	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
5210																																																																																																																																																0	0	328619	0	0	0	0	16850	16419	0	0	0	0	28019	27679	608393	576360		22202	21967	44505	39682	0	0	20458	6220	14216	23749	90303	168329	17020	12	10	644	2589	93789	117422	6	70070																									0	0	0	0									0	0	0	0	0	0	47548	46406	0	0	21272	20813	0	0	0	0							
5461																																																																																																																																																0	0	17177	5026	4738	0	0	0	0	0	0	0	0	0	0	391031	367707		0	0	134978	128150	15000	14238	931	4646	931	20241	41005	85381	78498	0	0	0	314	63133	61670	0	11889																									0	0	0	0									0	0	0	0	0	0	12772	11889	0	0	0	0	0	0	0	0							
5751																																																																																																																																																0	0	29974	1901	1799	6250	5964	0	0	0	0	0	0	6250	5964	91321	87436		0	0	51464	48042	0	0	0	19697	0	15	3000	37444	15132	6503	0	16	0	0	37	4780	7062																									0	13769	0	13838									0	0	0	0	0	0	11170	11083	0	0	0	0	0	0	0	0							
6039																																																																																																																																																0	0	29019	31963	31597	0	0	0	0	0	0	0	0	0	0	35432	34943		0	0	1558	1529	500	478	10421	1023	9423	19628	1837	2172	451	0	0	0	0	0	0	410	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	410	0	0	0	0	0	0	0	0							
6329																																																																																																																																																0	0	3404	0	0	0	0	0	0	0	0	0	0	0	0	160188	149741		0	0	12773	11627	35000	34061	0	0	0	16767	15373	17680	732	0	0	0	0	19278	75170	0	4741																									0	0	0	0	0	0	0	0	0	0	102481	94448	0	0	0	0	0	0	4934	4741	0	0	0	0	0	0	0	0							
7009																																																																																																																																																0	0	429769	341812	339074	0	0	0	0	0	0	0	0	0	0	442139	437174		0	0	75327	73112	0	0	384370	118168	266202	32351	9166	11287	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
7045																																																																																																																																																0	0	11485	0	0	0	0	0	0	0	0	0	0	387	379	171278	163709		387	379	70269	68462	0	0	337	300	37	1288	2613	49888	16235	0	0	0	0	56569	13994	14768	8403																									0	0	0	0	0	0	2423	2309	0	0	71542	68254	0	0	0	0	0	0	25477	23171	0	0	0	0	0	0	0	0							
7072																																																																																																																																																0	0	66	0	0	0	0	26969	25840	0	0	0	0	32838	29878	40815	38613		5624	4679	3909	3570	0	0	2683	2202	481	1090	5621	27634	4538	0	0	16	150	11555	16327	0	1838																									0	0	0	0									0	0	0	0	0	0	2082	1838	0	0	0	0	0	0	0	0							
