"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RIADG377	
1669																																																																0	3860		6193			22487	0		727	234296	0	0	0	105854	2695		35501	435	5225	1562	1010	28774	68848	8786	21172	13720	23248	23785	37697				0	0					12940	1704	53997	3993							50														0				0		0	28								9696													10122			CONF	CONF		
1856																																																																2448	67		3579			1657	0		34	20803	0	0	0	4941	0		4454	1334	376	1138	65	1592	437	3256	1455	3529	3109	4068	444				0	0					1088	2410	913	761							0														6715				0		0	2								331													2572			CONF	CONF		
2161																																																															0	10030	3467		1034			29487	0		320	192158	0	0	0	74389	139	70654	11537	1248	10289	13575	45559	3253	466	14781	18973	28090	38254	16084	965				282	61					2454	16642	29818	21380						363	0														73515				812		0	83							0	1191	0	0	0	378	0			1	0	0	0	0	1381	70	0	CONF	CONF		
2732																																																																0	206617		0			29138	3059		0	472368	362	0	7482	25469	71		46539	795	3278	4504	16206	686	0	69065	21220	114065	210232	32143	1				0	0					1778	32939	33102	140353							0													0	266066				0		0	65								7													132			CONF	CONF	0	
2750																																																																6802	0		17774			3538	0		244	43167	0	0	0	920	10		17838	0	48	320	552	0	0	13281	4725	9307	11048	3003	883				0	24					161	2242	905	6949							0													0	17736				0		0	2922								358													318			CONF	CONF	0	
3252																																																															0	31886	826		47888			11057	0		3899	110387	0	147	0	55	0		0	15	40	0	0	0	0	30419	56164	11041	8655	2573	450				0	0					0	585	0	8278							0														48990				0		0	428								1697													3641			CONF	CONF		
3458																																																																9552	0		8030			7376	0		0	46576	0	144	0	10794	26		7950	537	1234	3337	5546	139	0	1611	7194	7418	15660	3602	0				0	0					337	1078	3945	2325							0													0	17881				264		0	5								1619													1345			CONF	CONF	0	
3720																																																																10639	8072		2357			22527	1649		1239	169080	0	0	0	36087	353		33501	1991	2962	6769	13239	7584	3515	18549	11678	30574	56845	15278	0				0	209					6414	9611	28723	33399							0														82210				0		0	117								3081													4603			CONF	CONF		
3971																																																																14555	48740		6011			167828	42068		0	742056	0	37677	4654	80880	1872		199656	2413	4566	7748	11517	12697	40796	121042	78501	132325	209223	102817	17004				0	327					23886	63909	65969	161171							812														246577				7460		875	70								311													25907			CONF	CONF		
4156																																																																18244	6342		5635			11372	7767		0	170368	0	59	0	54708	533		23996	1612	2136	3020	5083	24700	18149	11976	12020	15917	20616	42040	12195				0	0					2696	1106	2964	57083							0														22150				6135		0	0								950													909			CONF	CONF		
4231																																																															0	3212	909		440			2572	0		1054	41833	0	0	0	10598	24		6526	507	910	3192	4909	982	0	1063	4046	16251	9223	349	0				0	0					559	201	10371	9360							0														0				281		0	46								832													1655			CONF	CONF		
5069																																																																4450	5104		0			10398	2154		0	391563	5359	0	0	68597	3985		203221	6420	10958	48832	0	0	0	159227	113104	51519	0	0	0				0	0					55108	67091	57065	122970							0														39841				5324		0	0								0													0			CONF	CONF		
5135																																																															0	85159	3510		76013			44098	0		3435	350700	0	0	0	56486	834		190534	6524	13627	24257	9702	2137	150	49660	121441	101440	12109	5119	2759				655	0					2082	10203	41509	16713							0														45602				908		0	71								4084													5848			CONF	CONF		
5210																																																															0	87150	54091		5415			103575	88355		78767	1485449	0	0	0	315987	23957		110113	9674	16533	13827	9431	104880	161642	141637	45946	115098	98109	387458	376671				0	4235					17703	39374	297351	361685							767														799038				3545		0	375								377													7052			CONF	CONF		
5461																																																																30888	69470		15525			30243	3055		0	412728	369	0	6237	30688	861		36107	2075	1135	1247	7345	9271	9484	17142	36027	70508	84093	167751	61				0	83					661	3936	51659	168054							0													0	275715				0		0	3747								38													4189			CONF	CONF	0	
5751																																																																25108	4238		14321			33288	1691		2807	145602	0	510	0	28008	154		27539	245	922	2340	2363	12153	9958	18492	16936	12965	16521	32386	19094				0	14					0	2115	19754	7639							27													0	24430				0		0	318								4379													1258			CONF	CONF	0	
6039																																																															0	34261	1299	0	4325	24472	0	24472	631		948	272596	0	0	0	51127	373	9324	33351	1930	3972	8628	12345	11078	12930	69855	34467	35255	43963	23403	11616	0	0	0	538	186	0				7561	22416	77941	39288	0	0				118	0														12011				118	1528	0	1528							0	895	0	0	0	0	0	0	0	0	0	0	0	0	4807	0	0	CONF	CONF		
6329																																																																3516	22543	0	488	83561	0	83561	5561		618	1059375	0	0	0	193958	5613	2521	207002	7995	21753	35056	125799	2012	90	61518	126650	158218	391694	122088	2624	0	0	0	0	1247	0				56057	131589	124508	65365	0	0				0	374													795	46255				2	577	0	577							0	285401	0	0	0	0	0	0	0	2	0	0	2	0	78773	0	178	CONF	CONF	0	
7009																																																															0	0	0		0			100148	0		0	428890	0	0	0	0	0		423263	0	0	0	0	0	0	423263	0	0	3733	1894	0				0	0					0	0	0	0							0														0				0		0	6150								0													322592			CONF	CONF		
7045																																																															0	5938	0		5052			4811	443		758	97401	0	0	0	54558	206	29241	4593	84	405	3473	682	7623	42133	1687	3992	11237	9560	8407	7758				456	9					1950	0	4186	7555						0	0														48820				371		0	0							0	6849	0	0	0	0	0			371	371	0	0	0	4630	0	0	CONF	CONF		
7072																																																																3799	18916		137			16733	6054		0	267424	0	0	2	164567	2540		13411	4146	7892	4088	4049	52740	91208	13354	4456	12151	9232	28886	34778				0	1665					1517	6954	25719	17553							329														116861				2319		0	0								0													1270			CONF	CONF		
7456																																																															0	13739	0		33603			12052	0		106	73483	0	0	0	3255	103		36692	39	307	1123	1786	0	0	35206	3509	7993	18014	3724	1782				0	11					857	247	2409	5451							0														50261				0		0	45								944													661			CONF	CONF		
7634																																																																1952	570		6858			8936	0		0	57817	0	0	0	15346	165		17064	561	1029	2974	6191	4591	0	3216	12280	10383	10526	4596	1360				0	0					2199	1723	1822	10135							0														1381				0		0	28								664													7419			CONF	CONF		
8033																																																																10041	3923		7715			18057	0		0	274779	0	0	0	119514	2776		103899	16555	17108	33759	51244	438	0	23438	53435	29634	41114	4335	1585				0	0					32971	32828	32697	9270							147													0	134110				0		0	209								1191													3587			CONF	CONF	0	
8462																																																															0	7652	0		7013			20481	0		0	57590	0	0	0	9272	0		10158	1487	188	68	195	2084	5250	16357	6064	7914	6682	8379	2260				0	0					0	63	3286	1095							0														0				0		0	0								6274													2454			CONF	CONF		
8631																																																																160	0		744			3720	0		874	35975	0	0	0	18561	235		2753	1	88	658	929	4985	11900	1284	1381	1642	4755	5321	2246				0	0					0	1445	443	6545							0													0	0				70		0	83								2042													1123			CONF	CONF	0	
9357																																																																0	24278		0			125238	970		0	364626	0	18678	0	60	85		147256	0	0	0	0	60	0	90659	122306	44522	71457	35623	0				0	1020					0	138	37122	38373							0													0	205511				0		116798	966								67													833			CONF	CONF	0	
9553																																																															0	48701	3140		39809			10029	0		0	118257	0	0	0	7288	52		38185	463	1013	1098	2114	2437	163	39704	2844	10674	22826	26235	8685				0	0					1551	1909	1915	609							0														67538				0		0	2005								804													445			CONF	CONF		
9807																																																																0	443502	0	0	35120	0	35120	34387		0	1539171	1658	0	0	234210	15835	60863	400727	6460	5337	27615	23053	87176	78631	137987	250944	229555	299489	378515	258	0	0	0	0	15	0				49468	250808	72966	403236	0	0				2957	2917													0	441543				46051	1046	0	1045							0	0	5688	3961	3310	9665	20470	0	0	0	0	0	0	0	237	0	1432	CONF	CONF	0	
9955																																																																15154	2751		1408			13446	2722		0	101265	0	9352	0	11906	0		25606	0	374	6221	5081	124	106	17485	7747	36137	22630	5341	0				0	0					558	0	782	42528							0														36518				0		0	296								238													124			CONF	CONF		
10250																																																																1251	20176		0			91828	13052		0	316368	0	0	0	40384	2753		37425	1992	1862	3757	8699	18670	5313	26177	21195	48567	103943	72604	2372				119	328					8025	14144	66864	46140							0														123660				0		0	57								7315													3932			CONF	CONF		
10849																																																															0	17499	9276		6666			9353	138		2536	184411	42	0	0	40134	70		18995	3762	6977	7818	21068	509	0	21450	24035	38860	47345	10470	2159				0	0					1755	18121	42528	31383							0														0				0		0	3470								606													918			CONF	CONF		
11145																																																																960	545	0	15	19049	0	19049	6020		2522	211084	0	0	0	49886	76	6285	23712	1436	4559	5770	11179	19769	7045	24109	9432	28394	50872	46555	1552	0	0	0	0	18	0				1629	7077	56205	17996	0	0				485	39													0	22003				1132	0	0	0							0	3423	0	0	0	397	27	0	0	223	223	0	0	0	45663	0	0	CONF	CONF	0	
11640																																																															0	19689	4109		42117			18933	2970		0	201102	0	0	0	28595	905		49835	1678	3918	2205	3002	9245	8547	24646	24916	48366	29797	21757	22917				0	0					4184	28485	17660	23528							0														85255				23		0	100								5855													3972			CONF	CONF		
11837																																																																2030	6086		33			5208	650		3038	62744	137	0	0	21075	204		12999	687	4617	5873	7618	1568	712	5323	6701	14682	9744	5356	0				95	251					2669	2546	12409	5899							0														701				0		50	19								189													430			CONF	CONF		
12030																																																															0	41950	1166		1493			32616	0		1	330072	0	0	0	77603	123		43123	2663	14868	21334	9594	25950	3188	18410	51461	112611	41696	20397	4685				669	193					2776	16652	103695	26250							0														0				0		0	470								14214													10201			CONF	CONF		
12142																																																																6028	8238		3010			21809	1243		0	132246	0	281	0	39929	1283		28112	3059	3128	12458	19347	1727	210	5943	15982	17203	37849	14239	1101				0	0					3910	3305	2854	25320							0													0	0				520		0	0								5362													9674			CONF	CONF	0	
12311		168217	3289614	2325635	193289	33115285	415243	7975586	0	823601	115333924	0	638103	22661763	189474	19296859	51195560	2317689	8818410	13942860	13029737	2818336	0	4998	50	0	748155	559245	571141	1311	5358			400582	2003795	5555598	8383734	0	5217320													60899420	474498	0	13612720	62084	0	57228	0	0	0	7118879		168217	3289614	24869	193289	33115285	67239		7975586	0	823601	114985920	0	5217320		22661763	189474	9787789		241050	543011	594474	1185948	11227206	8737700							4998	50	748155	559245	571141					400582	2003795	5555598	8383734						308403	94044													0						1082407	1218359									13612720	0	1047	1452	20787	23497				0				7118879		597755	CONF	CONF	0	
12647																																																															0	13247	13741		6208			11681	912		2607	106740	0	0	0	25238	66		14368	2655	4599	6233	2228	8928	504	13442	16814	21229	11690	17950	340				293	24					1119	2283	6575	22459							0														87156				0		0	2								78													207			CONF	CONF		
12656																																																															0	1060	0		762			753	0		0	10265	0	0	0	5813	0		969	4	49	146	1388	2722	1458	216	700	1144	1129	1068	188				0	0					16	0	73	396							0														0				35		0	18								1029													345			CONF	CONF		
12946																																																																91824	30695		20179			275607	0		4881	1507652	0	0	0	296401	7962		357078	13243	31707	71706	136673	23993	16319	127071	203476	308904	451756	106466	5363				2067	0					26242	149076	223159	342299							533													0	1005343				41		0	1027								9675													26558			CONF	CONF	0	
13103																																																																0	107246	0	0	143098	0	143098	35438		0	2096689	0	0	0	731414	5744	66439	30446	9022	6926	11545	18963	149937	533864	256234	65445	147693	303628	317879	273759	0	0	0	0	47	0				28082	83152	300966	335174	0	0				2836	134														923412				6410	797	0	798							0	319564	0	0	0	0	1511	2055	0	8	0	0	0	0	5966	2055	976	CONF	CONF		
13251																																																																3264	0		2050			3612	0		0	35824	0	0	0	12570	814		9802	565	831	3061	7044	0	564	2971	5435	4561	9339	608	262				0	0					373	759	496	7648							0														0				609		0	0								2202													2036			CONF	CONF		
13457																																																																4227	0		3755			975	0		0	9384	0	0	0	0	0		465	0	0	0	0	0	0	4039	386	1111	1878	725	1245				0	0					0	0	205	0							0													0	0				0		0	0								102													120			CONF	CONF	0	
14155																																																															0	55331	1492		29627			16189	3208		63	241848	0	0	12005	60426	476		96512	3684	13963	13675	15660	7520	5791	36393	43366	38790	49694	11775	1190				0	0					25459	10551	17302	14736							0														155355				1340		0	894								2263													3831			CONF	CONF		
14650																																																																81	0		439			9193	0		0	32981	0	0	0	2934	0		1831	357	158	153	151	381	1734	352	1032	2258	3943	21905	518				0	0					0	0	1339	841							0														0				396		0	90								2582													15482			CONF	CONF		
14753																																																																4383	0		9777			3780	0		26	20209	0	125	0	804	0		5833	97	72	180	53	402	0	977	5645	3029	4151	5603	0				0	0					0	0	788	77							0														0				0		0	2								298													149			CONF	CONF		
14865																																																																136366	10118		116994			66887	911		9593	475641	0	0	0	19370	836		134205	1198	926	2639	4127	4988	5492	90826	62818	49533	44194	78309	123949				1174	1099					15367	10332	46173	39213							0														137906				0		0	139								172													897			CONF	CONF		
14977																																																															0	7930	0		8525			4190	0		0	37108	2	0	0	5917	85	1075	5490	295	35	443	407	4392	346	8952	724	3121	4983	11891	1501				0	0					268	49	2208	2676						0	0														0				0		0	0							0	3265	0	0	0	0	0			0	0	0	0	0	1997	0	0	CONF	CONF		
16551																																																																4759	7144		3012			16939	9049		1468	237893	0	659	0	67126	792		18797	1336	5118	14390	18046	25768	2012	13216	9950	39966	42668	56765	7630				508	68					8997	67070	11526	27020							0													0	60493				309		0	341								3313													8102			CONF	CONF	0	
17110																																																															0	0	0		0			9813	0		0	85070	0	0	0	31	0	31	35393	31	0	0	0	0	0	85039	0	0	0	0	0				0	0					0	0	0	0						0	0														8469				0		0	84							0	0	0	0	0	0	0			0	0		0	0	75142	0	0	CONF	CONF		
17147																																																															0	154589	635039	0	54488	2826660	0	2826660	497631		788467	9360179	0	0	0	1230480	15010	103653	3301545	96777	76143	62021	139311	598160	249515	4860840	251802	492598	936594	849134	704585	0	0	0	0	24598	930				68930	484045	974521	1438158	0	0				85	3911														1536448				85	42949	1466	42949							0	74200	0	0	0	0	0	0	0	0	0	0	0	0	48948	0	43	CONF	CONF		
17259																																																																4037	0		1298			4853	0		1638	33470	29	133	0	8949	0		11036	578	1313	1690	4331	889	148	5999	3146	4006	4000	4809	2590				0	0					626	0	0	7746							0														8039				0		0	33								1158													3028			CONF	CONF		
17950																																																																82265	585		30937			33998	3110		1256	298440	0	129	80	59159	2261		43287	1646	3098	9993	21177	15407	7624	18745	20576	32398	57626	58393	50298				0	128					5170	8171	39532	16863							0													0	115303				458		0	61								6163													8652			CONF	CONF	0	
17978																																																																750	5023		5			0	421		0	136802	0	0	0	102510	1713		1967	48	40	315	453	15497	86157	454	1442	2425	1555	8793	19623				0	8					9656	4392	4529	6151							95														102510				0		0	45								1109													490			CONF	CONF		
