"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
1669																																																																																																																																		392183	4192																																																																																																														
1856																																																																																																																																		46245	279																																																																																																														
2161																																																																																																																																		368464	2601																																																																																																														
2732																																																																																																																																		713765	5010																																																																																																														
2750																																																																																																																																		64717	509	0	0	50524	1170	891	280	0	0	0	0	0	0	933	14974	965	0	0	0	0	0	0	0	0	0	0	3938	1	237	4	3696	2095	15728	2393	46173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2095	15728	2393	46173	0	3146	1197	46173	50524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	8	0	0	
3252																																																																																																																																		289844	3757	0	2057	135975	7456	4258	3198	0	0	0	0	0	0	95217	50386	14557	839	12500	0	12500	0	0	0	0	0	0	4926	380	569	108	3869	100851	73152	14718	107513	10	10	0	0	0	10	336	168	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1790	895	0	0	0	895	100851	73152	14718	111377	0	14630	7359	111377	133918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458																																																																																																																																		75380	624	0	0	58149	3435	3048	387	0	1699	0	1699	0	0	1344	7164	10169	858	0	0	0	0	0	0	0	0	0	5371	2646	229	61	2288	7038	9479	20254	40842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7038	9479	20254	44920	0	1896	10127	44920	58149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																		384162	1792																																																																																																														
3971																																																																																																																																		1027757	9632	0	0	979384	35020	29299	5721	0	0	0	0	0	0	32520	57712	4622	45071	2717	0	2717	0	0	0	0	0	0	49199	109	5182	322	39756	62383	80875	130115	773645	2722	2722	0	0	0	2722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	9	0	225457	112729	0	248	10880	101601	62383	81123	141004	884747	0	16225	70502	884747	979384	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156																																																																																																																																		282501	2816	0	332	198702	17494	9663	7831	0	0	0	0	0	0	4351	53725	6769	2199	6315	0	6315	0	0	0	0	0	0	16807	0	428	0	13504	14014	69466	73582	130727	397	397	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8678	4339	0	0	0	4339	14014	69466	73582	146416	0	13893	36791	146416	198370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231																																																																																																																																		149486	864																																																																																																														
5069																																																																																																																																		512496	10736	0	4858	513445	64913	63823	1090	0	0	0	0	0	0	0	0	1535	7255	0	0	0	0	0	0	0	0	0	39455	0	0	0	39195	63823	1090	1535	377838	575	575	0	0	0	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29952	14976	0	0	0	14976	63823	1090	1535	394526	0	218	768	394526	508587	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135																																																																																																																																		601285	4565																																																																																																														
5210																																																																																																																																		2661526	18943	0	0	1594499	395614	376643	18971	0	66329	0	58480	7849	0	3226	552881	0	17816	0	0	0	0	0	0	0	0	0	177907	0	1238	0	132273	380176	693359	393940	1207745	0	0	0	0	0	0	9310	4655	0	0	0	4655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380176	693359	393940	1241359	0	138672	196970	1241359	1594499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461																																																																																																																																		819619	6429																																																																																																														
5751																																																																																																																																		261158	2409																																																																																																														
6039																																																																																																																																		424005	4295																																																																																																														
6329																																																																																																																																		1498225	18871	0	4497	1149999	153225	145729	7496	0	0	0	0	0	0	0	172231	493	0	1	0	1	0	0	0	0	0	0	76629	6	1073	0	72200	163292	180801	243762	936158	1617	1617	0	0	0	1617	10941	5471	0	0	0	5471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31888	15944	0	0	446	15498	163292	180801	251653	970810	0	36160	125827	970810	1145502	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																		884513	0	0	0	511524	18259	15759	2500	0	0	0	0	0	0	249858	155106	11603	0	0	0	0	0	0	0	0	0	0	11720	0	0	0	11720	265617	163747	11603	437339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265617	163747	12128	437339	0	32749	6064	437339	511524	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	47	0	0	
7045																																																																																																																																		266527	1155	0	0	128721	5562	5263	299	0	387	0	387	0	0	13651	107097	47021	0	0	0	0	0	0	0	0	0	0	8874	0	0	0	8874	18914	107783	105086	53312	0	0	0	0	0	0	111	56	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18914	107783	105086	53368	0	21557	52543	53368	128721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072																																																																																																																																		455358	2568	0	0	284404	7006	2439	4567	0	32388	0	26266	6122	0	0	9738	6539	26392	58577	0	58577	0	0	0	0	0	0	40425	0	2883	545	28743	2816	102031	195915	152194	0	0	0	0	0	0	394	197	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22096	11048	0	0	0	11048	2816	102031	195915	163439	0	20406	97958	163439	284404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456																																																																																																																																		127783	887	0	0	85359	5219	3554	1665	0	0	0	0	0	0	5973	35132	6087	0	0	0	0	0	0	0	0	0	0	4804	226	460	33	4085	9753	39153	9425	72815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9753	39153	9425	72815	0	7831	4713	72815	85359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634																																																																																																																																		87136	1231																																																																																																														
8033																																																																																																																																		361355	1896																																																																																																														
8462																																																																																																																																		173550	2007																																																																																																														
8631																																																																																																																																		74031	398																																																																																																														
9357																																																																																																																																		619951	3937																																																																																																														
9553																																																																																																																																		230432	1212	0	0	157835	5950	4316	1634	0	30438	322	28139	1977	0	26428	20339	1183	2861	9726	0	9726	0	0	0	0	0	0	10338	0	3044	0	6290	31066	62882	11862	130462	146	146	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	809	405	0	0	0	405	31066	62882	11862	137930	0	12576	5931	137930	157835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9807																																																																																																																																		2811237	33183	0	9011	1992836	377045	363143	13902	0	89867	0	66836	0	23031	169842	465169	3932	9531	0	0	0	0	0	0	0	0	0	175500	3968	1643	0	74778	540099	547550	186945	1460214	7733	7733	0	0	0	7733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180531	90266	0	0	0	90266	574686	547550	186945	1591753	0	109510	93473	1591753	1983825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																		202671	1708																																																																																																														
