"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDJA29	RCFDJF76	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONJA29	RCONJF76	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONLG26	RCONLG27	RCONLG28	RCONLL57	RCONLL58	RCONLL59	RCONLL60	RCONLL61	RCONMM07	RCONMQ52	RCONN523	RCONN524	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
1669																																		0	0	0	0	0	0		0	0	0	0	0	5745	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					2	70	0	0	0	0	0	0																					www.lnbparis.com	
1856																																		98	1100	0	98	0	0		0	0	0	1100	0	146	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					www.washitastatebank.com	
2161																																		0	0	7000	0	0	7000		0	0	0	0	0	5473	1	0	false	0	0	7000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					3	2553	0	0	0	0	0	0																					http://www.lamarnationalbank.com	
2732																																		1112	0	0	0	0	0		0	0	0	0	0	31279	3	0			0	0	0	0	0	0	0	0	0	0	0	0					0	1112																					0	0	0	0	0	0	0	0						Albank															www.albanybank.com	
2750																																		0	0	0	0	0	400		0	0	0	0	0	1398	1	0			400	0	0	0	0	0	400	0	0	0	0	400					0	0																					0	0	0	0	0	0	0	0																					www.genoacb.com	
3252																																		0	0	2000	0	0	3000		0	0	0	0	0	2200	1	0			0	2000	1000	0	0	0	0	0	0	0	0	0						0																					45	606	0	0	0	0	0	0																					https://www.fnbgordon.com	
3458																																		0	0	3500	0	0	3500		0	0	0	0	0	0	0	0			0	3500	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					www.farmbank.com	
3720																																		0	455	0	0	0	0		455	0	0	0	0	1039	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					www.bankofclarendon.bank	
3971																																		5415	1171	62962	489	0	97240		0	773	398	0	0	0	0	0			0	62962	34278	0	0	0	0	0	0	0	0	0					960	4926																					3	651	0	0	0	0	0	0																					www.midcountrybank.com	
4156																																		1783	0	0	1783	0	1500		0	0	0	0	0	0	0	0			0	0	0	1500	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					www.kanza.bank	
4231																																		0	0	0	0	0	0		0	0	0	0	0	13	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.fmbanksylvania.com	
5069																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					1000	0																					0	0	0	0	0	0	0	0																						
5135																																		1042	1011	5000	1042	0	23272		0	0	0	0	1011	12274	3	0			0	5000	7000	10000	1272	0	0	0	0	0	0	0						0																					1	34	0	0	0	0	0	0																					http://www.fsbanks.com	
5210																																		38530	0	0	35800	0	3026	true	0	0	0	0	0	5200	5	0	false		39	0	0	0	0	0	39	66	969	1952	0	3026					1044	2730																					5	242	0	0	0	0	0	0					http://www.nwsbbank.com	NWSB Bank, A Division of ACNB Bank	http://www.fcbmd.com	FCB Bank, A Division of ACNB Bank													http://www.acnb.com	
5461																																		66	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	66																					6	1231	0	0	0	0	0	0																					www.bankbac.com	
5751																																		1089	0	10000	1088	0	10000		0	0	0	0	0	799	0	0			0	10000	0	0	0	0	0	0	0	0	0	0					102	1																					0	0	0	0	0	0	0	0						Garden City State Bank															www.kcbks.bank	
6039																																		0	261	0	0	0	0		261	0	0	0	0	430	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					http://www.pineland.bank	
6329																																		0	1418	0	0	0	0		1292	0	55	0	71	236	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					11	2265	0	0	0	0	0	0																					www.abbank.com	
7009																																		0	0	0	0	0	0		0	0	0	0	0	54235	6	0			0	0	0	0	0	0	0	0	0	0	0	0					8271	0																					0	0	0	0	0	0	0	0																					http://www.bessemertrust.com	
7045																																		0	0	5000	0	0	5000		0	0	0	0	0	2550	2	0	false	0	0	5000	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					http://www.banktpb.com	
7072																																		7378	0	3320	5478	876	3320		0	0	0	0	0	855	0	815			0	3320	0	0	0	0	0	0	0	0	0	0					0	1024																			2	true	0	0	0	0	0	0	0	0																					www.wallkill.com	
7456																																		0	0	0	0	0	0		0	0	0	0	0	427	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0					www.bankofhartington.net																www.bankofhartington.com	
7634																																		0	0	0	0	0	0		0	0	0	0	0	2697	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					THEFOURCOUNTYBANK.COM	
8033																																		0	394	5136	0	0	5136		127	0	267	0	0	3161	2	0			0	5136	0	0	0	0	0	0	0	0	0	0					0	0																					11	1339	0	0	0	0	0	0																					www.thefriendlybank.com	
8462																																		0	0	0	0	0	0		0	0	0	0	0	3727	2	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					1	11	0	0	0	0	0	0																					http://www.perrytonbank.com	
8631																																		0	0	0	0	0	0		0	0	0	0	0	31	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.pcbsm.com	
9357																																		32205	0	0	28667	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					970	3538																					2	353	0	0	0	0	0	0																					www.fidelitybankmn.com	
9553																																		0	0	323	0	0	67483		0	0	0	0	0	639	0	0			1040	323	1408	3343	57778	19548	1040	446	1200	1945	0	4631						0																					0	0	0	0	0	0	0	0																					http://www.adamscountybank.net	
9807																																		0	4190	0	0	0	0		2599	0	1591	0	0	2156	2	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					18	3145	0	0	0	0	0	0																					www.amboybank.com	
9955																																		0	0	5800	0	0	23092		0	0	0	0	0	360	0	0			0	12120	8356	2616	0	0	0	0	0	0	0	0					63	0																					0	0	0	0	0	0	0	0																					www.fusion.bank	
10250																																		0	0	0	0	0	0		0	0	0	0	0	185	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					2	5	0	0	0	0	0	0																					www.thebankofelkriver.com	
10849																																		694	618	2000	694	0	2000		618	0	0	0	0	3301	1	0			0	2000	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					https://www.firststatebk.com	
11145																																		450	289	2496	450	0	20991		0	0	0	0	289	3671	1	0	false	0	0	2496	13021	474	5000	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					11	137	0	0	0	0	0	0																					www.losb.com	
11640																																		0	0	0	0	0	0		0	0	0	0	0	8163	2	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.fnbclarksdale.com	
11837																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					www.farmbk.com	
12030																																		0	536	0	0	0	0		0	395	110	0	31	1145	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.fnbsouth.net	
12142																																		0	0	0	0	0	0		0	0	0	0	0	167	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.clevelandstatebank.com	
12311	6028053	10796	2501712	5328529	463983	6669734		167937	5	464306	true	0	1307407	2501712	4	210786	802	0	1307407	1671344	131672	846007	343657	0	0	0	235541	0	0			0	0						6669734		0	798	9998	0	0																0		true	true					0	0	0	0	0	0	0	0	0		0	0	0	0	0						5186	385276	0	0	0	0	0	0					apply.huntington.com																www.huntington.com	
12647																																		462	0	10000	0	67	17000		0	0	0	0	0	2489	1	67			0	10000	0	3000	4000	0	0	0	0	0	0	0						395																					0	0	0	0	0	0	0	0																					http://www.PORTAGECOUNTYBANK.COM	
12656																																		0	0	0	0	0	0		0	0	0	0	0	114	0	0			0	0	0	0	0	0	0	0	0	0	0	0					15	0																					0	0	0	0	0	0	0	0																					http://www.mybankathome.com	
12946																																		38896	0	8104	28560	0	18176		0	0	0	0	0	4451	4	0			0	8104	5000	72	5000	0	0	0	0	0	0	0					3397	10336																					2	189	0	0	0	0	0	0																					www.myfarmers.bank	
13103																																		15790	0	0	11072	0	9038		0	0	0	0	0	8373	2	0	false	0	0	0	6827	533	1678	0	0	0	0	0	0	0	false	false	0	0	0	4718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					16	2766	0	0	0	0	0	0																					www.bristolcountysavings.com	
13251																																		0	0	0	0	0	0		0	0	0	0	0	71	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					1	10	0	0	0	0	0	0																					www.elysianbank.net	
13457																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.bankoflewellen.com	
14155																																		0	0	0	0	0	0	true	0	0	0	0	0	960	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					2	18	0	0	0	0	0	0																					https://www.fandcbank.com	
14650																																		90	0	0	90	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.banklg.com	
14753																																		0	0	0	0	0	0		0	0	0	0	0	2298	2	0			0	0	0	0	0	0	0	0	0	0	0	0					4	0																					1	3	0	0	0	0	0	0																					www.fsbbucklin.com	
14865																																		1119	0	0	0	0	0		0	0	0	0	0	1085	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	1119																					6	1069	0	0	0	0	0	0						Bank of Eastern Washington, a branch of Bank of Eastern Oregon															www.beobank.com	
14977																																		0	0	0	0	0	0		0	0	0	0	0	327	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					http://firstfedlfd.com	
16551																																		4723	0	0	2433	2290	0		0	0	0	0	0	268	0	2290			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0					www.vacationpropertyloans.com																http://www.northviewbank.com	
17110																																		0	0	0	0	0	0		0	0	0	0	0	11200	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	46021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					http://www.haverfordquality.com	
17147																																		762693	6521	375000	712753	9492	600077	true	0	0	585	5936	0	12719	4	9492	true	0	1212	375000	70000	25000	128865	0	1212	0	0	0	0	0	true	false	0	0		40448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					351	32941	0	0	0	0	0	0						First Merchants Private Wealth Advisors, A Division of First Merchants		Level One Bank, A Division of First Merchants Bank													http://www.firstmerchants.com	
17259																																		0	0	0	0	0	0		0	0	0	0	0	549	1	0			0	0	0	0	0	0	0	0	0	0	3384	0					0	0																					0	0	0	0	0	0	0	0						THE FIRST NATIONAL BANK IN COMANCHE															WWW.FNBMARLOW.COM	
17950																																		5297	0	0	3677	0	0		0	0	0	0	0	2458	2	0			0	0	0	0	0	0	0	0	0	0	0	0						1620																					8	33	0	0	0	0	0	0					www.bankofjoliet.com	BANK OF JOLIET, BANK OF THERMOPOLIS	www.bankofthermopolis.com	BANK OF HARLEM, BANK OF RED LODGE	www.bankofharlemmt.com	BANK OF GREYBULL, BANK OF LOVELL	www.bankofredlodge.com	BANK OF POWELL	www.bankofgreybull.com	BANK OF BUTTE, BANK OF PLENTYWOOD	www.bankoflovell.com	BANK OF MALTA, BANK OF GLASGOW	www.bankofpowell.com	www.bankofbutte.com	www.bankofplentywood.com	www.bankofmaltamt.com	www.bankofbridger.com	
17978																																		0	574	7058	0	0	7058		254	0	0	0	320	0	0	0			0	7058	0	0	0	0	0	0	0	0	0	0						0																			2	true	0	0	0	0	0	0	0	0																					www.elizfed.com	
18050																																		0	0	0	0	0	0		0	0	0	0	0	1756	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					8	371	0	0	0	0	0	0																					www.fnbbastrop.bank	
18827																																		9697	218	97000	9122	0	97000		0	0	218	0	0	22720	4	0			0	97000	0	0	0	0	0	0	0	0	0	0						575																					10	802	0	0	0	0	0	0																					http://www.nextierbank.com	
18836																																		0	144	0	0	0	0		0	0	144	0	0	889	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.caponvalleybank.com	
18854																																		9195	0	0	7706	0	0		0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	1489	0	0	868	0	0	0	0	3392	219	3823	0	0	0	0	0	0					4	9917	0	0	0	0	0	0																					www.bank7.com	
19356																																		791	264	5000	762	0	5000		0	0	264	0	0	146	0	0			0	5000	0	0	0	0	0	0	0	0	0	0						29																					0	0	0	0	0	0	0	0																					https://www.sbtmiami.com	
19936																																		0	0	99	0	0	5413		0	0	0	0	0	1414	1	0			0	99	5198	116	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.cbkamericus.com	
19972																																		0	0	0	0	0	0		0	0	0	0	0	655	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
20053																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					www.securityonlinebank.com	
20633																																		0	3281	2250	0	0	8633		594	0	96	2591	0	3092	1	0			0	2250	5000	0	1383	0	0	0	0	0	0	0					0	0																					11	391	0	0	0	0	0	0																					www.mcnbbanks.com	
20857																																		444	85	9243	444	0	16255		0	0	0	0	85	233	0	0			42	9243	0	95	6597	2901	42	68	210	0	0	0						0																					0	0	0	0	0	0	0	0					fmbankminnesota.com		granitefallsbank.com														mybankfm.com	
21256																																		0	0	0	0	0	0		0	0	0	0	0	149	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.statebankofburrtononline.com	
21359																																		49	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0						49																					0	0	0	0	0	0	0	0																					http://www.asbgrygla.com	
21658																																		0	174	0	0	0	5347		0	0	0	0	174	990	0	0	true	0	0	0	0	347	5000	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					www.alliancebank.us	
22048																																		0	0	2011	0	0	7077		0	0	0	0	0	12708	4	0			0	2011	3096	359	1611	0	0	0	0	0	0	0						0																					1	856	0	0	0	0	0	0																					http://www.unionbnk.com	
22543																																		3687	0	0	0	3687	0		0	0	0	0	0	3644	1	3687			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.ssbankmi.com	
22552																																		0	390	0	0	0	5734		0	0	0	0	390	675	1	0			0	0	2500	2500	734	0	0	0	0	0	0	0						0																					1	63	0	0	0	0	0	0																					http://www.firstsoutheastbank.com	
22730																																		0	15	0	0	0	282		0	0	15	0	0	925	1	0			0	0	0	0	282	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					http://www.westunionbank.com	
23456																																		0	0	5000	0	0	5270		0	0	0	0	0	255	0	0			0	5000	0	0	0	0	0	0	270	0	0	0						0																					0	0	0	0	0	0	0	0																					www.fnbhenning.com	
23504																																		162377	0	100000	151668	3363	215790		0	0	0	0	0	4536	5	3659	true	0	115790	100000	0	0	0	0	115790	0	0	0	0	0	true	false	0	0		7346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					77	18944	0	0	0	0	0	0																					http://www.dime.com	
23643																																		0	110	0	0	0	0		63	0	47	0	0	2805	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					3	27	0	0	0	0	0	0																					http://www.commercial-bank.net	
23755																																		1626	0	0	0	1626	0		0	0	0	0	0	2129	2	2960			0	0	0	0	0	0	0	0	0	0	0	0					288	0																					0	0	0	0	0	0	0	0					cm.netteller.com		www.airteller.com/fn-cb														www.fnc.bank	
24006																																		6195	0	40000	6106	0	58011		0	0	0	0	0	0	0	0			0	40000	5000	3323	0	0	9688	0	0	0	0	9688					0	89																					5	1940	0	0	0	0	0	0																					www.PCSB.com	
24378																																		0	0	0	0	0	0		0	0	0	0	0	645	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					www.gblbank.com	
24659																																		1642	0	0	1431	0	0		0	0	0	0	0	134	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	211																					2	8	0	0	0	0	0	0																					www.producestatebank.com	
24668																																		696	200	0	328	368	0		0	0	0	0	200	582	1	368			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					28	4996	0	0	0	0	0	0																					www.bthbank.com	
24949																																		1134	0	0	0	1134	5000		0	0	0	0	0	33	0	1413			0	0	5000	0	0	0	0	0	0	0	0	0						0																					1	63	0	0	0	0	0	0																					http://www.baraboobank.com	
