"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
3720	0	0	0	0	0	0	4	3				0	3	0		0				0		0	0	0	0	0			0	0	1	0	3	0			0	0	0	0	0	0	0	0				0	0	0	0	
3971	0	0	0	0	0	0	46	1				15	135	0		0				0		15	0	0	0	0			0	0	9	4	5	0			0	0	0	0	0	0	0	0				0	0	130	17	
4156	0	0	0	0	0	0	24	4				14	0	0		0							0	0	0	0			0	0	6	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
4231	0	0	0	0	0	0	8	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	8	
5069	0	0	0	0	0	0	400	400				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
5135	0	3	0	0	0	0	41	6				13	94	60		0				0		13	0	0	0	0			5	0	0	13	21	0			0	0	0	0	0	0	0	0				2	2	6	4	
5210	0	0	0	0	0	0	30	1				14	120	11		86				0		0	0	0	0	0			0	0	0	5	0	3			0	0	0	0	0	0	0	0				0	0	20	10	
5461	0	0	0	0	0	0	58	0				0	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	58				0	0	3	0	
5751	0	0	0	0	0	0	19	19				0	19	19		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
6039	0	0	0	0	0	0	74	0		0		0	11	1		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	73	0	0		0	0	10	1	
6329	0	11	0	0	0	0	635	12		0		0	3490	132		0		0	0	0	0	0	0	0	0	35			0	4	25	0	0	0			0	0	0	0	15	0	0	0	0	0		2201	426	1142	122	
7009	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7045	0	0	0	0	0	0	10	0				0	11	0		0				0		0	0	0	0	0			1	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	10	10	
7072	0	0	0	0	0	0	73	32				0	581	0		0				0		0	0	3	0	0			0	0	6	3	0	0			0	0	400	32	0	0	170	0				0	0	11	0	
7456	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7634	0	0	0	0	0	0	17	10				0	15	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	3	15	4	
8033	0	0	0	0	0	0	14	0				14	24	3		10				0		0	0	0	0	0			0	0	0	0	11	0			0	0	0	0	0	0	0	0				0	0	0	0	
8462	0	0	0	0	0	0	1	0				0	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	1	
8631	0	0	0	0	0	0	2	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	2	
9357	0	0	0	0	0	0	35	35				0	1042	1042		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9553	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9807	0	0	0	34	0	0	1801	17		0		0	267	0		0		0	0	0	0	0	0	0	0	0			0	0	357	0	0	0			267	1375	0	0	0	0	0	18	0	0		0	0	0	0	
9955	0	0	0	0	0	0	3	2				0	5	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	1	
10250	0	0	0	0	0	0	272	17				14	62	17		39				0		0	0	0	0	0			2	2	0	34	0	0			0	0	0	103	0	0	0	100				0	1	4	1	
10849	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
11145	0	0	0	0	0	0	17	0		0		0	44	0		0		0	0	0	0	0	0	0	0	0			0	0	6	0	0	0			0	0	0	0	0	0	0	0	0	0		9	0	35	11	
11640	0	0	0	0	0	0	19	0				13	36	0		19				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	6	17	0	
11837	0	0	0	0	0	0	0	0				0	1	0		1							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
12030	40	1040	0	0	0	0	4011	280				171	796	27		32				0		122	0	0	0	0			0	0	1096	0	298	0			0	2	73	41	142	800	14	343				100	108	70	130	
12142	0	0	0	0	0	0	21	2				13	89	0		43				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	44	0				0	0	2	6	
12311	39	40	0	27			105951		43855	0	0	833	133647		0	6765	19310	0	0	84	0	454	0	160	4103	5352	0	0	9328	5195	4773	1664	2502	485	0	7480	8	28	0	181	938	5319	8279	6930	0	0	5322	16348	16577	57978	9401	
12647	0	0	0	0	0	0	1	0				0	3	0		0							0	0	0	0			2	1	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
12656	0	0	0	0	0	0	0	0				0	8	7		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
12946	0	3	0	0	0	0	898	44				0	1393	29		35				35		0	0	0	0	0			51	1	31	0	7	7			0	0	0	2	0	4	417	439				0	0	847	374	
13103	0	0	0	0	0	0	556	525		0		0	76	31		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		17	20	28	11	
13251	0	0	0	0	0	0	5	4				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
13457	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14155	0	0	0	0	0	0	8	2				5	26	14		12				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
14650	0	0	0	0	0	0	62	14				0	213	15		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				19	19	179	29	
14753	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
14865	0	0	0	0	0	0	21	10				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	11	0	0				0	0	0	0	
14977	0	0	0	0	0	0	1	1				0	93	93		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
16551	0	0	0	0	0	0	48	1				0	6	0		0				0		0	0	0	0	0			0	34	3	0	0	0			0	0	0	0	0	0	0	0				2	2	4	8	
17110	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17147	0	0	119	0	0	0	2222	704		0		5	1898	718		0		0	0	0	0	4	0	0	200	240			0	0	165	78	187	89			0	0	0	0	2	891	1	17	0	0		312	74	270	48	
17259	0	0	0	0	0	0	9	0				2	17	0		6							0	0	0	0			0	0	0	0	2	0			0	0	0	0	0	0	0	0				9	7	0	0	
17950	0	0	0	0	0	0	111	1				4	4	0		0				0		1	0	0	0	92			0	0	2	0	0	0			0	0	0	0	0	0	0	0				3	1	1	11	
17978	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
18050	0	0	0	0	0	0	39	2				0	89	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	1	83	36	
18827	0	0	0	0	0	0	120	92				3	10	0		0				0		0	0	0	0	0			0	0	9	0	0	0			0	0	0	0	0	15	0	0				3	0	7	1	
18836	0	0	0	0	0	0	136	0				0	73	0		0							0	0	0	0			0	0	112	0	17	0			0	0	0	0	0	0	0	0				4	0	52	24	
18854	0	0	0	0	0	0	14	9		0		0	6	2		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	4	5	
19356	0	0	0	0	0	0	0	0				0	10	0		2				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				8	0	0	0	
19936	0	0	0	0	0	0	25	0				4	16	0		6				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	14	0	0	0	0				7	3	3	4	
19972	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
20053	0	0	0	0	0	0	3	0				1	14	0		0							0	0	0	0			12	0	2	0	2	0			0	0	0	0	0	0	0	0				0	0	0	0	
20633	0	0	0	0	0	0	4	0				0	15	0		4				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	11	0	0	0				0	0	0	4	
20857	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21256	0	0	0	0	0	0	1	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
21359	0	0	0	0	0	0	3	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	2	0	1	
21658	0	0	0	0	0	0	20	0				0	1	0		0				0		0	0	0	0	0			0	0	20	0	0	0			0	0	0	0	0	0	0	0				1	0	0	0	
22048	0	0	0	0	0	0	21	6				0	72	28		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				14	13	30	2	
22543	0	0	0	0	0	0	7	0				0	12	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	3	0	0				0	0	12	4	
22552	0	0	0	0	0	0	3	1				2	0	0		0				0		2	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
22730	0	0	0	0	0	0	33	0				0	180	0		0							0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	0				0	0	180	30	
23456	0	0	0	0	0	0	19	3				0	9	3		0				0		0	0	0	0	0			0	0	0	0	2	0			0	0	0	0	0	0	0	0				0	0	4	16	
23504	0	0	0	2	0	0	144	87		0		0	3283	3280		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	54	0	0		0	0	3	1	
23643	0	0	0	0	0	0	61	0				0	103	3		0							0	0	0	0			0	0	0	0	0	0			0	0	1	0	0	0	0	0				46	40	53	21	
23755	0	0	0	0	0	0	13	0				0	40	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				31	2	9	11	
24006	0	0	0	0	0	0	52	37				0	49	30		0				0		0	0	0	0	4			0	0	6	0	0	0			0	0	0	0	0	0	0	0				0	0	19	5	
24378	0	0	0	0	0	0	1	0				0	0	0		0							0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
24659	0	0	0	0	0	0	5	0				0	57	36		21				0		0	0	0	0	0			0	0	5	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
24668	0	0	0	0	0	0	1119	444				0	2593	2471		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	38	0	0				0	0	122	637	
24949	0	0	0	0	0	0	101	5				0	6	0		0				0		0	0	0	0	19			2	1	21	0	0	0			0	0	0	0	0	4	0	43				0	0	4	8	
25357	0	0	0	0	0	0	52	0				0	209	6		0				0		0	0	0	0	0			0	0	7	0	5	0			0	0	0	0	0	0	0	0				0	0	198	45	
25647	0	0	0	0	0	0	0	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
26457	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
26765	0	0	0	0	0	0	248	170				32	542	482		60				0		0	0	0	0	0			0	0	35	0	0	0			0	0	0	0	0	11	0	0				0	0	0	0	
27070	0	0	0	0	0	0	7	0				0	17	0		0				0		0	0	0	0	0			0	0	2	0	1	0			0	0	0	0	0	0	0	0				0	0	16	5	
27548	0	0	0	0	0	0	179	0				0	309	0		0				0		0	0	0	0	0			0	0	85	0	49	0			0	0	0	0	73	1	0	0				24	1	163	92	
27614	0	0	0	0	0	0	21	0				0	32	0		0				0		0	0	0	0	0			0	0	18	1	16	1			0	0	0	0	0	0	0	0				0	0	15	2	
27847	0	0	0	0	0	0	174	3				10	141	87		3				3		10	0	0	0	0			0	0	4	0	22	0			0	0	0	0	0	115	0	0				17	24	12	18	
28013	0	0	0	42	0	0	215	119		0		0	709	473		0		0	0	0	0	0	0	0	200	0			0	0	0	0	0	36			0	0	0	0	0	54	0	0	0	0		0	0	0	0	
28152	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
28675	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
28732	0	0	0	0	0	0	1	0				0	11	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	11	1	
29476	0	0	0	0	0	0	2	0				0	0	0		0				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
29636	0	1	0	0	0	0	487	20				0	103	56		0				0		0	0	0	0	0			24	9	40	0	0	0			0	1	0	9	1	57	0	0				0	0	22	350	
29878	0	0	0	0	0	0	79	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	79	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
30052	0	0	0	0	0	0	0	0				0	2	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
30502	0	0	0	0	0	0	156	72				26	78	0		44				0		0	0	0	0	0			0	0	43	2	0	0			0	0	0	0	0	2	0	0				0	1	34	10	
30650	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
30810	0	0	0	0			465134		266	0	0	0	1262274		0	0	1910	0	0	0	0	0	0	0	0	0			1125817	415419	44	172	0	23	218736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134524	49233	
31134	0	0	0	0	0	0	18	0				0	16	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	2	15	16	
31255	0	0	0	0	0	0	53	15		0		0	3	2		1		0	0	0	0	0	0	0	0	0			0	0	0	38	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31657	0	0	0	0	0	0	15	11				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	4	
31826	0	0	0	0	0	0	32	5		0		1	31	15		0		0	0	0	0	1	0	5	0	0			0	0	0	0	0	0			0	0	0	0	0	6	0	0	0	0		6	1	10	19	
31835	0	0	0	5	0	0	38	5				1	38	2		0				0		1	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				22	22	14	5	
32234	0	0	0	0	0	0	11	0				0	23	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	23	11	
32766	0	0	0	0	0	0	0	0				0	21	21		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
32971	0	0	0	0	0	0	62	13				0	59	0		0				0		0	0	0	0	1			0	0	21	3	0	0			0	0	0	0	0	0	0	0				0	0	59	24	
33147	0	0	0	0	0	0	3	0				2	508	0		0				0		2	0	0	0	0			0	0	1	0	0	0			0	0	0	0	500	0	0	0				6	0	2	0	
33259	0	0	0	0	0	0	245	0				0	373	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	245	0	0	371	0	0	0				0	0	2	0	
33268	0	0	0	0	0	0	1	0				0	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	1	
33370	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33839	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33857	0	0	0	0	0	0	50	33		0		1	91	91		0		0	0	0	0	1	0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0	0	0		0	11	0	4	
34434	0	0	0	0	0	0	25	7				3	38	0		0				0		3	0	0	0	0			0	4	0	0	18	0			0	0	0	0	0	0	0	0				2	1	18	10	
34537	0	0	0	0	0	0	1163	348		0		0	1138	823		0		0	0	0	0	0	0	0	0	6			0	0	198	99	17	1			0	0	0	64	0	0	0	9	0	0		9	32	288	407	
34555	0	81	0	0	0	0	85	0		0		1	11	0		4		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	1	7	2	
34742	0	0	0	0	0	0	1	1				0	7	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	7	0	
35057	0	0	0	0	0	0	14	0				0	32	0		0							0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	32	12	
35301	0	0	0	0			0		0	0	0	0	4000		0	0	3000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35646	0	0	0	0	0	0	0	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	0	0	0	
35879	0	0	0	0	0	0	0	0				0	18	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	18	0	
36456	0	50	0	0	0	0	232	182				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
36933	0	0	0	0	0	0	1	0				0	10	7		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	1	1	0	
37051	0	0	0	0	0	0	0	0				0	5	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	0	
37341	0	0	0	0	0	0	4	1				0	8	0		8				8		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
37435	0	0	0	0	0	0	400	41				0	357	81		0				0		0	0	0	0	21			37	13	131	2	0	0			0	0	0	28	0	36	1	8				106	35	132	85	
37640	0	0	0	0	0	0	213	14		0		170	816	61		486		0	0	0	0	0	0	0	52	1			90	10	2	0	14	0			0	0	0	0	0	0	68	14	0	0		13	1	32	1	
37659	0	0	0	0	0	0	1	0				0	9	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	9	1	
37949	0	0	0	0	0	0	6	6				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
38740	0	0	0	0	0	0	4	0				2	18	0		13				0		0	0	0	0	0			0	0	0	0	0	3			0	0	0	0	0	0	0	0				0	0	2	2	
39327	0	0	0	0	0	0	14	0				13	52	0		49				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	3	0	
39756	0	0	0	0	0	0	135	77		0		58	85	85		0		0	0	0	0	58	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
40033	0	0	0	0	0	0	1	0				0	0	0		0							0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
40499	0	0	0	0	0	0	630	448		0		0	2856	4		0		0	0	0	0	0	0	0	0	76			0	0	0	17	0	0			0	0	0	0	36	30	2786	0	0	0		10	41	20	18	
40855	0	0	0	0	0	0	0	0				0	30	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				30	0	0	0	
41553	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
41629	0	0	0	0	0	0	127	0				0	136	0		0							0	0	0	0			0	7	0	0	0	0			0	0	0	0	0	6	0	0				113	92	23	22	
41825	0	0	0	0	0	0	19	19		0		0	7	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	7	0	
42037	0	0	0	0	0	0	4	0				0	52	3		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	49	4	
42354	0	0	0	0	0	0	0	0				0	18	3		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				11	0	4	0	
42372	0	0	0	0	0	0	7	5				0	18	0		0				0		0	0	0	0	1			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	18	1	
42420	0	0	411	0	0	0	1067	104		0		55	3729	360		624		0	0	0	0	0	0	0	99	12			233	38	45	3	45	0			0	0	0	0	0	9	141	10	0	0		977	543	839	248	
42448	0	0	0	0	0	0	245	10		0		193	704	89		456		0	0	20	0	0	0	0	0	0			11	10	25	1	62	0			0	0	0	0	0	1	0	0	0	0		32	1	54	4	
42457	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
43052	0	0	0	0	0	0	5	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	1	0	4				0	0	0	0	
