"IDRSSD"	RCON8725	RCONA126	RCONC391	RCONFT00	RCONFT01	RCONFT02	RCONFT03	RCONFT04	RCONFT05	RCONFT06	RCONFT07	RCONFT08	RCONFT09	RCONFT10	RCONFT11	RCONFT12	RCONFT13	RCONFT14	RCONFT15	RCONFT16	RCONFT17	RCONFT18	RCONFT19	RCONFT20	RCONFT21	RCONFT22	RCONHK18	RCONHK19	RCONK102	RCONK103	RCONK104	RCONK192	RIADC388	RIADC389	RIADC390	RIADF551	RIADF553	
10250	531	0		true	0	0	false			false	false		true	41594	false		false			false	false																	
10849				false			false			false	false		false		false		false			false	false																	
11145	0	0																											0	0	0	0						
11640				false			false			false	false		false		false		false			false	false																	
11837				false			false			false	false		false		false		false			false	false																	
12030				false			false			false	false		false		false		false			false	false																	
12142				false			false			false	false		false		false		false			false	false																	
12311								1337290	802366																								0	0	5625	19601	0	
12647				false			false			false	false		false		true	7158	false			false	false																	
12656				false			false			false	false		false		false		false			false	false																	
12946	0	0		true	3138	0	true	2595	3138	false	false		false		true	22313	false			false	false																	
13103	228595	0						1750	502																				0	0	0	0						
13251	0	1099		true	0	0	false			false	true	8799	true	30683	true	39482	false			false	false																	
13457				false			false			false	false		false		false		false			false	false																	
14155				false			false			false	false		true	1791	true	1791	false			false	false																	
14650				false			false			false	false		false		false		false			false	false																	
14753				false			false			false	false		false		false		false			false	false																	
14865	1627	0		true	0	0	false			false	false		false		false		false			false	false																	
14977	0	0						0	0																				0	0	0	0						
16551	3471	0		true	0	0	false			false	false		true	6723	true	310617	false			false	false																	
17110	0	0						0	0																				0	0	0	0						
17147	2733591	0						42686	8932																				0	0	0	0						
17259				false			false			false	false		false		false		false			false	false																	
17950				false			false			false	false		false		false		false			false	false																	
17978				false			false			false	false		false		false		false			false	false																	
18050				false			false			false	false		false		false		false			false	false																	
18827	226688	0		true	0	0	false			true	false		false		false		false			false	false						7526	6216								91	268	
18836				false			false			false	false		false		false		false			false	false																	
18854	0	0																											0	0	1040	0						
19356				false			false			false	false		false		false		false			false	false																	
19936				false			false			false	false		false		false		false			false	false																	
19972				false			false			false	false		false		false		false			false	false																	
20053				false			false			false	false		true	7787	true	70185	false			false	false																	
20633				false			false			false	false		true	1737	true	44999	false			false	false																	
20857	9360	0		true	0	0	false			false	false		false		true	45450	false			false	false																	
21256				false			false			false	false		false		false		false			false	false																	
21359				false			false			false	false		false		false		false			false	false																	
21658	0	0																											0	0	0	0						
22048				false			false			false	false		false		false		false			false	false																	
22543	3013	0		true	0	0	true	8230	463	true	false		false		true	302388	false			false	false						3687	0								365	0	
22552				false			false			false	false		false		false		false			false	false																	
22730				false			false			false	false		true	6097	false		false			false	false																	
23456				false			false			false	false		false		false		false			false	false																	
23504	150000	2455412						8924	391																				0	0	0	0						
23643				false			false			false	false		false		false		false			false	false																	
23755	7483	3255		true	0	0	false			false	false		true	147	true	230958	false			false	false																	
24006	0	264462		true	0	0	false			true	false		false		false		false			false	false						8223	8223								4399	-4399	
24378				false			false			false	false		false		false		false			false	false																	
24659				false			false			false	false		false		false		false			false	false																	
24668				false			false			false	false		false		true	100013	false			false	false																	
24949				false			false			false	false		true	7207	true	184853	false			false	false																	
25357				false			false			false	false		false		false		false			false	false																	
25647	0	0																											0	0	0	0						
26457	0	0																											0	0	0	0						
26765				false			false			false	false		true	115503	false		false			false	false																	
27070				false			false			false	true	38503	false		false		false			false	false																	
27548	18545	0		true	0	0	true	30003	3382	true	false		false		true	615450	false			false	false						6986	30								286	-19	
27614				false			false			false	false		false		true	27293	false			false	false																	
27847				false			false			false	false		false		false		false			false	false																	
28013	0	75133																											0	0	0	0						
28152	37294	0																											0	0	0	0						
28675	0	0																											0	0	0	0						
28732				false			false			false	false		false		false		false			false	false																	
29476				false			false			false	false		false		false		false			false	false																	
29636				false			false			false	false		false		false		false			false	false																	
29878	0	0																											0	0	0	0						
30052				false			false			false	false		true	6403	false		false			false	false																	
30502	122662	0		true	0	0	false			false	false		true	491	true	111304	false			false	false																	
30650				false			false			false	false		false		false		false			false	false																	
30810																																	218736	0	145000			
31134	0	0																											0	0	0	0						
31255	0	0						0	0																				0	0	0	0						
31657				false			false			false	false		false		false		false			false	false																	
31826	0	0																											0	0	0	0						
31835				false			false			false	false		false		false		false			false	false																	
32234	95000	0		true	0	0	false			false	false		false		true	13	false			false	false																	
32766				false			false			false	false		false		false		false			false	false																	
32971				false			false			false	false		false		true	122331	false			false	false																	
33147				false			false			false	false		false		false		false			false	false																	
33259				false			false			false	false		false		false		false			false	false																	
33268	2684	0		true	0	0	false			false	false		true	3542	false		false			false	false																	
33370				false			false			false	false		false		false		false			false	false																	
33839				false			false			false	false		true	973	false		false			false	false																	
33857	17163	0						14853	1130																				0	0	0	0						
34434				false			false			false	false		false		false		false			false	false																	
34537	823705	0						47866	9316																				0	0	0	0				460	0	
34555	0	0						0	0																				0	0	0	0						
34742				false			true	11255	2390	false	false		true	13381	false		false			false	false																	
35057	3539	0						5775	12117																				0	0	0	0						
35301								0	0																													
35646				false			false			false	false		false		false		false			false	false																	
35879				false			false			false	false		false		true	60899	false			false	false																	
36456				false			false			false	false		false		false		false			false	false																	
36933				false			false			false	false		false		false		false			false	false																	
37051				false			false			false	false		false		false		false			false	false																	
37341				false			false			false	false		false		false		false			false	false																	
37435	22935	0		true	0	0	true	22293	2583	false	false		true	22293	true	409456	false			false	false																	
37640	18278	282443						54025	9171																				0	0	0	0				-135	0	
37659	0	0						0	0																				0	0	0	0						
37949				false			false			false	false		false		false		false			false	false																	
38740				false			false			false	false		false		false		false			false	false																	
39327				false			false			false	false		false		false		false			false	false																	
39756	3318	0																											0	0	0	0						
40033				false			false			false	false		false		false		false			false	false																	
40499	231302	656743						153713	31679																				0	0	0	0				16561	0	
40855				false			false			false	false		true	3345	false		false			false	false																	
41553				false			false			false	false		false		false		false			false	false																	
41629				false			false			false	false		false		false		false			false	false																	
41825	2730	0						44202	2730																				0	0	0	0						
42037				false			false			false	false		false		false		false			false	false																	
42354				false			false			false	false		false		false		false			false	false																	
42372				false			false			false	false		false		false		false			false	false																	
42420	2074889	0						50921	6555																				0	0	0	0						
42448	0	0						0	0																				0	0	0	0						
42457				false			false			false	false		false		false		false			false	false																	
43052				false			false			false	false		false		true	32198	false			false	false																	
43351				false			false			false	false		false		false		false			false	false																	
43856				false			false			false	false		true	14594	false		false			false	false																	
43959				false			false			false	false		false		false		false			false	false																	
44040				false			false			false	false		false		false		false			false	false																	
44433	10000	0																											0	0	0	0						
44741				false			true	4372	1518	false	false		false		true	120450	false			false	false																	
44750				false			false			false	false		false		false		false			false	false																	
44929	0	0																											0	0	0	0						
45038	0	0						0	0																				0	0	0	0						
45047				false			false			false	false		false		false		false			false	false																	
45056				false			false			false	false		false		false		false			false	false																	
45430				false			false			false	false		false		false		false			false	false																	
45458				false			false			false	false		true	16297	true	16297	false			false	false																	
45551				false			true	8220	3267	false	false		true	8791	false		false			false	false																	
45560	5376	0						64591	1199																				0	0	0	0						
45775				false			false			false	false		false		false		false			false	false																	
46053	4032	0		true	0	0	false			false	false		true	35517	true	106781	false			false	false																	
46941				false			false			false	false		false		false		false			false	false																	
47247	73369	8617						111475	23247																				0	0	0	0				0	0	
47256				false			false			false	false		true	894	true	39119	false			false	false																	
47452				false			false			false	false		false		false		false			false	false																	
47500				false			false			false	false		true	28733	true	29186	false			false	false																	
48057				false			false			false	false		true	9533	true	9533	false			false	false																	
48150				false			false			false	false		false		false		false			false	false																	
48374				false			true	22482	5057	false	false		false		true	1029651	false			false	false																	
48440	306	0		true	0	0	false			false	false		true	87168	true	120504	false			false	false																	
49054				false			false			false	false		false		true	10238	false			false	false																	
49148				false			false			false	false		false		false		false			false	false																	
49241	11051	0		true	0	0	false			true	false		false		false		false			false	false						1338	1338								1121	-1121	
49652				false			false			false	false		false		true	15933	false			false	false																	
49858				false			false			false	false		false		false		false			false	false																	
49951				false			false			false	false		false		false		false			false	false																	
50144				false			false			false	false		false		false		false			false	false																	
50461	0	0																											0	0	0	0						
51253	0	0						0	0																				0	0	0	0						
51356	0	0																											0	0	0	0						
51459				false			false			true	false		false		false		false			false	false						2945	0								185	0	
51842	316	0																											0	0	0	0						
52719	0	0						0	0																				0	0	0	0						
52951				false			false			false	false		false		false		false			false	false																	
53051				false			false			false	false		false		false		false			false	false																	
54058	0	0																											0	0	0	0						
54656	0	0						0	0																				0	0	0	0						
54973	9689	0						39428	3738																				0	0	0	0						
55336				false			false			false	false		false		false		false			false	false																	
55635				false			false			false	false		false		false		false			false	false																	
55653				false			false			false	false		false		false		false			false	false																	
55970				false			false			false	false		false		true	161524	false			false	false																	
56258				false			false			false	false		false		false		false			false	false																	
56351	0	0						6782	862																				0	0	0	0				-23712	0	
56548	1823	0		true	0	0	true	3265	0	false	false		false		true	211517	false			false	false																	
56717	9919	0		true	0	0	false			false	false		true	28008	true	120804	false			false	false																	
57040	0	0						0	0																				0	0	0	0						
57451				false			false			false	false		false		true	141755	false			false	false																	
58225				false			false			false	false		false		false		false			false	false																	
58243	1408301	0						100667	27321																				0	0	0	0						
58355	933	0		true	0	0	false			false	false		false		false		false			false	false																	
58551				false			false			false	false		false		false		false			false	false																	
58636				false			false			false	false		false		false		false			false	false																	
58757				false			false			false	false		false		false		false			false	false																	
58971	109644	0						25444	1610																				0	0	0	0						
59316	11120	0		true	0	0	false			false	false		false		true	61622	false			false	false																	
59352				false			false			false	false		false		false		false			false	false																	
59370				false			false			false	false		false		false		false			false	false																	
59754				false			false			false	false		false		false		false			false	false																	
60143								32000	4000																													
60330	42497	0						0	0																				0	0	0	0						
60545				false			false			false	false		false		false		false			false	false																	
60554				false			false			false	false		false		false		false			false	false																	
60648				false			false			false	false		false		true	64699	false			false	false																	
61122	0	0																											0	0	0	0						
61355	54025	0		true	0	0	true	33600	5512	false	false		false		true	900407	false			false	false																	
61476				false			false			false	false		true	20541	true	39577	false			false	false																	
61757	0	0																											0	0	0	0						
61832				false			false			false	false		false		false		false			false	false																	
61953				false			false			false	false		false		false		false			false	false																	
62044				false			false			false	false		false		true	546	false			false	false																	
62110				false			false			false	false		false		false		false			false	false																	
62147				false			false			false	false		true	71	true	51006	false			false	false																	
63050				false			false			false	false		false		false		false			false	false																	
63069																																				-39041	0	
63201				false			false			false	false		false		false		false			false	false																	
63573				false			false			false	false		false		true	42574	false			false	false																	
63733	0	0						8283	0																				0	0	0	0						
63742	24255	0		true	0	0	true	10017	1105	false	false		true	591	true	386765	false			false	false																	
64150				false			true	14034	2728	false	false		false		false		false			false	false																	
64552	38265	0						33856	12765																				0	0	0	0						
64730				false			false			false	false		false		false		false			false	false																	
65205	0	0		true	0	7414	false			false	false		true	104	true	104	false			false	false																	
65513																																						
65559	0	0						13617	771																				0	0	0	0						
65858				false			false			false	false		true	523	true	109	false			false	false																	
66154				false			false			false	false		false		false		false			false	false																	
66275				false			false			false	false		false		true	33	false			false	false																	
66677	24907	0						28892	3300																				0	0	0	0				179	0	
67142				false			false			false	false		false		false		false			false	false																	
67151	73529	0		true	0	0	false			false	false		false		false		false			false	false																	
67209	25000	188844		true	0	34254	false			true	false		true	71966	true	184352	false			false	false						1321	0								591	0	
67254				false			false			false	false		false		false		false			false	false																	
67656	0	0																											0	0	0	0						
67870				false			false			false	false		false		true	546	false			false	false																	
68671	15000	0		true	0	0	false			false	false		false		false		false			false	false																	
68756	0	0						0	0																				0	0	0	0						
68831				false			false			false	false		false		false		false			false	false																	
69333	2087	0						8275	0																				0	0	0	0						
69678				false			false			true	false		false		true	89453	false			false	false						264	0								-56	0	
70218	0	0						0	0																				0	0	0	0						
70414				false			false			false	false		false		true	134311	false			false	false																	
70638				false			true	25758	4387	false	false		true	1578	false		false			false	false																	
70955				false			false			false	false		false		false		false			false	false																	
71073				false			true	42921	5537	false	false		false		false		false			false	false																	
71457	8504	0		true	0	0	false			false	false		true	83300	true	6004	false			false	false																	
71859				false			false			false	false		false		false		false			false	false																	
72258				false			true	9568	763	false	false		false		false		false			false	false																	
72351				false			false			false	false		false		false		false			false	false																	
72454				false			false			false	false		false		false		false			false	false																	
72678				false			false			false	false		false		false		false			false	false																	
73116				false			false			false	false		false		true	268	false			false	false																	
73152				false			false			false	false		false		false		false			false	false																	
73554				false			false			false	true	16925	true	277	true	17202	false			false	false																	
73956				false			false			false	false		false		false		false			false	false																	
74056				false			false			false	false		false		false		false			false	false																	
74140	3540	0						5702	906																				0	0	0	0						
74403	0	0																											0	0	0	0						
74449				false			false			false	false		false		false		false			false	false																	
75259	3024	0		true	0	0	true	27117	3024	false	false		false		true	233258	false			false	false																	
75446	484	0		true	0	0	false			false	false		true	24070	true	49727	false			false	false																	
75455				false			false			false	false		false		false		false			false	false																	
75633								100682	13199																											0	92168	
75651				false			false			false	false		true	8353	false		false			false	false																	
76153	0	0						0	0																				0	0	0	0						
76443				false			false			false	false		false		true	55466	false			false	false																	
76854				false			false			false	false		false		false		false			false	false																	
77150	0	0						0	0																				0	0	0	0						
77253				false			false			false	false		false		false		false			false	false																	
77422				false			false			false	false		false		false		false			false	false																	
77851	53865	0						58519	9179																				0	0	0	0						
78157				false			false			false	false		false		false		false			false	false																	
78241				false			false			false	false		false		false		false			false	false																	
78559				false			false			false	false		false		false		false			false	false																	
79042	0	0																											0	0	0	0						
79127				false			false			false	false		false		false		false			false	false																	
79145	1581	0		true	0	0	true	4021	79	false	false		true	28975	true	195985	false			false	false																	
79257				false			false			false	false		false		false		false			false	false																	
79855	13935	0		true	0	0	false			false	false		false		false		false			false	false																	
80150				false			false			false	false		false		false		false			false	false																	
80374				false			false			false	false		false		true	4254	false			false	false																	
80431				false			false			false	false		false		false		false			false	false																	
81175	5604	0		true	0	0	false			false	false		true	36654	true	173957	false			false	false																	
82033				false			false			false	false		false		false		false			false	false																	
82257				false			false			false	false		false		false		false			false	false																	
82350				false			false			false	false		false		false		false			false	false																	
83151	730	0		true	0	0	false			false	false		false		true	87100	false			false	false																	
83375				false			false			false	false		false		false		false			false	false																	
83638								41821	52497																											504	0	
83834				false			false			false	false		false		false		false			false	false																	
83852				false			false			false	false		false		false		false			false	false																	
83955				false			false			false	false		false		false		false			false	false																	
84046				false			false			false	false		false		false		false			false	false																	
84541	10215	0		true	0	0	true	24726	1824	false	false		false		false		false			false	false																	
84804				false			false			false	false		false		false		false			false	false																	
85052				false			false			false	false		false		false		false			false	false																	
85472	2471763	0						0	0																				0	0	0	0						
85931				false			false			false	false		false		false		false			false	false																	
86349				false			false			false	false		false		false		false			false	false																	
86675				false			false			false	false		false		false		false			false	false																	
87047				false			false			false	false		false		false		false			false	false																	
87159				false			false			false	false		false		false		false			false	false																	
87234	24021	11750		true	0	0	true	40723	7510	false	false		false		false		false			false	false																	
87476				false			false			false	false		false		true	28928	false			false	false																	
87579	0	0																											0	0	0	0						
88231	533167	0		true	0	0	true	398464	67239	true	false		false		true	970863	false			false	false						67239	168								-2066	-116	
88259				false			false			false	false		false		true	11575	false			false	false																	
88352	0	0																											0	0	0	0						
88455				false			false			false	false		true	2381	false		false			false	false																	
88950				false			false			false	false		false		false		false			false	false																	
89032				false			false			false	false		false		true	47	false			false	false																	
89135				false			false			false	false		false		false		false			false	false																	
89854				false			false			false	false		false		false		false			false	false																	
89957				false			false			false	false		false		false		false			false	false																	
90047				false			false			false	false		false		false		false			false	false																	
90177				false			false			false	false		true	18673	true	18673	false			false	false																	
90328				false			false			false	false		false		false		false			false	false																	
90337	0	0						0	0																				0	0	0	0						
90579				false			false			false	false		false		false		false			false	false																	
91615				false			false			false	false		false		false		false			false	false																	
91754	0	0						0	0																				0	0	0	0						
91950				false			false			false	false		false		false		false			false	false																	
92144				false			false			false	false		false		false		false			false	false																	
92676	0	0																											0	0	0	0						
92706				false			false			false	false		true	9243	true	30258	false			false	false																	
92902				false			false			false	false		false		false		false			false	false																	
93244	789	0		true	0	0	false			false	false		true	43618	true	109827	false			false	false																	
93543	16298	0		true	0	0	true	11050	140	false	false		false		true	202793	false			false	false																	
93619																																						
94139				false			false			false	false		false		false		false			false	false																	
94522				false			true	13221	431	false	false		false		false		false			false	false																	
94755				false			false			false	false		false		false		false			false	false																	
94858				false			false			false	false		false		false		false			false	false																	
95051	364960	0						63327	164346																				0	0	0	0						
95677				false			false			false	false		true	7737	true	3538	false			false	false																	
96553	1238	0		true	0	0	false			false	false		false		true	19889	false			false	false																	
97055				false			false			false	false		false		false		false			false	false																	
97279				false			false			false	false		false		false		false			false	false																	
97457				false			false			false	false		false		false		false			false	false																	
97804	59461	0		true	0	0	true	4162	543	true	false		true	2262	true	53725	false			false	false						3261	3313								0	0	
97943	2342	0		true	0	0	false			false	false		true	3394	false		false			false	false																	
98351				false			false			false	false		false		false		false			false	false																	
98463				false			false			false	false		true	160	false		false			false	false																	
98717	0	0						0	0																				0	0	0	0						
99143	6265	0		true	0	0	false			false	false		false		false		false			false	false																	
99376	363736	0						13461	922																				0	0	0	0				-3111	0	
99442				false			false			false	false		false		false		false			false	false																	
99536				false			false			false	false		false		false		false			false	false																	
99853				false			false			false	false		false		false		false			false	false																	
100236				false			false			false	false		false		false		false			false	false																	
100357				false			false			false	false		false		false		false			false	false																	
100562	0	0						19880	1216																				0	0	0	0						
100777				false			false			false	false		false		false		false			false	false																	
100843	30000	0		true	0	0	false			false	false		true	2325	true	8917	false			false	false																	
101037				false			false			false	false		false		false		false			false	false																	
101439	0	0																											0	0	0	0						
101671	0	0																											0	0	0	0						
101738				false			false			false	false		false		false		false			false	false																	
101952				false			false			false	false		false		false		false			false	false																	
102333				false			false			false	false		false		false		false			false	false																	
102342	344	0		true	0	0	false			false	false		true	23798	true	23798	false			false	false																	
102539				false			false			false	false		false		false		false			false	false																	
102557				false			false			false	false		false		false		false			false	false																	
102874	0	0						3251	0																				0	0	0	0						
103134				false			false			false	false		false		false		false			false	false																	
104234				false			false			false	false		false		false		false			false	false																	
104542				false			false			false	false		false		false		false			false	false																	
104971				false			false			false	false		false		false		false			false	false																	
105026				false			false			false	false		false		false		false			false	false																	
105473				false			true	7469	171	false	false		false		true	90	false			false	false																	
105530				false			false			false	false		false		false		false			false	false																	
106359	65000	42427																											0	0	0	0						
106452				false			false			false	false		false		false		false			false	false																	
106676				false			false			false	false		false		true	15440	false			false	false																	
107244	4832	0						0	0																				0	0	0	0						
107459				false			false			false	false		false		false		false			false	false																	
107570				false			false			false	false		false		true	185111	false			false	false																	
107758				false			false			false	false		false		false		false			false	false																	
108072				false			false			false	false		false		false		false			false	false																	
108269				false			false			false	false		false		false		false			false	false																	
108652				false			false			false	false		false		false		false			false	false																	
108746				false			false			false	false		false		false		false			false	false																	
108951				false			true	18481	5184	false	false		true	8451	false		false			false	false																	
109136				false			false			false	false		false		false		false			false	false																	
109154				false			false			false	false		true	45	false		false			false	false																	
109453				false			false			false	false		false		false		false			false	false																	
109574				false			false			false	false		true	2534	true	3837	false			false	false																	
109659				false			false			false	false		false		true	71527	false			false	false																	
110413	0	0																											0	0	0	0						
110936				false			false			false	false		false		false		false			false	false																	
110945				false			false			false	false		false		false		false			false	false																	
110972				false			false			false	false		false		false		false			false	false																	
111157	0	0						0	0																				0	0	0	0						
111205				false			false			false	false		true	18369	true	75456	false			false	false																	
111942	7406	0		true	0	0	true	11480	0	false	false		true	83253	true	312589	false			false	false																	
111979				false			false			false	false		false		false		false			false	false																	
112163	2770	0						25806	2770																				0	0	0	0						
112332				false			false			false	false		false		false		false			false	false																	
112510				false			false			false	false		false		false		false			false	false																	
112556				false			false			false	false		false		false		false			false	false																	
112837								0	0																								37331	0	50694			
113003	0	0																											0	0	0	0						
113030				false			false			false	false		false		false		false			false	false																	
113441				false			false			true	false		true	52317	true	52317	false			false	false						416	0								111	0	
113601				false			false			false	false		false		false		false			false	false																	
113740	14717	0						26243	4531																				0	0	0	0						
114149				false			false			false	false		false		false		false			false	false																	
114260	24548	0						21638	7559																				0	0	0	0						
114457				false			false			false	false		false		false		false			false	false																	
114774	7282	0		true	0	0	true	15729	468	true	false		false		true	514944	false			false	false						1277	0								185	0	
114840	17471	0		true	0	0	true	10979	166	false	false		false		false		false			false	false																	
114859				false			false			false	false		true	8561	true	8752	false			false	false																	
115146				false			false			false	false		false		false		false			false	false																	
115575				false			false			false	false		true	9771	true	104086	false			false	false																	
116358				false			false			false	false		false		false		false			false	false																	
116554				false			true	23063	0	false	false		false		false		false			false	false																	
116741				false			false			false	false		false		false		false			false	false																	
117038	4917	0						0	0																				0	0	0	0						
117074				false			false			false	false		false		false		false			false	false																	
117458	0	3259		true	0	0	false			false	false		false		false		false			false	false																	
117775	0	0						0	0																				0	0	0	0						
118156				false			false			false	false		false		false		false			false	false																	
118660				false			false			false	false		false		true	5825	false			false	false																	
118736				false			false			false	false		false		false		false			false	false																	
119153	0	0																											0	0	0	0						
119528				false			false			false	false		false		true	31921	false			false	false																	
119779	0	62361						0	0																				0	0	0	0						
119872	10000	10000		true	0	0	false			false	false		false		true	37653	false			false	false																	
120476				false			false			false	false		false		false		false			false	false																	
120542				false			false			false	false		false		true	41346	false			false	false																	
120609				false			true	913	220	false	false		true	11222	true	187750	false			false	false																	
120953				false			false			false	false		false		false		false			false	false																	
121642	70312	0						90943	14757																				0	0	0	0						
121651				false			false			true	false		false		false		false			false	false						0	21527								0	2127	
121914				false			false			false	false		false		false		false			false	false																	
122153				false			false			false	false		false		false		false			false	false																	
122546				false			false			false	false		false		false		false			false	false																	
122854	577313	0						82108	26519																				0	0	0	0				-439	0	
123075				false			false			false	false		false		true	194	false			false	false																	
123374				false			false			false	false		false		false		false			false	false																	
124344	69448	0		true	0	0	true	7086	2373	false	false		false		true	239432	false			false	false																	
124830				false			false			false	false		false		false		false			false	false																	
125154	0	0																											0	0	0	0						
125855	10806	0		true	0	0	true	10961	2169	true	false		false		true	339386	false			false	false						2880	0								-2	0	
125873				false			false			false	false		false		true	28949	false			false	false																	
126012				false			false			false	false		false		false		false			false	false																	
126049				false			false			false	false		false		false		false			false	false																	
126375				false			false			false	false		false		false		false			false	false																	
126553	73054	0						112472	38638																				0	0	0	0						
126834	710	0		true	0	0	false			false	false		false		true	111849	false			false	false																	
127055				false			false			false	false		true	107	true	42588	false			false	false																	
127224				false			false			false	false		true	206	false		false			false	false																	
128258				false			false			false	false		false		false		false			false	false																	
128904	3685453	0						15826	764																				0	0	0	0						
129349				false			false			false	false		true	9278	false		false			false	false																	
129358				false			true	37860	4366	false	false		false		false		false			false	false																	
129479				false			true	33606	6477	false	false		false		false		false			false	false																	
129732	550000	517607						0	0																				0	0	0	0				-5867	0	
129853				false			false			false	false		false		false		false			false	false																	
129910	1	0		true	0	0	true	14209	713	false	false		false		true	1583	false			false	false																	
130345				false			false			false	false		true	176	true	165212	false			false	false																	
130541	1055043	0						67349	2943																				0	0	0	0						
130813				false			false			false	false		false		true	132389	false			false	false																	
131436	0	0						0	0																				0	0	0	0						
131717	0	0						0	0																				0	0	0	0						
131940				false			false			false	false		false		false		false			false	false																	
132107	189048	0		true	0	40948	false			false	false		true	21961	true	215715	false			false	false																	
132451				false			false			false	false		false		false		false			false	false																	
132778				false			false			false	false		false		true	47153	false			false	false																	
132938				false			false			false	false		false		false		false			false	false																	
133579	0	0						0	0																				0	0	0	0						
133850				false			true	40050	2330	false	false		false		false		false			false	false																	
133971				false			false			false	false		false		false		false			false	false																	
134156				false			false			false	false		false		false		false			false	false																	
