"IDRSSD"	RCFDM708	RCFDM709	RCFDM710	RCFDM711	RCFDM712	RCFDM713	RCFDM714	RCFDM715	RCFDM716	RCFDM717	RCFDM719	RCFDM720	RCFDM721	RCFDM722	RCFDM723	RCFDM724	RCFDM725	RCFDM726	RCFDM727	RCFDM728	RCFDM729	RCFDM730	RCFDM731	RCFDM732	RCFDM733	RCFDM734	RCFDM735	RCFDM736	RCFDM737	RCFDM738	RCFDM739	RCFDM740	RCFDM741	RCFDM742	RCFDM743	RCFDM744	RCFDM745	RCFDM746	RCFDM747	RCFDM748	RCFDM749	RCFDM750	RCFDM751	RCONM708	RCONM709	RCONM710	RCONM711	RCONM712	RCONM713	RCONM714	RCONM715	RCONM716	RCONM717	RCONM719	RCONM720	RCONM721	RCONM722	RCONM723	RCONM724	RCONM725	RCONM726	RCONM727	RCONM728	RCONM729	RCONM730	RCONM731	RCONM732	RCONM733	RCONM734	RCONM735	RCONM736	RCONM737	RCONM738	RCONM739	RCONM740	RCONM741	RCONM742	RCONM743	RCONM744	RCONM745	RCONM746	RCONM747	RCONM748	RCONM749	RCONM750	RCONM751	
1669																																																																																							
1856																																																																																							
2161																																																																																							
2732																																																																																							
2750																																																																																							
3252																																																																																							
3458																																																																																							
3720																																																																																							
3971																																																																																							
4156																																																																																							
4231																																																																																							
5069																																																																																							
5135																																																																																							
5210																																																																																							
5461																																																																																							
5751																																																																																							
6039																																																																																							
6329																																												0	0	185660	2442	0	0	1113	200	226774	1554	0	0	968	1	239430	1467	0	0	0	0	89303	1563	0	0	0	0	0	0	0	0	23	4	386898	11522	0	0	118	2104	205	1128065	18666	0	0	
7009																																																																																							
7045																																																																																							
7072																																																																																							
7456																																																																																							
7634																																																																																							
8033																																																																																							
8462																																																																																							
8631																																																																																							
9357																																																																																							
9553																																																																																							
9807																																												11298	0	307527	6521	0	0	38427	383	929887	23105	0	0	0	0	241719	671	0	0	192	0	28761	445	0	0	0	0	0	0	0	0	0	0	421	4	0	0	2054	49917	383	1508315	32800	0	0	
9955																																																																																							
10250																																																																																							
10849																																																																																							
11145																																																																																							
11640																																																																																							
11837																																																																																							
12030																																																																																							
12142																																																																																							
12311																																																																																							
12647																																																																																							
12656																																																																																							
12946																																																																																							
13103																																												0	0	125999	1805	0	0	1468	43	751166	10981	0	0	0	0	804364	3471	0	0	2116	7	148289	2681	0	0	0	0	0	0	0	0	0	0	353278	1834	0	0	633	3584	50	2183096	21405	0	0	
13251																																																																																							
13457																																																																																							
14155																																																																																							
14650																																																																																							
14753																																																																																							
14865																																																																																							
14977																																																																																							
16551																																																																																							
17110																																																																																							
17147																																																																																							
17259																																																																																							
17950																																																																																							
17978																																																																																							
18050																																																																																							
18827																																																																																							
18836																																																																																							
18854																																												0	0	191291	1889	0	0	14856	0	343489	3391	0	0	0	0	69267	684	0	0	6994	220	483408	4553	0	0	0	0	0	0	0	0	24	0	7779	82	0	0	0	21874	220	1095234	10599	0	0	
19356																																																																																							
19936																																																																																							
19972																																																																																							
20053																																																																																							
20633																																																																																							
20857																																																																																							
21256																																																																																							
21359																																																																																							
21658																																																																																							
22048																																																																																							
22543																																																																																							
22552																																																																																							
22730																																																																																							
23456																																																																																							
23504																																																																																							
23643																																																																																							
23755																																																																																							
24006																																																																																							
24378																																																																																							
24659																																																																																							
24668																																																																																							
24949																																																																																							
25357																																																																																							
25647																																																																																							
26457																																																																																							
26765																																																																																							
27070																																																																																							
27548																																																																																							
27614																																																																																							
27847																																																																																							
28013																																																																																							
28152																																																																																							
28675																																																																																							
28732																																																																																							
29476																																																																																							
29636																																																																																							
29878																																												777	3	39527	343	0	0	7169	301	485622	4067	0	0	21295	3353	1213700	7794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	1	0	0	1578	29241	3657	1738929	13783	0	0	
30052																																																																																							
30502																																																																																							
30650																																																																																							
30810																																																																																							
31134																																																																																							
31255																																																																																							
31657																																																																																							
31826																																																																																							
31835																																																																																							
32234																																																																																							
32766																																																																																							
32971																																																																																							
33147																																																																																							
33259																																																																																							
33268																																																																																							
33370																																																																																							
33839																																																																																							
33857																																												0	0	132548	1557	0	0	227	19	448003	3208	0	0	0	0	209331	2198	0	0	13	5	206074	3772	0	0	0	0	0	0	0	0	0	0	12871	182	0	0	0	240	24	1008827	10917	0	0	
34434																																																																																							
34537																																																																																							
34555																																																																																							
34742																																																																																							
35057																																																																																							
35301																																																																																							
35646																																																																																							
35879																																																																																							
36456																																																																																							
36933																																																																																							
37051																																																																																							
37341																																																																																							
37435																																																																																							
37640																																																																																							
37659																																																																																							
37949																																																																																							
38740																																																																																							
39327																																																																																							
39756																																																																																							
40033																																																																																							
40499																																																																																							
40855																																																																																							
41553																																																																																							
41629																																																																																							
41825																																																																																							
42037																																																																																							
42354																																																																																							
42372																																																																																							
42420																																																																																							
42448																																												0	0	277369	3319	0	0	3914	0	714168	8547	0	0	242	0	541908	6485	0	0	863	13	274063	4151	0	0	0	0	4127	68	0	0	0	0	44445	730	0	0	1541	5019	13	1856080	24841	0	0	
42457																																																																																							
43052																																																																																							
43351																																																																																							
43856																																																																																							
43959																																																																																							
44040																																																																																							
44433																																																																																							
44741																																																																																							
44750																																																																																							
44929																																																																																							
45038																																																																																							
45047																																																																																							
45056																																																																																							
45430																																																																																							
45458																																																																																							
45551																																																																																							
45560																																												0	0	207746	1767	0	0	770	0	600568	6893	0	0	1901	186	468909	4135	0	0	409	105	173288	2153	0	0	0	0	0	0	0	0	131	31	21134	225	0	0	0	3211	322	1471645	15173	0	0	
45775																																																																																							
46053																																																																																							
46941																																																																																							
47247																																																																																							
47256																																																																																							
47452																																																																																							
47500																																																																																							
48057																																																																																							
48150																																																																																							
48374																																																																																							
48440																																																																																							
49054																																																																																							
49148																																																																																							
49241																																																																																							
49652																																																																																							
49858																																																																																							
49951																																																																																							
50144																																																																																							
50461																																																																																							
51253																																																																																							
51356																																																																																							
51459																																																																																							
51842																																																																																							
52719																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52951																																																																																							
53051																																																																																							
54058																																																																																							
54656																																												0	0	34216	521	0	0	124	0	110276	1678	0	0	63	0	42858	652	0	0	892	32	83040	1263	0	0	0	0	0	0	0	0	20	0	13760	209	0	0	0	1099	32	284150	4323	0	0	
54973																																																																																							
55336																																																																																							
55635																																																																																							
55653																																																																																							
55970																																																																																							
56258																																																																																							
56351																																												0	0	389604	3629	0	0	1348	262	801238	12229	0	0	0	0	627281	4493	0	0	1331	1032	282877	4881	0	0	0	0	0	0	0	0	0	0	91739	1971	0	0	0	2679	1294	2192739	27203	0	0	
56548																																																																																							
56717																																																																																							
57040																																																																																							
57451																																																																																							
58225																																																																																							
58243																																												0	0	416528	5649	0	0	2034	0	1138293	16706	0	0	3039	0	1487407	19006	0	0	14572	4094	994674	24488	0	0	0	0	16057	204	0	0	0	0	79244	861	0	0	6396	19645	4094	4132203	73310	0	0	
58355																																																																																							
58551																																																																																							
58636																																																																																							
58757																																																																																							
58971																																												0	0	517235	14554	0	0	0	0	2105612	35697	0	0	555	27	1325752	31147	0	0	0	0	1617360	32069	0	0	0	0	11299	346	0	0	0	0	105701	1120	0	0	2293	555	27	5682959	117226	0	0	
59316																																																																																							
59352																																																																																							
59370																																																																																							
59754																																																																																							
60143																																																																																							
60330																																												387	0	66718	485	0	0	6416	23	310268	5207	0	0	448	0	135074	1815	0	0	0	0	212961	5699	0	0	0	0	0	0	0	0	7	6	15328	355	0	0	2	7258	29	740349	13563	0	0	
60545																																																																																							
60554																																																																																							
60648																																																																																							
61122																																												599	0	115516	2172	0	0	2267	0	419675	6220	0	0	2384	29	403909	3083	0	0	0	0	225797	2830	0	0	0	0	0	0	0	0	33	33	63433	940	0	0	430	5283	62	1228330	15675	0	0	
61355																																																																																							
61476																																																																																							
61757																																																																																							
61832																																																																																							
61953																																																																																							
62044																																																																																							
62110																																																																																							
62147																																																																																							
63050																																																																																							
63069	0	0	2933254	63928	3332	733	0	0	10822334	89199	28916	3392	3020	0	21442090	81613	863	3	89922	4023	25746365	307741	0	0	0	0	68412	1210	0	0	3130	433	815533	8062	1	0	0	96072	4456	61827988	551753	33112	4128																																												
63201																																																																																							
63573																																																																																							
63733																																												791	0	86865	976	142	38	13167	678	306907	3830	27	13	2593	0	340747	3726	40	8	552	46	78443	989	0	0	0	0	0	0	0	0	0	0	45461	778	0	0	22	17103	724	858423	10321	209	59	
63742																																																																																							
64150																																																																																							
64552																																																																																							
64730																																																																																							
65205																																																																																							
65513																																																																																							
65559																																																																																							
65858																																																																																							
66154																																																																																							
66275																																																																																							
66677																																																																																							
67142																																																																																							
67151																																																																																							
67209																																																																																							
67254																																																																																							
67656																																												0	0	71535	0	0	0	2571	657	558979	7888	0	0	482	169	78601	3550	0	0	87	25	59397	889	0	0	0	0	176624	36254	0	0	62	16	10158	246	0	0	0	3202	867	955294	48827	0	0	
67870																																																																																							
68671																																																																																							
68756																																																																																							
68831																																																																																							
69333																																												591	96	103865	1715	0	0	1487	38	495149	6381	0	0	3353	100	281142	4236	0	0	190	21	179509	2184	0	0	0	0	0	0	0	0	71	11	17743	384	0	0	0	5692	266	1077408	14900	0	0	
69678																																																																																							
70218																																																																																							
70414																																																																																							
70638																																																																																							
70955																																																																																							
71073																																																																																							
71457																																																																																							
71859																																																																																							
72258																																																																																							
72351																																																																																							
72454																																																																																							
72678																																																																																							
73116																																																																																							
73152																																																																																							
73554																																																																																							
73956																																																																																							
74056																																																																																							
74140																																												45	7	0	0	0	0	12499	0	543183	1273	0	0	4704	500	414075	139	0	0	5734	8	216930	921	0	0	0	0	0	0	0	0	0	0	74740	1323	0	0	5529	22982	515	1248928	9185	0	0	
74403																																												0	0	60598	462	1566	0	0	0	237255	3108	43440	0	600	0	373111	2343	22756	167	0	0	99600	1344	6135	42	0	0	0	0	0	0	0	0	165616	2478	83	0	33	600	0	936180	9768	73980	209	
74449																																																																																							
75259																																																																																							
75446																																																																																							
75455																																																																																							
75633	10490	2453	3102278	62665	1321	0	106641	16146	10146186	117051	36799	22450	162309	18421	8772837	15934	725	62	143380	28561	62414774	442627	27006	11731	0	0	413856	15737	0	0	16924	590	8595502	24878	517	517	0	439744	66171	93445433	678892	66368	34760																																												
75651																																																																																							
76153																																																																																							
76443																																																																																							
76854																																																																																							
77150																																																																																							
77253																																																																																							
77422																																																																																							
77851																																												194	0	297469	2038	0	0	18151	0	1274931	17685	0	0	224	0	333751	2393	10	0	4502	45	961367	15061	0	0	0	0	9022	122	0	0	0	0	30407	139	0	0	0	23071	45	2906947	37438	10	0	
78157																																																																																							
78241																																																																																							
78559																																																																																							
79042																																																																																							
79127																																																																																							
79145																																																																																							
79257																																																																																							
79855																																																																																							
80150																																																																																							
80374																																																																																							
80431																																																																																							
81175																																																																																							
82033																																																																																							
82257																																																																																							
82350																																																																																							
83151																																																																																							
83375																																																																																							
83638	0	0	256171	258	0	0	1251	453	2061200	13455	0	0	2997	251	593481	1283	0	0	21043	4820	2232640	24826	0	0	0	0	0	0	0	0	2397	2187	554951	4494	0	0	0	27688	7711	5698443	44316	0	0																																												
83834																																																																																							
83852																																																																																							
83955																																																																																							
84046																																																																																							
84541																																																																																							
84804																																																																																							
85052																																																																																							
85472																																																																																							
85931																																																																																							
86349																																																																																							
86675																																																																																							
87047																																																																																							
87159																																																																																							
87234																																																																																							
87476																																																																																							
87579																																																																																							
88231																																																																																							
88259																																																																																							
88352																																																																																							
88455																																																																																							
88950																																																																																							
89032																																																																																							
89135																																																																																							
89854																																																																																							
89957																																																																																							
90047																																																																																							
90177																																																																																							
90328																																																																																							
90337																																																																																							
90579																																																																																							
91615																																																																																							
91754																																																																																							
91950																																																																																							
92144																																																																																							
92676																																																																																							
92706																																																																																							
92902																																																																																							
93244																																																																																							
93543																																																																																							
93619																																																																																							
94139																																																																																							
94522																																																																																							
94755																																																																																							
94858																																																																																							
95051																																																																																							
95677																																																																																							
96553																																																																																							
97055																																																																																							
97279																																																																																							
97457																																																																																							
97804																																																																																							
97943																																																																																							
98351																																																																																							
98463																																																																																							
98717																																																																																							
99143																																																																																							
99376																																												0	0	12045	209	0	0	162	0	288946	6186	0	0	6004	24	1239165	8221	35502	0	4815	513	589159	5990	0	0	0	0	0	0	0	0	0	0	43797	874	0	0	0	10981	537	2173112	21480	35502	0	
99442																																																																																							
99536																																																																																							
99853																																																																																							
100236																																																																																							
100357																																																																																							
100562																																																																																							
100777																																																																																							
100843																																																																																							
101037																																																																																							
101439																																																																																							
101671																																												21704	0	0	0	0	0	129653	1865	0	0	0	0	271428	461	0	0	0	0	114545	1412	0	0	0	0	0	0	0	0	0	0	6682	975	0	0	0	0	0	544012	4713	0	0	0	0	
101738																																																																																							
101952																																																																																							
102333																																																																																							
102342																																																																																							
102539																																																																																							
102557																																																																																							
102874																																																																																							
103134																																																																																							
104234																																																																																							
104542																																																																																							
104971																																																																																							
105026																																																																																							
105473																																																																																							
105530																																																																																							
106359																																												0	0	151415	2052	0	0	5328	0	755955	11177	0	0	765	0	245075	3233	0	0	2238	500	171907	2110	0	0	0	0	720	0	0	0	107	0	271130	2154	0	0	2362	8438	500	1596202	23088	0	0	
106452																																																																																							
106676																																																																																							
107244																																																																																							
107459																																																																																							
107570																																																																																							
107758																																																																																							
108072																																																																																							
108269																																																																																							
108652																																																																																							
108746																																																																																							
108951																																																																																							
109136																																																																																							
109154																																																																																							
