"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	RIADMG93	RIADMG94	
7045			1156	0	10	0	1157	11	0			0	0																		
7072			2568	0	73	0	3076	581	0																						
7456			887	0	0	0	887	0	0																						
7634			1231	30	17	0	1199	15	0																						
8033			1896	0	14	0	1906	24	0																						
8462			2007	0	1	0	2009	3	0																						
8631			397	0	2	0	396	1	0																						
9357			3937	0	35	0	4944	1042	0																						
9553			1212	0	0	0	1212	0	0																						
9807			33183	0	1801	0	31649	267	0				0																		
9955			1708	0	3	0	1710	5	0																						
10250			4822	-500	272	0	5112	62	0																						
10849			2821	60	0	0	2761	0	0																						
11145			2946	9	17	0	2964	44	0			2946	0																		
11640			2980	15	19	0	2982	36	0																						
11837			1023	0	0	0	1024	1	0																						
12030			12985	0	4011	0	9770	796	0																						
12142			1978	60	21	0	1986	89	0																						
12311	0		2074252	71789	105951	0	2030159	133647	0	0	5625	0		0	0	0	0	0	0	0	0	3434	0	3434	0	0	0	0	16597	0	
12647			1073	0	1	0	1075	3	0																						
12656			176	4	0	0	180	8	0																						
12946			25107	1200	898	0	24402	1393	0																						
13103			21455	615	556	0	20360	76	0				0																		
13251			639	30	5	0	604	0	0																						
13457			103	0	0	0	103	0	0																						
14155			3836	45	8	0	3809	26	0																						
14650			880	25	62	0	1006	213	0																						
14753			531	0	1	0	530	0	0																						
14865			5417	0	21	0	5396	0	0																						
14977			617	30	1	0	679	93	0			0	0																		
16551			4249	0	48	0	4207	6	0																						
17110		0	279	0	0	0	279	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147		0	226275	16755	2222	0	195397	1898	13799			0		245	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	1399	
17259			158	0	9	0	166	17	0																						
17950			5776	90	111	0	5579	4	0																						
17978			1440	0	0	0	1440	0	0																						
18050			6809	0	39	0	6859	89	0																						
18827			13972	500	120	0	13362	10	0																						
18836			1676	12	136	0	1601	73	0																						
18854			10819	495	14	0	10316	6	0				0																		
19356			992	80	0	0	922	10	0																						
19936			4479	0	25	0	4470	16	0																						
19972			399	0	0	0	399	0	0																						
20053			1406	120	3	0	1297	14	0																						
20633			2695	15	4	0	2691	15	0																						
20857			2625	0	0	0	2625	0	0																						
21256			71	0	1	0	70	0	0																						
21359			455	12	3	0	441	0	-1																						
21658			2375	60	20	0	2296	1	0				0																		
22048			3189	150	21	0	3090	72	0																						
22543			2552	50	7	0	2507	12	0																						
22552			921	0	3	0	918	0	0																						
22730			1443	0	33	0	1590	180	0																						
23456			2366	180	19	0	2176	9	0																						
23504		0	79426	-1288	144	0	83853	3283	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-260	0	
23643			1343	60	61	0	1325	103	0																						
23755			2314	-100	13	0	2441	40	0																						
24006			8927	495	52	0	8429	49	0																						
24378			186	0	1	0	185	0	0																						
24659			578	0	5	0	630	57	0																						
24668			14418	400	1119	0	15492	2593	0																						
24949			6276	-1000	101	0	7181	6	0																						
25357			6340	596	52	0	5901	209	0																						
25647			3223	200	0	0	3023	0	0				0																		
26457			231	3	0	0	228	0	0				0																		
26765			33996	588	248	0	33702	542	0																						
27070			5437	360	7	0	5087	17	0																						
27548			9495	-1500	179	0	11125	309	0																						
27614			1350	-100	21	0	1461	32	0																						
27847			7238	350	174	0	6855	141	0																						
28013		0	39030	551	215	0	38973	709	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28152			1444	0	0	0	1444	0	0				0																		
28675			801	0	0	0	801	0	0				0																		
28732			1134	60	1	0	1084	11	0																						
29476			1696	128	2	0	1566	0	0																						
29636			5046	149	487	0	4513	103	0																						
29878			17440	-209	79	0	17570	0	0				0																		
30052			401	10	0	0	393	2	0																						
30502			9844	300	156	0	9466	78	0																						
30650			105	105	0	0	0	0	0																						
30810	0		6757000	732660	465134	0	6821480	1262274	0	0	145000			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-29300	1632000	
31134			1522	120	18	0	1400	16	0				0																		
31255			8030	331	53	0	7649	3	0			0	0																		
31657			1007	0	15	0	992	0	0																						
31826			3440	259	32	0	3180	31	0				0																		
31835			1958	0	38	0	1958	38	0																						
32234			220	64	11	0	168	23	0																						
32766			933	145	0	0	809	21	0																						
32971			2736	0	62	0	2733	59	0																						
33147			4348	0	3	0	4853	508	0																						
33259			9476	884	245	0	8720	373	0																						
33268			1244	0	1	0	1246	3	0																						
33370			141	0	0	0	141	0	0																						
33839			93	0	0	0	93	0	0																						
33857			10941	558	50	0	10424	91	0				0																		
34434			2729	0	25	0	2742	38	0																						
34537		0	90770	7379	1163	0	83315	1138	51					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34555			2678	0	85	0	2604	11	0			0	0																		
34742			4906	110	1	0	4802	7	0																						
35057			2077	132	14	0	1963	32	0			0	0																		
35301	0		95000	11000	0	0	87000	4000	1000			0		0	0	0	0	0	0	2000	0	0	0	0	2000	0	0	0	-1000	0	
35646			335	40	0	0	296	1	0																						
35879			968	0	0	0	986	18	0																						
36456			2550	0	232	0	2318	0	0																						
36933			2453	180	1	0	2282	10	0																						
37051			990	71	0	0	885	5	39																						
37341			1012	60	4	0	956	8	0																						
37435			15109	-43	400	0	15109	357	0																						
37640		0	45031	5500	213	0	37017	816	3117			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37659			489	15	1	0	482	9	0			0	0																		
37949			2667	120	6	0	2543	2	0																						
38740			1968	-110	4	0	2092	18	0																						
39327			2185	225	14	0	1998	52	0																						
39756			6654	150	135	0	6454	85	0				0																		
40033			902	0	1	0	901	0	0																						
40499		0	43560	1720	630	0	45377	2856	-1311					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1164	0	
40855			1428	30	0	0	1428	30	0																						
41553			645	0	0	0	645	0	0																						
41629			2032	-289	127	0	2330	136	0																						
41825			7098	586	19	0	6500	7	0				0																		
42037			485	0	4	0	533	52	0																						
42354			1720	296	0	0	1442	18	0																						
42372			2626	0	7	0	2637	18	0																						
42420		0	93603	3743	1067	0	92522	3729	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2320	0	
42448			24854	2445	245	0	22868	704	0			0	0																		
42457			650	50	0	0	600	0	0																						
43052			1456	60	5	0	1391	0	0																						
43351			3000	900	49	0	2354	303	0																						
43856			497	10	0	0	487	0	0																						
43959			888	-30	1	0	1034	117	0																						
44040			4843	0	21	0	4842	20	0																						
44433			6355	0	25	0	6353	23	0				0																		
44741			4335	-27	25	0	4364	27	0																						
44750			2044	0	15	0	2037	8	0																						
44929			1139	30	9	0	1106	6	0				0																		
45038			1204	-100	6	0	1298	0	0			0	0																		
45047			2574	109	47	0	2558	140	0																						
45056			478	0	21	0	457	0	0																						
45430			762	54	10	0	700	2	0																						
45458			1965	-55	2	0	2035	17	0																						
45551			9871	30	99	0	9846	104	0																						
45560			15495	0	66	0	15581	152	0				0																		
45775			909	0	0	0	909	0	0																						
46053			2847	18	284	0	2760	215	0																						
46941			1795	12	15	0	1818	50	0																						
47247			7974	752	65	0	7234	77	0				0																		
47256			373	0	1	0	372	0	0																						
47452			1662	0	20	0	1656	14	0																						
47500			4042	-321	88	0	4291	16	0																						
48057			580	30	64	0	527	41	0																						
48150			217	6	0	0	226	15	0																						
48374			11637	385	417	0	11606	771	0																						
48440			1552	0	24	0	1530	2	0																						
49054			3024	0	25	0	2999	0	0																						
49148			699	0	1	0	701	3	0																						
49241			10206	430	106	0	9838	168	0																						
49652			2959	0	4	0	2955	0	0																						
49858			1385	60	0	0	1325	0	0																						
49951			342	91	3	0	248	0	0																						
50144			581	15	16	0	552	2	0																						
50461			4945	300	0	0	4645	0	0				0																		
51253			8187	900	236	0	7813	762	0			0	0																		
51356			309	0	1	0	308	0	0				0																		
51459			1526	5	8	0	1518	5	0																						
51842			13895	-4750	24	0	18625	4	0				0																		
52719			0	0	0	0	0	0	0			0	0																		
52951			4790	295	75	0	4614	194	0																						
53051			500	0	0	0	500	0	0																						
54058			8989	80	384	0	8572	47	0				0																		
54656			4355	0	43	0	4371	59	0			0	0																		
54973		0	69456	-1506	2907	0	71130	3075	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	
55336			3404	400	72	0	3703	771	0																						
55635			1015	0	14	0	1202	201	0																						
55653			959	0	14	0	962	17	0																						
55970			6867	0	0	0	6867	0	0																						
56258			2657	120	21	0	2516	0	0																						
56351			28497	1200	202	0	27708	613	0				0																		
56548			8302	750	8	0	7544	0	0																						
56717			11763	250	115	0	11532	134	0																						
57040			1701	0	58	0	1645	2	0			0	0																		
57451			4890	0	111	0	4782	3	0																						
58225			2589	0	20	0	2657	88	0																						
58243			77404	0	2128	0	75470	194	0				0																		
58355			475	12	0	0	463	0	0																						
58551			3231	270	215	0	2844	98	0																						
58636			4127	150	150	0	4061	234	0																						
58757			1762	120	6	0	1670	34	0																						
58971			117253	-24000	1713	0	140603	1063	0				0																		
59316			17017	600	244	0	16442	269	0																						
59352			5715	300	1	0	5414	0	0																						
59370			2604	0	7	0	2598	1	0																						
59754			348	57	4	0	345	58	0																						
60143	0		563000	-17000	23000	0	588000	31000	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16000	0	
60330			13592	270	265	0	13670	613	0			0	0																		
60545			2339	0	165	0	2176	2	0																						
60554			837	30	2	0	808	3	0																						
60648			4636	0	8	0	4944	316	0																						
61122			15736	205	207	0	15954	630	0				0																		
61355			20441	3281	286	0	20014	3140	0																						
61476			3961	465	0	0	3496	0	0																						
61757			4809	40	9	0	4760	0	0				0																		
61832			2496	-180	3	0	2726	53	0																						
61953			675	0	1	0	674	0	0																						
62044			176	0	1	0	175	0	0																						
62110			0	0	0	0	0	0	0																						
62147			746	1	2	0	749	6	0																						
63050			3084	0	23	0	3066	5	0																						
63069			560337	40665	12690	0	516491	9191	-318			0	4128																		
63201			1929	390	0	0	1690	151	0																						
63573			6811	30	27	0	6754	0	0																						
63733			11104	550	242	0	10517	205	0				59																		
63742			7845	0	9	0	7837	1	0																						
64150			2242	0	0	0	2254	12	0																						
64552			3877	1267	0	0	2623	13	0				0																		
64730			2122	0	18	0	2114	10	0																						
65205			5594	108	0	0	5496	10	0																						
65513			47	0	0	0	47	0	0				0																		
65559			4426	286	0	0	4140	0	0				0																		
65858			16553	0	205	0	16622	274	0																						
66154			1573	0	14	0	1583	24	0																						
66275		0	5115	784	2	0	4329	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
66677			1807	134	0	0	1673	0	0				0																		
67142			474	0	1	0	474	1	0																						
67151			14425	-1414	3106	0	12739	6	0																						
67209			12395	500	119	0	12472	696	0																						
67254			15	0	1	0	14	0	0																						
67656			49694	16578	1266	0	48245	16395	0				0																		
67870			4272	61	65	0	4183	37	0																						
68671			674	75	3	0	621	25	0																						
68756			7461	804	31	0	6671	45	0			0	0																		
68831			1764	56	14	0	1754	60	0																						
69333			15166	360	58	0	14905	157	0			0	0																		
69678			3247	-3900	709	0	6532	94	0																						
70218			1027	0	0	0	1027	0	0			0	0																		
70414			3736	250	11	0	3481	6	0																						
70638			4844	530	135	0	4668	489	0																						
70955			192	0	3	0	189	0	0																						
71073			687	7	103	0	577	0	0																						
71457			5697	0	7	0	5690	0	0																						
71859			176	0	0	0	197	25	4																						
72258			3073	45	4	0	3055	31	0																						
72351			1366	0	56	0	1311	1	0																						
72454			802	0	7	0	795	0	0																						
72678			1783	0	45	0	1766	28	0																						
73116			4798	187	15	0	4620	24	0																						
73152			981	0	14	0	977	10	0																						
73554			3445	60	207	0	3206	28	0																						
73956			451	0	33	0	434	16	0																						
74056			1151	0	1	0	1152	2	0																						
74140			9700	522	272	0	9103	197	0				0																		
74403			9977	648	10	0	9337	18	0				209																		
74449			85	0	0	0	85	0	0																						
75259			6568	1450	19	0	9576	4477	0																						
75446			3598	120	6	0	3488	16	0																						
75455			652	0	1	0	651	0	0																						
75633			779823	-96914	44005	0	884991	52259	0			0	34760																		
75651			770	0	79	0	748	57	0																						
76153			533	0	107	0	569	143	0			0	0																		
76443			1169	95	0	0	1076	2	0																						
76854			8278	104	70	0	8104	0	0																						
77150			1211	0	9	0	1202	0	0			0	0																		
77253			3971	278	42	0	3368	117	400																						
77422			1977	0	19	0	1958	0	0																						
77851			37483	400	259	0	37129	305	0			0	0																		
78157			334	30	0	0	310	6	0																						
78241			1139	0	0	0	1139	0	0																						
78559			1095	0	0	0	1095	0	0																						
79042			1334	190	44	0	1108	8	0				0																		
79127			934	75	82	0	879	102	0																						
79145			2395	0	1	0	2398	4	0																						
79257			91	12	0	0	79	0	0																						
79855			1976	105	3	0	1869	1	0																						
80150			688	0	7	0	700	19	0																						
80374			443	7	0	0	436	0	0																						
80431			1214	272	7	0	1021	86	0																						
81175			5782	360	1	0	5457	36	0																						
82033			2617	105	4	0	2511	3	0																						
82257			1441	372	21	0	1410	362	0																						
82350			343	0	6	0	344	7	0																						
83151			2404	15	10	0	2381	2	0																						
83375			10207	-203	293	0	10275	158	0																						
83638			52027	-10000	1970	0	69899	9842	0			44	0																		
83834			1439	0	3	0	1484	48	0																						
83852			471	0	0	0	471	0	0																						
83955			872	0	79	0	794	1	0																						
84046			149	0	0	0	149	0	0																						
84541			15497	927	455	0	14417	302	0																						
84804			634	0	0	0	634	0	0																						
85052			1215	0	0	0	1215	0	0																						
85472		0	52061	3128	513	0	48850	430	0					1467	0	-173	0	0	1294	0	0	0	0	0	0	0	0	0	150	0	
85931			2503	60	38	0	2445	40	0																						
86349			3367	119	30	0	3281	63	0																						
86675			6488	-98	34	0	6556	4	0																						
87047			1133	15	1	0	1118	1	0																						
87159			1157	0	7	0	1154	4	0																						
87234			5555	325	216	0	5023	9	0																						
87476			6949	0	3	0	6967	21	0																						
87579			4672	75	4	0	4593	0	0				0																		
88231			12566	255	242	0	12073	4	0																						
88259			763	0	0	0	763	0	0																						
88352			1353	0	5	0	1423	75	0				0																		
88455			5647	0	6	0	5643	2	0																						
88950			122	122	0	0	0	0	0																						
89032			1239	0	47	0	1259	67	0																						
89135			750	20	10	0	720	0	0																						
89854			1748	0	152	0	1596	0	0																						
89957			1500	174	0	0	1338	12	0																						
90047			216	18	0	0	198	0	0																						
90177			1208	0	34	0	1179	5	0																						
90328			6034	354	53	0	5677	50	0																						
90337			15785	0	2539	0	13296	50	0			0	0																		
90579			4223	0	0	0	4223	0	0																						
91615			742	35	1	0	712	6	0																						
91754			4046	0	19	0	4066	39	0			0	0																		
91950			270	0	1	0	269	0	0																						
92144			244	0	0	0	244	0	0																						
92676			4022	281	16	0	3866	141	0				0																		
92706			2168	-38	87	0	2267	148	0																						
92902			125	0	0	0	125	0	0																						
93244			2122	0	10	0	2115	3	0																						
93543			6650	399	31	0	7267	1047	0																						
93619	0		0	0	0	0	0	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
94139			3567	217	186	0	3610	446	0																						
94522			6078	221	46	0	5901	90	0																						
94755			2636	180	25	0	2479	48	0																						
94858			1211	5	12	0	1228	34	0																						
95051			1944	921	104	0	1466	547	0			0	0																		
95677			578	30	4	0	544	0	0																						
96553			1118	100	85	0	933	0	0																						
97055		0	3229	0	116	0	3113	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
97279			605	141	13	0	458	7	0																						
97457			1300	65	5	0	1233	3	0																						
97804			13821	-400	542	0	13924	245	0																						
97943			1731	240	2	0	1629	140	0																						
98351			1200	90	1	0	1114	5	0																						
98463			7696	-450	99	0	8047	0	0																						
98717			2234	0	0	0	2234	0	0			0	0																		
99143			1436	225	17	0	1330	136	0																						
99376			22017	-559	75	0	22610	109	0				0																		
99442			5504	65	139	0	5554	254	0																						
99536			4936	360	313	0	4531	268	0																						
99853			148	0	3	0	152	7	0																						
100236			5224	387	59	0	4806	28	0																						
100357			9294	60	713	0	8690	169	0																						
100562		0	97944	10145	1530	0	85376	1144	2037			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	
100777			2419	0	886	0	1736	203	0																						
100843			9136	245	59	0	9091	259	0																						
101037			17353	0	253	0	17237	137	0																						
101439			3395	0	57	0	3380	42	0				0																		
101671			4713	0	650	0	4121	58	0				0																		
101738			1481	97	55	0	1478	149	0																						
101952			1298	0	3	0	1295	0	0																						
102333			374	0	1	0	374	1	0																						
102342			3320	180	1	0	3139	0	0																						
102539			275	0	0	0	275	0	0																						
102557			1360	202	0	0	1258	100	0																						
102874			1092	75	19	0	999	1	0				0																		
103134			538	0	0	0	538	0	0																						
104234			698	6	8	0	728	44	0																						
104542			123	26	9	0	118	30	0																						
104971		0	148	0	6	0	324	182	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
105026			3052	105	105	0	2926	84	0																						
105473			12269	300	60	0	12065	14	-142																						
105530			1043	0	0	0	1057	14	0																						
106359			23588	0	580	0	23193	185	0				0																		
106452			6330	630	22	0	5761	83	0																						
106676			804	20	0	0	784	0	0																						
107244		0	190795	-26320	6994	0	217380	7259	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37534	0	
107459			275	2	3	0	270	0	0																						
107570			3982	0	41	0	3998	57	0																						
107758			306	5	99	0	436	234	0																						
108072			2445	107	17	0	2323	2	0																						
108269			889	0	4	0	885	0	0																						
108652			188	0	0	0	190	2	0																						
108746			144	0	3	0	141	0	0																						
108951			3323	150	24	0	3298	149	0																						
109136			1794	0	61	0	1733	0	0																						
109154			766	21	1	0	761	17	0																						
109453			2034	100	59	0	1893	18	0																						
109574			3224	68	27	0	3131	2	0																						
109659			3300	300	18	0	3063	81	0																						
110413			5567	0	2	0	5571	6	0				0																		
110936			7573	914	5	0	6683	29	0																						
110945			2306	23	7	0	2279	3	0																						
110972			294	45	0	0	249	0	0																						
111157			463	0	0	0	463	0	0			0	0																		
111205			7585	-299	72	0	8080	268	0																						
111942			4978	200	45	0	4760	27	0																						
111979			6904	0	18	0	6938	52	0																						
112163		0	28997	-1250	142	0	30433	328	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
112332			1030	10	237	0	863	80	0																						
112510			617	45	10	0	575	13	0																						
112556			591	18	0	0	578	5	0																						
112837	0		3954586	659756	455818	13017	3711409	859380	0	0	50694	0		0	0	0	0	0	0	656	8657	-5605	0	1485	2223	0	0	0	73564	724765	
113003			1253	0	0	0	1258	5	0				0																		
113030			2933	60	2	0	2874	3	0																						
113441			6679	100	36	0	6597	54	0																						
113601			12666	13	15	0	12638	0	0																						
113740			13447	0	294	0	13212	59	0				0																		
114149			2224	7	7	0	2218	8	0																						
114260			19500	156	849	0	22900	4405	0			0	0																		
114457			3200	-398	80	0	3550	32	0																						
114774			630	0	0	0	630	0	0																						
114840			4239	90	13	0	4150	14	0																						
114859			769	0	0	0	769	0	0																						
115146			1000	0	0	0	1000	0	0																						
115575			6406	319	9	0	6078	0	0																						
116358			369	0	0	0	371	2	0																						
116554			153	6	0	0	147	0	0																						
116741			1527	37	0	0	1490	0	0																						
117038			1591	0	10	0	1582	1	0			0	0																		
117074			1747	1	0	0	1747	1	0																						
117458			9999	0	49	0	10090	140	0																						
117775			1057	0	196	0	896	35	0			0	0																		
118156			2713	0	53	0	2661	1	0																						
118660			2046	0	0	0	2046	0	0																						
118736			1606	60	12	0	1551	17	0																						
119153			3373	0	55	0	3495	177	0				0																		
119528			10525	295	112	0	10393	275	0																						
119779			10241	-30	51	0	10221	1	0				0																		
119872			3643	60	2	0	3590	9	0																						
120476			342	7	0	0	335	0	0																						
120542			5707	150	352	0	5278	73	0																						
120609			10367	0	383	0	10124	140	0																						
120953			1296	0	1	0	1295	0	0																						
121642			43353	619	2136	0	45000	4402	0				0																		
121651			951	0	10	0	941	0	0																						
121914			3656	205	50	0	3538	137	0																						
122153			214	0	9	0	232	27	0																						
122546			967	98	26	0	953	110	0																						
122854		0	144170	-1452	357	0	148706	3441	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	
123075			727	-4	0	0	731	0	0																						
123374			976	0	6	0	978	8	0																						
124344			7184	435	36	0	6713	0	0																						
124830			944	0	2	0	946	4	0																						
125154			3213	1129	578	0	3285	1779	0				0																		
125855			9660	757	139	0	9227	463	0																						
125873			1247	0	20	0	1227	0	0																						
126012			4978	0	4	0	5066	92	0																						
126049			1379	60	4	0	1337	22	0																						
126375			475	0	0	0	483	8	0																						
126553			2943	0	0	0	2943	0	0				0																		
126834			3593	279	124	0	3351	161	0																						
127055			782	0	0	0	818	36	0																						
127224			1806	72	13	0	1771	50	0																						
128258			313	30	3	0	284	4	0																						
128904		70	125531	565	2798	0	97787	2706	27087					0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	-863	0	
129349			1061	28	38	0	1017	22	0																						
129358			1267	202	0	0	1065	0	0																						
129479			4212	0	4	0	4218	10	0																						
129732			62436	10903	1062	0	55012	4541	0			0	2466																		
129853			2400	230	77	0	2250	157	0																						
129910			4760	435	10	0	4353	38	0																						
130345			7287	0	9	0	7278	0	0																						
130541		0	52350	-1146	787	0	54286	1208	-369					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
130813			4543	0	11	0	4532	0	0																						
131436			6714	210	39	0	6467	2	0			0	0																		
131717			703	15	13	0	702	27	0			0	0																		
131940			1092	15	3	0	1074	0	0																						
132107			11976	262	259	0	11470	15	0																						
132451			1173	0	2	0	1171	0	0																						
132778			312	0	2	0	310	0	0																						
132938			810	57	5	0	748	0	0																						
133579			5090	0	9	0	5303	222	0			0	0																		
133850			15019	696	188	0	14370	235	0																						
133971			3326	-4	2	0	3410	82	0																						
134156			2056	60	57	0	1949	10	0																						
134437			11292	2091	167	0	9467	433	0			0	43																		
134455			1152	0	2	0	1150	0	0																						
134848			1949	0	0	0	1950	1	0																						
135836			3053	0	260	0	2857	64	0																						
135854			945	0	1	0	946	2	0																						
136048			807	51	20	0	809	73	0																						
136338			2590	143	15	0	2466	34	0																						
136459			306	0	0	0	306	0	0																						
136655			793	0	11	0	782	0	0																						
137205			23609	-12	179	0	23654	212	0																						
137447			2840	0	4	0	2848	12	0																						
137456			1533	0	8	0	1535	10	0																						
137559			1491	316	19	0	1794	638	0																						
137643			1217	0	18	0	1219	20	0																						
137652			3731	43	11	0	3677	0	0			0	0																		
137915			79257	3469	3212	0	84845	12269	0				0																		
138051			1921	0	3	0	1918	0	0																						
138257			445	0	1	0	447	3	0																						
138556			467	56	3	0	415	7	0																						
139133			2445	82	2	0	2362	1	0				0																		
139478			4681	70	3	0	5199	591	0																						
139553			11768	1860	68	0	13465	3625	0																						
139656		0	48238	412	377	0	48365	916	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-706	0	
139740			25434	-2500	21	0	28364	451	0				0																		
139834			402	0	39	0	398	35	0																						
139843			21058	1650	131	0	19672	395	0				0																		
140157			3689	4	47	0	3687	49	0																						
140362			28323	2000	408	0	25915	0	0			0	0																		
140634			367	6	0	0	362	1	0																						
141211			4888	150	24	0	4738	24	0																						
141341			0	-311	124	0	1037	0	-850																						
141350			533	20	6	0	531	24	0																						
141556			54910	-1650	4309	0	57366	5115	0				426																		
141677			179	22	0	0	157	0	0																						
141958			731	60	2	0	676	7	0																						
142049			1483	0	2	0	1483	2	0																						
142179			299	9	0	0	353	63	0																						
142955			8788	0	192	0	8615	19	0																						
143372			1062	13	29	0	1065	45	0																						
143662		0	261111	24483	7007	0	248412	18791	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-987	0	
143859			3416	342	36	0	3302	264	0																						
143952			2325	0	2	0	2323	0	0																						
144034			2400	-503	448	0	2455	0	0																						
144052			4416	108	35	0	4319	46	0																						
144155			3396	0	2	0	3394	0	0				0																		
144678			1700	-497	506	0	1700	9	0																						
144856			2512	120	1	0	2392	1	0																						
144913			2243	0	3	0	2240	0	0																						
145059			770	40	0	0	730	0	0																						
145545			5681	383	64	0	5234	0	0																						
145554			2587	0	28	0	2559	0	0																						
145741			1296	0	0	0	1296	0	0																						
145844			4233	200	91	0	4026	84	0																						
146056			572	-40	44	0	589	21	0																						
146663			14860	0	16	0	14858	14	0																						
146672		0	122158	-10150	3742	0	154206	25640	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2953	0	
147651			518	125	20	0	652	279	0																						
147679			1335	-63	0	0	1398	0	0																						
147857			2559	-750	4	0	3307	2	0			0	0																		
147923			2248	-168	8	0	2414	6	0																						
148171			2231	-100	9	0	2325	3	0																						
148238			3048	238	49	0	2823	62	0																						
148340			537	0	0	0	537	0	0																						
148470			1033	0	0	0	1033	0	0																						
148715			1003	0	29	0	1020	46	0																						
148920			559	0	12	0	547	0	0																						
149150		0	1941	0	12	0	1929	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
