"IDRSSD"	RCFDM708	RCFDM709	RCFDM710	RCFDM711	RCFDM712	RCFDM713	RCFDM714	RCFDM715	RCFDM716	RCFDM717	RCFDM719	RCFDM720	RCFDM721	RCFDM722	RCFDM723	RCFDM724	RCFDM725	RCFDM726	RCFDM727	RCFDM728	RCFDM729	RCFDM730	RCFDM731	RCFDM732	RCFDM733	RCFDM734	RCFDM735	RCFDM736	RCFDM737	RCFDM738	RCFDM739	RCFDM740	RCFDM741	RCFDM742	RCFDM743	RCFDM744	RCFDM745	RCFDM746	RCFDM747	RCFDM748	RCFDM749	RCFDM750	RCFDM751	RCONM708	RCONM709	RCONM710	RCONM711	RCONM712	RCONM713	RCONM714	RCONM715	RCONM716	RCONM717	RCONM719	RCONM720	RCONM721	RCONM722	RCONM723	RCONM724	RCONM725	RCONM726	RCONM727	RCONM728	RCONM729	RCONM730	RCONM731	RCONM732	RCONM733	RCONM734	RCONM735	RCONM736	RCONM737	RCONM738	RCONM739	RCONM740	RCONM741	RCONM742	RCONM743	RCONM744	RCONM745	RCONM746	RCONM747	RCONM748	RCONM749	RCONM750	RCONM751	
1669																																																																																							
1856																																																																																							
2161																																																																																							
2732																																																																																							
2750																																																																																							
3252																																																																																							
3458																																																																																							
3720																																																																																							
3971																																																																																							
4156																																																																																							
4231																																																																																							
5069																																																																																							
5135																																																																																							
5210																																																																																							
5461																																																																																							
5751																																																																																							
6039																																																																																							
6329																																																																																							
7009																																																																																							
7045																																																																																							
7072																																																																																							
7456																																																																																							
7634																																																																																							
8033																																																																																							
8462																																																																																							
8631																																																																																							
9357																																																																																							
9553																																																																																							
9807																																												35284	0	295523	6609	0	0	50953	0	914633	19972	0	0	0	0	274133	987	0	0	123	0	125423	476	0	0	0	0	0	0	0	0	0	0	540	5	0	0	3074	86360	0	1610252	31123	0	0	
9955																																																																																							
10250																																																																																							
10849																																																																																							
11145																																																																																							
11640																																																																																							
11837																																																																																							
12030																																																																																							
12142																																																																																							
12311																																																																																							
12647																																																																																							
12656																																																																																							
12946																																																																																							
13103																																												0	0	81422	1122	0	0	2374	61	673377	9410	0	0	0	0	745076	3363	0	0	1821	9	307496	2823	0	0	0	0	0	0	0	0	0	0	294814	1775	0	0	344	4195	70	2102185	18837	0	0	
13251																																																																																							
13457																																																																																							
14155																																																																																							
14650																																																																																							
14753																																																																																							
14865																																																																																							
14977																																																																																							
16551																																																																																							
16748																																																																																							
17110																																																																																							
17147																																												0	0	484723	4945	0	0	51605	12246	3321085	33879	5584	0	3291	432	1739709	22383	0	0	1258	223	3505863	46892	577	0	0	0	0	0	0	0	2	0	129477	9648	0	0	0	56156	12901	9180857	117747	6161	0	
17259																																																																																							
17950																																																																																							
17978																																																																																							
18050																																																																																							
18827																																																																																							
18836																																																																																							
18854																																																																																							
19356																																																																																							
19936																																																																																							
19972																																																																																							
20053																																																																																							
20633																																																																																							
20857																																																																																							
21256																																																																																							
21359																																																																																							
21658																																																																																							
22048																																																																																							
22543																																																																																							
22552																																																																																							
22730																																																																																							
23456																																																																																							
23504																																																																																							
23643																																																																																							
23755																																																																																							
24006																																																																																							
24378																																																																																							
24453																																																																																							
24659																																																																																							
24668																																																																																							
24949																																																																																							
25357																																																																																							
25647																																																																																							
26176																																																																																							
26457																																																																																							
26765																																																																																							
27070																																																																																							
27548																																																																																							
27614																																																																																							
27847																																																																																							
28013																																												0	0	74350	1214	737	0	11276	67	3239120	32939	4203	134	1950	3	303408	463	6202	746	16	4	191464	1839	7376	0	0	0	0	0	0	0	0	0	3031	197	0	0	0	13242	74	3811373	36652	18518	880	
28152																																																																																							
28675																																																																																							
28732																																																																																							
29476																																																																																							
29636																																																																																							
29878																																												732	4	56600	471	0	0	7907	537	451662	4045	0	0	24313	3712	1249421	8960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	1	0	0	306	32952	4253	1757795	13783	0	0	
30052																																																																																							
30502																																																																																							
30650																																																																																							
30810																																																																																							
31134																																																																																							
31255																																																																																							
31657																																																																																							
31826																																																																																							
31835																																																																																							
32234																																																																																							
32766																																																																																							
32971																																																																																							
33147																																																																																							
33259																																																																																							
33268																																																																																							
33370																																																																																							
33839																																																																																							
33857																																																																																							
34425																																																																																							
34434																																																																																							
34537																																																																																							
34555																																																																																							
34742																																																																																							
35057																																																																																							
35301																																																																																							
35570																																																																																							
35646																																																																																							
35879																																																																																							
36456																																																																																							
36933																																																																																							
37051																																																																																							
37341																																																																																							
37435																																																																																							
37640																																																																																							
37659																																																																																							
37949																																																																																							
38740																																																																																							
39327																																																																																							
39756																																																																																							
40033																																																																																							
40499																																												0	0	88081	1390	0	0	12513	1845	1337515	27215	0	0	24384	803	1347360	12811	3465	0	9359	31	398551	5310	368	57	0	0	0	0	0	0	0	0	273046	2463	0	0	3470	46256	2679	3444553	52659	3833	57	
40855																																																																																							
41553																																																																																							
41629																																																																																							
41825																																																																																							
41955																																																																																							
42037																																																																																							
42354																																																																																							
42372																																																																																							
42420																																																																																							
42448																																												0	0	130798	1632	0	0	315	0	578890	7222	0	0	201	0	490665	6120	0	0	0	0	247863	3076	0	0	0	0	3917	84	0	0	0	0	37758	808	0	0	1118	516	0	1489891	20060	0	0	
42457																																																																																							
43052																																																																																							
43351																																																																																							
43856																																																																																							
43959																																																																																							
44040																																																																																							
44433																																																																																							
44741																																																																																							
44750																																																																																							
44929																																																																																							
45038																																																																																							
45047																																																																																							
45056																																																																																							
45430																																																																																							
45458																																																																																							
45551																																																																																							
45560																																												1511	3	149637	1216	0	0	7343	0	531413	7275	0	0	3751	365	436442	4535	0	0	844	194	212472	1337	0	0	0	0	0	0	0	0	286	87	26617	456	0	0	893	13735	649	1356581	15712	0	0	
45775																																																																																							
46053																																																																																							
46941																																																																																							
47247																																																																																							
47256																																																																																							
47452																																																																																							
47500																																																																																							
48057																																																																																							
48150																																																																																							
48374																																																																																							
48440																																																																																							
49054																																																																																							
49148																																																																																							
49241																																																																																							
49652																																																																																							
49858																																																																																							
49951																																																																																							
50144																																																																																							
50461																																																																																							
51253																																																																																							
51356																																																																																							
51459																																																																																							
51842																																																																																							
52719																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52951																																																																																							
53051																																																																																							
54058																																																																																							
54656																																																																																							
54973																																																																																							
55336																																																																																							
55635																																																																																							
55653																																																																																							
55970																																																																																							
56258																																																																																							
56351																																												0	0	167401	1333	0	0	4979	197	606443	9164	0	0	0	0	389690	3292	0	0	2272	839	339542	3801	0	0	0	0	0	0	0	0	0	0	80405	1755	0	0	6330	7251	1036	1583481	25675	0	0	
56548																																																																																							
56717																																																																																							
57040																																																																																							
57451																																																																																							
58225																																																																																							
58243																																												261	36	358975	5467	0	0	5719	676	1079832	15248	0	0	3066	100	1532941	18822	0	0	22913	11761	1263880	24856	0	0	0	0	14178	186	0	0	0	0	61485	900	0	0	6069	31959	12573	4311291	71548	0	0	
58355																																																																																							
58551																																																																																							
58636																																																																																							
58757																																																																																							
58971																																												0	0	531626	17196	0	0	723	0	1672359	41480	0	0	3203	325	945213	22618	0	0	26720	7326	2268250	39850	0	0	0	0	11583	399	0	0	88	88	103195	1282	0	0	2247	30734	7739	5532226	125072	0	0	
59316																																																																																							
59352																																																																																							
59370																																																																																							
59754																																																																																							
60143																																																																																							
60330																																																																																							
60545																																																																																							
60554																																																																																							
60648																																																																																							
61122																																												842	13	116120	2326	0	0	3330	4	365846	5539	0	0	3185	40	375985	5110	0	0	0	0	266989	2584	0	0	0	0	0	0	0	0	102	0	35413	370	0	0	500	7459	57	1160353	16429	0	0	
61355																																																																																							
61476																																																																																							
61757																																																																																							
61832																																																																																							
61953																																																																																							
62044																																																																																							
62110																																																																																							
62147																																																																																							
63050																																																																																							
63069	0	0	2714819	64723	3224	450	0	0	9288281	86730	44360	2830	0	0	15440394	73768	1334	18	103183	3318	24329980	290922	0	0	0	0	62219	942	0	0	9055	174	783619	8569	1	0	0	112238	3492	52619312	525654	48919	3298																																												
63201																																																																																							
63573																																																																																							
63733																																																																																							
63742																																																																																							
63751																																																																																							
64150																																																																																							
64552																																																																																							
64730																																																																																							
65205																																																																																							
65513																																																																																							
65559																																																																																							
65746																																																																																							
65858																																																																																							
66154																																																																																							
66275																																																																																							
66677																																																																																							
67142																																																																																							
67151																																																																																							
67209																																																																																							
67254																																																																																							
67656																																																																																							
67870																																																																																							
68671																																																																																							
68756																																																																																							
68831																																																																																							
69333																																												240	0	65663	1001	0	0	2035	45	444673	5825	0	0	7016	290	288926	4355	0	0	83	21	207030	2241	0	0	0	0	0	0	0	0	104	2	22585	521	0	0	0	9478	358	1028877	13943	0	0	
69678																																																																																							
70218																																																																																							
70414																																																																																							
70638																																																																																							
70955																																																																																							
71073																																																																																							
71457																																																																																							
71859																																																																																							
72258																																																																																							
72351																																																																																							
72454																																																																																							
72678																																																																																							
73116																																																																																							
73152																																																																																							
73554																																																																																							
73956																																																																																							
74056																																																																																							
74140																																												52	9	0	0	0	0	13884	112	493163	1492	0	0	6113	783	369116	580	0	0	7887	7	274516	853	0	0	0	0	0	0	0	0	0	0	73578	798	0	0	5110	27936	911	1210373	8833	0	0	
74403																																																																																							
74449																																																																																							
75259																																																																																							
75446																																																																																							
75455																																																																																							
75558																																																																																							
75633	22584	3322	3510707	67338	1322	0	232338	21476	8100135	135789	38181	21440	238664	31222	8878055	28175	7501	975	579180	137100	58424682	662438	63203	12482	0	0	387539	18223	0	0	24687	478	6660381	47228	517	517	0	1097453	193598	85961499	959191	110724	35414																																												
75651																																																																																							
76153																																																																																							
76443																																																																																							
76854																																																																																							
77150																																																																																							
77253																																																																																							
77422																																																																																							
77851																																												362	0	171905	1258	0	0	8944	0	1161011	17592	0	0	556	0	214035	973	16	0	3868	0	961471	15125	0	0	0	0	7438	135	0	0	0	0	37238	265	0	0	0	13730	0	2553098	35348	16	0	
78157																																																																																							
78241																																																																																							
78559																																																																																							
79042																																																																																							
79127																																																																																							
79145																																																																																							
79257																																																																																							
79855																																																																																							
80150																																																																																							
80374																																																																																							
80431																																																																																							
81175																																																																																							
82033																																																																																							
82257																																																																																							
82350																																																																																							
82659																																																																																							
83151																																																																																							
83236																																																																																							
83375																																																																																							
83638	0	0	324344	2451	0	0	19560	3175	2471748	44601	0	0	7819	1232	483441	6496	0	0	60130	25394	2228175	22737	0	0	0	0	0	0	0	0	232	147	246888	4669	0	0	0	87741	29948	5754596	80954	0	0																																												
83834																																																																																							
83852																																																																																							
83955																																																																																							
84046																																																																																							
84541																																																																																							
84804																																																																																							
85052																																																																																							
85472																																																																																							
85931																																																																																							
86349																																																																																							
86675																																																																																							
87047																																																																																							
87159																																																																																							
87234																																																																																							
87476																																																																																							
87579																																																																																							
88231																																																																																							
88259																																																																																							
88352																																																																																							
88455																																																																																							
88950																																																																																							
89032																																																																																							
89135																																																																																							
89854																																																																																							
89957																																																																																							
90047																																																																																							
90177																																																																																							
90328																																																																																							
90337																																																																																							
90579																																																																																							
91615																																																																																							
91754																																																																																							
91950																																																																																							
92144																																																																																							
92676																																																																																							
92706																																																																																							
92902																																																																																							
93244																																																																																							
93543																																																																																							
93619																																																																																							
94139																																																																																							
94522																																																																																							
94755																																																																																							
94858																																																																																							
95051																																																																																							
95677																																																																																							
96553																																																																																							
97055																																																																																							
97279																																																																																							
97457																																																																																							
97804																																																																																							
97943																																																																																							
98351																																																																																							
98463																																																																																							
98717																																																																																							
99143																																																																																							
99376																																												0	0	17131	408	0	0	369	50	294658	6584	0	0	2631	120	1104134	8688	15086	0	8106	1860	580712	6003	0	0	0	0	0	0	0	0	0	0	27972	607	0	0	0	11106	2030	2024607	22290	15086	0	
99442																																																																																							
99536																																																																																							
99853																																																																																							
100236																																																																																							
100357																																																																																							
100562																																																																																							
100777																																																																																							
100843																																																																																							
101019	23283	6904	585352	4683	0	0	43060	3307	1378595	24722	0	0	7468	218	1010282	7072	0	0	9554	5807	2359167	26721	0	0	0	0	32	0	0	0	0	0	65	0	0	0	0	83365	16236	5333493	63198	0	0																																												
101037																																																																																							
101439																																																																																							
101671																																																																																							
101738																																																																																							
101952																																																																																							
102333																																																																																							
102342																																																																																							
102539																																																																																							
102557																																																																																							
102874																																																																																							
103134																																																																																							
104234																																																																																							
104542																																																																																							
104971																																																																																							
105026																																																																																							
105473																																																																																							
105530																																																																																							
106359																																												0	0	113518	1576	0	0	4016	0	631351	10017	0	0	1688	0	227253	3043	0	0	2984	0	272018	1755	0	0	0	0	580	0	0	0	108	0	259949	2617	0	0	3171	8796	0	1504669	22179	0	0	
106452																																																																																							
106676																																																																																							
107244																																																																																							
107459																																																																																							
107570																																																																																							
