"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	Operating lease liabilitie	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	Operating lease liabilitie	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37														166	0	18	117	0	0	0	0	31	0	0	0	0	0				
242														25	0	0	0	0	0	0	0	25	0	0	0	0	0				
279														1789	0	1290	0	50	282	0	0	126	373	0	334	0	456	ATM Settlement			
354														99	0	0	0	0	0	0	0	5	94	0	0	0	0				
457														107	0	0	0	0	0	0	0	21	86	0	0	0	0				
505														8883	0	4492	959	0	1801	1454	0	61	3278	93	0	0	0	Dererred Service fees FCC	Interest Rate Swap		
1155														2202	0	1439	0	0	0	0	0	106	657	0	1401	0	0				
1351														470	0	72	0	0	0	0	0	317	81	0	0	0	0				
1454														3399	0	2923	0	0	794	0	0	47	429	0	1691	0	0	DEBIT CARD SETTLEMENT			
1669														198	0	84	0	0	0	0	0	114	0	0	84	0	0				
1856														114	0	74	0	0	0	0	0	32	8	0	0	0	0				
2161														2565	0	2355	0	0	0	0	0	34	176	0	1970	0	0				
2732														1227	0	195	0	0	0	0	0	612	420	0	0	0	0				
2750														499	99	303	0	0	10	0	0	37	149	10	194	0	0	PYMT DUE TO LOAN PARTICIPATION BANK			
3252														364	0	0	0	0	0	0	0	76	288	0	0	0	0				
3458														706	0	39	130	0	0	0	0	44	493	0	0	0	0				
3720														2349	0	0	0	0	0	0	0	49	2300	0	0	0	0				
3971														14313	0	8516	0	0	2771	0	0	372	5425	0	2196	0	0	Unearned revenues			
4156														633	0	415	35	0	137	0	0	153	30	0	0	0	0	Executive Deferred Incentive			
4231														539	0	0	0	0	0	0	0	171	368	0	0	0	0				
5069														4002	0	1171	0	836	335	0	0	519	1361	951	0	0	0	Deferred Income			
5135														2155	0	1001	0	0	0	0	0	252	902	0	1001	0	0				
5210														16106	0	9701	0	0	2928	0	0	1352	4960	93	3491	0	0	Deferred Director Fees			
5461														7402	0	6218	0	0	0	0	0	4	998	182	4956	0	0				
5751														1571	0	1463	0	0	584	0	0	28	80	0	745	0	0	Post Retirement Benefits Payable			
6039														2133	0	247	0	0	186	0	0	279	1607	0	0	0	0	DEBIT CARD SUSPENSE			
6329														7696		5944	0	698	2299			345	1407	0	2894			UNEARNED PPP LOAN FEES			
7009														7626	0	1104	81	0	985	0	0	4	6437	0	0	0	0	Brokers Payble			
7045														1731	0	0	982	0	0	0	0	84	665	0	0	0	0				
7072														4422	0	3242	0	0	0	0	0	0	1180	0	2914	0	0				
7456														195	0	85	0	0	0	0	0	38	72	0	0	0	0				
7634														129	0	9	0	0	0	0	0	66	54	0	0	0	0				
8033														4061	0	3111	0	0	11	0	0	888	62	0	3100	0	0	All Other Liabilities			
8462														86	0	0	0	0	0	0	0	79	0	7	0	0	0				
8631														786	0	714	0	0	0	0	0	17	55	0	713	0	0				
9357														5463	0	3236	0	0	0	0	0	28	2199	0	2370	0	0				
9553														1256	0	0	0	0	0	0	0	135	1121	0	0	0	0				
9807														25574		16669	0		9006			980	7187	738		802	6666	Loan Participation Proceeds due to Prudential			
9955														322	0	0	97	0	0	0	0	24	201	0	0	0	0				
10250														1937	0	1185	0	0	751	0	0	140	612	0	420	0	0	SBA PPP Fee Incom			
10849														463	0	22	0	14	0	0	0	57	384	0	0	0	0				
11145														3222		1273	0		988	285		81	1868	0				Great Lakes Capital Fund	Differed Revenue		
11640														2157	0	1536	0	0	0	0	0	375	246	0	1536	0	0				
11837														129	0	67	0	0	0	0	0	17	45	0	0	0	0				
12030														3172	0	2806	0	1717	0	0	0	153	213	0	958	0	0				
12142														4202	0	4009	0	0	0	0	0	137	56	0	3097	0	0				
12311	1752213	0	1165469	204856	559312	0	0	0	327311	51799	0	0	0									2778									
12647														216	0	0	0	0	0	0	0	55	161	0	0	0	0				
12656														35	0	0	0	0	0	0	0	9	26	0	0	0	0				
12946														15084	0	12044	0	0	0	0	0	440	2600	0	9999	0	0				
13103														69128		49453	0		43387			194	19459	22				Defined Benefit Retirement Plan Liability			
13251														247	0	236	0	0	13	121	0	11	0	0	0	0	0	Deferred Gain on sale of ORE	Accrued Employee  B&P	Deferred PPP Income	
13457														223	0	195	19	0	0	0	0	5	4	0	0	0	0	Projected Split-dollar Life Insurance Payable			
14155														1436	0	762	0	0	300	0	0	77	597	0	449	0	0	Deferred Contract Incentive	Employee benefits		
14650														394	0	274	0	0	0	0	0	9	111	0	273	0	0				
14753														203	0	0	147	0	0	0	0	53	3	0	0	0	0				
14865														3856	0	2542	0	0	0	0	0	52	1237	25	1731	0	0				
14977														79	0	25	0	25	0	0	0	23	31	0	0	0	0				
16551														683	0	396	0	65	331	0	0	146	141	0	0	0	0	Deferred PPP Loan Fees			
16748														880	0	656	0	0	0	0	0	32	192	0	631	0	0				
17110														7569	0	849	0	238	398	0	0	39	6608	73	0	0	0	DEFERRED RENT LIABILITY			
17147														132959	0	93898	0	0	0	0	0	568	38493	0	0	75049	0				
17259														1727	0	1581	0	0	0	0	0	33	113	0	1581	0	0				
17950														4226	0	1264	2249	547	0	0	0	200	377	136	717	0	0				
17978														1022	0	249	140	58	191	0	0	3	630	0	0	0	0	Other Taxes Payable			
18050														7443	3815	5943	0	0	0	0	0	204	1296	0	1677	0	0				
18827														13246	0	9257	0	0	7671	0	0	189	3785	15	0	0	0	NET DERIVATIVE LIABILITY			
18836														2299	0	1154	0	0	0	0	0	85	1060	0	999	0	0				
18854														3574		3146	0		995	1245		286	142	0				Dividends Payable	Cashier's Checks		
19356														343	0	213	0	0	0	0	0	26	104	0	184	0	0				
19936														1382	0	1324	0	0	0	0	0	42	16	0	1147	0	0				
19972														1149	0	1116	0	0	1116	0	0	1	32	0	0	0	0	accrued life ins exp			
20053														1198	500	689	0	0	0	0	0	90	419	0	0	0	0				
20633														2705	0	1966	0	0	0	0	0	89	593	57	1966	0	0				
20857														205	0	0	0	0	0	0	0	58	147	0	0	0	0				
21256														2	0	0	0	0	0	0	0	2	0	0	0	0	0				
21359														165	0	110	0	110	0	0	0	12	43	0	0	0	0				
21658														1407		1017	0					96	294	0	1017						
22048														1708	0	1201	0	0	0	0	0	209	298	0	1151	0	0				
22543														2697	0	1318	609	0	445	0	0	18	752	0	0	0	0	Passthrough Account			
22552														498	0	366	0	0	366	0	0	132	0	0	0	0	0	AG BMO			
22730														2603	592	944	1173	0	0	0	0	7	457	22	0	0	0				
23456														406	0	54	0	0	25	0	0	291	61	0	29	0	0	Fed Withholding			
23504														131342	0	114018	0	0	0	0	0	97	16494	733	0	56417	46713				
23643														230	0	56	0	0	0	0	0	141	33	0	0	0	0				
23755														2292	0	1423	83	0	0	0	0	33	753	0	565	0	0	698			
24006														17819	0	14608	0	0	0	0	0	65	3146	0	366	0	10359				
24378														121	0	1	0	0	0	0	0	1	119	0	0	0	0				
24453														3209	0	1793	0	1641	0	0	0	37	1379	0	0	0	0				
24659														188	0	162	0	0	162	0	0	26	0	0	0	0	0	AGBMP			
24668														2572	0	1100	49	0	767	0	0	592	831	0	0	0	0	Escrow Mtg Loans			
24949														5206	0	3453	0	0	0	0	0	185	1568	0	3453	0	0				
25357														256	0	0	0	0	0	0	0	163	93	0	0	0	0				
25647														4309		3040	0		1791			404	865	0				Unearned SBA Fees			
26176														2692	0	1179	0	0	731	0	0	63	1428	22	0	0	0	DUE TO PARENT COMPANY			
26457														57	0	6	0	0	0	0	0	20	31	0	0	0	0				
26765														8487	0	219	458	0	0	0	0	497	5784	1529	208	0	0				
27070														6444	0	1598	1962	0	899	505	0	363	2521	0	0	0	0	Contract Incentive	Deferred fees		
27548														9842		1993	2141					159	5549	0	975	944	7				
27614														4355	0	1589	1055	0	562	490	0	182	1529	0	468	0	0	Split Dollar Life Insurance	Network Settlement	0	
27847														2753	0	1935	0	2	2	563	0	250	568	0	1368	0	0	CDARS incoming ratebridge payment	Deferred Income		
28013														29083		20995	0					845	6435	808	12245			federal tax			
28152														1889		1857	0					17	15	0	736	1047					
28675														928		1	781					12	134	0							
28732														1197	0	1036	0	69	961	0	0	104	57	0	0	0	0	Deferred Liabilities			
29476														318	0	222	11	0	0	0	0	85	0	0	0	0	0				
29636														14683	0	11980	0	0	0	0	0	522	2181	0	9665	0	2315				
29878														27680		26675	0		27	5843		0	1005	0	20804			Abandoned Property	Minimum Liability Pension		
30052														169	0	20	29	20	0	0	0	19	101	0	0	0	0				
30502														12126	0	7869	1430	0	0	0	0	68	2614	145	0	3615	4024				
30650														768	0	1	464	0	0	0	0	139	164	0	0	0	0				
30810	3423423	0	761529	0	0	619222	0	0	2511640	59800	0	0	0									90454						Merchant Settlement			
31134														1486		1113	169	106	551	362		115	89	0				Index Liability Plan	Split Dollar Ins Liability		
31255														9275	0	4037	0	0	2567	1444	0	135	5103	0	0	0	0	6 municipal loans purchased in Dec to settle Jan	Factored loans collected reserves		
31657														118	0	54	0	0	0	0	0	32	32	0	0	0	0	OD Contra	Mastercard Drafts	ATM CLEARINGS	
31826														2973		2629	0					122	222	0	1441						
31835														6619	126	3840	0	0	0	0	0	106	2673	0	3037	0	0				
32234														2335	0	899	0	0	839	0	0	51	1385	0	0	0	0	Commitment on Equity Investments			
