"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDHT50	RCFDHT51	RCFDHT52	RCFDHT53	RCFDHT58	RCFDHT59	RCFDHT60	RCFDHT61	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	RCONG314	RCONG315	RCONG316	RCONG317	RCONG318	RCONG319	RCONG320	RCONG321	RCONG322	RCONG323	RCONG348	RCONG349	RCONG350	RCONG351	RCONG352	RCONG353	
1669																																																																																																																																																0	0	37545	14104	14574	0	0	2000	1991	0	0	0	0	34255	35470	62065	63026	0	32254	33463	0	0	0	0	16739	3053	13685	30362	21838	14416	0	0	0	0	0	5782	8143	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
1856																																																																																																																																																0	0	14228	0	0	0	0	5003	5019	0	0	0	0	0	0	19038	19246	0	0	0	0	0	0	0	0	9474	1010	1003	0	0	222	0	0	0	0	0	0	4410	3126																									0	6469	0	6357									0	0	0	0	0	0	7059	7134	0	0	0	0	0	0	0	0							
2161																																																																																																																																																0	0	7105	0	0	0	0	0	0	0	0	0	0	0	0	29239	29618	0	0	0	23004	23364	0	0	501	501	0	777	1297	7238	13550	0	0	0	0	2134	4120	0	0																									0	0	0	0	0	0	0	0	0	0	6235	6254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
2732																																																																																																																																																0	0	32133	0	0	0	0	0	0	0	0	300	300	0	0	44179	44914	0	0	0	18545	18851	0	0	17440	4587	13153	17018	6506	3650	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
2750																																																																																																																																																0	0	4613	0	0	0	0	0	0	0	0	0	0	0	0	9155	9279	0	0	0	8602	8727	496	506	506	146	472	778	768	5501	1207	111	220	0	0	0	76	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
3252																																																																																																																																																0	0	77709	0	0	0	0	0	0	0	0	0	0	0	0	91160	91901	0	0	0	28572	29114	138	138	6387	9123	2791	7924	5599	10660	4429	81	1676	493	3701	3280	218	40622	1303																									0	0	0	0									0	0	0	0	0	0	41313	41292	0	0	0	0	0	0	50	52							
3458																																																																																																																																																0	0	7712	0	0	0	0	0	0	0	0	0	0	3276	3388	8009	8078	378	3276	3388	3692	3719	0	0	567	100	467	814	554	5060	0	0	0	0	0	1080	2432	329	519																									0	0	0	0									0	0	0	0	0	0	858	848	0	0	0	0	0	0	0	0							
3720																																																																																																																																																0	0	45975	750	762	0	0	0	0	0	0	0	0	1800	1800	78345	80727	0	1800	1800	22972	24186	0	0	1936	411	1525	3506	392	20649	7093	0	0	0	0	22649	26302	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
3971																																																																																																																																																0	0	10383	0	0	0	0	23665	23669	0	0	0	0	0	0	69674	70250	0	0	0	2132	2139	0	0	4056	4246	4192	2017	6540	33521	2265	0	1	199	338	11872	3789	1270	0																									0	0	0	0									0	0	0	0	0	0	1233	1270	0	0	0	0	0	0	0	0							
4156																																																																																																																																																0	0	37037	0	0	0	0	0	0	0	0	0	0	0	0	43644	44855	0	0	0	25295	26115	0	0	8478	5250	3228	6039	7621	14060	1820	0	0	0	0	3863	2181	602	192																									0	0	0	0									0	0	0	0	0	0	753	793	0	0	0	0	0	0	0	0							
4231																																																																																																																																																0	0	27154	0	0	0	0	0	0	0	0	0	0	0	0	43928	45246	0	0	0	28764	29768	0	0	0	0	0	0	0	17206	13565	0	0	0	0	10613	3862	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
5069																																																																																																																																																0	0	0	0	0	0	0	11284	12625	0	0	0	0	0	0	12823	14805	0	0	0	1539	2180	0	0	0	9971	0	0	0	2654	2180	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
5135																																																																																																																																																0	0	63443	55499	55497	0	0	0	0	0	0	0	0	0	0	80154	80200	0	0	0	2051	2114	0	0	56004	55497	507	21488	1101	1608	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
5210																																																																																																																																																0	0	301201	0	0	0	0	8784	8809	0	0	0	0	10294	10768	331745	337718	0	0	0	35930	36484	0	0	62561	11506	51040	32849	6231	114851	12419	1	14	1889	3090	69065	41945	38	3074																									0	0	0	0									0	0	0	0	0	0	1947	2027	0	0	0	0	0	0	0	0							
5461																																																																																																																																																0	0	17163	999	1006	0	0	0	0	0	0	0	0	0	0	172368	177695	0	0	0	88680	92830	0	0	4029	7780	3025	6600	15983	63793	39761	0	0	0	0	8475	32279	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
5751																																																																																																																																																0	0	25915	0	0	0	0	0	0	0	0	0	0	0	0	70637	72376	0	0	0	36876	38593	0	0	582	20003	0	169	0	17622	20802	1607	1	48	0	0	175	2982	8967																									0	15249	0	15235									0	0	0	0	0	0	10392	10446	0	0	0	0	0	0	0	0							
6039																																																																																																																																																0	0	28066	3500	3500	0	0	0	0	0	0	0	0	0	0	28298	28715	0	0	0	3254	3414	0	0	4504	4504	0	0	0	2084	1329	0	0	0	0	11585	9212	0	0																									0	0	0	0	0	0	0	0	0	0	20544	20797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
6329																																																																																																																																																0	0	3501	0	0	0	0	0	0	0	0	0	0	0	0	62378	63176	0	0	0	11627	11900	0	0	9907	5368	4540	8661	641	8940	1425	0	0	0	0	2514	31088	0	0																									0	0	0	0	0	0	0	0	0	0	33089	33602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
7009																																																																																																																																																0	0	298684	195971	195989	0	0	0	0	0	0	0	0	0	0	306359	307512	0	0	0	85408	86543	0	0	127711	110934	16776	160138	14946	4717	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
7045																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136036	140638	0	0	0	53968	57084	0	0	1881	401	1480	0	2020	31209	22731	0	0	0	0	50238	32560	0	0																									0	0	0	0	0	0	3105	3146	0	0	78222	79652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
7072																																																																																																																																																0	0	150	0	0	0	0	9675	9815	0	0	0	0	23274	23459	14609	14780	0	4924	4984	2240	2251	0	0	2103	267	1823	1958	1209	6553	5181	13	0	0	24	2844	16891	0	1293																									0	0	0	0									0	0	0	0	185	186	1111	1108	0	0	0	0	0	0	0	0							
