"IDRSSD"	RCFD3411	RCFD3430	RCFD3432	RCFD3433	RCFD3434	RCFD3435	RCFD3450	RCFD3555	RCFD3556	RCFD3557	RCFD3814	RCFD3815	RCFD3817	RCFD3819	RCFD3820	RCFD3821	RCFD3822	RCFD3826	RCFD5591	RCFD5592	RCFD5593	RCFD5594	RCFD5595	RCFD6550	RCFD8693	RCFD8694	RCFD8695	RCFD8696	RCFD8697	RCFD8698	RCFD8699	RCFD8700	RCFD8701	RCFD8702	RCFD8703	RCFD8704	RCFD8705	RCFD8706	RCFD8707	RCFD8708	RCFD8709	RCFD8710	RCFD8711	RCFD8712	RCFD8713	RCFD8714	RCFD8715	RCFD8716	RCFD8719	RCFD8720	RCFD8723	RCFD8724	RCFD8725	RCFD8726	RCFD8727	RCFD8728	RCFD8733	RCFD8734	RCFD8735	RCFD8736	RCFD8737	RCFD8738	RCFD8739	RCFD8740	RCFD8741	RCFD8742	RCFD8743	RCFD8744	RCFD8745	RCFD8746	RCFD8747	RCFD8748	RCFD8765	RCFDA126	RCFDA127	RCFDA589	RCFDC219	RCFDC220	RCFDC221	RCFDC222	RCFDC223	RCFDC224	RCFDC968	RCFDC969	RCFDC970	RCFDC971	RCFDC972	RCFDC973	RCFDC974	RCFDC975	RCFDC978	RCFDF164	RCFDF165	RCFDG401	RCFDG402	RCFDG403	RCFDG404	RCFDG405	RCFDG406	RCFDG407	RCFDG408	RCFDG409	RCFDG410	RCFDG411	RCFDG412	RCFDG413	RCFDG414	RCFDG415	RCFDG416	RCFDG417	RCFDG418	RCFDG420	RCFDG421	RCFDG422	RCFDG423	RCFDG425	RCFDG426	RCFDG427	RCFDG428	RCFDG430	RCFDG431	RCFDG432	RCFDG433	RCFDG435	RCFDG436	RCFDG437	RCFDG438	RCFDG440	RCFDG441	RCFDG442	RCFDG443	RCFDG445	RCFDG446	RCFDG447	RCFDG448	RCFDG450	RCFDG451	RCFDG452	RCFDG453	RCFDG455	RCFDG456	RCFDG457	RCFDG458	RCFDG460	RCFDG461	RCFDG462	RCFDJ455	RCFDJ456	RCFDJ457	RCFDJ458	RCFDJ459	RCON3411	RCON3430	RCON3432	RCON3433	RCON3434	RCON3435	RCON3450	RCON3555	RCON3556	RCON3557	RCON3814	RCON3815	RCON3817	RCON3819	RCON3820	RCON3821	RCON3822	RCON3826	RCON5591	RCON5592	RCON5593	RCON5594	RCON5595	RCON6550	RCON8693	RCON8694	RCON8695	RCON8696	RCON8697	RCON8698	RCON8699	RCON8700	RCON8701	RCON8702	RCON8703	RCON8704	RCON8705	RCON8706	RCON8707	RCON8708	RCON8709	RCON8710	RCON8711	RCON8712	RCON8713	RCON8714	RCON8715	RCON8716	RCON8719	RCON8720	RCON8723	RCON8724	RCON8725	RCON8726	RCON8727	RCON8728	RCON8733	RCON8734	RCON8735	RCON8736	RCON8737	RCON8738	RCON8739	RCON8740	RCON8741	RCON8742	RCON8743	RCON8744	RCON8745	RCON8746	RCON8747	RCON8748	RCONA126	RCONA127	RCONA589	RCONC219	RCONC220	RCONC221	RCONC222	RCONC223	RCONC224	RCONC968	RCONC969	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	
1669																																																																																																																																																								293	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	8607									
1856																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
2161																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	1177	0	30		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																								0	0	0	0				0	0	0	9624	0		606		0			0	0	0	0	0	0																																																								0	0									
2750																																																																																																																																																								0	8900	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
3252																																																																																																																																																								0	7000	0	0				0	0	0	0	0		15		230			0	0	0	0	0	0																																																								0	0									
3458																																																																																																																																																								0	1500	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
3720																																																																																																																																																								0	5000	0	0				0	0	0	5724	0		338		0			0	0	0	0	0	0																													2231																				0							0	0									
3971																																																																																																																																																								0	0	0	0				0	0	0	36639	0		2607		0			0	0	0	0	0	0																																																								0	0									
4156																																																																																																																																																								0	0	0	0				0	0	0	3039	0		297		0			0	0	0	0	0	0																																																								0	0									
4231																																																																																																																																																								0	0	0	0				0	0	0	150	0		0		0			0	0	0	0	0	0																																																								0	0									
5069																																																																																																																																																								0	0	0	0				0	0	0	453	0		725		0			0	0	0	0	0	0																																																								0	0									
5135																																																																																																																																																								0	0	0	0				0	0	0	0	1910		1118		0			0	0	0	0	0	0																																																								0	0									
5210																																																																																																																																																								0	0	0	0				0	0	0	157517	0		0		8105			0	0	0	0	0	0																																																								0	0									
5461																																																																																																																																																								0	31000	0	0				0	0	0	6253	0		706		0			0	0	0	0	0	4639																																																								0	0									
5751																																																																																																																																																								0	0	0	0				0	0	0	2049	0		436		0			0	0	0	0	0	0																																																								0	0									
6039																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	1675	2532	0	0		486		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	3085	0	0	928		4077		0	0	0	0	0	0	0	0	0	0	0	23021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																													6000																				0							0	0									
7045																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	427	2164	0	0		208		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072																																																																																																																																																								0	10000	0	0				0	0	0	5772	0		0		1767			0	0	0	0	0	0																																																								0	0									
7456																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		75			0	0	0	0	0	0																																																								0	0									
7634																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
8033																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		518			0	0	0	0	0	0																																																								1518	0									
8462																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		264			0	0	0	0	0	0																																																								0	1119									
8631																																																																																																																																																								0	0	0	0				0	0	0	0	0		205		0			0	0	0	0	0	0																																																								0	0									
9357																																																																																																																																																								0	0	0	0				0	0	0	1492	0		382		441			0	0	0	0	0	0																																																								0	0									
9553																																																																																																																																																								0	0	0	0				0	0	0	0	0		100		0			0	0	0	0	0	0																																																								0	0									
9807																																																																																																																																																								0	195000	0	0	0	0	40000	195000	0	0	76562	0	0	12005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	802	0	0	0	0	0	40000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																																								0	0	0	0				0	0	0	716	0		0		9			0	0	0	0	0	0																																																								0	0									
10250																																																																																																																																																								0	0	0	0				0	0	0	11531	587		0		3098			0	0	0	0	0	0																																																								0	0									
10849																																																																																																																																																								0	0	0	0				0	0	0	694	0		0		25			0	0	0	0	0	0																																																								0	0									
11145																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	8138	0	0	100		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640																																																																																																																																																								0	0	0	0				0	0	0	0	0		252		0			0	0	0	0	0	0																																																								0	0									
11837																																																																																																																																																								0	0	0	0				0	0	0	317	255		22		0			0	0	0	0	0	0																																																								0	0									
12030																																																																																																																																																								0	0	0	0				0	0	0	0	1867		2088		0			0	0	0	0	0	0																																																								0	0									
12142																																																																																																																																																								324	0	0	0				0	0	0	1900	0		0		0			0	0	0	0	0	0																																																								0	0									
12311	21529	0	0	178586	0	0	45945013	0	0	0	11539472	3253552	0	523642	23817	85776	4352	0	0	0	0	0	0	194659	175000	0	0	1535	3500000	2413468	0	0	0	0	0	0	0	0	0	0	6603175	152286	0	79309	16976873	152286	0	79309	472149	1791943	472149	1952096	26905330	0	0	0	1202880	46349	0	107120	957993	46581	1391	103415	576473	0	0	0	51239	0	0	0	64041	46294731	2718041	0	0	445	1920	0	0	0	0	0	0	0	0	0	754428	2656490	0	198579	1313313	0	0	754428	2656490	0	0	0	0	62625	472418	219385	0	0	0	108500	1171914	1376076	434827	0	0	736459	226449	0	0	2455	0	0	0	0	0	0	0	0	158113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384562	0	0	2455	2773322	480230	18065741	375252	1881919																																																																																										
12647																																																																																																																																																								0	0	0	0				0	0	0	3299	915		78		100			0	0	0	0	0	0																																																								0	0									
12656																																																																																																																																																								75	0	0	0				0	0	0	29	0		0		0			0	0	0	0	0	0																																																								0	0									
12946																																																																																																																																																								0	314510	0	0				0	0	0	0	8270		3906		0			0	0	0	0	0	0																													0																				0							0	0									
13103																																																																																																																																																								0	0	0	0	0	0	225684	0	0	0	54543	0	0	2032	15	273	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225684	0	0	0	0	0	0	0	0	0	0	0	4443	0	0	0	4443	0	0	0	0	0	225684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																													0																				2435							0	0									
13457																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
