"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
1669																																																																																																																																		351611	3565																																																																																																														
1856																																																																																																																																		77372	294																																																																																																														
2161																																																																																																																																		279336	2122	0	354	141411	50647	4645	46002	0	0	0	0	0	0	0	29239	0	0	25259	0	25259	0	0	0	0	0	0	15628	0	0	0	15628	31144	100500	56249	93186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5342	2671	2671	0	0	0	35349	100500	56249	93186	0	20100	28125	93186	141057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																		690727	5042																																																																																																														
2750																																																																																																																																		63872	441	0	0	47647	2599	1687	913	0	0	0	0	0	0	471	7709	974	0	932	0	932	0	0	0	0	0	0	2953	2	151	7	2793	2440	10097	4134	42572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2440	10097	4134	42572	0	2019	2067	42572	47647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4945	989	0	0	
3252																																																																																																																																		240659	4482	0	2842	131269	13782	4700	9082	0	0	0	0	0	0	20089	60400	10483	50	26000	0	26000	0	0	0	0	0	0	7889	82	565	74	7168	28858	107240	10721	93900	15	15	0	0	0	15	230	115	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1659	830	0	0	0	830	28858	107240	10721	97420	0	21448	5361	97420	128427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458																																																																																																																																		67456	478	0	0	46471	8656	6754	1902	0	3276	0	3056	0	220	526	3791	3692	0	568	0	568	0	0	0	0	0	0	4248	2625	173	36	1200	9905	9490	12127	36073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9905	9490	12127	37570	0	1898	6064	37570	46471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																		315828	1700																																																																																																														
3971																																																																																																																																		843294	7022	0	0	720902	38624	31687	6937	0	0	0	0	0	0	392	45611	0	24689	1740	0	1740	0	0	0	0	0	0	42611	1	5575	394	31233	76406	64993	133465	563528	2607	2607	0	0	0	2607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	9	0	133324	66662	0	112	12368	54026	76406	65105	145842	625801	0	13021	72921	625801	720902	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156																																																																																																																																		275440	2606																																																																																																														
4231																																																																																																																																		138784	721																																																																																																														
5069																																																																																																																																		439042	7988	0	4063	390113	83415	83299	116	0	0	0	0	0	0	0	0	1539	12306	0	0	0	0	0	0	0	0	0	42731	0	0	0	42514	83299	116	1539	325374	725	725	0	0	0	725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	128	0	0	0	128	83299	116	1539	337240	0	23	770	337240	386050	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135																																																																																																																																		527680	4692																																																																																																														
5210																																																																																																																																		2541188	20226	0	0	1636397	399352	372435	26917	0	10294	0	10294	0	0	3824	317493	1644	9849	0	0	0	0	0	0	0	0	0	164167	0	2529	0	116396	380238	413724	435380	1273820	0	0	0	0	0	0	8105	4053	0	0	0	4053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380238	413724	435380	1316337	0	82745	217690	1316337	1636397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461																																																																																																																																		748353	6692																																																																																																														
5751																																																																																																																																		239661	2422																																																																																																														
6039																																																																																																																																		345551	3746																																																																																																														
6329																																																																																																																																		1108539	15831	0	5451	830467	114071	95142	18929	0	0	0	0	0	0	0	61350	1028	0	2	0	2	0	0	0	0	0	0	55745	487	1158	0	50396	173711	81439	159479	694722	928	928	0	0	0	928	4077	2039	0	0	0	2039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16080	8040	0	0	906	7134	173711	81439	163373	713898	0	16288	81687	713898	825016	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																		828195	0	0	0	436371	127707	125207	2500	0	0	0	0	0	0	195972	99801	10586	0	0	0	0	0	0	0	0	0	0	11658	0	0	0	11658	321179	110257	10586	372689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321179	110257	10586	372689	0	22051	5293	372689	436371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	47	0	0	
7045																																																																																																																																		245405	1097																																																																																																														
7072																																																																																																																																		355697	2904	0	0	235723	5677	2143	3534	0	23274	0	18350	4924	0	0	2694	2240	9675	14326	0	14326	0	0	0	0	0	0	33266	0	3911	589	22331	2492	42815	181961	124389	0	0	0	0	0	0	1767	884	0	0	0	884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15830	7915	0	0	0	7915	2492	42815	181961	133188	0	8563	90981	133188	235723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456																																																																																																																																		110959	887	0	0	81628	5589	4231	1358	0	0	0	0	0	0	502	20835	3567	0	1893	0	0	1893	0	0	0	0	0	4594	218	350	19	4007	6614	24469	7255	73068	0	0	0	0	0	0	75	38	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6614	24469	7255	73106	0	4894	3628	73106	81628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634																																																																																																																																		78810	1218																																																																																																														
8033																																																																																																																																		357165	1802																																																																																																														
8462																																																																																																																																		163332	1951																																																																																																														
8631																																																																																																																																		67660	402																																																																																																														
9357																																																																																																																																		859978	4846																																																																																																														
9553																																																																																																																																		203051	1211																																																																																																														
9807																																																																																																																																		2687604	31123	0	5815	2083644	451843	434746	17097	0	0	0	0	0	0	70466	279030	6554	9531	0	0	0	0	0	0	0	0	0	198598	3968	1607	0	91095	608516	297734	222507	1380405	12005	12005	0	0	0	12005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331218	165609	0	0	0	165609	651723	297734	222607	1583351	0	59547	111304	1583351	2077829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																		185855	1828																																																																																																														
10250																																																																																																																																		583201	5127	0	1258	309596	77444	68341	9103	0	0	0	0	0	0	4729	142016	1041	0	0	0	0	0	0	0	0	0	0	13975	396	2108	164	11306	128103	161268	55817	237989	0	0	0	0	0	0	3098	1549	0	0	0	1549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6812	3406	0	0	0	3406	128103	161268	55817	249427	0	32254	27909	249427	308338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10849																																																																																																																																		258134	2211																																																																																																														
11145																																																																																																																																		343267	2776	2776	232	203550	83804	79866	3938	0	0	0	0	0	0	5619	12799	7826	4314	0	0	0	0	0	0	0	0	0	17164	7	1350	318	12369	96036	19574	63409	163040	100	100	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96036	19574	63409	164424	0	3915	31705	164424	200542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640																																																																																																																																		392897	2995																																																																																																														
