"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK087	RCFDK088	RCFDK089	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDL183	RCFDL184	RCFDL185	RCFDL186	RCFDL187	RCFDL188	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	RCONK055	RCONK056	RCONK057	RCONK058	RCONK059	RCONK060	RCONK061	RCONK062	RCONK063	RCONK064	RCONK065	RCONK066	RCONK067	RCONK068	RCONK069	RCONK070	RCONK071	RCONK087	RCONK088	RCONK089	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	RCONK111	RCONK112	RCONK113	RCONK114	RCONK115	RCONK116	RCONK117	RCONK118	RCONK119	RCONK120	RCONK121	RCONK122	
1669																																																																																																								0	0	0							456	1801	96				23	0	0	0	0	0	0	0	0	0	0	0				0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	349	0	1112	0	26	0	0	0	0	18				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
1856																																																																																																								0	0	0							1100	1	0				0	0	0	0	0	0	0	0	1100	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
2161																																																																																																								0	0	0							3398	1638	0	0	0	0	24	0	28	0	0	2924	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	1298	0	0	0	0	0	0	0				0	0	0	0	0	0	279	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
2732																																																																																																								0	0	0							1610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	69	0				0	0	0	0	0	0	0	0	0	0	1416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
2750																																																																																																								0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
3252																																																																																																								0	0	0							3492	976	51	115	531	0	96	51	2155	120	0	690	0	0	0	0	0	0				0	0	0	531	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	484	0	0	0	0	0	0	0	0	53	0	0	50	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
3458																																																																																																								0	0	0							56	735	0	0	0	0	195	0	55	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	456	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
3720																																																																																																								0	0	0							250	461	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	54	0	400	0	0	0	0	0	118	0				0	27	0	0	37	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
3971																																																																																																								0	0	0							4126	6055	0	770	880	0	822	0	0	2141	0	1990	0	0	0	0	0	0				20	0	54	880	0	770	0	0	0	0	0	0	0	0	0	0	1311	1	2002	0	0	0	0	0	213	0				0	180	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	283	622	0	937	477	0	892	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
4156																																																																																																								0	0	0							183	67	0	0	0	0	0	0	17	0	0	73	0	0	0	0	0	0				0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	66	0				0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	64	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
4231																																																																																																								0	0	0							561	822	0				33	0	0	30	0	11	0	0	0	0	0	0				0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	191	0	491	0	0	0	0	0	125	0				0	14	0	0	0	0	99	104	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
5069																																																																																																								0	0	0							10473	2247	3152	0	0	0	2247	0	0	0	0	0	0	0	0	0	0	0				0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	3635	94	0	0	0	0	0	0	0	0				0	0	0	0	1700	4664	0	0	3152	0	301	0	0	0	0	0	0	4899	0	0	0	0	0	0	0	0	0																																		0	0	1700	0	0	0	0	0	0	0	0	3199	0	0	0				
5135																																																																																																								0	0	0							6103	2467	454	2243	46	132	127	81	81	1750	143	2974	0	0	0	0	0	0				0	0	0	46	132	2243	0	0	0	8	11	10	0	0	0	0	73	153	267	80	71	0	0	0	21	0				0	0	0	0	0	0	0	47	0	0	535	0	0	0	127	0	0	1604	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
5210																																																																																																								0	0	0							7041	4541	855	0	0	0	353	0	2031	319	0	249	0	0	0	0	0	0				310	90	0	23	0	0	0	0	0	0	0	0	0	0	0	0	101	0	2814	650	86	18	0	0	4678	0				0	118	0	97	0	0	0	353	0	0	4351	309	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	127	0	0	0				
