"IDRSSD"	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG422	RCONG423	RCONG427	RCONG428	RCONG432	RCONG433	RCONG437	RCONG453	RCONG457	RCONG458	RCONG462	RCONHT72	RCONJ455	RCONJ456	RCONJ457	RCONJ458	RCONJ459	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
1669	0	3100	4780																																	4573	0	817								
1856	0	832	2176																																	2714	0	1849								
2161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			10286	0	2727								
2732	0	124	40054																																	32984	0	1159								
2750	8900	68	2453																																	1366	0	9499								
3252	1000	113	0																																	2614	0	11733								
3458	1500	145	135																																	773	0	389								
3720	5000	2152	1143																																	3352	0	4976								
3971	0	15282	35479																																	62926	0	11197								
4156	0	3929	1275																																	6522	0	5862								
4231	0	893	1																																	301	0	3522								
5069	0	39877	14193																																	800	0	0								
5135	0	2025	8291																																	8553	0	41160								
5210	0	9851	49145																																	112934	0	38114								
5461	31000	1714	3830																																	14698	0	20379								
5751	0	945	2622																																	10769	0	10767								
6039	0	7334	8743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			770	0	6826								
6329	0	31398	27752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	14187	0	15493								
7009	0	0	0																																	0	0	0								
7045	0	1683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			2160	0	2686								
7072	10000	1478	997																																	2198	0	7314								
7456	0	723	571																																	7703	0	19644								
7634	0	411	484																																	145	0	1032								
8033	0	16801	2685																																	6713	0	19975								
8462	0	0	0																																	2370	0	3548								
8631	0	711	875																																	248	0	90								
9357	0	26	7292																																	143906	311981	2600								
9553	0	2648	0																																	3405	0	29681								
9807	0	126276	307417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													348	0	0	8514	0	6920	MUNICIPAL LETTER OF CREDIT FHLBNY							
9955	0	0	4865																																	1380	0	16385								
10250	0	2474	8295																																	42332	0	9139								
10849	0	2621	4824																																	2548	0	1021								
11145	0	1188	13211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			4452	0	3847								
11640	0	3469	6940																																	5572	0	23738								
11837	0	657	301																																	133	0	502								
12030	0	2201	8626																																	11258	0	7501								
12142	0	1762	3461																																	11544	0	1295								
12311																																	0													
12647	0	538	288																																	5037	0	8353								
12656	0	69	0																																	461	0	158								
12946	314510	7279	42796																																	71600	0	18204								
13103	0	32073	53715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	79319	0	102127								
13251	0	206	0																																	443	0	751								
13457	0	0	0																																	94	0	2379								
14155	0	12304	4826																																	1944	0	6572								
14650	0	0	0																																	354	0	1172								
14753	0	0	0																																	743	0	3820								
14865	19000	6063	10113																																	41502	0	88564								
14977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			97	0	5859								
16551	0	4523	5917																																	4883	0	745								
16748	0	1	0																																	872	0	733								
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			9854	0	133939								
17147	0	48450	345198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2124582	0	339290								
17259	0	1100	22																																	0	0	816								
17950	0	3438	5489																																	11010	0	15810								
17978	1	10121	14																																	0	0	147				Commit's to Originate Single Family Mortgages				
18050	0	3532	16829																																	2694	0	5938								
18827	0	11139	92723																																	135885	0	11887								
18836	0	120	3520																																	1230	0	5799								
18854	884	35002	112401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	38998	0	17182								
19356	0	562	2816																																	3376	0	185								
19936	0	707	3653																																	13562	0	6371								
19972	0	1868	0																																	0	0	0								
20053	6450	794	1194																																	3426	0	5850								
20633	0	1865	7382																																	2705	0	1778								
20857	0	0	500																																	1750	0	25517								
21256	0	0	0																																	50	0	3								
21359	0	21	0																																	951	0	3759								
21658	0	658	4733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			2983	0	4100								
22048	0	3304	14936																																	6547	0	4777								
22543	0	7846	1295																																	22442	0	1686								
22552	2000	140	224																																	6843	0	7753								
22730	0	237	2320																																	2759	0	3121								
23456	0	3235	1319																																	4294	0	3232								
23504	760500	1600	219446	0	0	15000	0	0	0	0	0	0	0	15000	0	0	0	0	0	0													0	387	5187	613464	0	51555								
23643	0	31	3799																																	7724	0	3747								
23755	0	5269	2332																																	7232	0	758								
24006	0	9617	51845																																	79369	0	0								
24378	0	504	0																																	466	0	565								
24453	0	10450	6706																																	8827	0	712								
24659	0	0	470																																	1884	0	3688								
24668	0	26146	14308																																	361124	0	46631								
24949	0	347	10168																																	17218	0	25859								
25357	1000	3733	11502																																	4753	0	17701								
25647	0	1412	5659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			1531	0	1392								
26176	0	0	1981																																	491	0	0								
26457	0	99	1424																																	150	0	3022								
26765	225000	51191	338220																																	157621	0	24242								
27070	0	3105	12600																																	18494	0	18979								
27548	0	7760	16972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	105667	0	13132								
27614	0	662	343																																	5910	0	15522								
27847	0	6249	18765																																	4997	0	952								
28013	0	8745	95210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	54755	0	12489								
28152	0	2318	1796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			8801	0	5374								
28675	0	1227	3178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			4213	0	3212								
28732	0	3918	2722																																	3895	0	1992								
29476	0	359	1752																																	2603	0	591								
29636	0	16744	66201																																	32485	0	10148								
29878	0	1440	64403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	0	0	44438								
30052	0	2594	57																																	61	0	0								
30502	0	2397	15277																																	25331	0	55883								
30650	0	7951	6799																																	7203	0	1569								
30810																																	0													
31134	0	619	2908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			2045	0	4092								
31255	0	15537	23761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	31495	7318	3038								
31657	0	1674	0																																	1845	0	3325								
31826	0	1381	9890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	837	0	16591								
31835	0	0	0																																	3288	0	6870								
32234	0	461	77																																	8502	0	449								
32766	0	6629	5488																																	2185	0	1365								
32971	0	9028	6912																																	12444	0	4650								
33147	56460	492	6282																																	8918	0	12654								
33259	0	18529	47962																																	44408	0	11959								
33268	0	2117	2451																																	2458	0	3414								
33370	0	80	294																																	0	0	0								
33839	0	0	0																																	385	0	2120								
33857	0	33244	14362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	53878	0	68141								
34425	34000	17705	32847																																	54381	0	9237								
34434	30000	4718	7365																																	9672	0	19531								
34537	0	114944	95426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	2761	0	398353	0	559992								
34555	0	2535	6068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			3396	0	6947								
34742	31250	35275	12741																																	4739	0	5990								
35057	3000	1722	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			2795	0	8625								
35301																																	0													
35570	3916000	381244	453987	0	0	33929	0	0	0	0	0	0	0	33929	0	0	0	0	0	0	0	34155	0	0	0	0	0	0	0	0	0	0	0	0	0	772945	0	463854								
35646	0	317	0																																	2511	0	0								
35879	0	1073	286																																	0	0	8244								
36456	0	0	0																																	863	0	9498								
36933	0	6174	3845																																	1066	0	1655								
37051	0	297	992																																	1523	0	8551								
37341	0	0	0																																	283	0	2073								
37435	0	49816	58178																																	12643	0	3460								
37640	0	28034	102566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	19571	35192	276773	0	175486								
37659	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			761	0	503								
37949	0	0	0																																	0	0	21651								
38740	0	2932	3356																																	4636	0	2367								
39327	0	11197	33244																																	17902	0	12863								
39756	8875	24112	13199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	69841	0	22458								
40033	0	0	0																																	1156	0	78								
40499	0	26195	201223	0	0	80981	51397	0	0	17702	63279	0	0	0	0	12234	39163	0	0	0													0	0	0	124343	0	481007								
40855	0	433	0																																	1449	0	2785								
41553	0	0	63																																	236	0	1349								
41629	0	224	5152																																	3874	8764	4793								
41825	0	10206	32298																																	89056	0	3466								
41955	0	0	0																																	0	0	7835								
42037	0	0	0																																	868	0	0								
42354	0	515	5295																																	1014	0	1951								
42372	0	14002	268																																	582	0	7286								
42420	0	104216	258401	0	0	220280	0	78522	0	0	7500	0	138004	74776	0	0	0	0	25238	53284													0	76933	58615	669812	0	157682								
42448	57425	40570	109221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	6810	2463	60535	0	41016								
42457	0	5	834																																	882	0	6659								
43052	0	743	0																																	12638	0	1630								
43351	0	4484	625																																	10145	0	10698			0					
43856	2000	754	0																																	2363	0	58								
43959	0	4730	933																																	2992	0	2027								
44040	0	774	37																																	5288	0	20381								
44433	0	10327	7635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	1480	5288	0	0								
44741	0	1876	8811																																	4179	0	5186								
44750	2500	2644	2878																																	2916	0	3								
44929	0	0	2225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			2430	0	1975								
45038	0	3084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			12158	0	4922								
45047	7300	1645	0																																	1383	0	8063		0						
45056	0	88	304																																	4013	0	7418								
45430	0	1516	447																																	2	0	394								
45458	0	461	5285																																	3568	0	14475								
45551	0	0	7336																																	0	0	207352								
45560	0	33213	118645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	96771	0	33319								
45775	0	0	0																																	1644	0	9119								
46053	0	294	1352																																	4465	0	16543								
46941	0	799	1861																																	1414	0	6290								
47247	0	24991	2725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	1054	5157	17087	0	2920								
47256	0	106	0																																	256	0	353								
47452	0	1306	830																																	1258	0	10								
47500	0	518	6046																																	14125	0	20531								
48057	4650	0	86																																	802	0	6715								
48150	0	985	0																																	0	0	579								
48374	0	808	62883																																	26807	0	29848								
48440	0	0	0																																	5389	0	0				FHLB Pool (8026)	FHLB New (14578)	FHLB (17742)		
49054	0	1957	1256																																	3413	0	10880								
49148	0	0	0																																	1456	0	594								
49241	46650	13388	59713																																	65778	0	20436								
49652	0	0	2425																																	6551	0	8493								
49858	0	24409	251																																	1943	0	45								
49951	0	197	4229																																	801	0	7777	Federal Home Loan Bank							
50144	0	245	0																																	3508	150	418								
50461	0	8149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			13476	0	197								
51253	0	3186	3836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	1022	0	3777								
51356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			0	0	1079								
51459	0	465	1262																																	4804	0	29498								
51842	0	0	19610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	24525	0	24650								
52719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	0	0	0								
52951	20925	85	999																																	2290	0	4654								
53051	0	0	490																																	2017	0	1538								
54058	0	7649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	0	0	34620								
54656	0	579	11259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	33216	0	9173								
54973	0	77258	73685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	365668	0	119634								
55336	0	1758	6856																																	8644	0	4133								
55635	0	0	1112																																	1344	0	57								
55653	0	375	5208																																	5517	0	50								
55970	0	13040	41911																																	5206	0	19347								
56258	0	1077	5180																																	21977	0	7358								
56351	0	50273	104490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	58773	3000	65627								
56548	12750	132	5959																																	2853	0	8740								
56717	0	1367	59594																																	31161	0	13449								
57040	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			0	0	7697								
57451	0	1416	3323																																	50140	0	3261								
58225	0	1970	5880																																	6788	0	679								
58243	0	125852	196897	0	0	1917	0	0	1917	0	0	0	0	0	0	0	0	0	0	0													0	56518	20815	718504	30061	272352								
58355	0	955	0																																	2602	0	2000								
58551	0	0	0																																	968	0	8392								
58636	0	10908	10288																																	4022	0	1731	17 million LOC with FHLB for MS Public Deposits							
58757	0	5297	3970																																	16533	0	18052								
58971	0	90780	360092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	70376	69758	1386964	0	380762								
59316	0	9211	69099																																	76615	0	16288								
59352	0	3748	9127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	8735	0	11088								
59370	0	4130	3116																																	12171	0	4375								
59754	0	0	0																																	36	0	299								
60143																																	0													
60330	0	8571	7967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	7265	48137	51755	0	18004								
60545	0	91	98																																	8921	0	15925								
60554	0	0	0																																	2699	0	6654								
60648	0	1766	3363																																	4263	0	5648								
61122	0	13040	37853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	84598	0	4314								
61355	0	12930	32845																																	92223	0	20757								
61476	0	13266	23060																																	9355	0	22354								
61757	0	2453	4373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	24594	0	10362								
61832	0	7018	2826																																	9433	0	2317								
61953	0	841	200																																	2045	0	1145								
62044	0	155	124																																	123	0	41								
62110	0	0	0																																	0	0	0								
62147	0	1459	4914																																	0	0	2074								
63050	0	4210	740																																	1523	0	2139								
63069																																	0													
63201	0	1464	4022																																	4773	0	104								
63573	0	1811	5483																																	0	0	415								
63733	0	13090	10259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	12248	0	48524								
63742	7100	5639	10898																																	62664	0	1717								
63751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			0	0	14								
64150	0	4352	4125																																	5582	0	9901								
64552	0	2064	2805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			5093	0	3511								
64730	0	5250	9162																																	1762	0	1540								
65205	0	3630	11989																																	2725	0	5903								
65513																																	0													
65559	0	6677	3701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	37202	0	33145								
65746	10315	21791	34493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	43360	0	20720								
65858	0	116181	83865																																	123588	0	83456								
66154	0	8179	10959																																	12676	0	64								
66275	10000	2895	12644																																	20875	0	26810								
66677	0	2719	2162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			0	0	30423								
67142	0	2048	8709																																	1686	0	1845								
67151	0	71259	44352																																	56641	0	16519								
67209	0	11676	124981																																	38368	0	20069								
67254	0	0	0																																	0	0	0								
67656	0	7704	11368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	103744	371	8511	0	18063								
67870	0	5727	11008																																	3805	0	0								
68671	0	2070	0																																	28	0	0								
68756	0	15119	13516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	29848	0	33514								
68831	0	1727	2263																																	1247	0	6697								
69333	0	9734	8048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	174230	5240	5050								
69678	0	3537	265																																	56311	0	29421								
70218	0	600	1819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			669	0	1960								
70414	0	2417	11857																																	20569	0	32299								
70638	0	4885	686																																	5663	0	12273								
70955	0	0	0																																	0	0	333								
71073	0	217	1852																																	766	0	1401								
71457	13500	0	14744																																	10890	0	75425								
71859	0	0	0																																	180	0	0								
72258	0	1707	3391																																	8455	0	9803								
72351	0	141	0																																	508	0	469								
72454	0	64	0																																	5057	0	4456								
72678	0	316	0																																	3520	0	598								
73116	0	15419	26911																																	18509	0	86								
73152	0	0	243																																	249	0	2852								
73554	0	618	0																																	8455	0	24770								
73956	0	0	92																																	1379	0	843								
74056	0	866	35402																																	1675	0	21956								
74140	0	6761	22148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	3773	116652	0	63870								
74403	42150	16140	31505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	68598	0	22757								
74449	0	0	0																																	1	0	18								
75259	32178	22786	11334																																	65524	6000	61540								
75446	0	418	313																																	10407	0	16169								
75455	0	0	0																																	61	0	546								
75558	45000	7431	9086																																	14034	0	15016								
75633																																	0													
75651	0	0	0																																	918	0	3063								
76153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			299	0	6232								
76443	0	3960	1216																																	578	0	2295								
76854	11855	3239	9001																																	20722	0	1714								
77150	0	411	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			3423	0	5219								
77253	0	1085	4072																																	11879	0	10747								
77422	0	523	4673																																	5779	8800	432								
77851	0	19862	130729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	1136492	50509	259145	16990	156385								
78157	0	10	9																																	48	0	15								
78241	0	1154	416																																	1968	0	1249								
78559	0	354	451																																	997	0	4303								
79042	0	17431	11234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			182	0	33								
79127	0	263	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			458	0	74								
79145	21825	4221	1799																																	689	0	3708								
79257	0	0	0																																	441	0	220								
79855	0	4154	3190																																	6152	0	9012								
80150	0	0	0																																	0	0	994								
80374	0	698	0																																	530	0	3063								
80431	0	636	0																																	1236	0	496								
81175	0	2907	8604																																	18672	0	29981								
82033	0	2587	7664																																	4018	0	7394								
82257	0	0	0																																	4574	0	4720								
82350	0	0	201																																	859	0	374								
82659	0	2093	1622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			3211	0	4580								
83151	0	8099	4517																																	18198	0	3363								
83236	0	0	2575																																	0	0	300								
83375	17025	11016	70905																																	120228	0	25994								
83638																																	0													
83834	37700	932	4017																																	8144	0	3593								
83852	0	0	0																																	1567	0	30980								
83955	0	1049	252																																	5943	0	5397								
84046	0	0	0																																	1480	0	1914								
84541	0	7132	3067																																	42263	3500	44459								
84804	3000	258	0																																	235	0	2725								
85052	0	416	1574																																	3404	0	170								
85472	2043741	156831	188055	0	0	15525	0	4219	0	0	0	0	15525	0	0	0	0	0	0	4219													0	0	0	623404	0	52768								
85931	35000	4244	2041																																	2435	0	1501								
86349	13500	1715	281																																	4706	0	2474								
86675	0	20758	19835																																	0	0	1189								
87047	0	728	1580																																	37	0	578								
87159	0	0	1753																																	2243	0	705								
87234	0	22123	36629																																	11745	0	10								
87476	0	0	667																																	0	0	0								
87579	0	14362	1491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	94	0	12178								
88231	15000	68719	30543																																	13223	0	381								
88259	0	102	0																																	1431	0	6861								
88352	0	180	6348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			8703	0	3495								
88455	993	1710	2145																																	17737	0	113166								
88950	750	0	2265																																	5223	0	2295								
89032	13500	5712	1648																																	3927	0	2326								
89135	0	1423	2336																																	2796	0	1011								
89854	7075	2671	2523																																	8604	0	12217								
89957	0	2024	1236																																	1192	0	13232								
90047	0	213	0																																	752	0	1872								
90177	0	0	0																																	0	0	5247								
90328	0	4945	28016																																	11177	0	23339								
90337	28058	11863	30951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	53030	0	5479								
90579	0	9489	8254																																	4423	0	0								
91615	0	0	0																																	0	0	11736	FHLB LOCs							
91754	0	2924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	14938	0	10312								
91950	0	0	0																																	0	0	4805								
92144	0	0	0																																	0	0	8420								
92676	0	2106	16213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	53929	0	14459								
92706	0	2955	4903																																	3682	0	10883								
92902	0	0	0																																	0	0	0								
93244	0	1138	9841																																	7304	0	7456								
93543	0	4690	16024																																	14036	0	15739								
93619																																	0													
94139	130000	12534	4208																																	21794	0	7887								
94522	35000	29841	10964																																	27991	0	15066								
94755	0	616	242																																	2191	0	9753								
94858	0	1420	1036																																	2024	0	4744								
95051	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			5789	0	4444								
95677	0	0	0																																	1663	0	252								
96553	2000	223	552																																	1410	0	7371								
97055	5865	249	66																																	9292	0	32734								
97279	0	478	200																																	1154	0	1260	0							
97457	28220	880	619																																	3064	0	7075								
97804	0	711	38558																																	63073	0	15919								
97943	0	3628	1970																																	16802	0	20346								
98351	0	3685	5705																																	567	0	536								
98463	0	277	6651																																	52201	0	33227								
98717	0	0	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			0	0	0								
99143	9000	1761	5129																																	9128	0	13255								
99376	5028	0	685571	0	0	24417	0	0	0	0	0	0	0	24417	0	0	0	0	0	0													0	0	0	224201	155666	184				Commitments to purchase loans	Recourse on loans			
99442	0	1220	3813																																	9112	0	18641								
99536	0	13840	43136																																	17414	0	1297								
99853	0	0	192																																	67	0	164								
100236	0	13281	16389																																	7894	0	3923								
100357	0	16878	11036																																	30393	0	61335								
100562	0	16464	393916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	3279	32876	346962	0	192217								
100777	0	8194	0																																	5692	0	2662								
100843	0	2872	5491																																	3198	0	35262								
101019																																	0													
101037	0	30875	18390																																	19342	0	46797								
101439	0	472	3536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			1755	0	5596								
101671	0	0	19200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	46482	0	13982								
101738	0	986	178																																	10651	0	4915								
101952	8500	248	0																																	8704	0	3305								
102333	0	36	340																																	31	0	0								
102342	0	3796	0																																	14775	0	47714								
102539	0	0	0																																	280	0	365								
102557	17103	3531	0																																	6892	0	205								
102874	0	2473	9121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			1116	0	5836								
103134	5000	2921	2200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			3285	0	5995								
104234	0	1295	1751																																	12	0	548								
104542	0	0	0																																	0	0	0								
104971	0	0	0																																	0	0	58								
105026	0	6138	1882																																	15613	0	2289								
105473	0	45094	34968																																	77529	2624	76991								
105530	0	2175	17																																	384	0	1684								
106359	0	28279	124814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	2776	2265	86034	0	14073								
106452	0	38459	27949																																	46472	0	9241								
106676	0	1189	143																																	0	0	0								
107244	1471692	1986867	8182610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	22	0	0	0	0	0	0	0	0	0	0	0	0	0	100779	163384	172299								
107459	0	0	0																																	1039	0	0								
107570	456	1796	5755																																	28839	0	1753								
107758	0	49	0																																	1339	0	3989								
108072	0	592	3827																																	6233	0	1394								
108269	0	1780	0																																	112	0	122								
108652	0	37	0																																	297	0	2								
108746	0	0	0																																	0	0	6289								
108951	0	5156	2312																																	30119	0	23577								
109136	0	15321	5137																																	2259	0	1503								
109154	0	7733	0																																	2191	0	0								
109453	8500	3601	1362																																	5348	0	11877								
109574	0	30466	4642																																	18032	0	7636								
109659	22000	2757	7023																																	5899	0	4577								
110413	0	413	22193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	4822	4105	51342	0	11106								
110936	0	5293	17294																																	4716	0	1								
110945	0	1490	5855																																	5654	0	12091								
