"IDRSSD"	RCFDA345	RCFDA346	RCFDB867	RCFDB868	RCFDB869	RCFDB870	RCFDB871	RCFDB872	RCFDB873	RCFDB874	RCFDB875	RCFDB876	RCFDB877	RCFDB878	RCFDB879	RCFDB880	RCFDB881	RCFDB882	RCFDB883	RCFDB884	RCFDB885	RCFDB886	RCFDB888	RCFDB890	RCFDB891	RCFDB892	RCFDB893	RCFDB894	RCFDB895	RCFDB896	RCFDB897	RCFDB898	RCFDB899	RCFDB927	RCFDB928	RCFDB929	RCFDB931	RCFDB932	RCFDB933	RCFDB934	RCFDB935	RCFDB936	RCFDB937	RCFDB938	RCFDB939	RCFDB940	RCFDB941	RCFDB942	RCFDB943	RCFDB944	RCFDB945	RCFDB946	RCFDC001	RCFDC002	RCFDJ253	RCFDJ254	RCFDJ255	RCFDJ256	RCFDJ257	RCFDJ258	RCFDJ259	RCFDJ260	RCFDJ261	RCFDJ262	RCFDJ263	RCFDJ264	RCFDJ265	RCFDJ266	RCFDJ267	RCFDJ268	RCFDJ269	RCFDJ270	RCFDJ271	RCFDJ272	RCFDJ273	RCFDJ274	RCFDJ275	RCFDJ276	RCFDJ277	RCFDJ278	RCFDJ279	RCFDJ280	RCFDJ281	RCFDJ282	RCFDJ283	RCFDJ284	RCFDJ285	RCFDJ286	RCFDJ287	RCFDJ288	RCFDJ289	RCFDJ290	RCFDJ291	RCFDJ292	RCFDJ293	RCFDJ294	RCFDJ295	RCFDJ296	RCFDJ297	RCFDJ298	RCFDJ299	RCFDJ300	RCFDJ301	RCFDJ302	RCFDJ303	RCFDJ304	RCFDJ305	RCFDJ306	RCFDJ307	RCFDJ308	RCFDJ309	RCFDJ310	RCFDJ311	RCFDJ312	RCFDJ313	RCFDJ314	RCFNB900	RCFNB901	RCFNB902	RCFNB903	RCONA345	RCONA346	RCONB867	RCONB868	RCONB869	RCONB870	RCONB871	RCONB872	RCONB873	RCONB874	RCONB875	RCONB876	RCONB877	RCONB878	RCONB879	RCONB880	RCONB881	RCONB882	RCONB883	RCONB884	RCONB885	RCONB886	RCONB888	RCONB890	RCONB891	RCONB892	RCONB893	RCONB894	RCONB895	RCONB896	RCONB897	RCONB898	RCONB899	RCONB927	RCONB928	RCONB929	RCONB931	RCONB932	RCONB933	RCONB934	RCONB935	RCONB936	RCONB937	RCONB938	RCONB939	RCONB940	RCONB941	RCONB942	RCONB943	RCONB944	RCONB945	RCONB946	RCONC001	RCONC002	RCONJ253	RCONJ254	RCONJ255	RCONJ256	RCONJ257	RCONJ258	RCONJ259	RCONJ260	RCONJ261	RCONJ262	RCONJ263	RCONJ264	RCONJ265	RCONJ266	RCONJ267	RCONJ268	RCONJ269	RCONJ270	RCONJ271	RCONJ272	RCONJ273	RCONJ274	RCONJ275	RCONJ276	RCONJ277	RCONJ278	RCONJ279	RCONJ280	RCONJ281	RCONJ282	RCONJ283	RCONJ284	RCONJ285	RCONJ286	RCONJ287	RCONJ288	RCONJ289	RCONJ290	RCONJ291	RCONJ292	RCONJ293	RCONJ294	RCONJ295	RCONJ296	RCONJ297	RCONJ298	RCONJ299	RCONJ300	RCONJ301	RCONJ302	RCONJ303	RCONJ304	RCONJ305	RCONJ306	RCONJ307	RCONJ308	RCONJ309	RCONJ310	RCONJ311	RCONJ312	RCONJ313	RCONJ314	RIAD4070	RIADA479	RIADA480	RIADA488	
1669																																																																																																																									false	false	false																																																																																																																		0				
1856																																																																																																																									false	false	false																																																																																																																		0				
2161																																																																																																																									false	false	false																																																																																																																		0				
2732																																																																																																																									true	true	false																																																																																																																		206				
2750																																																																																																																									true	false	false																																																																																																																		0				
3252																																																																																																																									true	false	false																																																																																																																		0				
3458																																																																																																																									false	false	false																																																																																																																		0				
3720																																																																																																																									true	false	false																																																																																																																		0				
3971																																																																																																																									false	false	false																																																																																																																		0				
4156																																																																																																																									false	false	false																																																																																																																		0				
4231																																																																																																																									false	false	false																																																																																																																		0				
5069																																																																																																																									false	false	false																																																																																																																		0				
5135																																																																																																																									false	false	false																																																																																																																		0				
5210																																																																																																																									true	true	true	75323	1728	127	2	1366	0	1	0	0	0	0	0	58435	1412	191	6	0	155	105489	328	0	0	0	0	260783	15704	689	24	846	2	3	1563	0															0	0	0	7	10351	8	20170	2058	42	1	58435	1412	191	6	413	146	44	5394	667	257	624	0	0	15473	0	0	13950	3519	784	31924	6359	3798	94665	47049	14799	0	0	0	0	0	0	2806	396	228	0	0	0	13053	1665	0	0	0	260	2189	0	0	321	0	0	180812	59801	20170	0	0	0	0	2212	9	1	2	
5461																																																																																																																									false	false	false																																																																																																																		0				
5751																																																																																																																									true	true	true	4208	0	8	0	18109	0	3	0	0	0	0	0	13939	2277	148	9	0	0	26878	57	0	0	0	0	63134	2277	216	9	12138	13	0	0	0															0	0	0	0	0	0	0	0	0	0	13939	2277	148	9	13	20	0	378	510	0	635	405	0	4131	194	0	1305	682	0	7937	15709	0	7126	8038	0	0	0	0	0	0	0	2552	2067	0	0	0	0	6101	4316	0	0	0	0	558	65	0	350	42	0	31086	32048	0	0	0	0	0	472				
6039																																																																																																																									false	false	false																																																																																																																		0				
6329																																																																																																																									true	false	false																																																																																																																		0				
7009																																																																																																																									true	true	true	10159608	377	2583	4	512486	0	11	0	233220	0	3	0	0	0	0	0	0	0	798648	307	0	0	0	0	11848399	377	2926	4	4548538	96	0	0	0															8	927187	0	0	0	0	144437	0	22	0	0	0	0	0	0	0	0	206707	11203	1277	103836	0	17214	381892	0	0	77304	40596	54	2450016	374009	41574	707860	114168	14110	463672	91626	0	0	0	43	67894	4205	9918	315253	109899	6125	3796536	0	18720	0	0	0	0	0	0	2387286	0	35402	10958256	745706	144437	3701737	2045	0	0	89675	0	0	2	
7045																																																																																																																									true	true	true	136	0	24	0	0	0	0	0	0	3068	0	1	0	0	0	0	709	0	0	0	0	0	0	0	845	3068	29	1	0	0	0	0	0															0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	620	136	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	709	0	0	0	0	8				
7072																																																																																																																									false	false	false																																																																																																																		0				
7456																																																																																																																									false	false	false																																																																																																																		0				
7634																																																																																																																									false	false	false																																																																																																																		0				
8033																																																																																																																									false	false	false																																																																																																																		0				
8462																																																																																																																									false	false	false																																																																																																																		0				
8631																																																																																																																									false	false	false																																																																																																																		0				
9357																																																																																																																									false	false	false																																																																																																																		0				
9553																																																																																																																									false	false	false																																																																																																																		0				
9807																																																																																																																									true	true	true	0	52821	0	69	0	7079	0	17	0	0	0	0	0	35788	0	110	0	254744	0	0	0	0	0	0	0	353596	0	309	19638	5	11	644	10															0	0	0	110	0	0	0	3164	0	3	0	34833	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	173	0	0	
9955																																																																																																																									false	false	false																																																																																																																		0				
10250																																																																																																																									false	false	false																																																																																																																		0				
10849																																																																																																																									false	false	false																																																																																																																		0				
11145																																																																																																																									false	false	false																																																																																																																		0				
11640																																																																																																																									true	true	true	8441	1	20	1	0	0	0	0	0	0	0	0	166	3177	1	16	13874	9874	0	0	0	0	0	0	22481	13052	28	22	0	0	6	25745	0															0	0	7	5	0	0	0	0	0	0	166	3177	1	16	0	0	0	1284	4	5047	0	0	8827	0	0	0	0	0	0	2009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5148	162	0	0	0	0	8441	166	13874	0	0	0	0	332				
11837																																																																																																																									false	false	false																																																																																																																		0				
12030																																																																																																																									false	false	false																																																																																																																		0				
12142																																																																																																																									false	false	false																																																																																																																		0				
12311	true	true	true	4847121	634652	4136	205	249248	1710738	127	526	1001806	1575674	79	102	1879599	762262	3538	246	46211	23886431	10156056	5214	338204	392383	114	93	19837231	28963304	13707	6179	74240978	1366	1008	24731301	3898															0	0	28	5006	0	0	1318986	1164	471	1	1729819	175538	3244	172	-435	-151	-965	823878	128318	82778	1116000	238673	151314	766894	640	1626	319604	51960	21220	3551842	785682	438743	2131440	501631	239066	0	0	0	530	1099	700	980275	569687	216388	0	0	0	4892610	851946	549434	36026	176	324	149768	453	2379	234745	539	394	15003177	3130653	1703401	0	0	9	24960	0	0	0	0																																																																																																																					145090	8896	2891	242	
12647																																																																																																																									false	false	false																																																																																																																		0				
12656																																																																																																																									false	false	false																																																																																																																		0				
12946																																																																																																																									true	true	true	36920	2878	102	6	0	0	0	0	0	0	0	0	7295	20390	25	62	8564	16024	13367	32	0	0	0	0	102480	39425	204	84	7812	9	40	228965	2															0	0	25	15	0	0	36334	133	20	1	7295	20390	24	62	-28	0	0	1870	999	7929	121	0	39	14580	1693	9160	2407	515	1291	4318	909	12256	714	204	50	0	0	0	0	0	0	3973	1193	6507	995	0	415	11815	1586	7251	0	0	0	6364	196	0	3158	0	0	50287	7295	44898	0	0	0	0	828				
13103																																																																																																																									false	false	false																																																																																																																		68				
13251																																																																																																																									false	false	false																																																																																																																		0				
13457																																																																																																																									false	false	false																																																																																																																		0				
14155																																																																																																																									false	false	false																																																																																																																		0				
14650																																																																																																																									false	false	false																																																																																																																		0				
14753																																																																																																																									false	false	false																																																																																																																		0				
14865																																																																																																																									false	false	false																																																																																																																		0				
14977																																																																																																																									false	false	false																																																																																																																		0				
16551																																																																																																																									false	false	false																																																																																																																		0				
16748																																																																																																																									true	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	4	0	1	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
