"IDRSSD"	RCFDA591	RCFDB705	RCFDB706	RCFDB707	RCFDB708	RCFDB709	RCFDB710	RCFDB711	RCFDB726	RCFDB727	RCFDB728	RCFDB729	RCFDB730	RCFDB731	RCFDB732	RCFDB733	RCFDB734	RCFDB735	RCFDB736	RCFDB737	RCFDB738	RCFDB739	RCFDB740	RCFDB741	RCFDB742	RCFDB743	RCFDB744	RCFDB745	RCFDB746	RCFDB776	RCFDB779	RCFDB780	RCFDB781	RCFDB782	RCFDB783	RCFDB786	RCFDB787	RCFDB788	RCFDB789	RCFDB790	RCFDB796	RCFDB797	RCFDB803	RCFDB804	RCFDB805	RCFDB806	RCFDB807	RCFDB808	RCFDB809	RCFDC407	RCFDF699	RCFDHU09	RCFDHU10	RCFDHU11	RCFDHU12	RCFDHU13	RCFDHU14	RCFDHU15	RCFDHU16	RCFDHU17	RCFDHU18	RCONA591	RCONB705	RCONB711	RCONB733	RCONB739	RCONB740	RCONB746	RCONB776	RCONB782	RCONB783	RCONB789	RCONB790	RCONB796	RCONB797	RCONB803	RCONB804	RCONB805	RCONB806	RCONB807	RCONB808	RCONB809	RCONC407	RCONF699	RCONHU09	RCONHU15	RCONHU19	RIADB747	RIADB748	RIADB749	RIADB750	RIADB751	RIADB752	RIADB753	RIADB754	RIADB755	RIADB756	RIADB757	RIADB758	RIADB759	RIADB760	
177751																																																																																																						
177920																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
178150																																																																																																						
178244																																																																																																						
178356																																																																																																						
178851																																																																																																						
179148																																																																																																						
179335																																																																																																						
179700																																																														13335	0	0	0	0	0	0	0	0			0	0	0	0	0	70596						0	0	0		0						0	0						0	
180144																																																																																																						
180537																																																																																																						
180845																																																																																																						
181963																																																																																																						
182951																																																																																																						
183668																																																																																																						
183770																																																																																																						
183958																																																																																																						
184656																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
184759																																																																																																						
185251																																																																																																						
185448																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
185859																																																																																																						
186221																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
186548																																																																																																						
186717																																																																																																						
186744																																																																																																						
187648																																																																																																						
187947																																																														10637	0	0	0	0	0	0	0	0			0	0	0	0	0	171263						0	0	0		0						0	0						0	
188056																																																																																																						
188177																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
188430																																																																																																						
188449																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
188720																																																																																																						
188739																																																																																																						
188917																																																																																																						
189044																																																														0	423693	0	16457	0	13007	0	0	0			0	0	0	0	0	1585713						3368	0	0		0						0	0						0	
189129																																																																																																						
189745																																																														0	0	0	0	0	0	0	0	0			33763	0	33763	0	0	0					0	30	0	0		0						0	0						0	
189950																																																																																																						
190563																																																																																																						
190648																																																																																																						
190947																																																																																																						
190956																																																																																																						
191355																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	44312					0	0	0	0		0						0	0						0	
191935																																																																																																						
192147																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
192558																																																														0	0	0	0	0	0	0	0	0			937	0	187	0	937	221406					0	53	0	0		0						0	0						0	
192651																																																																																																						
192857																																																																																																						
193162																																																																																																						
193247																																																																																																						
193537																																																																																																						
193649																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
193809																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	293140						0	0	0		0						0	0						0	
194440																																																																																																						
194570																																																																																																						
194936																																																																																																						
195111																																																																																																						
195157																																																																																																						
195456																																																																																																						
196752																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
196800																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	12036	110559					0	0	0	0		0						0	0						0	
197142																																																																																																						
197254																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
197302																																																																																																						
197478	3028570	0	0	0	0	0	0	39216								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7926	23169	7926	14996	7926	362459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
197759																																																																																																						
198073																																																																																																						
198149																																																																																																						
198251																																																																																																						
198961																																																																																																						
199137																																																																																																						
199351																																																																																																						
199436																																																																																																						
199463																																																																																																						
200042																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
200378																																																														60397	0	0	0	0	0	0	0	0			0	0	0	0	0	65484						0	0	0		0						0	0						0	
200435																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
201254																																																																																																						
201834																																																														0	0	0	0	0	0	0	0	0			36928	0	36928	0	0	0					0	0	0	0		0						0	0						0	
202514																																																																																																						
202541																																																																																																						
202907																																																														95086	0	0	0	0	0	0	0	0	0	0	12824	0	513	0	12824	282750	0	0	0	0		327	0	0	0	0						0	0						0	
203043																																																														0	0	0	0	0	0	0	0	0			19219	0	4529	0	19219	282832					0	0	0	0		0						0	0						0	
203052																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
203575																																																																																																						
204004																																																														0	0	0	0	0	0	0	0	0			8225	0	1628	0	8225	88331					0	634	0	0		0						0	0						0	
204077																																																																																																						
204237																																																																																																						
204826																																																																																																						
205243																																																																																																						
205346																																																																																																						
205458																																																																																																						
205542																																																																																																						
206156																																																																																																						
206174																																																																																																						
206473																																																																																																						
206772																																																																																																						
206950																																																																																																						
207041																																																																																																						
207050																																																																																																						
207452																																																																																																						
207470																																																																																																						
207555																																																																																																						
207845																																																																																																						
207872																																																																																																						
207957																																																																																																						
208057																																																														8366	0	0	0	0	0	0	0	0			0	0	0	0	0	192403					0	0	0	0		0						0	0						0	
208244	628935	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	19722	0	0	0	0	0	0	0	0	0	0	0	0	0	19722	3641448	0	0	0	0	0	441	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
208347																																																														0	0	0	0	0	0	0	0	0			14168	0	548	0	0	26532					0	0	0	0		0						0	0						0	
208440																																																																																																						
208459																																																																																																						
208570																																																																																																						
208655																																																																																																						
208972																																																																																																						
209148																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	114588					0	0	0	0		0						0	0						0	
209362																																																																																																						
209559																																																																																																						
209858																																																																																																						
210238																																																																																																						
210256																																																																																																						
210434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100270	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
210779																																																																																																						
211114																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
211271																																																														0	718533	0	3629	0	0	0	0	0			1433537	0	269859	0	0	1830650					0	0	0	0		0						0	0						0	
211338																																																																																																						
211851																																																																																																						
212018																																																														13879	0	0	0	0	0	0	0	0			0	0	0	0	0	23547						0	0	0		0						0	0						0	
212335																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
212344																																																																																																						
212465	3332403	267990	0	0	0	0	0	0	0	0	0	0	0	0	0	1704	0	0	0	0	0	0	134	0	0	0	0	0	0	2211	0	0	314353	541300	0	0	0	0	0	0	0	0	0	0	12304039	0	0	0	0	0	1699	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
212522																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	342061					0	0	0	0		0						0	0						0	
212577																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
213471																																																																																																						
213538																																																																																																						
213912																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	28981					0	0	0	0		0						0	0						0	
213958																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
214106																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
214414																																																														180963	0	0	0	0	0	0	0	0			0	0	0	0	0	379030					0	454	0	0		0						0	0						0	
214722																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	302571						0	0	0		0						0	0						0	
214807																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0						0	
214843																																																																																																						
215345																																																																																																						
215354																																																																																																						
215653																																																																																																						
215662																																																														0	0	0	0	0	0	0	0	0			41767	0	41767	0	0	0					0	0	0	0		0						0	0						0	
215710																																																																																																						
216164																																																																																																						
216230																																																																																																						
216922																																																														414240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0						0	
217059																																																														0	0	0	0	0	0	0	0	0			691	0	105	0	691	0					0	0	0	0		0						0	0						0	
218131																																																																																																						
218261																																																																																																						
218850																																																																																																						
218878																																																														0	0	0	0	0	0	0	0	0			335	0	34	0	335	58						0	0	0		0						0	0						0	
219044																																																																																																						
219651																																																																																																						
219679																																																																																																						
220059																																																																																																						
220527																																																														3857	0	0	0	0	0	0	0	0			6	0	6	0	6	345						0	0	0		0						0	0						0	
220844																																																																																																						
220974																																																																																																						
221775																																																																																																						
222156																																																																																																						
222446																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	162952					0	0	0	0		0						0	0						0	
222558																																																																																																						
222754																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
223322																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	1563	667103					0	0	0	0		0						0	0						0	
223452																																																																																																						
223751																																																																																																						
223845																																																																																																						
224954																																																																																																						
225054																																																																																																						
225157																																																																																																						
225559																																																																																																						
225942																																																																																																						
226949																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
227151																																																																																																						
227357																																																																																																						
227656																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
227777																																																																																																						
228000																																																																																																						
228055																																																																																																						
228158																																																																																																						
228279																																																																																																						
228345																																																																																																						
229070																																																																																																						
229173																																																																																																						
229342																																																														0	0	0	0	0	0	0	0	0			451	0	6	0	0	0					0	0	0	0		0						0	0						0	
229454																																																																																																						
229801																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3488850	0	0	0	0	0	0	0	0	0	0						0	0						0	
229913	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0					0	0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230423																																																																																																						
230610																																																																																																						
230759																																																														232524	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
231279																																																																																																						
232847																																																																																																						
232856																																																																																																						
233031	18640000	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	4572000	10000	1499000	10000	37192000	0	0	0	0	0	17000	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
233246																																																																																																						
233358																																																																																																						
233442																																																																																																						
233527																																																																																																						
233554																																																																																																						
234355																																																														0	0	0	0	0	0	0	0	0			308	0	10	0	308	905242					0	797	0	0		0						0	0						0	
234506																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
234739																																																																																																						
234841																																																																																																						
235174																																																																																																						
235231																																																																																																						
235316																																																																																																						
235446																																																																																																						
235530																																																																																																						
235558																																																																																																						
235950																																																																																																						
236153																																																														0	0	0	0	0	0	0	0	0			61382	0	58277	0	689935	0					0	0	0	0		0						0	0						0	
236256																																																																																																						
236603																																																																																																						
236706																																																														172711	0	0	0	0	0	0	0	0			144	0	119	0	144	15761						0	0	0		0						0	0						0	
236957																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	132768					0	0	0	0		0						0	0						0	
237066																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
237619																																																														152217	0	0	0	0	0	0	0	0			0	0	0	0	0	18312						208	0	0		0						0	0						0	
237954																																																																																																						
238139																																																																																																						
238250																																																																																																						
238737																																																																																																						
239556																																																																																																						
239613																																																																																																						
239659																																																																																																						
240954																																																																																																						
241009																																																																																																						
241157																																																														0	0	0	0	0	0	0	456	0			9124	0	456	0	9124	74696						0	0	0		0						0	0						0	
241559																																																																																																						
241607																																																																																																						
242257																																																																																																						
242444																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304378						0	0	0		0						0	0						0	
242949																																																																																																						
242958																																																																																																						
242976																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
243375																																																																																																						
243414																																																																																																						
243955																																																																																																						
244037																																																																																																						
244149																																																														0	4455	0	0	0	0	0	0	0			126579	0	123379	0	0	4409157						1251	0	0		0						0	0						0	
244158																																																																																																						
244251																																																																																																						
245016	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0					0	0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
245276																																																														0	1979172	0	14538	0	80128	0	0	0			121778	0	121778	0	118512	5309874					0	30722	0	0		0						0	0						0	
245351																																																																																																						
245557																																																																																																						
246022																																																														0	0	0	0	0	0	0	0	0			30767	0	30767	0	0	0					0	0	0	0		0						0	0						0	
246134																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
246237																																																																																																						
246451																																																																																																						
246657																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
246947																																																																																																						
246956																																																																																																						
247140																																																																																																						
247355																																																																																																						
247476																																																																																																						
247551																																																																																																						
247908																																																																																																						
248240																																																														196378	0	0	0	0	0	0	8	0			932	0	7	0	822	985157					0	275	0	0		0						0	0						0	
248352																																																														0	0	0	0	0	0	0	0	0			25944	0	1678	0	25944	0					0	0	0	0		0						0	0						0	
248455																																																																																																						
248633																																																																																																						
248745																																																																																																						
249416																																																																																																						
249612																																																														33919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3441	0	0	0	0		0	0	0	0	0						0	0						0	
249658																																																																																																						
250430																																																																																																						
250476																																																																																																						
250850																																																																																																						
251352																																																														0	0	0	0	0	0	0	0	0			2616	0	60	0	2616	0					0	0	0	0		0						0	0						0	
251558																																																																																																						
251745																																																																																																						
251978																																																																																																						
252041																																																																																																						
252452																																																																																																						
252658																																																																																																						
253356																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
253468																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
253646																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
253730																																																																																																						
253776																																																																																																						
254317																																																																																																						
254504																																																																																																						
254849																																																																																																						
255350																																																																																																						
255547																																																														0	0	0	0	0	0	0	0	0			53213	0	1391	0	53213	0						0	0	0		0						0	0						0	
255556																																																																																																						
255574																																																																																																						
255659																																																														0	0	0	0	0	0	0	0	0			198071	0	198071	0	0	0					0	0	0	0		0						0	0						0	
255873																																																																																																						
256058																																																																																																						
256076																																																																																																						
256179																																																																																																						
256553																																																														0	0	0	0	0	0	0	0	0			356436	0	356436	0	356436	0					0	0	0	0		0						0	0						0	
257233																																																																																																						
257345																																																																																																						
257578																																																																																																						
257653																																																																																																						
257756																																																																																																						
258146																																																																																																						
258306																																																																																																						
258379																																																																																																						
258445																																																																																																						
258539																																																																																																						
258771																																																														129520	0	0	0	0	0	0	0	0			10210	0	10210	0	3175	5543165					0	2081	0	0		0						0	0						0	
258874																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
259059																																																																																																						
259330																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
259442																																																																																																						
259956																																																																																																						
260055																																																														0	0	0	0	0	0	0	0	0			134360	0	134360	0	0	0					0	0	0	0		0						0	0						0	
260831																																																																																																						
260868																																																														762508	0	0	0	0	0	0	0	0			0	0	0	0	0	5800					0	0	0	0		0						0	0						0	
261146																																																														51609	0	0	0	0	0	0	0	0			724552	0	8882	0	390	662396						0	0	0		0						0	0						0	
261360																																																																																																						
261940																																																																																																						
262059																																																																																																						
262237																																																																																																						
262358																																																																																																						
262741																																																																																																						
262844																																																																																																						
262956																																																																																																						
263243																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
263627																																																																																																						
264455																																																																																																						
264772																																																														6216987	0	0	0	0	0	0	0	0			0	0	0	0	0	218					0	0	0	0		0						0	0						0	
265340																																																																																																						
265407																																																																																																						
265452																																																																																																						
265676																																																																																																						
266066																																																																																																						
266244																																																																																																						
266253																																																																																																						
266655																																																																																																						
266851																																																																																																						
266945																																																																																																						
267652																																																																																																						
268006																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	2660	372095					0	0	0	0		0						0	0						0	
268136																																																																																																						
268677																																																														0	0	0	0	0	0	0	0	0			15011	0	15011	0	14658	353					0	0	0	0		0						0	0						0	
268828																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
268976																																																																																																						
269049																																																																																																						
269058																																																														0	0	0	0	0	0	0	0	0			64971	0	2577	0	64971	0					0	0	0	0		0						0	0						0	
269571																																																																																																						
269759																																																																																																						
270148																																																																																																						
270353																																																																																																						
270504																																																																																																						
270531																																																																																																						
270652																																																																																																						
271136																																																																																																						
271275																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	173271					0	0	0	0		0						0	0						0	
271341																																																																																																						
271529																																																																																																						
272030																																																																																																						
272058																																																																																																						
272151																																																																																																						
272272																																																																																																						
272302																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
273336																																																														53235	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
273550																																																																																																						
273653																																																																																																						
273662																																																																																																						
273840																																																																																																						
273859																																																																																																						
274025																																																																																																						
274052																																																																																																						
274548																																																																																																						
274829																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
274856																																																																																																						
275255																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
275358																																																																																																						
275479																																																																																																						
