"IDRSSD"	RCONFT04	RCONFT05	RCONHT81	RCONHT82	RCONHT86	RCONL191	RCONL192	RCONM288	RIADHT85	
62147						CONF	CONF			
63050						CONF	CONF			
63069						CONF	CONF			
63201						CONF	CONF			
63573						CONF	CONF			
63733	13077	1940	14123	0	0	CONF	CONF	0	562	
63742	24705	1226				CONF	CONF			
64150	19604	590				CONF	CONF			
64552	86917	21182	27741	47754	0	CONF	CONF	0	3007	
64730						CONF	CONF			
65205						CONF	CONF			
65513						CONF	CONF			
65559	16104	2035	16810	0	0	CONF	CONF	0	328	
65746	25876	2370	25348	0	0	CONF	CONF	0	900	
65858						CONF	CONF			
66154						CONF	CONF			
66275						CONF	CONF			
66677	60009	8121	57305	0	0	CONF	CONF	0	1906	
67142						CONF	CONF			
67151						CONF	CONF			
67209						CONF	CONF			
67254						CONF	CONF			
67656						CONF	CONF			
67870						CONF	CONF			
68671						CONF	CONF			
68756	0	0	0	0	0	CONF	CONF	0	0	
68831						CONF	CONF			
69333	15183	0	15738	0	0	CONF	CONF	0	405	
69678						CONF	CONF			
70218	0	0	0	0	0	CONF	CONF	0	0	
70414						CONF	CONF			
70638	29480	5276				CONF	CONF			
70955						CONF	CONF			
71073	69209	4124				CONF	CONF			
71457						CONF	CONF			
71859						CONF	CONF			
72258	7770	904				CONF	CONF			
72351						CONF	CONF			
72454						CONF	CONF			
72678						CONF	CONF			
73116						CONF	CONF			
73152						CONF	CONF			
73554						CONF	CONF			
73956						CONF	CONF			
74056						CONF	CONF			
74140	7925	1735	8841	0	0	CONF	CONF	0	353	
74403						CONF	CONF			
74449						CONF	CONF			
75259	32319	6135				CONF	CONF			
75446						CONF	CONF			
75455						CONF	CONF			
75633	175080	37726	139672	0	0	CONF	CONF	3529	8710	
75651						CONF	CONF			
76153	0	0	0	0	0	CONF	CONF	0	0	
76443						CONF	CONF			
76854						CONF	CONF			
77150	0	0	0	0	0	CONF	CONF	0	0	
77253						CONF	CONF			
77422						CONF	CONF			
77851	77821	9326	80394	0	0	CONF	CONF	0	2378	
78157						CONF	CONF			
78241						CONF	CONF			
78559						CONF	CONF			
79042						CONF	CONF			
79127						CONF	CONF			
79145	16173	0				CONF	CONF			
79257						CONF	CONF			
79855						CONF	CONF			
80150						CONF	CONF			
80374						CONF	CONF			
80431						CONF	CONF			
81175	9771	233				CONF	CONF			
82033						CONF	CONF			
82257						CONF	CONF			
82350						CONF	CONF			
83151						CONF	CONF			
83236						CONF	CONF			
83375						CONF	CONF			
83638	14634	14905	23634	0	0	CONF	CONF	27	383	
83834						CONF	CONF			
83852						CONF	CONF			
83955						CONF	CONF			
84046						CONF	CONF			
84541	22642	2614				CONF	CONF			
84804						CONF	CONF			
85052						CONF	CONF			
85472	11851	0	0	0	0	CONF	CONF	1217	32	
85931						CONF	CONF			
86349						CONF	CONF			
86675						CONF	CONF			
87047						CONF	CONF			
87159						CONF	CONF			
87234	53495	12228				CONF	CONF			
87476						CONF	CONF			
87579						CONF	CONF			
88231	434933	112877				CONF	CONF			
88259						CONF	CONF			
88352						CONF	CONF			
88455						CONF	CONF			
88950						CONF	CONF			
89032						CONF	CONF			
89135						CONF	CONF			
89854						CONF	CONF			
89957						CONF	CONF			
90047						CONF	CONF			
90177						CONF	CONF			
90328						CONF	CONF			
90337	0	0	0	0	0	CONF	CONF	0	0	
90579						CONF	CONF			
91615						CONF	CONF			
91754	0	0	0	0	0	CONF	CONF	0	0	
91950						CONF	CONF			
92144						CONF	CONF			
92676						CONF	CONF			
92706						CONF	CONF			
92902						CONF	CONF			
93244						CONF	CONF			
93543	12126	1377				CONF	CONF			
93619						CONF	CONF			
94139						CONF	CONF			
94522	16338	2095				CONF	CONF			
94755						CONF	CONF			
94858						CONF	CONF			
95051	127822	143517	2937	4212	15864	CONF	CONF	0	-2972	
95677						CONF	CONF			
96553						CONF	CONF			
97055						CONF	CONF			
97279						CONF	CONF			
97457						CONF	CONF			
97804	5328	621				CONF	CONF			
97943						CONF	CONF			
98351						CONF	CONF			
98463						CONF	CONF			
98717	0	0	0	0	0	CONF	CONF	0	0	
99143						CONF	CONF			
99376	21009	7215	21066	0	0	CONF	CONF	450	878	
99442						CONF	CONF			
99536						CONF	CONF			
99853						CONF	CONF			
100236						CONF	CONF			
100357						CONF	CONF			
100562	41689	3466	42083	0	0	CONF	CONF	0	1967	
100777						CONF	CONF			
100843						CONF	CONF			
101019	0	0	0	0	0	CONF	CONF	0	0	
101037						CONF	CONF			
101439						CONF	CONF			
101671						CONF	CONF			
101738						CONF	CONF			
101952						CONF	CONF			
102333						CONF	CONF			
102342						CONF	CONF			
102539						CONF	CONF			
102557						CONF	CONF			
102874	10037	0	10037	0	126	CONF	CONF	0	382	
103134						CONF	CONF			
104234						CONF	CONF			
104542						CONF	CONF			
104971						CONF	CONF			
105026						CONF	CONF			
105473	47358	3186				CONF	CONF			
105530						CONF	CONF			
106359						CONF	CONF			
106452						CONF	CONF			
106676						CONF	CONF			
107244	0	0	0	0	0	CONF	CONF	0	0	
107459						CONF	CONF			
107570	15144	539				CONF	CONF			
107758						CONF	CONF			
108072						CONF	CONF			
108269						CONF	CONF			
108652						CONF	CONF			
108746						CONF	CONF			
108951	21915	7631				CONF	CONF			
109136						CONF	CONF			
109154						CONF	CONF			
109453						CONF	CONF			
109574						CONF	CONF			
109659						CONF	CONF			
110413						CONF	CONF			
110936						CONF	CONF			
110945						CONF	CONF			
110972						CONF	CONF			
111157	0	0	0	0	0	CONF	CONF	0	0	
111205						CONF	CONF			
111942	16083	0				CONF	CONF			
111979						CONF	CONF			
112163	25215	4129	27441	0	0	CONF	CONF	0	711	
112332						CONF	CONF			
112510						CONF	CONF			
112556						CONF	CONF			
112837	0	0	0	0	0	CONF	CONF	0	0	
113003						CONF	CONF			
113030						CONF	CONF			
113441						CONF	CONF			
113601						CONF	CONF			
113740	54722	12239	48351	0	0	CONF	CONF	0	1410	
113937						CONF	CONF			
114149						CONF	CONF			
114260	23107	8336	21953	0	0	CONF	CONF	0	866	
114457						CONF	CONF			
114774	18974	1246				CONF	CONF			
114840	10390	1612				CONF	CONF			
114859						CONF	CONF			
115146						CONF	CONF			
115575						CONF	CONF			
116358						CONF	CONF			
116554	28740	3427				CONF	CONF			
116741						CONF	CONF			
117038	0	0	0	0	0	CONF	CONF	0	0	
117074						CONF	CONF			
117458						CONF	CONF			
117775	0	0	0	0	0	CONF	CONF	0	0	
118156						CONF	CONF			
118660						CONF	CONF			
118736						CONF	CONF			
119153						CONF	CONF			
119528						CONF	CONF			
119779	22773	2916	23541	0	0	CONF	CONF	0	531	
119872						CONF	CONF			
120476						CONF	CONF			
120542						CONF	CONF			
120609	23905	2072				CONF	CONF			
120953						CONF	CONF			
121642	69480	10621	66197	0	0	CONF	CONF	0	1818	
121651						CONF	CONF			
121914						CONF	CONF			
122153						CONF	CONF			
122546						CONF	CONF			
122854	125870	32124	126535	0	742	CONF	CONF	0	4431	
123075						CONF	CONF			
123374						CONF	CONF			
124344	19068	1078				CONF	CONF			
124830						CONF	CONF			
125154						CONF	CONF			
125471						CONF	CONF			
125855	18394	2442				CONF	CONF			
125873						CONF	CONF			
126012						CONF	CONF			
126049						CONF	CONF			
126375						CONF	CONF			
126553	88024	95515	84368	0	0	CONF	CONF	0	0	
126834						CONF	CONF			
127055						CONF	CONF			
127224						CONF	CONF			
128258						CONF	CONF			
128904	62678	1206	61850	0	0	CONF	CONF	0	513	
129349						CONF	CONF			
129358	42519	3808				CONF	CONF			
129479	212701	14204				CONF	CONF			
129732	0	0	0	0	0	CONF	CONF	0	0	
129853						CONF	CONF			
129910	15179	477				CONF	CONF			
130345						CONF	CONF			
130541	95852	12579	103620	0	0	CONF	CONF	0	4468	
130813						CONF	CONF			
131034						CONF	CONF			
131173	31291	3245				CONF	CONF			
131436	0	0	0	0	0	CONF	CONF	0	0	
131650	5250	67581	69927	0	0	CONF	CONF	0	1297	
131717	0	0	0	0	0	CONF	CONF	0	0	
131940						CONF	CONF			
132107	17220	2253				CONF	CONF			
132451						CONF	CONF			
132778						CONF	CONF			
132938						CONF	CONF			
133579	0	0	0	0	0	CONF	CONF	0	0	
133850	41501	8290				CONF	CONF			
133971						CONF	CONF			
134156						CONF	CONF			
134437	12647	292	12239	0	0	CONF	CONF	0	169	
134455						CONF	CONF			
134848						CONF	CONF			
135836						CONF	CONF			
135854						CONF	CONF			
136048						CONF	CONF			
136338						CONF	CONF			
136459						CONF	CONF			
136655						CONF	CONF			
137205						CONF	CONF			
137447						CONF	CONF			
137456						CONF	CONF			
137559						CONF	CONF			
137643						CONF	CONF			
137652	512206	125197	491672	8689	354	CONF	CONF	719	25250	
137915	13037	998	13824	0	0	CONF	CONF	0	285	
138051						CONF	CONF			
138257						CONF	CONF			
138556						CONF	CONF			
139133						CONF	CONF			
139478						CONF	CONF			
139553						CONF	CONF			
139656	24062	4214	24167	0	0	CONF	CONF	0	784	
139740						CONF	CONF			
139834						CONF	CONF			
139843	32354	4434	29079	0	1010	CONF	CONF	0	1290	
140157						CONF	CONF			
140362	0	0	0	0	0	CONF	CONF	0	0	
140634						CONF	CONF			
141211						CONF	CONF			
141341						CONF	CONF			
141350						CONF	CONF			
141556						CONF	CONF			
141677						CONF	CONF			
141958						CONF	CONF			
142049						CONF	CONF			
142179						CONF	CONF			
142955						CONF	CONF			
143372						CONF	CONF			
143662	886281	353105	877350	0	7040	CONF	CONF	420	43184	
143859						CONF	CONF			
143952						CONF	CONF			
144034	17362	1905				CONF	CONF			
144052						CONF	CONF			
144155						CONF	CONF			
144678						CONF	CONF			
144856						CONF	CONF			
144913						CONF	CONF			
145059						CONF	CONF			
145545	12087	1882				CONF	CONF			
145554						CONF	CONF			
145741						CONF	CONF			
145844						CONF	CONF			
146056						CONF	CONF			
146663	4318	210				CONF	CONF			
146672	12074933	5035291	3780762	6829402	11207	CONF	CONF	4000	114237	
147651						CONF	CONF			
147679						CONF	CONF			
147857	0	0	0	0	0	CONF	CONF	0	0	
147923						CONF	CONF			
148171	10715	585				CONF	CONF			
148238						CONF	CONF			
148340						CONF	CONF			
148470						CONF	CONF			
148715						CONF	CONF			
148809						CONF	CONF			
148920						CONF	CONF			
149150						CONF	CONF			
150035	12067	2197	0	12412	0	CONF	CONF	0	327	
150044	29526	2697				CONF	CONF			
150727						CONF	CONF			
151546						CONF	CONF			
151957	16472	3144				CONF	CONF			
152057						CONF	CONF			
152253						CONF	CONF			
152431	7616	0				CONF	CONF			
152440						CONF	CONF			
153054						CONF	CONF			
153353						CONF	CONF			
154154						CONF	CONF			
154770						CONF	CONF			
155759						CONF	CONF			
156457						CONF	CONF			
156635						CONF	CONF			
156970						CONF	CONF			
157155						CONF	CONF			
157379						CONF	CONF			
157650	0	0	0	0	0	CONF	CONF	0	0	
157744						CONF	CONF			
157856						CONF	CONF			
158376						CONF	CONF			
158741						CONF	CONF			
159636	46060	11843	47077	0	0	CONF	CONF	0	2068	
159645						CONF	CONF			
159953						CONF	CONF			
159971						CONF	CONF			
160360						CONF	CONF			
160454						CONF	CONF			
160650	8787	0	8952	0	0	CONF	CONF	0	158	
160959	207460	4	170384	0	0	CONF	CONF	0	3951	
161273	18804	2699				CONF	CONF			
161602	82636	10719				CONF	CONF			
162337						CONF	CONF			
163343						CONF	CONF			
163549	38627	3472	37109	0	0	CONF	CONF	0	1463	
163857	45999	4444				CONF	CONF			
164153						CONF	CONF			
164331						CONF	CONF			
164377						CONF	CONF			
164957						CONF	CONF			
164975						CONF	CONF			
165628	172930	29482	175401	0	0	CONF	CONF	0	6822	
165758	17679	3089				CONF	CONF			
165806	782	0	782	0	0	CONF	CONF	0	21	
166111						CONF	CONF			
166531						CONF	CONF			
166652	7150	0	6710	0	0	CONF	CONF	0	355	
166849						CONF	CONF			
167453						CONF	CONF			
167752						CONF	CONF			
168357						CONF	CONF			
168571						CONF	CONF			
169327	10265	1880				CONF	CONF			
169354						CONF	CONF			
169653	145654	51537	139559	0	0	CONF	CONF	510	5599	
169756						CONF	CONF			
170257						CONF	CONF			
170275						CONF	CONF			
170332	0	0	0	0	0	CONF	CONF	0	0	
171133						CONF	CONF			
171656						CONF	CONF			
171759						CONF	CONF			
171768	18879	2656				CONF	CONF			
172251						CONF	CONF			
172457						CONF	CONF			
172475						CONF	CONF			
172859						CONF	CONF			
173306						CONF	CONF			
173342						CONF	CONF			
173557						CONF	CONF			
173575	0	0	0	0	0	CONF	CONF	0	0	
173641						CONF	CONF			
173959						CONF	CONF			
174321						CONF	CONF			
174367	0	0	0	0	0	CONF	CONF	0	0	
174572	1058	0	0	0	0	CONF	CONF	0	260	
175056	0	0	0	0	0	CONF	CONF	0	0	
175140	0	0	0	0	0	CONF	CONF	0	0	
175458						CONF	CONF			
175609						CONF	CONF			
176101	0	0	0	0	0	CONF	CONF	0	0	
176325	0	0	0	0	0	CONF	CONF	0	0	
176437						CONF	CONF			
176464	19441	0				CONF	CONF			
176642						CONF	CONF			
177135						CONF	CONF			
177443						CONF	CONF			
177500						CONF	CONF			
177555						CONF	CONF			
177751						CONF	CONF			
177920	3771	0	4428	0	0	CONF	CONF	0	126	
178150						CONF	CONF			
178244						CONF	CONF			
178356						CONF	CONF			
178851						CONF	CONF			
179148						CONF	CONF			
179335						CONF	CONF			
179700						CONF	CONF			
180144						CONF	CONF			
180537						CONF	CONF			
180845						CONF	CONF			
181963						CONF	CONF			
182951						CONF	CONF			
183668						CONF	CONF			
183770						CONF	CONF			
183958						CONF	CONF			
184656	0	0	0	0	0	CONF	CONF	0	0	
184759						CONF	CONF			
185251						CONF	CONF			
185448	0	0	0	0	0	CONF	CONF	0	0	
185859	18361	379				CONF	CONF			
186221	14440	3287	12291	0	0	CONF	CONF	91	250	
186548						CONF	CONF			
186717						CONF	CONF			
186744						CONF	CONF			
187648						CONF	CONF			
187947	30709	3966	7757	24012	0	CONF	CONF	0	485	
188056						CONF	CONF			
188177						CONF	CONF			
188430	231165	41786				CONF	CONF			
188449						CONF	CONF			
188720						CONF	CONF			
188739						CONF	CONF			
188917						CONF	CONF			
189044	90149	2539	68573	2461	0	CONF	CONF	225	1413	
189129						CONF	CONF			
189745	181020	21304	172963	0	0	CONF	CONF	100	5436	
189950						CONF	CONF			
190563						CONF	CONF			
190648						CONF	CONF			
190947						CONF	CONF			
190956						CONF	CONF			
191355	0	0	0	0	0	CONF	CONF	0	0	
191935						CONF	CONF			
192147	13437	2766	13358	0	0	CONF	CONF	0	0	
192558	10633	784	10505	0	0	CONF	CONF	0	378	
192651						CONF	CONF			
192857						CONF	CONF			
193162						CONF	CONF			
193247	57082	8793				CONF	CONF			
193537						CONF	CONF			
193649	0	0	0	0	0	CONF	CONF	0	0	
193809	22706	785	20992	0	0	CONF	CONF	0	612	
194440						CONF	CONF			
194570						CONF	CONF			
194936						CONF	CONF			
195111	16537	3950				CONF	CONF			
195157						CONF	CONF			
195456						CONF	CONF			
196752	0	0	0	0	0	CONF	CONF	0	0	
196800	0	4991	0	0	0	CONF	CONF	0	31	
197142						CONF	CONF			
197254	0	0	0	0	0	CONF	CONF	0	0	
197302						CONF	CONF			
197478	0	0	0	0	0	CONF	CONF	0	0	
197759						CONF	CONF			
198073						CONF	CONF			
198149	12150	225				CONF	CONF			
198251	4507	647				CONF	CONF			
198961						CONF	CONF			
199137						CONF	CONF			
199351						CONF	CONF			
199436						CONF	CONF			
199463						CONF	CONF			
200042						CONF	CONF			
200378	0	3408	0	0	0	CONF	CONF	1478	420	
200435						CONF	CONF			
201254						CONF	CONF			
201834	36928	1844	34591	0	0	CONF	CONF	0	555	
202514						CONF	CONF			
202541						CONF	CONF			
202907	3179	0	3296	0	0	CONF	CONF	0	293	
203043	21853	1087	21853	0	0	CONF	CONF	0	735	
203052	0	0	0	0	0	CONF	CONF	0	0	
203575						CONF	CONF			
204004	0	0	0	0	0	CONF	CONF	0	1061	
204077						CONF	CONF			
204237						CONF	CONF			
204826						CONF	CONF			
205243						CONF	CONF			
205346						CONF	CONF			
205458						CONF	CONF			
205542						CONF	CONF			
206156						CONF	CONF			
206174						CONF	CONF			
206473						CONF	CONF			
206772						CONF	CONF			
206950						CONF	CONF			
207041						CONF	CONF			
207050	350165	108254				CONF	CONF			
207452						CONF	CONF			
207470						CONF	CONF			
207555						CONF	CONF			
207845	21743	2247				CONF	CONF			
207872						CONF	CONF			
207957						CONF	CONF			
208057	10479	338	10817	0	0	CONF	CONF	0	352	
208244	300920	35458	285072	0	0	CONF	CONF	0	3635	
208347	0	0	0	0	0	CONF	CONF	0	0	
208440						CONF	CONF			
208459						CONF	CONF			
208570						CONF	CONF			
208655						CONF	CONF			
208972						CONF	CONF			
209148						CONF	CONF			
209362	16611	0				CONF	CONF			
209559						CONF	CONF			
209858						CONF	CONF			
210238						CONF	CONF			
210256						CONF	CONF			
210434	103250	11679	0	0	0	CONF	CONF	0	1790	
210779						CONF	CONF			
211114	0	0	0	0	0	CONF	CONF	0	0	
211271	1269483	377279	1048284	0	458	CONF	CONF	2046	23799	
211338						CONF	CONF			
211851						CONF	CONF			
212018						CONF	CONF			
212335						CONF	CONF			
212344						CONF	CONF			
212465	623887	293058	530014	265217	4268	CONF	CONF	2636	6364	
212522	0	0	58699	0	0	CONF	CONF	0	638	
212577	111627	93849	67056	39920	0	CONF	CONF	475	2369	
213471						CONF	CONF			
213538						CONF	CONF			
213912	0	0	0	0	0	CONF	CONF	0	0	
213958	0	0	0	0	0	CONF	CONF	0	0	
214106						CONF	CONF			
214414	21615	1738	21828	0	317	CONF	CONF	0	690	
214722	15482	618	10886	0	0	CONF	CONF	0	595	
214807	0	0	0	0	0	CONF	CONF	0	0	
214843						CONF	CONF			
215345						CONF	CONF			
215354						CONF	CONF			
215653						CONF	CONF			
215662	32076	9173	33672	0	10	CONF	CONF	35	0	
215710						CONF	CONF			
216164						CONF	CONF			
216230						CONF	CONF			
216922	86556	19257	88992	0	0	CONF	CONF	0	2061	
217059	0	0	0	0	0	CONF	CONF	0	0	
218131						CONF	CONF			
218261						CONF	CONF			
218850						CONF	CONF			
218878	0	0	0	0	0	CONF	CONF	0	0	
219044						CONF	CONF			
219651						CONF	CONF			
219679						CONF	CONF			
220059	18723	256				CONF	CONF			
220527	22278	3637	16344	485	0	CONF	CONF	0	0	
220844						CONF	CONF			
220974	14894	2310				CONF	CONF			
221775						CONF	CONF			
222156						CONF	CONF			
222446	0	0	0	0	0	CONF	CONF	0	0	
222558						CONF	CONF			
222754						CONF	CONF			
223322	37092	10793	35273	0	0	CONF	CONF	0	1657	
223452						CONF	CONF			
223751						CONF	CONF			
223845						CONF	CONF			
224954						CONF	CONF			
225054						CONF	CONF			
225157						CONF	CONF			
225559	56635	14823				CONF	CONF			
225942						CONF	CONF			
226949						CONF	CONF			
227151						CONF	CONF			
227357						CONF	CONF			
227656	37948	2749	30861	0	0	CONF	CONF	0	1330	
227777	15783	1486				CONF	CONF			
228000						CONF	CONF			
228055						CONF	CONF			
228158						CONF	CONF			
228279						CONF	CONF			
228345						CONF	CONF			
229070						CONF	CONF			
229173						CONF	CONF			
229342	0	0	0	0	0	CONF	CONF	0	0	
229454						CONF	CONF			
229801	180521	139516	164343	0	0	CONF	CONF	0	6024	
229913	0	0	0	0	0	CONF	CONF	0	0	
230423						CONF	CONF			
230610						CONF	CONF			
230759						CONF	CONF			
231279						CONF	CONF			
232847						CONF	CONF			
232856						CONF	CONF			
233031	1279000	680000	1132000	0	1000	CONF	CONF	2000	49000	
233246						CONF	CONF			
233358						CONF	CONF			
233442						CONF	CONF			
233527	259055	116106				CONF	CONF			
233554	28437	5285				CONF	CONF			
234355	42977	5295	35503	3856	0	CONF	CONF	932	1738	
234506						CONF	CONF			
234739						CONF	CONF			
234841						CONF	CONF			
235174	29399	6620				CONF	CONF			
235231	0	0				CONF	CONF			
235316						CONF	CONF			
235446						CONF	CONF			
235530						CONF	CONF			
235558						CONF	CONF			
235950						CONF	CONF			
236153	135451	18653	126555	0	0	CONF	CONF	0	3229	
236256						CONF	CONF			
236603						CONF	CONF			
236706	32623	3040	20374	0	0	CONF	CONF	0	726	
236957	0	0	0	0	0	CONF	CONF	0	0	
237066	0	0	0	0	0	CONF	CONF	0	0	
237619						CONF	CONF			
237954						CONF	CONF			
238139						CONF	CONF			
238250						CONF	CONF			
