"IDRSSD"	RCFDM708	RCFDM709	RCFDM710	RCFDM711	RCFDM712	RCFDM713	RCFDM714	RCFDM715	RCFDM716	RCFDM717	RCFDM719	RCFDM720	RCFDM721	RCFDM722	RCFDM723	RCFDM724	RCFDM725	RCFDM726	RCFDM727	RCFDM728	RCFDM729	RCFDM730	RCFDM731	RCFDM732	RCFDM733	RCFDM734	RCFDM735	RCFDM736	RCFDM737	RCFDM738	RCFDM739	RCFDM740	RCFDM741	RCFDM742	RCFDM743	RCFDM744	RCFDM745	RCFDM746	RCFDM747	RCFDM748	RCFDM749	RCFDM750	RCFDM751	RCONM708	RCONM709	RCONM710	RCONM711	RCONM712	RCONM713	RCONM714	RCONM715	RCONM716	RCONM717	RCONM719	RCONM720	RCONM721	RCONM722	RCONM723	RCONM724	RCONM725	RCONM726	RCONM727	RCONM728	RCONM729	RCONM730	RCONM731	RCONM732	RCONM733	RCONM734	RCONM735	RCONM736	RCONM737	RCONM738	RCONM739	RCONM740	RCONM741	RCONM742	RCONM743	RCONM744	RCONM745	RCONM746	RCONM747	RCONM748	RCONM749	RCONM750	RCONM751	
1669																																																																																							
1856																																																																																							
2161																																																																																							
2732																																																																																							
2750																																																																																							
3252																																																																																							
3458																																																																																							
3720																																																																																							
3971																																																																																							
4156																																																																																							
4231																																																																																							
5069																																																																																							
5135																																																																																							
5210																																																																																							
5461																																																																																							
5751																																																																																							
6039																																																																																							
6329																																																																																							
7009																																																																																							
7045																																																																																							
7072																																																																																							
7456																																																																																							
7634																																																																																							
8033																																																																																							
8462																																																																																							
8631																																																																																							
9357																																																																																							
9553																																																																																							
9807																																												11347	281	336130	7364	0	0	48753	0	883459	21621	0	0	0	0	246663	860	0	0	539	0	44920	456	0	0	0	0	0	0	0	0	0	0	530	5	0	0	1062	60639	281	1511702	31368	0	0	
9955																																																																																							
10250																																																																																							
10849																																																																																							
11145																																																																																							
11640																																																																																							
11837																																																																																							
12030																																																																																							
12142																																																																																							
12311																																																																																							
12647																																																																																							
12656																																																																																							
12946																																																																																							
13103																																												0	0	118555	1687	0	0	2114	62	710463	10429	0	0	0	0	766112	3787	0	0	2195	7	157005	2678	0	0	0	0	0	0	0	0	0	0	308302	1709	0	0	1	4309	69	2060437	20291	0	0	
13251																																																																																							
13457																																																																																							
14155																																																																																							
14650																																																																																							
14753																																																																																							
14865																																																																																							
14977																																																																																							
16551																																																																																							
17110																																																																																							
17147																																																																																							
17259																																																																																							
17950																																																																																							
17978																																																																																							
18050																																																																																							
18827																																																																																							
18836																																																																																							
18854																																												0	0	335483	3355	0	0	14015	0	39351	534	0	0	0	0	246479	2465	0	0	9355	253	378065	3622	0	0	0	0	0	0	0	0	46	0	8648	87	0	0	0	23416	253	1008026	10063	0	0	
19356																																																																																							
19936																																																																																							
19972																																																																																							
20053																																																																																							
20633																																																																																							
20857																																																																																							
21256																																																																																							
21359																																																																																							
21658																																																																																							
22048																																																																																							
22543																																																																																							
22552																																																																																							
22730																																																																																							
23456																																																																																							
23504																																																																																							
23643																																																																																							
23755																																																																																							
24006																																																																																							
24378																																																																																							
24659																																																																																							
24668																																																																																							
24949																																																																																							
25357																																																																																							
25647																																																																																							
26457																																																																																							
26765																																																																																							
27070																																																																																							
27548																																																																																							
27614																																																																																							
27847																																																																																							
28013																																																																																							
28152																																																																																							
28675																																																																																							
28732																																																																																							
29476																																																																																							
29636																																																																																							
29878																																												732	4	57083	403	0	0	7938	407	478385	3171	0	0	21996	3376	1233053	6360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	1	0	0	3848	30666	3787	1768601	13783	0	0	
30052																																																																																							
30502																																																																																							
30650																																																																																							
30810																																																																																							
31134																																																																																							
31255																																																																																							
31657																																																																																							
31826																																																																																							
31835																																																																																							
32234																																																																																							
32766																																																																																							
32971																																																																																							
33147																																																																																							
33259																																																																																							
33268																																																																																							
33370																																																																																							
33839																																																																																							
33857																																																																																							
34434																																																																																							
34537																																																																																							
34555																																																																																							
34742																																																																																							
35057																																																																																							
35301																																																																																							
35570																																																																																							
35646																																																																																							
35879																																																																																							
36456																																																																																							
36933																																																																																							
37051																																																																																							
37341																																																																																							
37435																																																																																							
37640																																																																																							
37659																																																																																							
37949																																																																																							
38740																																																																																							
39327																																																																																							
39756																																																																																							
40033																																																																																							
40499																																												0	0	120725	1462	0	0	20203	7274	1495463	22292	0	0	23110	650	1433276	7491	2828	0	4181	21	377469	4820	0	0	0	0	0	0	0	0	0	0	130478	367	0	0	1000	47494	7945	3557411	37432	2828	0	
40855																																																																																							
41553																																																																																							
41629																																																																																							
41825																																																																																							
41955																																																																																							
42037																																																																																							
42354																																																																																							
42372																																																																																							
42420																																																																																							
42448																																												0	0	225920	3198	0	0	3792	0	570497	8046	0	0	0	0	449319	7419	0	0	894	2	239923	3407	0	0	0	0	3839	74	0	0	0	0	37222	722	0	0	0	4686	2	1526720	22866	0	0	
42457																																																																																							
43052																																																																																							
43351																																																																																							
43856																																																																																							
43959																																																																																							
44040																																																																																							
44433																																																																																							
44741																																																																																							
44750																																																																																							
44929																																																																																							
45038																																																																																							
45047																																																																																							
45056																																																																																							
45430																																																																																							
45458																																																																																							
45551																																																																																							
45560																																												0	0	195905	1600	0	0	5218	0	563890	6459	0	0	2399	228	431145	3842	0	0	324	79	161441	1889	0	0	0	0	0	0	0	0	123	32	22585	390	0	0	1062	8064	339	1374966	15242	0	0	
45775																																																																																							
46053																																																																																							
46941																																																																																							
47247																																																																																							
47256																																																																																							
47452																																																																																							
47500																																																																																							
48057																																																																																							
48150																																																																																							
48374																																																																																							
48440																																																																																							
49054																																																																																							
49148																																																																																							
49241																																																																																							
49652																																																																																							
49858																																																																																							
49951																																																																																							
50144																																																																																							
50461																																																																																							
51253																																																																																							
51356																																																																																							
51459																																																																																							
51842																																																																																							
52719																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52951																																																																																							
53051																																																																																							
54058																																																																																							
54656																																												0	0	18157	308	0	0	141	0	111722	1895	0	0	116	0	37912	643	0	0	1020	56	72259	1225	0	0	0	0	0	0	0	0	9	0	14401	244	0	0	0	1286	56	254451	4315	0	0	
54973																																																																																							
55336																																																																																							
55635																																																																																							
55653																																																																																							
55970																																																																																							
56258																																																																																							
56351																																												688	16	329936	2901	0	0	4096	277	732790	12081	0	0	0	0	564359	4912	0	0	1560	1087	235897	4218	0	0	0	0	0	0	0	0	0	0	85670	1832	0	0	384	6344	1380	1948652	26328	0	0	
56548																																																																																							
56717																																																																																							
57040																																																																																							
57451																																																																																							
58225																																																																																							
58243																																												0	0	426965	6015	0	0	5397	454	1111418	16459	0	0	3559	22	1489735	19535	0	0	4945	34	985975	24469	0	0	0	0	15297	199	0	0	0	0	59860	902	0	0	7381	13901	510	4089250	74960	0	0	
58355																																																																																							
58551																																																																																							
58636																																																																																							
58757																																																																																							
58971																																												0	0	541948	18775	0	0	0	0	1954693	43766	0	0	1439	196	1180074	31547	0	0	40229	3418	1682899	33976	5709	0	0	0	11949	402	0	0	85	85	112767	1546	0	0	6892	41753	3699	5484330	136904	5709	0	
59316																																																																																							
59352																																																																																							
59370																																																																																							
59754																																																																																							
60143																																																																																							
60330																																																																																							
60545																																																																																							
60554																																																																																							
60648																																																																																							
61122																																												629	0	127448	2614	0	0	2372	0	371919	6032	0	0	2083	36	402602	3448	0	0	90	28	181750	2432	0	0	0	0	0	0	0	0	0	0	64794	934	0	0	430	5174	64	1148513	15890	0	0	
61355																																																																																							
61476																																																																																							
61757																																																																																							
61832																																																																																							
61953																																																																																							
62044																																																																																							
62110																																																																																							
62147																																																																																							
63050																																																																																							
63069	0	0	2783652	62645	3310	609	8602	0	10215298	81824	33641	3788	3153	1254	19080750	72480	1092	37	53446	2825	24010859	280661	0	0	0	0	67803	2043	0	0	0	0	833083	8325	2	0	0	65201	4079	56991445	507978	38045	4434																																												
63201																																																																																							
63573																																																																																							
63733																																																																																							
63742																																																																																							
64150																																																																																							
64552																																																																																							
64730																																																																																							
65205																																																																																							
65513																																																																																							
65559																																																																																							
65746																																																																																							
65858																																																																																							
66154																																																																																							
66275																																																																																							
66677																																																																																							
67142																																																																																							
67151																																																																																							
67209																																																																																							
67254																																																																																							
67656																																																																																							
67870																																																																																							
68671																																																																																							
68756																																																																																							
68831																																																																																							
69333																																												197	0	85691	1372	0	0	1340	1	466061	6299	0	0	4511	238	284632	4611	0	0	135	18	169093	1931	0	0	0	0	0	0	0	0	44	3	19008	432	0	0	0	6227	260	1024485	14645	0	0	
69678																																																																																							
70218																																																																																							
70414																																																																																							
70638																																																																																							
70955																																																																																							
71073																																																																																							
71457																																																																																							
71859																																																																																							
72258																																																																																							
72351																																																																																							
72454																																																																																							
72678																																																																																							
73116																																																																																							
73152																																																																																							
73554																																																																																							
73956																																																																																							
74056																																																																																							
74140																																												47	8	0	0	0	0	13609	0	531206	1188	0	0	5358	566	412152	181	0	0	7896	4	257560	829	0	0	0	0	0	0	0	0	0	0	73209	908	0	0	5419	26910	578	1274127	8525	0	0	
74403																																																																																							
74449																																																																																							
75259																																																																																							
75446																																																																																							
75455																																																																																							
75633	9700	2531	2944832	74915	1321	0	146883	15879	8609783	129806	37456	22138	188034	21003	8274243	15881	2305	17	221245	51308	58673030	499142	28093	12205	0	0	394533	17093	0	0	17784	798	8273848	21758	517	517	0	583646	91519	87170269	758595	69692	34877																																												
75651																																																																																							
76153																																																																																							
76443																																																																																							
76854																																																																																							
77150																																																																																							
77253																																																																																							
77422																																																																																							
77851																																												250	0	247843	1699	0	0	4216	0	1245522	17743	0	0	138	0	323751	1243	12	0	257	70	966691	16089	0	0	0	0	8905	140	0	0	0	0	33613	145	0	0	0	4861	70	2826325	37059	12	0	
78157																																																																																							
78241																																																																																							
78559																																																																																							
79042																																																																																							
79127																																																																																							
79145																																																																																							
79257																																																																																							
79855																																																																																							
80150																																																																																							
80374																																																																																							
80431																																																																																							
81175																																																																																							
82033																																																																																							
82257																																																																																							
82350																																																																																							
83151																																																																																							
83236																																																																																							
83375																																																																																							
83638	0	0	298766	1205	0	0	7285	546	2048157	16201	0	0	5378	618	496942	4671	0	0	39785	10462	2089465	28559	0	0	0	0	0	0	0	0	256	165	423406	7472	0	0	0	52704	11791	5356736	58108	0	0																																												
83834																																																																																							
83852																																																																																							
83955																																																																																							
84046																																																																																							
84541																																																																																							
84804																																																																																							
85052																																																																																							
85472																																																																																							
85931																																																																																							
86349																																																																																							
86675																																																																																							
87047																																																																																							
87159																																																																																							
87234																																																																																							
87476																																																																																							
87579																																																																																							
88231																																																																																							
88259																																																																																							
88352																																																																																							
88455																																																																																							
88950																																																																																							
89032																																																																																							
89135																																																																																							
89854																																																																																							
89957																																																																																							
90047																																																																																							
90177																																																																																							
90328																																																																																							
90337																																																																																							
90579																																																																																							
91615																																																																																							
91754																																																																																							
91950																																																																																							
92144																																																																																							
92676																																																																																							
92706																																																																																							
92902																																																																																							
93244																																																																																							
93543																																																																																							
93619																																																																																							
94139																																																																																							
94522																																																																																							
94755																																																																																							
94858																																																																																							
95051																																																																																							
95677																																																																																							
96553																																																																																							
97055																																																																																							
97279																																																																																							
97457																																																																																							
97804																																																																																							
97943																																																																																							
98351																																																																																							
98463																																																																																							
98717																																																																																							
99143																																																																																							
99376																																												0	0	19965	438	0	0	166	0	290741	6068	0	0	6225	57	1121722	8685	24247	0	9276	984	594626	5577	0	0	0	0	0	0	0	0	0	0	40386	801	0	0	0	15667	1041	2067440	21569	24247	0	
99442																																																																																							
99536																																																																																							
99853																																																																																							
100236																																																																																							
100357																																																																																							
100562																																																																																							
100777																																																																																							
100843																																																																																							
101019	13766	1000	684952	7813	0	0	0	0	1413950	17267	0	0	0	0	1329113	6646	0	0	40012	10878	2326669	26500	0	0	0	0	296	0	0	0	0	0	49	0	0	0	0	53778	11878	5755029	58226	0	0																																												
101037																																																																																							
101439																																																																																							
101671																																																																																							
101738																																																																																							
101952																																																																																							
102333																																																																																							
102342																																																																																							
102539																																																																																							
102557																																																																																							
102874																																																																																							
103134																																																																																							
104234																																																																																							
104542																																																																																							
104971																																																																																							
105026																																																																																							
105473																																																																																							
105530																																																																																							
106359																																												0	0	117364	1564	0	0	1216	0	745068	10836	0	0	109	0	237615	2969	0	0	2430	500	148961	1635	0	0	0	0	561	0	0	0	93	0	250318	1991	0	0	3698	3848	500	1499887	22693	0	0	
106452																																																																																							
106676																																																																																							
107244																																																																																							
107459																																																																																							
107570																																																																																							
107758																																																																																							
108072																																																																																							
108269																																																																																							
108652																																																																																							
108746																																																																																							
108951																																																																																							
109136																																																																																							
109154																																																																																							
