"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
1669																																							9856	2506	95031	0	0	3879	0	16990	377208	327058	521	327579	0	4026	0	0	49629	800	377208	0	0	48262	0	0	800	0	80556	246502			0	222085	218059	-233	0	0	0	0	49629	0	30887	
1856																																							6482	624	11868	0	98	427	1100	682	47817	37781	66	40347	0	279	2500	0	7470	500	47817	0	0	1062	0	0	5732	0	4390	33391			0	25522	25243	176	293	0	0	0	7470	0	1000	
2161																																							13590	1908	71894	0	0	13303	0	12479	303974	269388	2709	272097	0	2247	0	0	31877	1000	303974	0	0	14400	0	0	16949	0	160158	109230			0	191776	189529	-472	1271	0	0	0	31877	0	0	
2732																																							185323	17378	46400	0	1112	2868	0	4507	733036	625777	1002	626779	0	5066	0	0	106257	0	733036	0	0	100408	0	0	5789	0	198345	427432			0	480514	475448	60	0	0	0	0	106257	0	0	
2750																																							499	596	14543	0	0	298	0	2993	64819	52878	576	56819	0	508	3365	0	8000	111	64819	0	0	546	0	0	7100	0	8189	44689			0	46342	45834	243	0	0	0	0	8000	56	0	
3252																																							2250	10349	163792	0	0	497	0	4712	300302	264275	401	268676	0	3967	4000	0	31626	200	300302	0	0	30998	0	0	300	0	51713	212562			0	108669	104702	128	14000	0	0	0	31626	0	0	
3458																																							2819	2128	15206	0	0	2733	0	2361	72629	59782	357	66874	0	584	4235	0	5755	100	72629	0	0	4655	0	0	1101	0	8670	51112			0	45346	44762	-101	139	0	0	2500	5755	0	2481	
3720																																							94661	5738	101440	0	0	3902	455	11822	380623	335969	2739	338708	0	1780	0	0	41915	2400	380623	0	0	24390	0	0	18600	54	95388	240581			-3819	162716	160936	344	0	0	0	0	41915	0	1615	
3971																																							29029	6567	101987	1690	6030	6813	398	26603	934065	740850	9742	837765	0	8332	87173	0	96300	2	934065	0	0	4213	0	0	93423	0	203654	537196			0	759851	751519	-1338	2436	0	0	0	96300	993	0	
4156																																							7673	7814	62774	0	1783	6782	0	8175	296622	261525	488	271249	0	2792	2500	0	25373	1200	296622	0	0	17325	0	0	6657	0	63830	197695			0	168398	165606	191	35900	0	0	6736	25373	115	0	
4231																																							49454	1194	55904	0	0	909	0	4692	153879	133955	404	134359	0	856	0	0	19520	500	153879	0	0	6387	0	0	12100	0	39476	94480			0	42582	41726	533	0	0	0	0	19520	0	0	
5069																																							45611	1995	8789	0	0	32994	0	8667	484000	277612	3178	280790	0	9372	0	0	203210	4500	484000	0	0	193223	0	0	4129	0	63667	213945			0	394322	384950	1358	0	0	0	0	203210	994	0	
5135																																							137832	10485	82371	0	1042	7151	3166	15226	584146	471995	1919	497210	0	4593	23296	0	86936	651	584146	0	0	62046	0	0	24391	0	109679	362316			0	331466	326873	-152	0	0	0	0	86936	0	0	
5210																																							695219	14912	437098	1754	38921	33018	0	92685	2772684	2441127	15102	2505701	0	19033	14270	0	266983	4798	2772684	0	0	163390	0	0	108340	2193	87288	2353839			0	1468427	1449394	-9545	0	0	0	35202	266983	1036	6454	
5461																																							16720	12885	376491	0	71	12772	0	17743	847355	761828	7483	769311	0	6774	0	0	78044	2059	847355	0	0	70970	0	0	4241	0	301624	460204			0	417447	410673	774	0	0	0	0	78044	0	0	
5751																																							6471	6446	84973	0	1090	2043	0	7248	255915	212534	1584	214118	0	2409	0	0	41797	600	255915	0	0	31477	0	0	8752	0	46230	166304			0	145891	143482	968	0	0	0	0	41797	162	4000	
6039																																							27584	9061	29997	1222	0	6261	436	7202	398334	361928	1435	363363	0	3989	0	0	34971	469	398334	0	0	3933	0	0	30568	0	129586	232342			0	266560	262571	1	54000	0	0	0	34971	0	0	
6329																																							217637	24879	126889	0	0	32549	1473	28026	1410854	1273762	5681	1284443	0	17176	5000	0	126411	2600	1410854	0	0	87736	0	0	37400	5118	445232	828530			0	991458	974282	-1325	1	0	0	0	126411	0	0	
7009																																							567444	514	452967	0	0	1986	0	7354	1485593	1375627	7728	1383355	0	0	0	0	102238	500	1485593	0	0	101678	0	0	552	0	217034	1158593			0	439940	439940	-492	0	0	0	0	102238	15388	0	
7045																																							8715	6323	157078	0	0	1656	0	2506	271995	246229	1174	247403	0	1157	0	0	24592	100	271995	0	0	21075	0	0	2325	0	35714	210515			0	96874	95717	1092	0	0	0	0	24592	0	0	
7072																																							694	5439	40908	0	5308	11431	0	16125	383069	328358	4915	341229	0	3076	7956	0	41840	0	383069	0	0	37922	0	0	4060	5758	63262	265096			0	253821	250745	-142	12557	0	0	0	41840	0	34104	
7456																																							2867	3113	32219	0	0	861	0	4022	121939	111222	216	111438	0	887	0	0	10501	400	121939	0	0	3338	0	0	6600	0	27969	83253			0	79744	78857	163	0	0	0	0	10501	0	0	
7634																																							13230	902	13313	0	0	397	0	781	84971	73361	174	73535	0	1199	0	0	11436	200	84971	0	0	3096	0	0	8060	0	16466	56895			0	57547	56348	80	0	0	0	0	11436	0	0	
8033																																							73656	4308	5410	0	0	5778	397	6362	383171	319799	4412	329347	0	1906	5136	0	53824	774	383171	0	0	45835	0	0	7226	0	97696	222103			0	278566	276660	-11	10600	0	0	0	53824	0	0	
8462																																							2713	13194	86587	0	0	322	0	867	168811	140934	50	140984	0	2009	0	0	27827	350	168811	0	0	26661	0	0	350	0	50121	90813			0	62057	60048	466	5080	0	0	0	27827	0	0	
8631																																							8029	1628	19082	0	0	2834	0	3326	74378	66388	839	67227	0	396	0	0	7151	500	74378	0	0	5960	0	0	800	0	24306	42082			0	37580	37184	-109	2295	0	0	0	7151	0	0	
9357																																							144433	3847	40503	1279	32536	938	0	5120	659839	541244	5388	546632	0	4944	0	0	113207	500	659839	0	0	56394	0	0	56160	0	263492	277752			0	435149	430205	153	0	0	0	0	113207	978	0	
9553																																							4879	4353	47719	0	0	864	0	10231	221337	134791	1189	202279	0	1212	66299	0	19058	400	221337	0	0	16978	0	0	1700	0	30339	104452			0	123571	122359	-20	555	0	0	0	19058	0	30377	
9807																																							648948	13661	496072	69	0	25228	3746	159263	2888931	2542338	16574	2591613	0	31649	0	0	297318	20000	2888931	0	0	163580	0	0	112272	0	193430	2348908			0	1572341	1540692	1466	0	0	0	32701	297318	1252	0	
9955																																							10082	1418	68734	0	0	5747	0	3731	195132	148196	250	171386	0	1711	22940	0	23746	110	195132	0	0	20732	0	0	3023	0	38829	109367			0	107131	105420	-119	0	0	0	0	23746	0	0	
10250																																							33589	10466	263488	0	0	9131	0	5840	635628	582128	2370	584498	0	5112	0	0	51130	1500	635628	0	0	12895	0	0	34750	0	173251	408877			0	313023	307911	1985	5203	0	0	0	51130	0	0	
10849																																							42073	1502	71175	0	694	6021	618	2706	298155	268431	440	268871	0	2760	0	0	29284	16	298155	0	0	13412	0	0	15375	0	47122	221310			0	176126	173366	481	0	0	0	0	29284	0	0	
11145																																							32680	19510	133149	134	450	7460	289	13048	408130	340509	2897	365694	0	2964	22288	0	42436	1000	408130	0	0	16946	0	0	25000	0	99688	240821			0	204374	201410	-510	0	0	0	0	42436	0	0	
11640																																							22900	11480	134590	0	0	3869	0	19352	405812	357107	2116	359223	0	2982	0	0	46589	650	405812	0	0	2853	0	0	42845	0	114742	242365			0	216603	213621	241	0	0	0	0	46589	0	0	
11837																																							7677	712	72778	0	0	1121	0	601	143448	126519	226	126745	0	1024	0	0	16703	314	143448	0	0	4053	0	0	11686	0	14463	112056			0	61583	60559	650	0	0	0	0	16703	0	0	
12030																																							110325	24891	44991	0	0	3328	1529	18529	534048	453321	5404	458725	0	9770	0	0	75323	300	534048	0	0	74686	0	0	300	0	187897	265424			0	328084	318314	37	11260	0	0	0	75323	0	881	
12142																																							23087	13507	143418	0	0	4855	0	9913	339992	309328	5597	314925	0	1986	0	0	25067	1250	339992	0	0	8528	0	0	19650	0	117195	192133			0	132541	130555	-4361	14575	0	0	0	25067	0	82	
12311	4131951	1345678	28458888	0	5904823	1477198	9261	5864909	173414362	2883866	154117699	404494	2030159	3297836	1059721	18892169	39999	173414362	578299	173535	1996776	1708401	780000	16275441	1676439		0	111836318	109806159	-200047	0	320229	19296663	5752	12446604	0	0	0			28458888							146382512					3297836					578299	173535						46352648	100029864							0	0	0	320229		5752		
12647																																							17151	3949	0	0	531	3791	0	2839	202597	177421	260	182681	0	1075	5000	0	19916	250	202597	0	0	2610	0	0	17056	464	64382	113039			0	108498	107423	0	0	0	0	0	19916	0	66449	
12656																																							7112	1317	0	0	0	129	0	158	21539	19272	49	19321	0	180	0	0	2218	72	21539	0	0	1758	0	0	388	0	5685	13587			0	10271	10091	0	0	0	0	0	2218	77	2655	
12946																																							26413	26699	515537	31	24299	40593	47	41195	2106370	1834435	15162	1895897	0	24402	46300	0	210473	1	2106370	0	0	141043	16097	0	68103	4888	380168	1454267			0	1430660	1406258	1326	0	0	0	0	210473	4313	0	
13103																																							169390	25395	437628	1212	16047	19737	0	31109	2993290	2526255	60955	2596588	6647	20360	9378	0	390055	500	2993290	0	0	374485	0	0	34019	1865	498088	2028167			0	2064746	2044386	-18949	0	0	0	0	396702	246521	0	
13251																																							17983	1439	6418	0	0	1467	50	1371	64602	57780	225	58005	0	604	0	0	6597	25	64602	0	0	4133	0	0	2475	0	13511	44269			0	36214	35610	-36	264	0	0	0	6597	0	0	
13457																																							5350	293	6516	0	0	5	0	1217	24050	19584	209	19793	0	103	0	0	4257	50	24050	0	0	78	0	0	4143	0	5163	14421			0	10772	10669	-14	0	0	0	0	4257	0	0	
14155																																							4132	9348	26940	0	0	6907	0	8250	292718	259478	1426	261904	0	3809	1000	0	30814	176	292718	0	0	30287	0	0	160	0	47788	211690			0	240950	237141	191	0	0	0	0	30814	0	0	
14650																																							1429	2181	0	0	90	255	0	2206	49288	43490	458	43948	0	1006	0	0	5340	200	49288	0	0	4840	0	0	300	0	14160	29330			0	35449	34443	0	4853	0	0	0	5340	0	3831	
14753																																							4418	2941	9024	0	0	92	0	606	62370	56580	184	56764	0	530	0	0	5606	300	62370	0	0	3113	0	977	1277	0	25864	30716			0	21849	21319	-61	21515	0	0	0	5606	64	2391	
14865																																							262828	23590	40086	0	1213	8535	0	17190	820630	753883	4538	758421	0	5395	0	0	62209	730	820630	0	0	43681	0	0	17909	0	215713	538170			0	471873	466478	-111	0	0	0	0	62209	0	710	
14977																																							2943	1244	0	0	0	1551	0	1056	52326	41918	37	41955	0	679	0	0	10371	0	52326	0	0	10371	0	0	0	0	10245	31673			0	43686	43007	0	2525	0	0	0	10371	0	0	
16551																																							64340	9965	79862	0	4949	9950	149	8266	439943	394096	342	394438	0	4208	0	0	45505	175	439943	0	0	25960	0	0	19825	1667	109867	284229			0	243221	239013	-455	0	0	0	0	45505	0	21782	
17110																																							31562	3346	0	0	0	2114	0	4937	177382	138197	9238	147435	0	279	0	0	29947	300	177382	0	0	22661	0	0	6986	0	0	138197			0	76804	76525	0	0	0	0	0	29947	58798	100	
17147																																							467800	167146	2340677	0	575111	119828	558	521678	15432095	12857063	163007	13535702	0	195397	334055	0	1896393	10871	15432095	0	0	525225	1844	125	1302820	11187	2834132	10022931			0	9241861	9046464	57352	0	0	0	181577	1896393	0	2179802	
17259																																							4456	1174	17918	0	0	1511	0	2666	62820	55623	1567	57190	0	166	0	0	5630	769	62820	0	0	4165	0	0	769	0	13478	42145			0	34255	34089	-73	21	0	0	0	5630	0	985	
17950																																							3011	6876	431567	0	5440	8918	0	7455	755443	678584	2144	684128	0	5579	0	0	71315	725	755443	0	0	36993	0	0	32837	155	160980	517604			0	297600	292021	760	0	0	3400	0	71315	0	0	
17978																																							36409	3915	0	0	0	5622	574	4662	321517	195026	458	195612	0	1440	128	0	125905	0	321517	0	0	125905	0	0	0	0	6051	188975			0	133650	132210	0	0	0	0	0	125905	0	138125	
18050																																							55717	14354	367475	0	0	11701	0	17038	891512	805820	7031	812851	0	6859	0	0	78661	1214	891512	0	0	67614	0	0	7671	302	338534	467286			0	420569	413710	2162	0	0	0	0	78661	0	11215	
18827																																							69537	18187	332276	2201	9907	31688	126	53614	1912495	1729447	6776	1736223	0	13361	0	0	176272	588	1912495	0	0	67762	0	0	109731	0	402055	1327392			0	1407143	1393782	-1809	0	0	0	0	176272	1177	0	
18836																																							15554	2375	44123	0	0	4303	144	7081	199398	175027	2046	180076	0	1601	3003	0	19322	180	199398	0	0	17693	0	0	1676	0	50484	124543			0	127419	125818	-227	0	0	0	0	19322	0	0	
18854																																							188281	19809	84806	0	9111	17314	0	11062	1348932	1217828	4320	1222148	0	10316	0	0	126784	40	1348932	0	0	112402	0	0	14198	464	367062	850766			0	1028401	1018085	144	0	0	0	0	126784	0	0	
19356																																							1700	2538	12617	0	793	1248	270	3901	98612	86851	422	89273	0	922	2000	0	9339	2025	98612	0	0	3622	0	0	3950	0	27498	59353			0	76211	75289	-258	256	0	0	0	9339	0	0	
19936																																							102949	3226	112985	0	0	4068	108	9733	431701	382888	1543	395894	0	4470	11463	0	35807	420	431701	0	0	22050	0	0	13580	0	100039	282849			0	201892	197422	-243	0	0	0	0	35807	0	1210	
19972																																							38086	8026	0	0	0	404	0	6074	125247	101442	1080	102522	0	399	0	0	22725	0	125247	0	0	22725	0	0	0	0	195	101247			0	45358	44959	0	0	0	0	0	22725	0	27698	
20053																																							7269	7758	7458	0	0	400	0	2425	149624	125433	771	131204	0	1297	5000	0	18420	150	149624	0	0	12117	0	0	6053	0	32798	92635			0	116147	114850	100	9464	0	0	0	18420	0	0	
20633																																							30882	5159	56393	0	0	5832	4967	14802	349176	298965	2937	310643	0	2691	8741	0	38533	1106	349176	0	0	35272	0	0	2816	0	40644	258321			0	232830	230139	-661	228	0	0	0	38533	774	0	
20857																																							49172	1878	171340	0	444	3740	85	7434	464966	404910	1322	422893	0	2625	16661	0	42073	200	464966	0	0	1197	0	0	36309	125	146099	258811			0	233373	230748	4367	0	0	0	0	42073	0	0	
21256																																							3036	167	3371	0	0	155	0	480	12691	11506	2	11508	0	70	0	0	1183	105	12691	0	0	629	0	0	495	0	3224	8282			0	5552	5482	-46	0	0	0	0	1183	0	0	
21359																																							18672	2157	17044	0	70	314	0	1097	74143	67277	184	67461	0	441	0	0	6682	550	74143	0	0	2824	0	0	3350	0	18656	48621			0	34990	34549	-42	0	0	0	0	6682	0	240	
21658																																							5564	6200	90176	0	0	1889	174	5876	222330	194765	1537	201695	0	2296	5393	0	20635	100	222330	0	0	16643	0	0	4157	0	20617	174148			0	114676	112380	-265	71	0	0	0	20635	0	0	
22048																																							24455	4530	60852	0	0	3827	55	9643	279184	241896	1674	252856	0	3090	9286	0	26328	1000	279184	0	0	19066	0	0	6650	0	63008	178888			0	178912	175822	-388	0	0	0	0	26328	0	0	
22543																																							86514	6787	12501	0	3322	6171	208	2261	354486	324600	1455	326055	0	2507	0	0	28431	602	354486	0	0	16022	0	0	11698	1843	127410	197190			0	233637	231130	109	3687	0	0	0	28431	62	0	
22552																																							28873	2636	9987	0	0	2394	390	1561	129613	114279	473	120519	0	918	5767	0	9094	100	129613	0	0	2247	0	0	6900	0	30232	84047			0	83237	82319	-153	0	0	0	0	9094	46	1407	
22730																																							6285	3402	131665	0	0	3011	15	5117	239603	206900	2162	216833	0	1591	300	0	22770	250	239603	0	0	19748	0	0	300	0	87172	119728			0	91585	89994	2472	114	0	0	7471	22770	0	0	
23456																																							710	2134	120095	0	0	3100	0	4691	297851	266909	237	267441	0	2176	295	0	30410	126	297851	0	0	28469	0	0	1012	121	39314	227595			0	168645	166469	803	339	0	0	0	30410	0	192	
23504																																							328659	62971	1560643	0	163806	115183	0	480047	12056919	10484246	178895	10690003	119	83853	25000	0	1366797	1	12056919	0	0	553676	0	0	827190	5493	3945694	6538552			-7842	9244661	9160808	-6228	0	0	0	1862	1366916	0	179309	
23643																																							4003	1465	101613	0	0	1486	131	8300	257695	235688	188	235876	0	1324	0	0	21819	200	257695	0	0	20530	0	0	2300	968	55719	179969			0	134953	133629	-1211	6100	0	0	0	21819	0	0	
23755																																							20612	1525	113676	0	1687	5611	0	6355	314483	283706	1666	290372	0	2441	5000	0	24111	110	314483	0	0	19361	0	0	4615	0	76926	206780			0	166851	164410	25	342	0	0	0	24111	265	0	
24006																																							104082	6792	43687	0	6224	21015	0	57889	1885763	1552219	16247	1640369	20	8429	68079	0	245374	0	1885763	3824	3824	151233	0	0	107182	1452	216478	1335741			-9688	1247843	1239414	-3353	6840	0	0	0	245394	0	394544	
24378																																							12343	911	8268	0	0	1559	0	1070	74927	67152	396	67548	0	186	0	0	7379	0	74927	0	0	7375	0	0	0	0	12097	55055			0	47358	47172	4	936	0	0	0	7379	0	2668	
24659																																							46129	1761	0	0	1761	710	0	710	121534	111540	306	111846	0	630	0	0	9688	50	121534	0	0	1688	0	0	7950	0	32670	78870			0	52993	52363	0	10209	0	0	0	9688	0	7891	
24668																																							244813	15807	457980	0	709	17198	200	17703	1988688	1728212	4377	1737008	0	15492	0	0	251680	625	1988688	0	0	85836	0	0	156588	609	370892	1357320			0	1249161	1233669	8631	0	0	0	4419	251680	0	0	
24949																																							190260	7007	66303	0	1140	4327	0	15987	531279	472037	4364	481401	0	7181	5000	0	49878	1800	531279	0	0	14907	0	0	33223	2201	135951	336086			0	245733	238552	-52	5502	0	0	0	49878	0	0	
25357																																							748	4937	31205	0	1319	5329	101	8480	463813	416396	251	416647	0	5901	0	0	47166	1608	463813	0	0	8183	553	0	36907	0	84950	331446			0	388657	382756	468	87	0	0	0	47166	0	28298	
25647																																							46442	3170	36966	0	0	6769	0	4672	356590	276873	5209	327929	0	3023	45847	0	28661	12	356590	0	0	553	0	0	28079	0	67096	209777			0	261594	258571	17	0	0	0	0	28661	0	0	
26457																																							2750	521	14483	0	0	154	0	578	42174	38696	29	38725	0	228	0	0	3449	100	42174	0	0	3123	0	0	250	0	6985	31711			0	23916	23688	-24	0	0	0	0	3449	0	0	
26765																																							325463	27778	188445	0	9132	46173	1143	91202	3079855	2745846	13950	2759796	0	33702	0	0	320059	2360	3079855	0	0	21610	0	0	296631	2608	1219754	1526092			0	2420760	2387058	-542	0	0	0	0	320059	0	853	
27070																																							33830	13281	251565	0	30019	14312	0	30238	941811	774960	5416	793376	0	5087	13000	0	148435	0	941811	0	0	146915	0	0	0	503	103601	671359			0	572755	567668	1520	395	0	0	0	148435	0	0	
27548																																							47903	10394	504341	0	15461	20778	24	26777	1328105	1197636	6117	1208753	0	11125	5000	0	119352	250	1328105	0	0	61239	0	0	55853	2585	380946	816690			0	707417	696292	2010	997	0	0	0	119352	2553	0	
27614																																							11394	7000	272513	0	2791	7627	0	12901	574534	510848	2662	523510	0	1461	10000	0	51024	1515	574534	0	0	36628	0	0	11139	0	138862	371986			0	261769	260308	1742	0	0	0	0	51024	0	0	
27847																																							26104	7880	153427	0	0	12291	395	26593	759875	668103	3015	681118	0	6855	10000	0	78757	430	759875	0	0	66938	0	0	7982	0	160376	507727			0	539964	533109	3407	0	0	0	0	78757	0	76	
28013																																							72877	18191	1208237	0	41533	59879	100	247307	5435707	4209180	41567	4732562	108	38973	430890	0	703037	0	5435707	14328	925	273932	0	0	444099	0	912850	3296330			-17057	3806617	3767644	2063	0	0	0	50000	703145	328	5283	
28152																																							19034	3778	53890	0	0	1331	0	5523	207037	189421	1447	190868	0	1444	0	0	16169	105	207037	0	0	3557	0	0	12000	928	56452	132969			0	123997	122553	507	0	0	0	0	16169	0	0	
28675																																							6226	2682	109446	0	634	1802	0	2156	210034	161712	932	187144	0	801	24500	0	22890	0	210034	0	0	22051	0	0	0	0	13309	148403			0	87881	87080	839	0	0	0	0	22890	8	0	
28732																																							40413	8674	15934	0	0	3047	0	2175	147386	130837	1137	131974	0	1084	0	0	15412	250	147386	0	0	14855	0	0	307	0	52199	78638			0	74032	72948	0	3824	0	0	0	15412	0	371	
29476																																							318	1700	2489	0	199	2254	39	4537	94062	78880	495	80513	0	1566	1138	0	13549	0	94062	0	0	7487	0	0	6068	0	9858	69022			-42	67630	66064	36	15125	0	0	0	13549	0	1337	
29636																																							68563	10673	631342	17	13550	26661	2475	39868	1360976	1112319	12757	1237836	0	4513	0	0	123140	1	1360976	0	0	10128	0	0	124806	0	302707	809612			0	571847	567334	-11795	0	0	0	112760	123140	493	0	
29878																																							293302	12949	67261	0	0	21438	2978	27384	2207009	1485057	27641	1524698	0	17570	12000	0	682311	0	2207009	0	0	684125	0	0	0	0	52275	1432782			0	1799267	1781697	-1814	0	0	0	0	682311	0	0	
30052																																							8172	683	0	0	0	2425	0	283	46101	40426	180	40700	0	393	94	0	5401	1000	46101	0	0	3870	0	0	531	290	16100	24326			0	24871	24478	0	6765	0	0	0	5401	0	3005	
30502																																							84780	9178	301428	0	10540	15534	0	7484	1242690	1006033	10535	1126174	0	9466	0	0	116516	542	1242690	0	0	82552	0	0	33734	0	225775	780258			0	797251	787785	-312	0	0	0	109606	116516	25961	0	
