"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
1669																																																																																																																																		377208	4026																																																																																																														
1856																																																																																																																																		47817	279																																																																																																														
2161																																																																																																																																		303974	2247	0	0	204661	15498	2962	12536	0	0	0	0	0	0	1410	27705	37509	5763	1271	0	1271	0	0	0	0	0	0	25782	0	0	0	25782	15429	41512	114284	134623	583	583	0	0	0	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8160	4080	0	0	4080	0	15429	44868	118364	135206	0	8974	59182	135206	204661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																		733036	5066																																																																																																														
2750																																																																																																																																		64819	508	0	0	50651	1095	709	386	0	0	0	0	0	0	445	12887	968	0	0	0	0	0	0	0	0	0	0	3291	1	203	3	3084	1421	13749	3937	45921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1421	13749	3937	45921	0	2750	1969	45921	50651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	11	0	0	
3252																																																																																																																																		300302	3967	0	2317	132006	12599	8176	4423	0	0	0	0	0	0	92193	55051	15681	739	14000	0	14000	0	0	0	0	0	0	5209	435	571	114	4089	101867	83796	15875	100143	10	10	0	0	0	10	290	145	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1177	589	0	0	0	589	101867	83796	15875	103619	0	16759	7938	103619	129689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458																																																																																																																																		72629	584	0	0	52236	4947	3337	1610	0	2481	0	2481	0	0	627	5917	8590	200	139	0	139	0	0	0	0	0	0	5094	2733	252	52	1910	6705	10399	18772	36988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6705	10399	18772	39685	0	2080	9386	39685	52236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																		380623	1780																																																																																																														
3971																																																																																																																																		934065	8332	0	0	875948	35596	31018	4578	0	0	0	0	0	0	254	54169	4623	45774	2436	0	2436	0	0	0	0	0	0	41534	0	4652	337	32103	34069	77327	144602	680095	2403	2403	0	0	0	2403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	9	0	195110	97555	0	214	11072	86250	34069	77541	155683	777007	0	15508	77842	777007	875948	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156																																																																																																																																		296622	2792	0	399	191479	15487	9068	6419	0	0	0	0	0	0	2539	50892	6943	2315	35900	0	35900	0	0	0	0	0	0	16740	0	426	0	13448	11740	95479	65734	122687	413	413	0	0	0	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11596	5798	0	0	0	5798	11740	95479	65734	137912	0	19096	32867	137912	191080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231																																																																																																																																		153879	856																																																																																																														
5069																																																																																																																																		484000	9372	0	3901	502284	47606	46358	1248	0	0	0	0	0	0	0	0	1536	6840	0	0	0	0	0	0	0	0	0	41661	0	0	0	41523	46358	1248	1536	373571	575	575	0	0	0	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42084	21042	0	0	0	21042	46358	1248	1536	397388	0	250	768	397388	498383	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135																																																																																																																																		584146	4593																																																																																																														
5210																																																																																																																																		2772684	19033	0	361	1509381	710131	698008	12123	0	6454	0	6454	0	0	3624	423083	1000	14894	0	0	0	0	0	0	0	0	0	166378	0	1890	0	119832	702386	503303	381180	1159170	0	0	0	0	0	0	9014	4507	0	0	0	4507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702386	503303	381180	1198879	0	100661	190590	1198879	1509020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461																																																																																																																																		847355	6774																																																																																																														
5751																																																																																																																																		255915	2409																																																																																																														
6039																																																																																																																																		398334	3989																																																																																																														
6329																																																																																																																																		1410854	17176	0	4482	1015535	242516	230565	11951	0	0	0	0	0	0	0	128152	493	0	1	0	1	0	0	0	0	0	0	62048	25	993	0	57583	246185	141097	192585	832931	1206	1206	0	0	0	1206	7882	3941	0	0	0	3941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27546	13773	0	0	473	13300	246185	141097	196553	865888	0	28219	98277	865888	1011053	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																		1485593	0	0	0	516492	567958	565455	2503	0	0	0	0	0	0	341765	99826	11881	0	0	0	0	0	0	0	0	0	0	9340	0	0	0	9340	907220	108156	11881	443453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	907220	108156	12021	443453	0	21631	6011	443453	516492	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	55	0	0	
7045																																																																																																																																		271995	1157	0	0	144220	15038	11768	3270	0	0	0	0	0	0	5713	108229	41659	0	0	0	0	0	0	0	0	0	0	4162	0	0	0	4162	17481	111499	41659	101035	0	0	0	0	0	0	110	55	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17481	111499	41659	101090	0	22300	20830	101090	144220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072																																																																																																																																		383069	3076	0	0	248299	6133	2476	3657	0	34104	0	28478	5626	0	0	10177	3911	26993	12557	0	12557	0	0	0	0	0	0	32864	0	3230	533	22817	2803	58099	187927	131205	0	0	0	0	0	0	745	373	0	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17393	8697	0	0	0	8697	2803	58099	187927	140275	0	11620	93964	140275	248299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456																																																																																																																																		121939	887	0	0	89669	5980	3774	2206	0	0	0	0	0	0	481	25653	5922	0	0	0	0	0	0	0	0	0	0	4883	213	506	34	4130	4468	30117	8865	79213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4468	30117	8865	79213	0	6023	4433	79213	89669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634																																																																																																																																		84971	1199																																																																																																														
8033																																																																																																																																		383171	1906																																																																																																														
8462																																																																																																																																		168811	2009																																																																																																														
8631																																																																																																																																		74378	396																																																																																																														
9357																																																																																																																																		659839	4944																																																																																																														
9553																																																																																																																																		221337	1212	0	0	152611	9232	5464	3768	0	30377	846	27554	1978	0	5759	38864	1190	1925	555	0	555	0	0	0	0	0	0	11095	0	2991	0	7111	12848	73732	11216	123713	47	47	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	829	415	0	0	0	415	12848	73732	11216	130749	0	14746	5608	130749	152611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
