"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDHT50	RCFDHT51	RCFDHT52	RCFDHT53	RCFDHT58	RCFDHT59	RCFDHT60	RCFDHT61	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	RCONG314	RCONG315	RCONG316	RCONG317	RCONG318	RCONG319	RCONG320	RCONG321	RCONG322	RCONG323	RCONG348	RCONG349	RCONG350	RCONG351	RCONG352	RCONG353	
1669																																																																																																																																																0	0	45901	54003	53675	0	0	2000	2091	0	0	0	0	30887	31592	95547	95031	0	30887	31592	0	0	0	0	16361	2600	13761	20466	30055	34414	0	0	0	0	0	6841	17780	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
1856																																																																																																																																																0	0	9310	0	0	1000	998	2001	2028	0	0	0	0	1000	998	11691	11868	0	0	0	0	0	0	0	0	6629	2028	0	0	0	217	0	0	0	0	0	0	1140	2854																									0	5629	0	5506									0	0	0	0	0	0	3962	3994	0	0	0	0	0	0	0	0							
2161																																																																																																																																																0	0	9131	0	0	0	0	5763	5845	0	0	0	0	0	0	72387	71894	0	0	0	37509	37369	0	0	557	251	306	1098	730	14943	25886	0	0	0	0	7388	12693	1859	6740																									0	0	0	0	0	0	1410	1387	0	0	18835	18694	0	0	0	0	0	0	8870	8599	0	0	0	0	0	0	0	0							
2732																																																																																																																																																0	0	19260	0	0	0	0	0	0	0	0	300	300	0	0	46372	46400	0	0	0	23544	23651	0	0	14071	2309	11762	14627	15670	2032	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
2750																																																																																																																																																0	0	10328	0	0	0	0	0	0	0	0	0	0	0	0	14300	14543	0	0	0	9933	10195	1000	1002	942	94	942	309	3715	8172	1041	71	148	0	0	0	51	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
3252																																																																																																																																																0	0	155219	70472	70451	0	0	0	0	0	0	0	0	0	0	163664	163792	0	0	0	47193	47500	0	0	69705	18536	58262	24087	8116	15894	6433	651	40	1192	5595	2534	80	17889	4480																									0	0	0	0									0	0	0	0	0	0	19373	19288	0	0	0	0	0	0	34	34							
3458																																																																																																																																																0	0	10148	96	95	0	0	200	199	0	0	0	0	2481	2550	15334	15206	0	2481	2550	8590	8532	0	0	362	100	262	527	1276	9459	0	0	0	0	0	1099	4121	59	784																									0	0	0	0									0	0	0	0	0	0	858	843	0	0	0	0	0	0	0	0							
3720																																																																																																																																																0	0	72966	1950	1922	0	0	0	0	0	0	0	0	1615	1615	101004	101440	0	1615	1615	29658	30627	2500	2478	2881	1345	1537	144	2664	33184	6825	0	0	0	482	18726	38148	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
3971																																																																																																																																																0	0	8226	0	0	0	0	44781	44191	0	0	0	0	0	0	103828	101987	0	0	0	5933	5877	2000	1928	1	4101	2020	569	16003	54638	12259	0	1	122	381	7042	4625	226	0																									0	0	0	0									0	0	0	0	0	0	221	226	0	0	0	0	0	0	0	0							
4156																																																																																																																																																0	0	45438	2539	2518	0	0	0	0	0	0	0	0	0	0	62574	62774	0	0	0	41609	41902	0	0	2731	0	2731	5229	12379	30678	2034	0	0	0	0	4898	1743	2077	1004																									0	0	0	0									0	0	0	0	0	0	3107	3081	0	0	0	0	0	0	0	0							
4231																																																																																																																																																0	0	33195	4999	4996	0	0	0	0	0	0	0	0	0	0	55229	55904	0	0	0	31834	32578	500	497	0	0	0	3051	1945	24393	8682	0	0	0	0	5866	11967	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
5069																																																																																																																																																0	0	0	0	0	0	0	5846	6671	0	0	0	0	0	0	7382	8789	0	0	0	1536	2118	0	0	0	4049	0	0	0	4740	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
5135																																																																																																																																																0	0	50430	56997	56995	0	0	0	0	0	0	0	0	0	0	82575	82371	0	0	0	1231	1269	0	0	56995	56995	0	17042	7065	1269	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
5210																																																																																																																																																0	0	353989	0	0	0	0	13858	13950	0	0	0	0	6454	6652	441565	437098	0	0	0	44547	44611	0	0	20340	3723	16543	24152	66604	176211	16369	0	74	799	2195	81848	44234	10	10790																									0	0	0	0									0	0	0	0	0	0	7919	7792	0	0	0	0	0	0	0	0							
5461																																																																																																																																																0	0	18206	5028	4963	0	0	0	0	0	0	0	0	0	0	375717	376491	0	0	0	129004	132238	17000	16866	1242	5291	944	11984	50301	89524	78502	0	0	0	360	65493	62592	4281	7220																									0	0	0	0									0	0	0	0	0	0	11618	11501	0	0	0	0	0	0	0	0							
5751																																																																																																																																																0	0	29229	0	0	4000	3966	0	0	0	0	0	0	4000	3966	84003	84973	0	0	0	45431	46384	0	0	151	20371	0	15	2250	34172	13796	5592	1	19	0	0	45	1533	11179																									0	14311	0	14209									0	0	0	0	0	0	11949	11949	0	0	0	0	0	0	0	0							
6039																																																																																																																																																0	0	29406	26433	26407	0	0	0	0	0	0	0	0	0	0	29996	29997	0	0	0	1562	1619	500	497	13985	7999	5986	12421	331	2268	492	0	0	0	0	0	0	0	499																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	499	0	0	0	0	0	0	0	0							
6329																																																																																																																																																0	0	3485	0	0	0	0	0	0	0	0	0	0	0	0	128645	126889	0	0	0	12255	12387	18000	17864	0	0	0	4979	10803	18042	1406	0	0	0	0	15703	75957	0	0																									0	0	0	0	0	0	0	0	0	0	93390	91659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
7009																																																																																																																																																0	0	445024	341765	341107	0	0	0	0	0	0	0	0	0	0	453473	452967	0	0	0	86708	86869	0	0	237775	11432	226343	187840	13455	13898	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
7045																																																																																																																																																0	0	9687	0	0	0	0	0	0	0	0	0	0	0	0	155601	157078	0	0	0	63680	66089	0	0	18	0	18	141	3047	44589	18873	0	0	0	0	48414	15760	20496	5739																									0	0	0	0	0	0	2569	2556	0	0	61892	61618	0	0	0	0	0	0	26885	26236	0	0	0	0	0	0	0	0							
7072																																																																																																																																																0	0	76	0	0	0	0	26993	27068	0	0	0	0	34104	33705	41081	40908	0	5626	5604	3911	3856	0	0	2733	202	2486	1099	4858	30144	4668	0	0	0	197	12056	17176	0	2125																									0	0	0	0									0	0	0	0	0	0	2236	2125	0	0	0	0	0	0	0	0							
