"IDRSSD"	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF585	RCFDF589	RCFDF597	RCFDF601	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCFDHT87	RCFDHT88	RCFDHT89	RCFDHT91	RCFDHT92	RCFDHT93	RCFDJA36	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF585	RCONF589	RCONF597	RCONF601	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	RCONG547	RCONG548	RCONG549	RCONG550	RCONG551	RCONG552	RCONG553	
343051																																																																																																																																																																																																																																																	
343248																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
343257																																																																																																																																																																																																																																																	
343770																																																																																																																																																																																																																																																	
343903																																																																																																																																																																																																																																																	
343958																																																																																																																																																																																																																																																	
344647																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	614727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	614727	0	0	614727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
344816																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
344852																																																																																																																																																																																																																																																	
345309																																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47895	177994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225889	0	47895	177994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
345345																																																																																																																																																																																																																																																	
345747																																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10493	0	0	10493	0	79180	0	0	79180	0	0	0	0	0	25	0	0	25	0	25	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
345756																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	45041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45041	0	0	45041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
345877																																																																																																																																																																																																																																																	
346379																																																																																																																																																																																																																																																	
346566																																																																																																																																																																																																																																																	
346771																																																																																																																																																																																																																																																	
347022																																																																																																																																																																																																																																																	
347639																																																																																																																																																																																																																																																	
347956																																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4258	0	0	4258	0	0	34715	5530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44503	0	0	38973	5530	0	0	0	0	0	0	0	0	0	4667	0	0	4667	0	0	0	0	0	0	0	0	0	0	0	4258	0	0	4258	0	0	0	0	
348159																																																																																																																																																																																																																																																	
348720																																																																																																																																																																																																																																																	
349129																																																																																																																																																																																																																																																	
349343																																																																																																																																																																																																																																																	
350572																																																																																																																																																																																																																																																	
350657																																																																																																																																																																																																																																																	
350750																																																																																																																																																																																																																																																	
351131																																																																																																																																																																																																																																																	
351560																																																																																																																																																																																																																																																	
351878																																																																																																																																																																																																																																																	
352370																																																																																																																																																																																																																																																	
352651																																																																																																																																																																																																																																																	
352745																																																																																																																																																																																																																																																	
352772																																																																																																																																																												28036	16464	25097	0	25097	0	0	0				0	0	0	0	0	0		0	0		3374	0	0	800	0	0	3275979	0	44762	0	0	44762	0	0	0	0	0	0	0	0	28036	0	25097	0	0	0	25097	3377248	0	0	3349577	27671	0	0	16464	0	0	0	0	0	0	16904	0	0	16904	0						3374			800	2574									
353238																																																																																																																																																																																																																																																	
353546																																																																																																																																																																																																																																																	
353555																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	381519	0	0	0	0	0	0	0	159223	0	159223	0	0	0	0	0	0	0	0	0	0	0	540742	0	540742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
353724																																																																																																																																																																																																																																																	
353957																																																																																																																																																																																																																																																	
354057																																																																																																																																																																																																																																																	
354253																																																																																																																																																																																																																																																	
354310																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		1662	0	0	1662	0	1916	265162	9700	27322	0	0	27322	0	118	0	0	0	118	0	0	0	0	0	0	0	0	0	305880	0	1916	294146	9818	0	0	0	0	0	0	0	0	0	1019	0	0	650	369											1662			1662					
354552																																																																																																																																																																																																																																																	
354851																																																																																																																																																																																																																																																	
355120																																																																																																																																																																																																																																																	
355559																																																																																																																																																																																																																																																	
355858																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	28398	271432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299830	0	28398	271432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
356239																																																																																																																																																																																																																																																	
356659																																																																																																																																																																																																																																																	
356752																																																																																																																																																																																																																																																	
357151																																																																																																																																																																																																																																																	
357526																																																																																																																																																																																																																																																	
357553																																																																																																																																																																																																																																																	
357777																																																																																																																																																																																																																																																	
357937																																																																																																																																																																																																																																																	
358112																																																																																																																																																																																																																																																	
358448																																																																																																																																																																																																																																																	
358756																																																																																																																																																																																																																																																	
359472																																																																																																																																																																																																																																																	
359650																																																																																																																																																																																																																																																	
359744																																																																																																																																																																																																																																																	
360777																																																																																																																																																																																																																																																	
361055																																																																																																																																																																																																																																																	
361167																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		18145	1446	0	18026	0	49740	2722299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2790184	1446	49740	2740325	1565	0	0	0	0	0	0	0	0	0	1198	27376	0	28574	0						16580	1446		18026										
361279																																																																																																																																																																																																																																																	
361354																																																																																																																																																																																																																																																	
361439																																																																																																																																																																																																																																																	
362043																																																																																																																																																																																																																																																	
362155																																																																																																																																																																																																																																																	
362717																																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302440	0	0	302440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
362856																																																																																																																																																																																																																																																	
362940																																																																																																																																																																																																																																																	
363442																																																																																																																																																																																																																																																	
363648																																																																																																																																																																																																																																																	
363657																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	519535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519535	0	519535	0	0	0	0	0	0	0	0	0	0	0	891	0	0	891	0																			
363778																																																																																																																																																																																																																																																	
364131																																																																																																																																																																																																																																																	
364270																																																																																																																																																																																																																																																	
364430																																																																																																																																																																																																																																																	
364850																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
365325																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		34363	0	0	19471	0	5893	3256289	0	576827	0	0	44553	532274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3873372	0	5893	3320313	547166	0	0	0	0	0	0	0	0	0	6647	0	0	4608	2039						34363			19471	14892									
365745																																																																																																																																																																																																																																																	
365848																																																																																																																																																																																																																																																	
365950																																																																																																																																																																																																																																																	
366078																																																																																																																																																																																																																																																	
366238																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	206635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206635	0	206635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
366247																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
366359																																																																																																																																																																																																																																																	
366658																																																																																																																																																																																																																																																	
366854																																																																																																																																																																																																																																																	
367150																																																																																																																																																																																																																																																	
367178																																																																																																																																																																																																																																																	
367431																																																																																																																																																																																																																																																	
367543																																																																																																																																																																																																																																																	
368054																																																																																																																																																																																																																																																	
368344																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
368522																																																																																																																																																																																																																																																	
368933																																																																																																																																																																																																																																																	
368951																																																																																																																																																																																																																																																	
369453																																																																																																																																																																																																																																																	
369659																																																																																																																																																																																																																																																	
370020																																																																																																																																																																																																																																																	
370271																																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253943	0	253943	0	1000547	18415475	0	123254	0	0	0	123254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19539276	253943	1000547	18669418	123254	0	0	0	0	0	0	0	0	0	16248	529484	0	545732	0	0	0	0	0	0	0	253943	0	253943	0	0	0	0	0	0	0	0	0	
370347																																																																																																																																																																																																																																																	
370721																																																																																																																																																																																																																																																	
370833																																																																																																																																																																																																																																																	
370954																																																																																																																																																																																																																																																	
371223																																																																																																																																																																																																																																																	
371232																																																																																																																																																																																																																																																	
371362																																																																																																																																																																																																																																																	
371559																																																																																																																																																																																																																																																	
371755																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
371849																																																																																																																																																																																																																																																	
371924																																																																																																																																																																																																																																																	
371942																																																																																																																																																																																																																																																	
372444																																																																																																																																																																																																																																																	
372538																																																																																																																																																																																																																																																	
372640																																																																																																																																																																																																																																																	
372855																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
373272																																																																																																																																																																																																																																																	
373553																																																																																																																																																																																																																																																	
373601																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	12943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12943	0	12943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
374130																																																																																																																																																																																																																																																	
374653																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		660	0	0	660	0	5068	558787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564515	0	5068	559447	0	0	0	0	0	0	0	0	0	0	119	0	0	119	0						616			616										
374774																																																																																																																																																																																																																																																	
375034																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	394477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394477	0	0	394477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
375043																																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8087	51306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59393	0	8087	51306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
375379																																																																																																																																																																																																																																																	
375502																																																																																																																																																																																																																																																	
375566																																																																																																																																																																																																																																																	
375650																																																																																																																																																																																																																																																	
376237																																																																																																																																																																																																																																																	
376273																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	4250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4250	0	4250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
376442																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
376947																																																																																																																																																																																																																																																	
377663																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
377850																																																																																																																																																																																																																																																	
377908																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	302	206633	26747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233682	0	302	206633	26747	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
378044																																																																																																																																																																																																																																																	
378110																																																																																																																																																																																																																																																	
379050																																																																																																																																																																																																																																																	
379153																																																																																																																																																																																																																																																	
379470																																																																																																																																																																																																																																																	
379649																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
379920																																																																																																																																																												236978	39003	0	0	0	0	0	0				0	0	0	0	0	0		0	0		16494	0	0	2393	0	0	3125877	0	158714	0	0	158714	0	0	0	0	0	0	0	0	236978	0	0	0	0	0	0	3538063	0	0	3523962	14101	0	0	39003	0	0	0	0	0	0	40587	0	0	40562	25						16494			2393	14101									
380346																																																																																																																																																																																																																																																	
380458																																																																																																																																																																																																																																																	
380533																																																																																																																																																																																																																																																	
380654																																																																																																																																																																																																																																																	
380878																																																																																																																																																																																																																																																	
380944																																																																																																																																																																																																																																																	
381026																																																																																																																																																																																																																																																	
381343																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	153504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153504	0	0	153504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
381839																																																																																																																																																																																																																																																	
381932																																																																																																																																																																																																																																																	
381950																																																																																																																																																																																																																																																	
382050																																																																																																																																																																																																																																																	
382069																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	61002	226077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287079	0	61002	226077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
382256																																																																																																																																																																																																																																																	
382274																																																																																																																																																																																																																																																	
382443																																																																																																																																																																																																																																																	
382537																																																																																																																																																																																																																																																	
382649																																																																																																																																																																																																																																																	
382658																																																																																																																																																																																																																																																	
382742																																																																																																																																																																																																																																																	
382854																																																																																																																																																																																																																																																	
384018																																																																																																																																																																																																																																																	
384278																																																																																																																																																												0	0	0	0	0	0	0	0				72329	0	72329	0	0	0		0	0		116484	0	0	116484	0	0	1118684	0	268044	0	0	268044	0	72329	0	0	0	72329	0	0	0	0	0	0	0	0	0	1575541	0	0	1503212	72329	0	0	0	0	0	0	0	0	0	1431	0	0	1431	0	100557			100557		2552			2552										
384353																																																																																																																																																																																																																																																	
384652																																																																																																																																																																																																																																																	
