"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	Operating lease liabilitie	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	Operating lease liabilitie	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37														154	0	65	63	0	0	0	0	26	0	0	0	0	0				
242														22	0	0	0	0	0	0	0	22	0	0	0	0	0				
279														2210	0	1427	0	50	0	0	0	95	688	0	195	0	426				
354														36	0	9	10	0	0	0	0	4	13	0	0	0	0				
457														139	0	0	0	0	0	0	0	16	123	0	0	0	0				
505														9461	0	4359	963	0	1834	0	0	55	3991	93	0	0	0	DEFERRED SERVICE FEE			
1155														1889	0	1388	0	0	0	0	0	52	449	0	1388	0	0				
1351														582	0	71	0	0	0	0	0	239	272	0	0	0	0				
1454														3447	0	3137	0	0	763	0	0	39	271	0	1833	0	0	DEBIT CARD SETTLEMENT			
1669														279	0	148	0	0	0	0	0	91	40	0	52	0	0				
1856														82	0	44	0	0	0	0	0	26	12	0	0	0	0				
2161														3576	0	1903	0	0	0	0	0	20	1653	0	1903	0	0				
2732														2294	451	750	0	0	0	0	0	238	1306	0	0	0	0				
2750														871	134	719	0	0	371	0	0	24	118	10	214	0	0	PYMT DUE TO LOAN PARTICIPATION BANK			
3252														250	0	0	0	0	0	0	0	60	190	0	0	0	0				
3458														569	0	319	106	0	0	0	0	34	110	0	0	0	0				
3720														2277	0	1	0	0	0	0	0	28	2248	0	0	0	0				
3971														8995	0	5247	0	0	2724	0	0	247	3501	0	2185	0	0	Unearned revenues			
4156														476	0	252	35	0	138	0	0	85	104	0	0	0	0	Executive Deferred Incentive			
4231														482	0	0	0	0	0	0	0	124	358	0	0	0	0				
5069														5670	0	1207	0	923	0	0	0	421	3296	746	0	0	0				
5135														2234	0	1014	0	0	0	0	0	149	1071	0	1014	0	0				
5210														15269	0	9737	0	0	3079	0	0	651	4788	93	3580	0	0	Deferred Director Fees			
5461														6748	0	5508	0	0	0	0	0	2	1056	182	4824	0	0				
5751														1758	0	1475	0	0	1448	0	0	20	263	0	0	0	0	Post Retirement Benefits Payable			
6039														1751	0	278	0	0	189	0	0	210	1263	0	0	0	0	DEBIT CARD SUSPENSE			
6329														9616		3638	0	517				220	5758	0	3043						
7009														8478	0	61	120	61	0	0	0	11	8286	0	0	0	0				
7045														1426	0	0	579	0	0	0	0	70	777	0	0	0	0				
7072														4747	0	3402	0	0	0	0	0	4	1341	0	2967	0	0				
7456														326	0	99	0	0	0	0	0	27	200	0	0	0	0				
7634														161	0	4	0	0	0	0	0	45	112	0	0	0	0				
8033														4762	0	3462	0	44	12	0	0	799	501	0	3406	0	0	All Other Liabilities			
8462														122	0	0	0	0	0	0	0	50	65	7	0	0	0				
8631														820	0	731	0	0	0	0	0	13	76	0	731	0	0				
9357														4513	0	3203	0	0	0	0	0	3	1307	0	2370	0	0				
9553														1278	0	0	0	0	0	0	0	64	1214	0	0	0	0				
9807														12645		6196	0					713	4998	738		379	5416				
9955														518	0	204	75	0	0	0	0	23	216	0	0	0	0				
10250														1483	0	593	0	0	0	0	0	97	793	0	584	0	0	SBA PPP Fee Incom			
10849														429	0	79	0	67	0	0	0	51	299	0	0	0	0				
11145														3082		1415	0		903	512		50	1617	0				Great Lakes Capital Fund	Differed Revenue		
11640														2829	0	1541	0	0	0	0	0	275	1013	0	1541	0	0				
11837														358	0	165	0	0	0	0	0	14	179	0	0	0	0				
12030														2990	0	2593	0	1530	0	0	0	118	279	0	902	0	0				
12142														6050	0	5926	0	0	0	0	0	91	33	0	4919	0	0				
12311	3003060	0	2175500	233620	767986	0	0	0	487086	104480	0	0	0									2374									
12647														152	0	0	0	0	0	0	0	32	120	0	0	0	0				
12656														92	0	44	12	0	0	0	0	8	28	0	44	0	0				
12946														17910	0	11998	0	0	0	0	0	387	5525	0	9562	0	0				
13103														46168		41697	0		36052			175	4270	26				Defined Benefit Retirement Plan Liability			
13251														445	0	438	0	0	11	149	0	7	0	0	0	0	0	Deferred Gain on sale of ORE	Accrued Employee  B&P	Deferred PPP Income	
13457														206	0	195	0	0	0	0	0	4	7	0	0	0	0	Projected Split-dollar Life Insurance Payable			
14155														1158	0	748	0	0	268	0	0	51	359	0	477	0	0	Deferred Contract Incentive			
14650														512	0	283	0	0	0	0	0	9	220	0	281	0	0				
14753														197	0	0	127	0	0	0	0	29	41	0	0	0	0				
14865														3888	0	2780	0	0	0	0	0	47	1036	25	1756	0	0				
14977														58	0	2	0	2	0	0	0	13	43	0	0	0	0				
16551														1231	0	782	0	6	776	0	0	143	306	0	0	0	0	Deferred PPP Loan Fees			
17110														10798	0	1167	0	0	757	0	0	26	9525	80	0	0	0	DEFERRED RENT LIABILITY			
17147														239190	0	72663	0	0	0	0	0	357	145670	20500	0	52385	0				
17259														1637	0	1564	0	0	0	0	0	17	56	0	1564	0	0				
17950														3517	0	1297	1225	596	0	0	0	123	736	136	701	0	0				
17978														276	0	135	140	73	61	1	0	1	0	0	0	0	0	Other Taxes Payable	Other Liabilities		
18050														3586	0	2154	0	42	0	0	0	132	1300	0	1674	0	0				
18827														9394	0	6208	0	0	4904	0	0	136	3035	15	0	0	0	NET DERIVATIVE LIABILITY			
18836														1965	0	1089	0	0	0	0	0	74	802	0	951	0	0				
18854														7211		4271	0		996	1478		188	2752	0				Dividends Payable	Cashier's Checks		
19356														543	0	281	0	0	0	0	0	44	218	0	214	0	0				
19936														1783	0	1742	0	0	0	0	0	26	15	0	1235	0	0				
19972														1187	0	1120	0	0	1086	0	0	1	66	0	0	0	0	accrued life insurance			
20053														444	0	299	0	105	0	0	0	81	64	0	0	0	0				
20633														2743	0	1897	0	0	0	0	0	52	742	52	1897	0	0				
20857														1013	0	385	0	0	0	0	0	215	413	0	273	0	0				
21256														1	0	0	0	0	0	0	0	1	0	0	0	0	0				
21359														395	0	329	0	0	0	0	0	10	56	0	0	0	0				
21658														1392		1002	0					74	316	0	1002						
22048														2337	0	1782	0	13	0	0	0	175	380	0	1206	0	0				
22543														1908	0	818	536	0	203	593	0	14	540	0	0	0	0	Provision for Contingent Liability	Unearned PPP Loan Fees		
22552														463	0	335	0	0	335	0	0	115	13	0	0	0	0	AG BMP			
22730														1539	0	268	908	0	0	0	0	7	334	22	0	0	0				
23456														609	0	0	0	0	0	0	0	223	386	0	0	0	0	Fed Withholding			
23504														201040	0	149665	0	0	0	0	0	247	43478	7650	0	0	72170				
23643														255	0	92	0	0	0	0	0	114	49	0	0	0	0				
23755														2349	0	1219	60	0	466	0	0	28	1042	0	599	0	0	SBA Deferred Revenue			
24006														26812	0	20256	0	0	0	0	0	35	6521	0	811	0	9919				
24378														422	0	271	0	0	0	0	0	1	150	0	0	0	0				
24453														2795	0	1309	0	1106	0	0	0	32	1454	0	0	0	0				
24659														422	105	268	0	0	142	0	0	19	135	0	0	0	0	AGBMP			
24668														6006	0	4325	0	0	2189	1800	0	395	1286	0	0	0	0	Escrow Mtg Loans	Deferred Loan Recovery		
24949														5052	0	3341	0	0	0	0	0	136	1575	0	3341	0	0				
25357														513	0	0	0	0	0	0	0	94	419	0	0	0	0				
25647														5826		4842	0		2115	2331		394	590	0				Unearned SBA Fees	Forgiven SBA Loans		
26457														48		3	0					22	23	0							
26765														10336	0	95	368	0	0	0	0	324	7772	1777	0	0	0				
27070														5666	0	1927	1641	0	1105	597	0	243	1855	0	0	0	0	Contract Incentive	Deferred fees		
27548														9974	0	4425	967	0	0	0	0	108	4474	0	955	447	0				
27614														3254	0	1502	552	0	575	873	0	77	1123	0	0	0	0	Split Dollar Life Insurance	Network Settlement	0	
27847														4588	0	3173	0	2	1	1670	0	208	1207	0	1500	0	0	CDARS incoming ratebridge payment	Deferred Income		
28013														30579		21639	0					626	6506	1808	12697			federal tax			
28152														1618		1584	0					15	19	0	747	766					
28675														1137		1	858					8	270	0							
28732														1361	0	1068	0	0	933	0	0	63	230	0	0	0	0	Deferred Liabilities			
29476														375	0	293	15	0	0	0	0	67	0	0	0	0	0				
29636														15889	0	12397	0	0	0	0	0	420	3072	0	9875	0	2521				
29878														26893		26114	0		27	5917		0	779	0	20170			Abandoned Property	Minimum Liability Pension		
30052														198	0	33	19	32	0	0	0	4	142	0	1	0	0				
30502														11767	0	7864	1207	0	0	0	0	39	2512	145	0	2742	4856				
30650														759	0	1	396	0	0	0	0	122	240	0	0	0	0				
30810	3581658	0	847122	0	0	727995	0	0	2623162	37400	0	0	0									73974						Merchant Settlement			
31134														1666		1239	133	120	537	338		86	208	0				Index Liability Plan	Split Dollar Ins Liability		
31255														6701	0	1654	0	0	1611	0	0	50	4997	0	0	0	0	Factored loans collected reserves			
31657														163	0	80	0	0	0	0	0	20	63	0	0	0	0	OD Contra	Mastercard Drafts	ATM CLEARINGS	
31826														3257		3131	0					82	44	0	1441						
31835														6454	0	3714	0	0	0	0	0	80	2660	0	3038	0	0				
32234														2236	0	901	0	0	839	0	0	25	1310	0	0	0	0	Commitment on Equity Investments			
32766														1478	0	532	723	0	525	0	0	3	195	25	0	0	0	accrued PPP loan fees			
32971														3132	0	2541	0	0	0	0	0	42	549	0	2482	0	0				
33147														993	0	197	0	0	0	0	0	159	637	0	0	0	0				
33259														2918	0	782	0	0	305	268	209	697	1439	0	0	0	0	Interest Payable Participant	Miscellaneous Liabilities	Elan Debit Card Settlement	
33268														423	0	284	0	239	0	0	0	26	113	0	45	0	0				
33370														210	0	210	0	0	0	0	0	0	0	0	0	0	0				
33839														117	0	15	79	15	0	0	0	7	16	0	0	0	0				
33857														2362		0	0					439	1923	0							
34434														2186	658	1907	0	0	0	0	0	171	108	0	0	0	0				
34537														106432		93578	0	46456				153	10540	2161			25178				
34555														2557	0	2352	0	0	0	0	0	205	0	0	2338	0	0				
34742														3647	0	2319	0	0	0	0	0	109	1219	0	2089	0	0				
35057														933	0	622	25	0	591	0	0	48	238	0	0	0	0	PPP Fees in Process			
35301	17194000	0	14859000	418000	0	8476000	3999000	0	1898000	19000	0	0	0									0						Collateral deposits	Payable for securities purchased		
35570														386451	0	272170	0	0	0	0	0	377	92301	21603	0	0	213050				
35646														571	0	353	154	0	0	0	0	42	22	0	0	0	0				
35879														1181	0	399	0	0	0	0	0	180	602	0	376	0	0				
36456														496	0	359	0	0	0	0	0	38	99	0	274	0	0				
36933														1050	0	588	0	0	374	0	0	168	294	0	0	0	0	Escrow account balances			
37051														131	0	33	0	0	0	0	0	80	18	0	0	0	0				
37341														397	0	298	0	0	0	0	0	59	40	0	298	0	0				
37435														6077	0	805	0	0	137	405	0	187	5085	0	0	0	0	Deferred Income	Escrow Payable		
37640														46758	0	9823	6712	0	0	0	0	432	29791	0	0	0	6357				
37659														771	0	745	0	0	0	0	0	9	17	0	745	0	0				
37949														252	0	40	0	0	0	0	0	36	176	0	0	0	0				
38740														865	0	75	0	0	0	0	0	52	738	0	0	0	0				
39327														2066	802	1409	467	0	54	0	0	26	164	0	553	0	0	DEFERRED INCOME			
39756														5655		2624	0		2549			143	2888	0				ACCRUED SALARY CONTINUATION			
40033														574	0	542	0	0	0	18	0	5	27	0	524	0	0	Unfunded Projected Benefit Obligation	Accrued FDIC Assessment		
40499														100272		84242	0					34	15996	0	41439		27329				
40855														1062	0	621	0	0	621	0	0	160	281	0	0	0	0	UNEARNED INCOME			
41553														641	0	0	0	0	0	0	0	10	631	0	0	0	0				
41629														999	0	134	0	0	0	0	0	99	766	0	0	0	0				
41825														4098	0	2813	0	0	0	0	0	63	300	922	781	0	1965				
41955														27	0	0	0	0	0	0	0	3	24	0	0	0	0				
42037														242	0	2	0	0	0	0	0	13	227	0	0	0	0				
42354														1278	0	1026	0	0	1026	0	0	17	235	0	0	0	0	Deferred PPP Fees			
42372														2603	0	2332	0	0	0	0	0	8	263	0	2332	0	0				
42420														122200	7069	97348	0					177	19149	5526		41283	43854				
42448														6832	0	1323	0	0	927	0	0	1608	3515	386	0	0	0	OTHER PAYABLES			
42457														313	0	0	47	0	0	0	0	35	231	0	0	0	0				
43052														792	0	48	0	0	0	0	0	36	708	0	0	0	0				
43351														1246	0	166	0	0	0	0	0	408	672	0	0	0	0	DEPOSITS HELD FOR TENANTS	INSURANCE PAYABLE	CAFETERIA PLAN	
43856														643	0	637	0	0	0	0	0	6	0	0	555	0	0				
43959														897	0	1	523	0	0	0	0	94	272	7	0	0	0				
44040														1475	0	2	0	0	0	0	0	49	1424	0	0	0	0				
44433														2483		1739	0	512				69	340	335		748					
44741														3660	819	1838	627	1000	0	0	0	26	1169	0	0	0	0				
44750														247	0	36	0	0	0	0	0	106	105	0	0	0	0				
44929														1484		3	1142	1				47	292	0							
45038														310	0	87	0	0	0	0	0	47	176	0	0	0	0				
45047														1126	0	712	0	0	700	0	0	49	365	0	0	0	0	PPP Deferred Loan Fees			
45056														364	0	30	214	0	0	0	0	9	111	0	30	0	0				
45430														3789	0	3722	0	0	0	0	0	37	30	0	3714	0	0				
45458														1656	0	1051	327	49	0	0	0	30	248	0	698	0	0				
45551														6570	0	5167	0	0	0	0	0	290	1113	0	2558	0	0				
45560														18108		12247	0					458	5403	0	8457						
45775														3366	0	3364	0	0	0	0	0	1	1	0	3178	0	0				
46053														3067	0	2567	0	0	0	0	0	177	323	0	1874	0	0	Deferred Gain PPP Loans	Int Rate Cap/Floor Swap		
46941														556	0	0	0	0	0	0	0	61	495	0	0	0	0				
47247														8397		1186	1095					83	6033	0	962	122					
47256														151	0	0	0	0	0	0	0	27	124	0	0	0	0				
47452														419	0	399	0	335	0	0	0	20	0	0	0	0	0				
47500														2876	0	412	1408	137	0	0	0	2	896	158	0	0	0				
48057														2121	0	1923	0	0	0	0	0	93	105	0	1743	0	0				
48150														180	0	134	4	0	134	0	0	42	0	0	0	0	0	SBA PPP LOAN FEES RECEIVED NOT EARNED			
48374														5586	0	1522	0	887	0	0	0	432	3632	0	593	0	0				
48440														1369	0	1295	0	0	435	120	0	74	0	0	318	0	0	Split Dollar Life	Deferred Revenue		
49054														1311	420	792	0	0	0	0	0	68	451	0	367	0	0				
49148														1829	200	1649	12	0	0	0	0	14	154	0	1448	0	0				
49241														7502	0	7217	0	0	0	0	0	164	121	0	5706	0	0				
49652														618	0	102	385	0	0	0	0	27	104	0	0	0	0	Accrued Incentive Pay			
49858														1224	0	855	0	0	0	0	0	59	310	0	548	0	0				
49951														890	0	773	0	0	772	0	0	25	92	0	0	0	0	Unposted			
50144														1563	0	0	0	0	0	0	0	187	1376	0	0	0	0				
50461														540		100	0	50	46			52	288	100				OREO Security deposit			
51253														4593	0	2632	0	0	1709	0	0	511	1450	0	0	0	0	Deferred Gain on Sale of ORE			
51356														57		0	0					29	28	0							
51459														1381	0	671	118	0	3	373	0	32	560	0	295	0	0	Incoming RBP	Deferred PPP Income		
51842														4720		2066	0		683			290	2364	0	1165			PPP Deferred Fee Inc			
52719														6583451	0	6567698	0	0	1939242	4571113	0	0	15753	0	0	0	0	Participant Fund Cash	Payable to Participants		
52951														487	0	61	0	61	0	0	0	83	343	0	0	0	0				
53051														29	0	0	0	0	0	0	0	23	6	0	0	0	0				
54058														716		372	0	253				344	0	0				ATM Clearing			
54656														10103	0	1205	6067	0	0	0	0	2139	692	0	1093	0	0				
54973														120318		50672	1508					177	64311	3650	20704		23380				
55336														1536	0	803	132	0	0	0	0	55	546	0	619	0	0				
55635														944	0	289	0	0	0	0	0	51	604	0	0	0	0				
55653														311	0	83	0	83	0	0	0	13	215	0	0	0	0				
55970														1728	0	118	0	0	0	0	0	5	1555	50	0	0	0				
56258														594	0	300	0	0	0	0	0	40	254	0	0	0	0				
56351														21592		5216	718		4269			334	14850	474				Management incentive accruals			
56548														4181	0	14	0	0	0	0	0	397	3770	0	0	0	0				
56717														11206	0	5825	0	0	0	0	0	68	5313	0	4233	0	0				
57040														156	0	0	0	0	0	0	0	75	81	0	0	0	0				
57451														4107	0	0	1861	0	0	0	0	590	1656	0	0	0	0				
58225														770	0	30	0	0	0	0	0	101	639	0	0	0	0				
58243														73672		44343	0	6309		8449		611	27618	1100	912	26362			Deferred Liability - NMTC		
58355														46	0	8	0	0	8	0	0	28	10	0	0	0	0	Overdrafts			
58551														1344	0	1191	0	0	183	152	0	82	71	0	855	0	0	RESERVE FOR BONUS	Employee Bonus		
58636														6171	0	2641	0	0	727	124	719	64	3466	0	1025	0	0	ACCRUED SPLIT DOLLAR	SWAP	DEF INCOME PPP	
58757														4054	0	3481	0	0	0	0	0	176	397	0	3404	0	0				
58971														99090		69094	0					427	28569	1000	28712						
59316														16376	0	9806	0	0	0	0	0	1424	5146	0	0	0	4782				
59352														1478	0	37	180	0	0	0	0	111	1150	0	0	0	0				
59370														253	0	168	0	33	135	0	0	1	84	0	0	0	0	other libilities			
59754														13	0	0	1	0	0	0	0	3	9	0	0	0	0				
60143	1343000	0	851000	14000	0	384000	0	0	447000	31000	0	0	368000									0						Pension plan liability			
60330														3101	0	2550	0	0	0	0	0	74	477	0	1797	0	0				
60545														951	0	434	0	0	434	0	0	253	264	0	0	0	0	SBA PPP DEFERRED LOAN FEES			
60554														72	0	0	0	0	0	0	0	9	63	0	0	0	0				
60648														3115	0	1635	0	0	0	0	0	39	1441	0	1635	0	0				
61122														20824		18354	0					117	2212	141	9636		2945				
61355														9756	0	61	0	0	0	0	0	473	8939	283	0	0	0				
61476														4327	0	282	822	0	0	0	0	1	2890	332	0	0	0				
61757														1597		934	0		870			175	488	0				PPP Deferred Fee Income and Loan Payoff			
61832														4308	0	2567	1089	0	2064	386	0	64	588	0	0	0	0	Contracts Payable	Deferred Fee Income		
61953														174	0	28	0	0	0	0	0	8	138	0	0	0	0				
62044														424	0	414	0	0	0	0	0	10	0	0	0	0	0				
62110														2642	0	516	0	0	226	237	0	0	2126	0	0	0	0	Accrued postretirement benfits	Interco balance owed to affliliates, net		
62147														193	0	21	0	0	0	0	0	9	163	0	0	0	0				
63050														6008	0	4590	0	0	0	0	0	26	1392	0	4590	0	0				
63069	1714331	0	1241432	0	0	0	0	0	423330	49465	0	0	625084									104									
63201														1808	0	1169	217	0	388	403	0	14	337	71	0	0	0	Deferred SBA Fees	Prepaid Exp FAS 158		
63573														2800	0	1685	0	0	0	0	0	17	1098	0	1012	0	0				
63733														4653		2479	0		870			332	1827	15	1454			Cardholder Settlement Debit Cards			
63742														2819	0	848	0	112	0	0	0	93	1546	332	0	735	0				
63751														3		0	1					2	0	0				ORE CONTRACT PAYMENTS			
64150														824	0	785	0	728	0	0	0	39	0	0	0	0	0				
64552														4365		2952	1032					49	332	0	1469			CDFI Award - DPA			
64730														1374	0	1104	0	0	284	0	0	17	253	0	583	0	0	INCOME TAX PAYABLE - FEDERAL			
65205														4852	0	1012	165	0	0	0	0	5	3670	0	736	0	0				
65513	2337	0	426	0	426	0	0	0	1841	0	0	0	0									70									
65559														5388		4666	0					86	636	0	4606						
65746														8524	0	4650	0	323	0	0	0	438	3436	0	3531	0	0				
65858														8659	0	1642	10	475	916	0	0	239	6768	0	0	0	0	Interest rate swap mark-to-market			
