"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDHT50	RCFDHT51	RCFDHT52	RCFDHT53	RCFDHT58	RCFDHT59	RCFDHT60	RCFDHT61	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	RCONG314	RCONG315	RCONG316	RCONG317	RCONG318	RCONG319	RCONG320	RCONG321	RCONG322	RCONG323	RCONG348	RCONG349	RCONG350	RCONG351	RCONG352	RCONG353	
1669																																																																																																																																																0	0	49948	48063	48299	0	0	2000	2127	0	0	0	0	32043	32957	97398	97777	0	32043	32957	0	0	0	0	13389	4713	8676	28415	26556	40424	0	0	0	0	0	5764	15272	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
1856																																																																																																																																																0	0	11407	0	0	0	0	5003	5042	0	0	0	0	0	0	16490	16764	0	0	0	0	0	0	0	0	7202	3000	1002	0	0	221	0	0	0	0	0	0	1283	4053																									0	6162	0	5973									0	0	0	0	0	0	5157	5203	0	0	0	0	0	0	0	0							
2161																																																																																																																																																0	0	9730	0	0	0	0	0	0	0	0	0	0	0	0	61144	61088	0	0	0	43191	43321	0	0	767	1011	255	510	2737	9066	29742	0	0	0	0	3851	12939	978	0																									0	0	0	0	0	0	2600	2569	0	0	14362	14221	0	0	0	0	0	0	991	977	0	0	0	0	0	0	0	0							
2732																																																																																																																																																0	0	32994	0	0	0	0	0	0	0	0	300	300	0	0	50194	50541	0	0	0	23988	24166	0	0	14105	3504	10601	17376	13776	5284	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
2750																																																																																																																																																0	0	8704	0	0	0	0	0	0	0	0	0	0	0	0	14562	14694	0	0	0	9113	9238	1000	1002	406	109	406	1183	1583	9857	1215	0	274	0	0	0	67	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
3252																																																																																																																																																0	0	156854	60470	60466	0	0	0	0	0	0	0	0	0	0	162188	162774	0	0	0	41770	42168	138	138	66527	9686	64160	11583	8353	17258	6260	2306	116	386	3653	3488	95	25582	9849																									0	0	0	0									0	0	0	0	0	0	30862	30909	0	0	0	0	0	0	41	42							
3458																																																																																																																																																0	0	10647	96	96	0	0	0	0	0	0	0	0	2593	2678	13847	13801	0	2593	2678	7205	7182	0	0	391	291	100	793	1190	7177	320	0	0	0	0	1483	3997	371	672																									0	0	0	0									0	0	0	0	0	0	1054	1043	0	0	0	0	0	0	0	0							
3720																																																																																																																																																0	0	62031	2695	2699	0	0	0	0	0	0	0	0	1615	1615	85697	87001	0	1615	1615	25717	26836	1500	1497	3701	0	3701	1123	985	29608	6642	0	0	0	0	18558	28000	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
3971																																																																																																																																																0	0	8268	12588	12636	0	0	38910	38696	0	0	0	0	0	0	113113	112277	0	0	0	5952	5866	2000	1963	2015	5258	2044	0	12928	63385	13544	0	8	194	186	9090	5139	501	0																									0	0	0	0									0	0	0	0	0	0	487	501	0	0	0	0	0	0	0	0							
4156																																																																																																																																																0	0	37794	2057	2065	0	0	0	0	0	0	0	0	0	0	60875	61511	0	0	0	40999	41453	0	0	2493	722	1771	5954	6977	32862	3028	0	0	0	0	6213	2360	471	1153																									0	0	0	0									0	0	0	0	0	0	1594	1624	0	0	0	0	0	0	0	0							
4231																																																																																																																																																0	0	28266	0	0	0	0	0	0	0	0	0	0	0	0	53311	54320	0	0	0	32829	33694	500	500	0	0	0	0	0	22377	11817	0	0	0	0	11861	8265	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
5069																																																																																																																																																0	0	0	0	0	0	0	5853	6750	0	0	0	0	0	0	7390	8908	0	0	0	1537	2158	0	0	0	4087	0	0	0	2663	2158	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
5135																																																																																																																																																0	0	67427	33500	33498	0	0	0	0	0	0	0	0	0	0	80490	80454	0	0	0	1539	1591	0	0	55598	33498	22100	13645	9620	1591	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
5210																																																																																																																																																0	0	259098	0	0	0	0	12283	12486	0	0	0	0	8139	8452	384880	385834	0	0	0	37214	37468	0	0	46622	21002	25455	22372	20516	163106	12566	1	164	1255	2429	73183	45229	21	6674																									0	0	0	0									0	0	0	0	0	0	5578	5628	0	0	0	0	0	0	0	0							
5461																																																																																																																																																0	0	12072	999	996	0	0	0	0	0	0	0	0	0	0	261673	265691	0	0	0	112105	115899	7000	6995	1149	6374	328	6182	20898	84552	60565	0	0	0	452	30029	54653	0	1658																									0	0	0	0									0	0	0	0	0	0	1670	1658	0	0	0	0	0	0	0	0							
5751																																																																																																																																																0	0	27266	0	0	0	0	1250	1248	0	0	0	0	0	0	82809	84079	0	0	0	46581	47645	0	0	153	19325	153	15	996	27818	19912	1547	0	32	0	0	93	1860	12328																									0	14890	0	14732									0	0	0	0	0	0	12339	12417	0	0	0	0	0	0	0	0							
6039																																																																																																																																																0	0	23155	18998	18995	0	0	0	0	0	0	0	0	0	0	23787	23896	0	0	0	2788	2916	500	499	17997	6500	11497	998	0	3084	1316	0	0	0	0	0	0	0	500																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	500	0	0	0	0	0	0	0	0							
6329																																																																																																																																																0	0	3490	0	0	0	0	0	0	0	0	0	0	0	0	87762	87373	0	0	0	10407	10609	3000	2994	0	0	0	4985	501	11683	1419	0	0	0	0	6972	61813	0	0																									0	0	0	0	0	0	0	0	0	0	69355	68785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
7009																																																																																																																																																0	0	300660	192010	192004	0	0	0	0	0	0	0	0	0	0	308403	309083	0	0	0	91393	92088	0	0	145357	4611	140746	139951	11713	12062	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
7045																																																																																																																																																0	0	10334	0	0	0	0	0	0	0	0	0	0	0	0	151907	154968	0	0	0	55108	57934	0	0	1798	1548	250	85	3133	33533	20050	0	0	0	0	63574	25467	2931	4398																									0	0	0	0	0	0	2988	2983	0	0	85767	86057	0	0	0	0	0	0	7392	7329	0	0	0	0	0	0	0	0							
7072																																																																																																																																																0	0	108	0	0	0	0	16675	16981	0	0	0	0	37082	36921	26386	26642	0	5631	5643	4021	4002	0	0	2378	370	2004	1467	207	19553	5016	0	3	0	245	11244	21110	0	2507																									0	0	0	0									0	0	0	0	0	0	2558	2507	0	0	0	0	0	0	0	0							
