"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RIADG377	
2732																																																																0	192455		0			46544	2341		0	463758	711	0	11525	23408	111	10083	66839	2134	1317	7210	12568	0	0	66739	56723	105102	205106	5432	0				0	0			0	0	534	30878	37741	130276			0			0	0													0	0	0	0	0	1		0	22							0	9	0	0	0	1	0			0	0	0	0	0	150	0	0	CONF	CONF	0	
2750																																																																6593	0		20079			2731	0		378	42399	0	0	0	981	11	0	20242	56	113	306	505	0	0	15851	6607	7619	8880	229	2233				0	34			0	0	0	1914	936	6523			0			0	0													0	19731	0	0	0	0		0	1632							0	309	0	0	0	0	0			0	0	0	0	0	278	0	0	CONF	CONF	0	
3252																																																															0	31564	400		44952			22770	0		6464	117471	0	902	0	123	0	122	0	50	73	0	0	0	0	20069	62763	11169	5557	14947	0				0	0			0	0	0	163	0	4549			0			0	0														46200	0	0	0	0		0	197							0	1686	0	0	0	0	0			0	0	0	0	0	3701	0	0	CONF	CONF		
3458																																																																7701	73		9944			10968	0		0	45487	0	154	0	8963	27	0	7748	138	1040	2208	5346	231	0	1950	4966	10999	14296	3991	0				0	0			0	0	679	389	2641	1160			0			0	0													0	0	0	0	0	271		0	5							0	1406	0	0	0	0	0			271	271	0	0	0	1377	0	0	CONF	CONF	0	
3720																																																																10480	3926		4542			26777	1733		1476	156495	0	0	67	32314	310	160	31033	653	4171	7443	12259	5846	1895	10029	16510	33273	47761	16491	0				0	205			0	0	4836	9559	22265	29225			0			0	0														72002	0	0	0	537		0	358							0	3649	0	0	0	0	537			0	0		0	0	4840	0	0	CONF	CONF		
3971																																																																16032	49198		5890			167628	36641		0	705592	0	30327	3487	63027	2258	27709	147052	2527	6306	10052	13143	19542	9913	124161	61956	152770	187066	87421	26356				0	320			4416	4071	15617	49076	44654	192837			0			1982	424														227463	0	0	0	2260		875	60							0	290	0	83	0	0	195			0	0	0	0	0	30862	0	0	CONF	CONF		
4156																																																																17608	5223		5014			15456	7084		0	165057	0	215	0	52865	374	23738	26075	1056	2266	2880	6701	21126	18819	8131	15800	10169	25465	44137	8701				0	0			0	0	3645	1637	5207	48926			0			0	0														21840	0	0	0	0		0	0							0	896	0	0	0	0	0			0	0		0	0	907	0	0	CONF	CONF		
4231																																																															0	2821	938		611			4445	0		1054	43820	0	0	0	10851	28	0	12788	354	1112	3260	4447	1471	0	4900	6422	11509	9374	419	0				0	0			0	0	1018	272	8921	10299			0			286	0														0	0	0	0	701		0	45							0	777	0	0	0	0	415			0	0		0	0	1740	0	0	CONF	CONF		
5069																																																																4450	15088		0			11329	1853		0	300538	3401	0	0	61685	4739	6420	212236	8949	5402	43988	0	0	0	87741	115350	34485	1292	0	0				0	0			0	0	49416	21155	46124	88100			0			0	0														42492	0	0	0	3096		0	0							0	0	0	0	0	3096	0			0	0	0	0	0	0	0	0	CONF	CONF		
5135																																																															0	80419	4020		96540			48083	0		2518	371750	0	0	0	62529	984	165	189767	8187	14854	25151	12465	1668	204	35199	131547	106100	21057	7453	2969				615	0			0	0	3550	9339	37670	14961			0			199	0														47990	0	0	0	695		0	61							0	4229	0	0	0	0	0			492	468	8	14	2	6232	4	0	CONF	CONF		
5210																																																															0	79157	50282		5441			199024	94824		67283	1560443	0	0	0	330673	25496	108263	127536	19640	18950	30143	55105	100707	106027	125424	133318	201333	398781	315108	48787				0	4757			5114	3113	15842	30737	305277	343593			0			0	527														812388	0	0	0	3627		0	793							0	568	0	0	0	0	3627			0	0	0	0	0	6696	0	0	CONF	CONF		
5461																																																																35506	75044		16222			76815	3763		0	476123	1014	0	6347	29922	541	1501	45881	2285	705	1970	8407	7554	8872	18031	50398	89245	118083	169291	7				0	76			0	0	3958	2831	48092	172564			0			0	0													0	302373	0	0	0	0		0	4949							0	61	0	0	0	0	0			0	0	0	0	0	6793	0	0	CONF	CONF	0	
5751																																																																25220	4497		16702			45914	1991		372	154813	0	620	0	27598	285	21109	28206	991	1713	1819	3418	8965	10578	16494	16567	16910	27373	29947	18081				0	22			0	0	744	397	6731	18338			0			0	0													0	16064	0	0	0	0		0	128							0	3784	0	0	0	0	0			0	0	0	0	0	1470	0	0	CONF	CONF	0	
6039																																																															0	33244	850		3840			29548	926		1020	256493	0	0	0	40343	445	8012	38691	739	3503	7888	11764	8621	7683	50631	37786	38351	48557	27228	11042				510	203			0	0	5843	18612	67153	47800			0			410	0	0	0	0	0	0	0	0	0	0	0	0	0		15463				410		0	763							0	689	0	0	0	0	0			0	0	0	0	0	4704	0	0	CONF	CONF		
6329																																																																4561	16619	0	857	102568	0	102568	5726		728	956738	0	0	0	161363	4164	2276	168151	13032	19781	37837	85623	2666	190	34814	106458	167093	354800	126818	2926	0	0	0	0	1191	0		0	0	55644	93882	115699	52090	0	0	0			0	717	0	0	0	0	0	0	0	0	0	0	0	0	1087	42952				39	505	0	505							0	270289	0	0	0	0	0	0	0	39	0	0	0	39	70852	0	175	CONF	CONF	0	
7009																																																															0	0	0		0			96114	0		0	417275	0	0	0	0	0	0	413310	0	0	0	0	0	0	413310	0	0	3965	0	0				0	0			0	0	0	0	0	0			0			0	0														0	0	0	0	0		0	6150							0	0	0	0	0	0	0			0	0	0	0	0	315011	0	0	CONF	CONF		
7045																																																															0	5858	0		6133			5265	506		940	90259	0	0	0	47504	243	37247	4947	152	646	3166	1491	4688	37201	1812	4282	12455	10913	5086	7819				424	9			0	0	1584	147	4099	6729			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		41557				0		0	0							0	5675	0	0	0	0	0			0	0	0	0	0	5143	0	0	CONF	CONF		
7072																																																																1408	18975		142			15938	5293		0	261313	0	0	4	156260	3152	87379	10118	4764	9957	5210	3644	51898	80163	8017	5340	14356	13349	29063	34594				0	2186			1706	708	2991	6478	26715	20585			0			976	593														116533	0	0	0	5698		0	0							0	0	0	0	0	1974	2748			0	0	0	0	0	1190	0	3834	CONF	CONF		
7456																																																															0	11752	0		38369			11305	0		143	74745	0	0	0	3972	107	0	37110	269	530	1123	2050	0	0	35182	3467	9683	20189	356	1896				0	1			0	0	705	116	2481	3940			0			0	0														49668	0	0	0	0		0	6							0	1087	0	0	0	0	0			0	0	0	0	0	761	0	0	CONF	CONF		
7634																																																																965	262		7167			7833	0		0	56370	0	0	0	15665	156	0	12066	297	1176	3774	5996	4381	0	3455	7498	14375	9706	4182	1390				0	0			0	0	845	575	2483	12397			0			0	0														1268	0	0	0	0		0	360							0	245	0	0	0	0	0			0	0	0	0	0	7417	0	0	CONF	CONF		
8033																																																																10400	4987		8773			30048	0		0	292106	0	0	0	124414	3201	731	103158	10203	23927	32212	56811	643	76	22965	52226	33957	52070	2741	1902				0	0			0	0	28341	33729	34943	7704			0			0	233													0	127296	0	0	0	0		0	163							0	1288	0	0	0	0	0			0	0	0	0	0	4115	0	0	CONF	CONF	0	
8462																																																															0	11774	0		7376			18927	0		0	58844	0	0	0	8579	0	1930	10247	1365	430	88	41	2413	4242	11432	8436	6830	14343	3017	5392				0	0			0	0	0	0	2879	1240			0			0	0														0	0	0	0	48		0	0							0	6049	0	0	0	0	0			48	0	0	0	48	2020	0	0	CONF	CONF		
8631																																																																180	0		743			4159	0		903	41231	0	0	0	17864	237	87	2778	0	212	524	1385	4346	11397	270	2297	1203	5593	9560	2916				0	0			0	0	0	1929	1202	7487			0			75	0													0	0	0	0	0	75		0	109							0	2284	0	0	0	0	0			0	0		0	0	4134	0	0	CONF	CONF	0	
9357																																																																576	22426		0			154571	1616		0	564255	0	19367	0	60	92	0	326157	0	0	0	0	60	0	191112	176523	57598	93874	45088	0				0	1422			0	0	0	150	32284	37297			0			0	0													0	252335	0	0	0	0		292732	952							0	79	0	0	0	0	0			0	0	0	0	0	631	0	0	CONF	CONF	0	
9553																																																															0	38416	2802		42266			11338	0		0	110237	0	0	0	6724	206	227	40629	0	828	1740	1663	2116	377	42875	1578	8341	23887	19050	7706				0	0			0	0	1315	1288	2577	487			0			0	0														83167	0	0	0	0		0	1393							0	801	0	0	0	0	0			0	0	0	0	0	624	0	0	CONF	CONF		
9807																																																																0	435547	0	0	102940	0	102940	38147		0	1643543	4271	0	0	249884	16716	63955	464176	8767	7448	20975	23580	97454	84489	226650	221312	300798	316525	321379	9138	0	0	0	0	15	0		0	0	43338	277736	84547	398253	0	0	0			3476	3258	0	0	0	0	0	0	0	0	0	0	0	0	0	443489				65196	441	0	441							0	0	5750	14894	5142	10408	25526	0	0	0	0	0	0	0	250	0	1799	CONF	CONF	0	
9955																																																																18177	564		3665			17660	393		0	100038	0	8131	0	2372	0	29	34313	26	58	447	1612	88	141	10382	23847	28239	31663	3127	0				0	0			0	0	186	0	1912	46335			0			0	0														30765	0	0	0	0		0	148							0	373	0	0	0	0	0			0	0	0	0	0	122	0	0	CONF	CONF		
10250																																																																1406	16405		0			115666	13262		0	336003	1173	0	0	39260	2425	13799	52241	424	6208	5081	6748	15993	4702	22173	36184	52690	98136	87313	1076				117	310			0	0	9442	22057	63847	43150			0			0	0														131741	0	0	0	0		0	39							0	5971	0	0	0	0	0			0	0	0	0	0	3819	0	0	CONF	CONF		
10849																																																															0	17821	6768		9044			11211	476		2635	182029	236	0	0	38484	293	30974	31047	2869	11774	7764	15987	91	0	10546	36864	35893	50379	7940	2159				0	0			0	0	4318	9524	44983	35522			0			0	0														0	0	0	0	0		0	19							0	456	0	0	0	0	0			0	0	0	0	0	711	0	0	CONF	CONF		
11145																																																																2325	559		41			23420	6227		1571	208452	0	0	0	47897	125	7668	33295	2282	5272	7727	10528	20638	1108	22063	18739	25673	51223	41124	1293				0	19			0	0	1855	6476	47959	17335			0			692	176	0	0	0	0	0	0	0	0	0	0	0	0	0	23733				1473		0	0							0	3304	0	0	0	528	27			226	226		0	0	49339	0	0	CONF	CONF	0	
11640																																																															0	16872	4628		50785			22102	1200		0	195542	0	0	0	25900	858	20090	85805	1533	1634	3761	2858	7782	8332	14855	71002	22222	27372	22279	9775				0	0			0	0	3541	32333	18498	9120			0			21	0														71094	0	0	0	21		0	232							0	4116	0	0	0	0	0			0	0	0	0	0	5357	0	0	CONF	CONF		
11837																																																																1743	6196		36			8971	682		3195	59237	87	0	0	18504	215	0	8176	560	2122	6319	7605	1063	835	10971	3133	13298	8364	5054	0				72	157			0	0	1350	3183	7999	6284			0			0	0														585	0	0	0	0		0	65							0	276	0	0	0	0	0			0	0		0	0	396	0	0	CONF	CONF		
12030																																																															0	54477	1197		3463			40756	0		0	329417	0	0	0	67609	256	17268	56448	2199	5871	26520	9739	21605	1670	30741	48673	105562	50002	20576	2802				552	143			0	0	4858	15165	95688	21552			0			0	0														0	0	0	0	0		0	603							0	12568	0	0	0	0	0			0	0	0	0	0	10530	0	0	CONF	CONF		
12142																																																																5956	8176		3593			27496	1077		0	137062	0	215	0	37575	1243	635	31550	2232	4514	10790	18859	930	250	7680	17124	16217	42077	15251	1138				0	0			0	0	2270	9040	3835	23359			0			166	0													0	0	0	0	0	701		0	0							0	5091	0	0	0	0	401			134	134		0	0	8136	0	0	CONF	CONF	0	
12311		194179	3110978	2001444	175028	32390722	306337	9151401	0	1386320	113225088	0	504727	21653525	311394	18328724	36123241	5519420	11876556	17604267	14958910	4659331	0	9173	49	0	475599	547557	505150	2879	5800			406562	1878317	5739533	8434765	0	5084690	12524332	14620063	111784	8786838	9310973	86143	872952	978308	8485	2553391	2959131	29165	45609151	570231	0	13261763	77279	0	63619	0	0	0	6200602		194179	3110978	41342	175028	32390722	91075		9151401	0	1386320	113009826	0	5084690		21653525	311394	9141296		163197	420132	502021	1214428	9546988	9655923							9173	49	475599	547557	505150					406562	1878317	5739533	8434765			0			360379	77089																			1123576	836526									13261763	0	1109	1950	29306	36589				0				6200602		30928	CONF	CONF		
12647																																																															0	13472	10233		4763			18301	1353		2807	111579	0	0	0	26632	109	13129	19426	5046	2882	9599	2094	6837	71	11788	14043	35265	13181	10631	0				298	28			0	0	1527	2662	6233	22715			0			0	0														78111	0	0	0	0		0	10							0	133	0	0	0	0	0			0	0	0	0	0	303	0	0	CONF	CONF		
