"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK087	RCFDK088	RCFDK089	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDL183	RCFDL184	RCFDL185	RCFDL186	RCFDL187	RCFDL188	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	RCONK055	RCONK056	RCONK057	RCONK058	RCONK059	RCONK060	RCONK061	RCONK062	RCONK063	RCONK064	RCONK065	RCONK066	RCONK067	RCONK068	RCONK069	RCONK070	RCONK071	RCONK087	RCONK088	RCONK089	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	RCONK111	RCONK112	RCONK113	RCONK114	RCONK115	RCONK116	RCONK117	RCONK118	RCONK119	RCONK120	RCONK121	RCONK122	
1669																																																																																																								0	0	0							49	1314	193				114	0	0	0	0	0	0	0	0	0	0	0				0	0	0	144	7	0	0	0	0	0	0	0	0	0	0	0	31	0	451	109	49	0	0	0	0	19				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
1856																																																																																																								0	0	0							1	46	0				46	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
2161																																																																																																								0	0	0							3152	1420	63	0	0	0	0	0	24	289	0	2849	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	880	63	0	0	0	0	244	0				0	0	0	0	0	0	199	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
2732																																																																																																								0	0	0							2138	0	2538	0	0	0	0	2538	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	534	0				0	0	0	0	534	0	0	0	0	0	1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
2750																																																																																																								0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
3252																																																																																																								0	0	0							2843	698	0	956	483	0	77	0	885	0	0	690	0	0	0	0	0	0				0	0	0	483	0	956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	13	0	0	0	234	0	0	0	0	0	0	0	0	116	0	0	103	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
3458																																																																																																								0	0	0							322	120	0	0	0	0	0	0	322	95	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	593	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
3720																																																																																																								0	0	0							163	449	0				16	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	47	0	386	0	0	0	0	0	0	0				0	0	0	0	30	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
3971																																																																																																								0	0	0							4380	954	0	686	0	0	273	0	0	0	0	1959	0	0	0	0	0	0				0	0	53	0	0	686	0	0	0	0	0	0	0	0	0	0	1544	0	148	0	0	0	0	0	496	0				0	0	0	0	0	0	0	0	0	0	0	0	129	0	573	129	0	573	273	0	1077	128	0	793	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
4156																																																																																																								0	0	0							138	0	0				0	0	0	0	0	65	0	0	0	0	0	0				0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	56	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
4231																																																																																																								0	0	0							549	613	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	499	0	0	0	0	0	54	0				0	7	0	0	0	0	0	84	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
5069																																																																																																								0	0	0							6732	17591	0	0	0	0	0	0	1335	0	0	0	0	0	0	0	0	0				0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	3346	91	0	0	0	0	0	0	1335	0				0	0	0	0	1700	0	7591	10000	0	0	184	0	0	0	921	0	0	2621	0	0	0	0	0	0	0	0	0																																		0	0	1700	0	0	0	0	0	0	0	0	0	0	0	0				
5135																																																																																																								0	0	0							4896	307	129	1833	13	0	79	0	228	0	0	2275	0	0	0	0	0	0				0	0	0	13	0	1833	0	0	0	0	0	18	0	0	0	0	0	122	34	104	0	0	0	0	194	0				0	0	0	0	0	0	0	139	0	0	391	0	0	0	102	0	0	840	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
5210																																																																																																								0	0	0							7120	1319	636	0	0	0	107	0	2635	259	0	228	0	0	0	0	0	0				45	94	0	18	0	0	0	0	0	0	0	0	0	0	0	0	101	0	429	542	0	0	0	0	910	0				0	0	0	0	0	0	379	0	0	0	3849	307	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	95	0	0	0				
