"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
1669																																																																																																																																		384625	3727																																																																																																														
1856																																																																																																																																		59571	301																																																																																																														
2161																																																																																																																																		279908	2314	0	0	204104	12324	3096	9228	0	0	0	0	0	0	2600	15353	43191	0	797	0	797	0	0	0	0	0	0	20092	0	0	0	20092	5758	25378	112903	135122	280	280	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8908	4454	0	0	4454	0	5758	26733	117357	135402	0	5347	58679	135402	204104	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																		686240	5043																																																																																																														
2750																																																																																																																																		67127	506	0	0	48082	1403	1007	396	0	0	0	0	0	0	759	12832	971	0	0	0	0	0	0	0	0	0	0	2895	1	166	3	2725	2144	13772	2526	42817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2144	13772	2526	42817	0	2754	1263	42817	48082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6242	1248	0	0	
3252																																																																																																																																		299539	3997	0	2347	132016	16973	12120	4853	0	0	0	0	0	0	83871	62098	16040	41	2000	0	2000	0	0	0	0	0	0	4318	258	568	121	3371	97522	89927	16284	96236	10	10	0	0	0	10	270	135	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1075	538	0	0	0	538	97522	89927	16284	99899	0	17985	8142	99899	129669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458																																																																																																																																		70868	543	0	0	50502	3851	3430	421	0	2593	0	2593	0	0	751	5891	7205	0	791	0	791	0	0	0	0	0	0	4888	2757	253	37	1694	8307	9949	16278	36454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8307	9949	16278	39302	0	1990	8139	39302	50502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																		357414	1708																																																																																																														
3971																																																																																																																																		880584	7477	0	0	793290	24240	18510	5730	0	0	0	0	0	0	12902	56677	4624	39918	1172	0	1172	0	0	0	0	0	0	43772	55	5579	273	32949	62371	76313	109465	629716	3564	3564	0	0	0	3564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	9	0	157542	78771	0	123	11421	67208	62371	76436	120895	708343	0	15287	60448	708343	793290	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156																																																																																																																																		280718	2742																																																																																																														
4231																																																																																																																																		142417	768																																																																																																														
5069																																																																																																																																		441344	7988	0	3999	378821	91913	91830	83	0	0	0	0	0	0	0	0	1538	6860	0	0	0	0	0	0	0	0	0	46965	0	0	0	46879	91830	83	1538	331603	725	725	0	0	0	725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10145	5073	0	0	0	5073	91830	83	1538	343895	0	17	769	343895	374822	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135																																																																																																																																		541573	4715																																																																																																														
5210																																																																																																																																		2694267	20207	0	623	1574186	592866	573504	19362	0	8139	0	8139	0	0	4373	366553	1671	13333	0	0	0	0	0	0	0	0	0	166142	0	2475	0	118726	581379	462532	383854	1233795	0	0	0	0	0	0	8818	4409	0	0	0	4409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581379	462532	383854	1267962	0	92506	191927	1267962	1573563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461																																																																																																																																		801127	6713																																																																																																														
5751																																																																																																																																		253199	2410																																																																																																														
6039																																																																																																																																		380175	3927																																																																																																														
6329																																																																																																																																		1275472	17642	0	5905	939010	182951	161949	21002	0	0	0	0	0	0	0	87270	492	0	2	0	2	0	0	0	0	0	0	66050	180	936	0	61335	217695	109210	173085	780686	978	978	0	0	0	978	7716	3858	0	0	0	3858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27126	13563	0	0	684	12879	217695	109210	177583	811714	0	21842	88792	811714	933105	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																		877589	0	0	0	489045	127788	125288	2500	0	0	0	0	0	0	192010	103146	13246	0	0	0	0	0	0	0	0	0	0	9341	0	0	0	9341	317298	114259	13246	418003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317298	114259	13301	418003	0	22852	6651	418003	489045	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	55	0	0	
7045																																																																																																																																		262828	1153																																																																																																														
7072																																																																																																																																		391510	3068	0	0	254727	7654	2210	5444	0	37082	0	31451	5631	0	0	5690	4021	16675	28923	0	28923	0	0	0	0	0	0	32965	0	3523	553	22429	2547	75031	165765	144183	0	0	0	0	0	0	745	373	0	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18375	9188	0	0	0	9188	2547	75031	165765	153744	0	15006	82883	153744	254727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456																																																																																																																																		119998	887	0	0	78898	8271	6782	1489	0	0	0	0	0	0	502	26383	5931	0	0	0	0	0	0	0	0	0	0	4725	217	368	34	4106	12975	30092	9221	68269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12975	30092	9221	68269	0	6018	4611	68269	78898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634																																																																																																																																		82848	1155																																																																																																														
8033																																																																																																																																		371578	1802																																																																																																														
8462																																																																																																																																		162971	2014																																																																																																														
8631																																																																																																																																		70510	398																																																																																																														
9357																																																																																																																																		674585	4923																																																																																																														
9553																																																																																																																																		215979	1212	0	0	137021	4250	2500	1750	0	28787	827	26947	1024	0	2859	38348	650	300	21750	0	21750	0	0	0	0	0	0	9681	0	2769	0	5931	9707	91564	9224	105322	47	47	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	133	0	0	0	133	9707	91564	9224	112198	0	18313	4612	112198	137021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9807																																																																																																																																		2621174	31225	0	6714	2019909	527430	510131	17299	0	0	0	0	0	0	55267	218762	6506	9531	0	0	0	0	0	0	0	0	0	186733	3968	1802	0	76634	644611	237863	209926	1407286	9548	9548	0	0	0	9548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345727	172864	0	0	0	172864	676582	237863	209926	1613947	0	47573	104963	1613947	2013195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																		194462	1706																																																																																																														
10250																																																																																																																																		609803	5299	0	1341	316660	66963	57566	9397	0	0	0	0	0	0	7018	185853	940	0	0	0	0	0	0	0	0	0	0	14755	195	2862	138	11560	106867	214242	56638	233373	0	0	0	0	0	0	5706	2853	0	0	0	2853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4333	2167	0	0	0	2167	106867	214242	56638	244875	0	42848	28319	244875	315319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10849																																																																																																																																		283764	2487																																																																																																														
