"IDRSSD"	RCFD3411	RCFD3430	RCFD3432	RCFD3433	RCFD3434	RCFD3435	RCFD3450	RCFD3555	RCFD3556	RCFD3557	RCFD3814	RCFD3815	RCFD3817	RCFD3819	RCFD3820	RCFD3821	RCFD3822	RCFD3826	RCFD5591	RCFD5592	RCFD5593	RCFD5594	RCFD5595	RCFD6550	RCFD8693	RCFD8694	RCFD8695	RCFD8696	RCFD8697	RCFD8698	RCFD8699	RCFD8700	RCFD8701	RCFD8702	RCFD8703	RCFD8704	RCFD8705	RCFD8706	RCFD8707	RCFD8708	RCFD8709	RCFD8710	RCFD8711	RCFD8712	RCFD8713	RCFD8714	RCFD8715	RCFD8716	RCFD8719	RCFD8720	RCFD8723	RCFD8724	RCFD8725	RCFD8726	RCFD8727	RCFD8728	RCFD8733	RCFD8734	RCFD8735	RCFD8736	RCFD8737	RCFD8738	RCFD8739	RCFD8740	RCFD8741	RCFD8742	RCFD8743	RCFD8744	RCFD8745	RCFD8746	RCFD8747	RCFD8748	RCFD8765	RCFDA126	RCFDA127	RCFDA589	RCFDC219	RCFDC220	RCFDC221	RCFDC222	RCFDC223	RCFDC224	RCFDC968	RCFDC969	RCFDC970	RCFDC971	RCFDC972	RCFDC973	RCFDC974	RCFDC975	RCFDC978	RCFDF164	RCFDF165	RCFDG401	RCFDG402	RCFDG403	RCFDG404	RCFDG405	RCFDG406	RCFDG407	RCFDG408	RCFDG409	RCFDG410	RCFDG411	RCFDG412	RCFDG413	RCFDG414	RCFDG415	RCFDG416	RCFDG417	RCFDG418	RCFDG420	RCFDG421	RCFDG422	RCFDG423	RCFDG425	RCFDG426	RCFDG427	RCFDG428	RCFDG430	RCFDG431	RCFDG432	RCFDG433	RCFDG435	RCFDG436	RCFDG437	RCFDG438	RCFDG440	RCFDG441	RCFDG442	RCFDG443	RCFDG445	RCFDG446	RCFDG447	RCFDG448	RCFDG450	RCFDG451	RCFDG452	RCFDG453	RCFDG455	RCFDG456	RCFDG457	RCFDG458	RCFDG460	RCFDG461	RCFDG462	RCFDJ455	RCFDJ456	RCFDJ457	RCFDJ458	RCFDJ459	RCON3411	RCON3430	RCON3432	RCON3433	RCON3434	RCON3435	RCON3450	RCON3555	RCON3556	RCON3557	RCON3814	RCON3815	RCON3817	RCON3819	RCON3820	RCON3821	RCON3822	RCON3826	RCON5591	RCON5592	RCON5593	RCON5594	RCON5595	RCON6550	RCON8693	RCON8694	RCON8695	RCON8696	RCON8697	RCON8698	RCON8699	RCON8700	RCON8701	RCON8702	RCON8703	RCON8704	RCON8705	RCON8706	RCON8707	RCON8708	RCON8709	RCON8710	RCON8711	RCON8712	RCON8713	RCON8714	RCON8715	RCON8716	RCON8719	RCON8720	RCON8723	RCON8724	RCON8725	RCON8726	RCON8727	RCON8728	RCON8733	RCON8734	RCON8735	RCON8736	RCON8737	RCON8738	RCON8739	RCON8740	RCON8741	RCON8742	RCON8743	RCON8744	RCON8745	RCON8746	RCON8747	RCON8748	RCONA126	RCONA127	RCONA589	RCONC219	RCONC220	RCONC221	RCONC222	RCONC223	RCONC224	RCONC968	RCONC969	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	
1669																																																																																																																																																								268	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	4791									
1856																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
2161																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	232	0	280		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																								0	0	0	0				0	0	0	11028	0		606		0			0	0	0	0	0	0																																																								0	0									
2750																																																																																																																																																								0	6300	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
3252																																																																																																																																																								0	198000	0	0				198000	0	0	0	0		10		270			0	0	0	0	0	0																																																								0	0									
3458																																																																																																																																																								0	1500	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
3720																																																																																																																																																								0	5000	0	0				0	0	0	5492	0		338		0			0	0	0	0	0	0																													828																				0							0	0									
3971																																																																																																																																																								0	0	0	0				0	0	0	39119	0		3564		0			0	0	0	0	0	0																																																								0	0									
4156																																																																																																																																																								0	0	0	0				0	0	0	4631	0		313		0			0	0	0	0	0	0																																																								0	0									
4231																																																																																																																																																								0	0	0	0				0	0	0	83	0		0		0			0	0	0	0	0	0																																																								0	0									
5069																																																																																																																																																								0	0	0	0				0	0	0	423	0		725		0			0	0	0	0	0	0																																																								0	0									
5135																																																																																																																																																								0	0	0	0				0	0	0	0	2073		988		0			0	0	0	0	0	0																																																								0	0									
5210																																																																																																																																																								0	0	0	0				0	0	0	156179	0		0		8818			0	0	0	0	0	0																																																								0	0									
5461																																																																																																																																																								0	32500	0	0				0	0	0	7604	0		707		0			0	0	0	0	0	3950																																																								0	0									
5751																																																																																																																																																								0	0	0	0				0	0	0	1707	0		381		0			0	0	0	0	0	0																																																								0	0									
6039																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	757	2526	0	0		539		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	2831	0	0	978		7716		0	0	0	0	0	0	0	0	0	0	0	34897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																													4000																				0							0	0									
7045																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	494	2212	0	0		110		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072																																																																																																																																																								0	10000	0	0				0	0	0	7477	0		0		745			0	0	0	0	0	0																																																								0	0									
7456																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
7634																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
8033																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		789			0	0	0	0	0	0																																																								720	0									
8462																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		275			0	0	0	0	0	0																																																								0	526									
8631																																																																																																																																																								0	0	0	0				0	0	0	0	0		205		0			0	0	0	0	0	0																																																								0	0									
9357																																																																																																																																																								0	0	0	0				0	0	0	1685	0		1564		540			0	0	0	0	0	0																																																								0	0									
9553																																																																																																																																																								0	0	0	0				0	0	0	0	0		47		0			0	0	0	0	0	0																																																								0	0									
9807																																																																																																																																																								0	195000	0	0	0	0	40000	195000	0	0	75833	0	0	9548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0	0	0	0	0	40000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																																								0	0	0	0				0	0	0	928	0		0		0			0	0	0	0	0	0																																																								0	0									
10250																																																																																																																																																								0	0	0	0				0	0	0	13288	562		0		5706			0	0	0	0	0	0																																																								0	0									
10849																																																																																																																																																								0	0	0	0				0	0	0	540	0		0		27			0	0	0	0	0	0																																																								0	0									
11145																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	8919	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640																																																																																																																																																								0	0	0	0				0	0	0	2000	0		272		0			0	0	0	0	0	0																																																								0	0									
11837																																																																																																																																																								0	0	0	0				0	0	0	498	284		12		0			0	0	0	0	0	0																																																								0	0									
12030																																																																																																																																																								0	0	0	0				0	0	0	0	2809		1515		0			0	0	0	0	0	0																																																								0	0									
12142																																																																																																																																																								336	0	0	0				0	0	0	2146	0		0		0			0	0	0	0	0	0																																																								0	0									
12311	17850	0	0	211588	0	0	52113174	0	0	0	15769157	3373926	0	559694	23083	180257	2797	0	0	0	0	0	0	263087	227500	0	0	1587	2933837	3233142	0	0	0	0	0	0	0	0	0	0	6728188	43826	5276	91150	5473160	43826	5276	91150	633690	1429654	644242	1613541	20901330	220044	0	0	960160	48226	202	213556	836358	44425	5620	210385	439179	5240	0	0	41466	0	0	0	22961	46574529	3100750	5200525	0	421	1349	0	0	0	0	0	0	0	0	0	1116809	2922888	0	373693	2286777	0	0	1116809	2922888	0	0	0	0	70721	698192	347896	0	0	0	137701	1393305	1391882	329132	0	0	664607	206867	0	0	195	0	0	0	0	0	0	0	0	96773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303640	0	0	195	2884902	489024	28676219	422564	2815271																																																																																										
12647																																																																																																																																																								0	0	0	0				0	0	0	2103	981		78		100			0	0	0	0	0	0																																																								0	0									
12656																																																																																																																																																								75	0	0	0				0	0	0	14	0		0		0			0	0	0	0	0	0																																																								0	0									
12946																																																																																																																																																								0	371560	0	0				0	0	0	0	10185		1502		0			0	0	0	0	0	0																													0																				0							0	0									
13103																																																																																																																																																								0	0	0	0	0	0	186366	0	0	0	57914	0	0	2258	10	331	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186366	0	0	0	0	0	0	0	0	0	0	0	2587	0	0	0	2587	0	0	0	0	0	186366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																													0																				1771							0	0									
13457																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
