"IDRSSD"	RCFDM708	RCFDM709	RCFDM710	RCFDM711	RCFDM712	RCFDM713	RCFDM714	RCFDM715	RCFDM716	RCFDM717	RCFDM719	RCFDM720	RCFDM721	RCFDM722	RCFDM723	RCFDM724	RCFDM725	RCFDM726	RCFDM727	RCFDM728	RCFDM729	RCFDM730	RCFDM731	RCFDM732	RCFDM733	RCFDM734	RCFDM735	RCFDM736	RCFDM737	RCFDM738	RCFDM739	RCFDM740	RCFDM741	RCFDM742	RCFDM743	RCFDM744	RCFDM745	RCFDM746	RCFDM747	RCFDM748	RCFDM749	RCFDM750	RCFDM751	RCONM708	RCONM709	RCONM710	RCONM711	RCONM712	RCONM713	RCONM714	RCONM715	RCONM716	RCONM717	RCONM719	RCONM720	RCONM721	RCONM722	RCONM723	RCONM724	RCONM725	RCONM726	RCONM727	RCONM728	RCONM729	RCONM730	RCONM731	RCONM732	RCONM733	RCONM734	RCONM735	RCONM736	RCONM737	RCONM738	RCONM739	RCONM740	RCONM741	RCONM742	RCONM743	RCONM744	RCONM745	RCONM746	RCONM747	RCONM748	RCONM749	RCONM750	RCONM751	
1669																																																																																							
1856																																																																																							
2161																																																																																							
2732																																																																																							
2750																																																																																							
3252																																																																																							
3458																																																																																							
3720																																																																																							
3971																																																																																							
4156																																																																																							
4231																																																																																							
5069																																																																																							
5135																																																																																							
5210																																																																																							
5461																																																																																							
5751																																																																																							
6039																																																																																							
6329																																																																																							
7009																																																																																							
7045																																																																																							
7072																																																																																							
7456																																																																																							
7634																																																																																							
8033																																																																																							
8462																																																																																							
8631																																																																																							
9357																																																																																							
9553																																																																																							
9807																																												20960	0	299289	6525	0	0	49212	0	915998	21632	0	0	209	209	256412	853	0	0	112	0	100646	488	0	0	0	0	0	0	0	0	0	0	705	7	0	0	1511	70493	209	1573050	31016	0	0	
9955																																																																																							
10250																																																																																							
10849																																																																																							
11145																																																																																							
11640																																																																																							
11837																																																																																							
12030																																																																																							
12142																																																																																							
12311																																																																																							
12647																																																																																							
12656																																																																																							
12946																																																																																							
13103																																												0	0	101596	1425	0	0	2573	61	693701	10022	0	0	0	0	748757	3682	0	0	1781	8	213205	2521	0	0	0	0	0	0	0	0	0	0	297995	1615	0	0	0	4354	69	2055254	19265	0	0	
13251																																																																																							
13457																																																																																							
14155																																																																																							
14650																																																																																							
14753																																																																																							
14865																																																																																							
14977																																																																																							
16551																																																																																							
17110																																																																																							
17147																																																																																							
17259																																																																																							
17950																																																																																							
17978																																																																																							
18050																																																																																							
18827																																																																																							
18836																																																																																							
18854																																																																																							
19356																																																																																							
19936																																																																																							
19972																																																																																							
20053																																																																																							
20633																																																																																							
20857																																																																																							
21256																																																																																							
21359																																																																																							
21658																																																																																							
22048																																																																																							
22543																																																																																							
22552																																																																																							
22730																																																																																							
23456																																																																																							
23504																																																																																							
23643																																																																																							
23755																																																																																							
24006																																																																																							
24378																																																																																							
24453																																																																																							
24659																																																																																							
24668																																																																																							
24949																																																																																							
25357																																																																																							
25647																																																																																							
26457																																																																																							
26765																																																																																							
27070																																																																																							
27548																																																																																							
27614																																																																																							
27847																																																																																							
28013																																																																																							
28152																																																																																							
28675																																																																																							
28732																																																																																							
29476																																																																																							
29636																																																																																							
29878																																												732	4	63188	491	0	0	8017	453	479253	3762	0	0	23023	3468	1250194	7349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	1	0	0	2180	31772	3925	1792827	13783	0	0	
30052																																																																																							
30502																																																																																							
30650																																																																																							
30810																																																																																							
31134																																																																																							
31255																																																																																							
31657																																																																																							
31826																																																																																							
31835																																																																																							
32234																																																																																							
32766																																																																																							
32971																																																																																							
33147																																																																																							
33259																																																																																							
33268																																																																																							
33370																																																																																							
33839																																																																																							
33857																																																																																							
34434																																																																																							
34537																																																																																							
34555																																																																																							
34742																																																																																							
35057																																																																																							
35301																																																																																							
35570																																																																																							
35646																																																																																							
35879																																																																																							
36456																																																																																							
36933																																																																																							
37051																																																																																							
37341																																																																																							
37435																																																																																							
37640																																																																																							
37659																																																																																							
37949																																																																																							
38740																																																																																							
39327																																																																																							
39756																																																																																							
40033																																																																																							
40499																																												0	0	103070	1434	0	0	12408	1887	1319399	24970	0	0	22503	683	1359728	11202	3409	0	7595	2848	405512	5340	362	57	0	0	0	0	0	0	0	0	185751	853	0	0	1999	42506	5418	3373460	45798	3771	57	
40855																																																																																							
41553																																																																																							
41629																																																																																							
41825																																																																																							
41955																																																																																							
42037																																																																																							
42354																																																																																							
42372																																																																																							
42420																																																																																							
42448																																												0	0	176364	2310	0	0	317	0	607447	7958	0	0	0	0	465687	6069	0	0	0	0	258384	3675	0	0	0	0	3559	69	0	0	0	0	36960	724	0	0	752	317	0	1548401	21557	0	0	
42457																																																																																							
43052																																																																																							
43351																																																																																							
43856																																																																																							
43959																																																																																							
44040																																																																																							
44433																																																																																							
44741																																																																																							
44750																																																																																							
44929																																																																																							
45038																																																																																							
45047																																																																																							
45056																																																																																							
45430																																																																																							
45458																																																																																							
45551																																																																																							
45560																																												12	0	150737	1261	0	0	5510	0	537033	7390	0	0	3634	415	417960	3728	0	0	871	204	171493	1266	0	0	0	0	0	0	0	0	210	73	24231	454	0	0	2225	10237	692	1301454	16324	0	0	
45775																																																																																							
46053																																																																																							
46941																																																																																							
47247																																																																																							
47256																																																																																							
47452																																																																																							
47500																																																																																							
48057																																																																																							
48150																																																																																							
48374																																																																																							
48440																																																																																							
49054																																																																																							
49148																																																																																							
49241																																																																																							
49652																																																																																							
49858																																																																																							
49951																																																																																							
50144																																																																																							
50461																																																																																							
51253																																																																																							
51356																																																																																							
51459																																																																																							
51842																																																																																							
52719																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52951																																																																																							
53051																																																																																							
54058																																																																																							
54656																																												0	0	13786	261	0	0	1495	0	56250	1064	0	0	175	0	40392	764	0	0	1298	81	74886	1417	0	0	0	0	0	0	0	0	48	11	13600	257	0	0	0	3016	92	198914	3763	0	0	
54973																																																																																							
55336																																																																																							
55635																																																																																							
55653																																																																																							
55970																																																																																							
56258																																																																																							
56351																																												711	38	220133	1947	0	0	4291	312	676177	11300	0	0	68	0	404027	3516	0	0	2432	1442	313219	3789	0	0	0	0	0	0	0	0	0	0	78604	1634	0	0	3464	7502	1792	1692160	25650	0	0	
56548																																																																																							
56717																																																																																							
57040																																																																																							
57451																																																																																							
58225																																																																																							
58243																																												0	0	402120	4462	0	0	5370	570	1119286	12538	0	0	3596	98	1456393	15248	0	0	5200	1128	1113029	22496	0	0	0	0	14463	169	0	0	0	0	59655	803	0	0	26972	14166	1796	4164946	82688	0	0	
58355																																																																																							
58551																																																																																							
58636																																																																																							
58757																																																																																							
58971																																												0	0	544004	18131	0	0	0	0	1768031	43385	0	0	3054	184	1009310	27253	0	0	40949	3368	2168872	38823	5709	0	0	0	11648	399	0	0	86	86	117083	1575	0	0	5909	44089	3638	5618948	135475	5709	0	
59316																																																																																							
59352																																																																																							
59370																																																																																							
59754																																																																																							
60143																																																																																							
60330																																																																																							
60545																																																																																							
60554																																																																																							
60648																																																																																							
61122																																												858	0	130772	2500	0	0	7494	230	354447	5445	0	0	2918	20	361490	4839	0	0	0	0	230015	2944	0	0	0	0	0	0	0	0	0	0	57349	590	0	0	500	11270	250	1134073	16818	0	0	
61355																																																																																							
61476																																																																																							
61757																																																																																							
61832																																																																																							
61953																																																																																							
62044																																																																																							
62110																																																																																							
62147																																																																																							
63050																																																																																							
63069	4616	0	2879490	76610	3249	531	10156	0	9705005	91507	38896	2895	0	0	16942719	73935	1328	51	129126	11294	23180534	266255	0	0	0	0	64478	1538	0	0	0	0	754015	7969	2	0	0	143898	11294	53526241	517814	43475	3477																																												
63201																																																																																							
63573																																																																																							
63733																																																																																							
63742																																																																																							
63751																																																																																							
64150																																																																																							
64552																																																																																							
64730																																																																																							
65205																																																																																							
65513																																																																																							
65559																																																																																							
65746																																																																																							
65858																																																																																							
66154																																																																																							
66275																																																																																							
66677																																																																																							
67142																																																																																							
67151																																																																																							
67209																																																																																							
67254																																																																																							
67656																																																																																							
67870																																																																																							
68671																																																																																							
68756																																																																																							
68831																																																																																							
69333																																												236	0	61134	1009	0	0	2078	19	437181	5976	0	0	4037	258	288370	4638	0	0	242	82	207382	2136	0	0	0	0	0	0	0	0	106	22	20944	461	0	0	0	6699	381	1015011	14220	0	0	
69678																																																																																							
70218																																																																																							
70414																																																																																							
70638																																																																																							
70955																																																																																							
71073																																																																																							
71457																																																																																							
71859																																																																																							
72258																																																																																							
72351																																																																																							
72454																																																																																							
72678																																																																																							
73116																																																																																							
73152																																																																																							
73554																																																																																							
73956																																																																																							
74056																																																																																							
74140																																												49	9	0	0	0	0	16807	520	499573	1012	0	0	5455	664	377535	290	0	0	8224	8	224104	1010	0	0	0	0	0	0	0	0	0	0	74915	938	0	0	4909	30535	1201	1176127	8159	0	0	
74403																																																																																							
74449																																																																																							
75259																																																																																							
75446																																																																																							
75455																																																																																							
75633	10240	2541	3326360	76470	1321	0	172014	17757	8328365	135236	38150	21770	216558	26723	8507581	23633	4947	167	352726	71784	54010239	497443	22776	12552	0	0	372524	18061	0	0	21593	1071	7789784	28579	517	517	0	773131	119876	82334853	779422	67711	35006																																												
75651																																																																																							
76153																																																																																							
76443																																																																																							
76854																																																																																							
77150																																																																																							
77253																																																																																							
77422																																																																																							
77851																																												306	0	195949	1428	0	0	5055	0	1190795	17854	0	0	236	0	279624	1267	14	0	1037	0	922747	14950	0	0	0	0	8167	148	0	0	0	0	37994	613	0	0	0	6634	0	2635276	36260	14	0	
78157																																																																																							
78241																																																																																							
78559																																																																																							
79042																																																																																							
79127																																																																																							
79145																																																																																							
79257																																																																																							
79855																																																																																							
80150																																																																																							
80374																																																																																							
80431																																																																																							
81175																																																																																							
82033																																																																																							
82257																																																																																							
82350																																																																																							
82659																																																																																							
83151																																																																																							
83236																																																																																							
83375																																																																																							
83638	0	0	333695	2353	0	0	58342	11665	2299623	24630	0	0	7430	1107	473580	5743	0	0	58076	22869	2065277	30180	0	0	0	0	0	0	0	0	197	125	310553	5513	0	0	0	124045	35766	5482728	68419	0	0																																												
83834																																																																																							
83852																																																																																							
83955																																																																																							
84046																																																																																							
84541																																																																																							
84804																																																																																							
85052																																																																																							
85472																																																																																							
85931																																																																																							
86349																																																																																							
86675																																																																																							
87047																																																																																							
87159																																																																																							
87234																																																																																							
87476																																																																																							
87579																																																																																							
88231																																																																																							
88259																																																																																							
88352																																																																																							
88455																																																																																							
88950																																																																																							
89032																																																																																							
89135																																																																																							
89854																																																																																							
89957																																																																																							
90047																																																																																							
90177																																																																																							
90328																																																																																							
90337																																																																																							
90579																																																																																							
91615																																																																																							
91754																																																																																							
91950																																																																																							
92144																																																																																							
92676																																																																																							
92706																																																																																							
92902																																																																																							
93244																																																																																							
93543																																																																																							
93619																																																																																							
94139																																																																																							
94522																																																																																							
94755																																																																																							
94858																																																																																							
95051																																																																																							
95677																																																																																							
96553																																																																																							
97055																																																																																							
97279																																																																																							
97457																																																																																							
97804																																																																																							
97943																																																																																							
98351																																																																																							
98463																																																																																							
98717																																																																																							
99143																																																																																							
99376																																												0	0	28090	522	0	0	164	0	325894	6988	0	0	2930	91	1125027	8679	18156	0	7156	1373	634519	5914	0	0	0	0	0	0	0	0	0	0	35639	731	0	0	0	10250	1464	2149169	22834	18156	0	
99442																																																																																							
99536																																																																																							
99853																																																																																							
100236																																																																																							
100357																																																																																							
100562																																																																																							
100777																																																																																							
100843																																																																																							
101019	17915	3773	559249	6361	0	0	5203	281	1371897	21248	0	0	0	0	1173147	8212	0	0	27638	6466	2238664	22943	0	0	0	0	98	0	0	0	0	0	53	0	0	0	0	50756	10520	5343108	58764	0	0																																												
101037																																																																																							
101439																																																																																							
101671																																																																																							
101738																																																																																							
101952																																																																																							
102333																																																																																							
102342																																																																																							
102539																																																																																							
102557																																																																																							
102874																																																																																							
103134																																																																																							
104234																																																																																							
104542																																																																																							
104971																																																																																							
105026																																																																																							
105473																																																																																							
105530																																																																																							
106359																																												0	0	104958	1561	0	0	3747	0	700654	11540	0	0	516	0	225180	3124	0	0	2740	0	230942	1729	0	0	0	0	480	0	0	0	11	0	256117	2650	0	0	2065	7014	0	1518331	22669	0	0	
106452																																																																																							
106676																																																																																							
107244																																																																																							
107459																																																																																							
107570																																																																																							
107758																																																																																							
108072																																																																																							
108269																																																																																							
108652																																																																																							
108746																																																																																							
108951																																																																																							
